time,input,output,experiment
8.72,1,0.896116658314046,step
8.73,1,0.89612087385052,step
8.74,1,0.896125203785241,step
8.75,1,0.89612964595111,step
8.76,1,0.896134198200714,step
8.77,1,0.896138858406266,step
8.78,1,0.896143624459556,step
8.79,1,0.896148494271888,step
8.8,1,0.896153465774023,step
8.81,1,0.896158536916122,step
8.82,1,0.896163705667679,step
8.83,1,0.896168970017465,step
8.84,1,0.896174327973459,step
8.85,1,0.896179777562787,step
8.86,1,0.896185316831652,step
8.87,1,0.896190943845271,step
8.88,1,0.896196656687807,step
8.89,1,0.896202453462293,step
8.9,1,0.896208332290573,step
8.91,1,0.896214291313218,step
8.92,1,0.896220328689464,step
8.93,1,0.896226442597133,step
8.94,1,0.896232631232562,step
8.95,1,0.896238892810523,step
8.96,1,0.896245225564152,step
8.97,1,0.896251627744872,step
8.98,1,0.896258097622307,step
8.99,1,0.896264633484216,step
9,1,0.896271233636403,step
9.01,1,0.896277896402641,step
9.02,1,0.896284620124589,step
9.03,1,0.896291403161713,step
9.04,1,0.8962982438912,step
9.05,1,0.896305140707877,step
9.06,1,0.896312092024127,step
9.07,1,0.896319096269799,step
9.08,1,0.89632615189213,step
9.09,1,0.896333257355656,step
9.1,1,0.896340411142121,step
9.11,1,0.896347611750396,step
9.12,1,0.896354857696389,step
9.13,1,0.896362147512953,step
9.14,1,0.896369479749802,step
9.15,1,0.896376852973418,step
9.16,1,0.896384265766961,step
9.17,1,0.896391716730181,step
9.18,1,0.896399204479325,step
9.19,1,0.896406727647044,step
9.2,1,0.896414284882302,step
9.21,1,0.896421874850286,step
9.22,1,0.89642949623231,step
9.23,1,0.896437147725722,step
9.24,1,0.896444828043812,step
9.25,1,0.896452535915715,step
9.26,1,0.896460270086321,step
9.27,1,0.896468029316175,step
9.28,1,0.896475812381388,step
9.29,1,0.896483618073534,step
9.3,1,0.896491445199563,step
9.31,1,0.896499292581696,step
9.32,1,0.896507159057338,step
9.33,1,0.896515043478974,step
9.34,1,0.896522944714075,step
9.35,1,0.896530861645003,step
9.36,1,0.89653879316891,step
9.37,1,0.896546738197646,step
9.38,1,0.896554695657655,step
9.39,1,0.896562664489883,step
9.4,1,0.896570643649677,step
9.41,1,0.896578632106687,step
9.42,1,0.896586628844771,step
9.43,1,0.896594632861893,step
9.44,1,0.896602643170027,step
9.45,1,0.896610658795058,step
9.46,1,0.896618678776684,step
9.47,1,0.896626702168316,step
9.48,1,0.896634728036981,step
9.49,1,0.896642755463222,step
9.5,1,0.896650783541003,step
9.51,1,0.896658811377605,step
9.52,1,0.89666683809353,step
9.53,1,0.896674862822404,step
9.54,1,0.896682884710874,step
9.55,1,0.896690902918514,step
9.56,1,0.896698916617724,step
9.57,1,0.896706924993632,step
9.58,1,0.896714927243995,step
9.59,1,0.8967229225791,step
9.6,1,0.896730910221669,step
9.61,1,0.896738889406756,step
9.62,1,0.896746859381653,step
9.63,1,0.896754819405788,step
9.64,1,0.896762768750633,step
9.65,1,0.896770706699598,step
9.66,1,0.89677863254794,step
9.67,1,0.896786545602663,step
9.68,1,0.896794445182421,step
9.69,1,0.89680233061742,step
9.7,1,0.896810201249322,step
9.71,1,0.896818056431147,step
9.72,1,0.896825895527176,step
9.73,1,0.896833717912858,step
9.74,1,0.89684152297471,step
9.75,1,0.896849310110219,step
9.76,1,0.896857078727754,step
9.77,1,0.896864828246461,step
9.78,1,0.896872558096175,step
9.79,1,0.896880267717319,step
9.8,1,0.896887956560814,step
9.81,1,0.89689562408798,step
9.82,1,0.896903269770445,step
9.83,1,0.896910893090049,step
9.84,1,0.896918493538748,step
9.85,1,0.896926070618527,step
9.86,1,0.896933623841298,step
9.87,1,0.896941152728814,step
9.88,1,0.896948656812573,step
9.89,1,0.896956135633724,step
9.9,1,0.896963588742979,step
9.91,1,0.896971015700517,step
9.92,1,0.896978416075895,step
9.93,1,0.896985789447958,step
9.94,1,0.896993135404741,step
9.95,1,0.897000453543389,step
9.96,1,0.897007743470058,step
9.97,1,0.89701500479983,step
9.98,1,0.897022237156619,step
9.99,1,0.897029440173088,step
10,-0.5,0,prbs
10.01,-0.5,-2.48125e-05,prbs
10.02,0.5,-9.8630541875e-05,prbs
10.03,-0.5,-0.000171096703731481,prbs
10.04,0.5,-0.000242722995078313,prbs
10.05,0.5,-0.00031301395030958,prbs
10.06,0.5,-0.000332856573687995,prbs
10.07,-0.5,-0.000302994308869772,prbs
10.08,0.5,-0.000273790078951586,prbs
10.09,0.5,-0.000244737370642906,prbs
10.1,-0.5,-0.000166712140252257,prbs
10.11,0.5,-9.00717844313551e-05,prbs
10.12,-0.5,-1.43042651731983e-05,prbs
10.13,0.5,6.00949836194921e-05,prbs
10.14,0.5,0.000133638001066828,prbs
10.15,-0.5,0.000255454352536176,prbs
10.16,-0.5,0.000375192158352027,prbs
10.17,-0.5,0.000443743968260501,prbs
10.18,-0.5,0.00046185877058202,prbs
10.19,0.5,0.000430280031660462,prbs
10.2,0.5,0.000399370695696682,prbs
10.21,-0.5,0.00041824926894192,prbs
10.22,-0.5,0.00043655280945501,prbs
10.23,0.5,0.000405162802830277,prbs
10.24,0.5,0.000374442172595145,prbs
10.25,-0.5,0.000393509404635904,prbs
10.26,0.5,0.00041200153695259,prbs
10.27,0.5,0.00043042503538457,prbs
10.28,-0.5,0.000497903887755834,prbs
10.29,0.5,0.000564080633261397,prbs
10.3,-0.5,0.000629467237598729,prbs
10.31,0.5,0.00069356818652782,prbs
10.32,-0.5,0.00075689543093122,prbs
10.33,-0.5,0.000818953440164936,prbs
10.34,-0.5,0.000830629147143759,prbs
10.35,-0.5,0.00079266591796725,prbs
10.36,-0.5,0.000705801592066992,prbs
10.37,0.5,0.000570768482728413,prbs
10.38,0.5,0.000437918378212758,prbs
10.39,0.5,0.000356358627220241,prbs
10.4,-0.5,0.000325340129898399,prbs
10.41,0.5,0.000294494298552685,prbs
10.42,-0.5,0.00026432197422142,prbs
10.43,-0.5,0.000234316521426607,prbs
10.44,0.5,0.000155353774406744,prbs
10.45,0.5,7.77910078726499e-05,prbs
10.46,0.5,5.07410620170637e-05,prbs
10.47,0.5,7.34603328444012e-05,prbs
10.48,-0.5,0.000145210732212298,prbs
10.49,0.5,0.000215634687496993,prbs
10.5,-0.5,0.000285244056906957,prbs
10.51,-0.5,0.000353543222990781,prbs
10.52,0.5,0.000371419037645357,prbs
10.53,0.5,0.000389239791665198,prbs
10.54,-0.5,0.000456129338563542,prbs
10.55,0.5,0.000521730083731487,prbs
10.56,-0.5,0.000586553859576639,prbs
10.57,0.5,0.000650105019090246,prbs
10.58,-0.5,0.000712895380914143,prbs
10.59,-0.5,0.000774429282698381,prbs
10.6,0.5,0.000785593526193151,prbs
10.61,-0.5,0.000796756346881188,prbs
10.62,-0.5,0.000807416537881298,prbs
10.63,0.5,0.000768455355439259,prbs
10.64,0.5,0.000730235489184616,prbs
10.65,0.5,0.000741875186649406,prbs
10.66,-0.5,0.000802636243115134,prbs
10.67,-0.5,0.000862160961179557,prbs
10.68,-0.5,0.000871336066205257,prbs
10.69,-0.5,0.000830904716211395,prbs
10.7,-0.5,0.00074160454205166,prbs
10.71,0.5,0.000604167647966379,prbs
10.72,0.5,0.000468945612734402,prbs
10.73,0.5,0.000385045575165753,prbs
10.74,0.5,0.000351718225139101,prbs
10.75,0.5,0.000368219764341077,prbs
10.76,-0.5,0.00043381190661957,prbs
10.77,-0.5,0.00049813687772546,prbs
10.78,0.5,0.000512081330701854,prbs
10.79,0.5,0.00052601335571688,prbs
10.8,0.5,0.000589056603933055,prbs
10.81,-0.5,0.000700478276714162,prbs
10.82,-0.5,0.000809926084561126,prbs
10.83,0.5,0.00086829216193881,prbs
10.84,0.5,0.000925950076555038,prbs
10.85,-0.5,0.00103202895268482,prbs
10.86,0.5,0.0011361764598406,prbs
10.87,0.5,0.00123890968743005,prbs
10.88,0.5,0.0013893632378501,prbs
10.89,0.5,0.00158681525483878,prbs
10.9,-0.5,0.00183054938133833,prbs
10.91,0.5,0.00207022975701628,prbs
10.92,-0.5,0.00230638993146843,prbs
10.93,-0.5,0.00253855595564972,prbs
10.94,-0.5,0.00271763632483849,prbs
10.95,0.5,0.00284439594617491,prbs
10.96,-0.5,0.0029692191767539,prbs
10.97,0.5,0.0030916209058755,prbs
10.98,-0.5,0.00321212345914102,prbs
10.99,0.5,0.00333024165108878,prbs
11,-0.5,0.00344649772957793,prbs
11.01,0.5,0.00356040642847676,prbs
11.02,0.5,0.00367248991209873,prbs
11.03,-0.5,0.00383188782794243,prbs
11.04,0.5,0.00398825833492889,prbs
11.05,0.5,0.00414212897740525,prbs
11.06,0.5,0.00434264477759829,prbs
11.07,0.5,0.00458909426333895,prbs
11.08,0.5,0.00488077142531139,prbs
11.09,-0.5,0.00521697571397309,prbs
11.1,-0.5,0.00554738703591983,prbs
11.11,-0.5,0.00582292966595425,prbs
11.12,-0.5,0.00604438425365351,prbs
11.13,0.5,0.00621252586027867,prbs
11.14,-0.5,0.00637774895611328,prbs
11.15,-0.5,0.00653957850220629,prbs
11.16,0.5,0.00664892185397279,prbs
11.17,0.5,0.00675616772959625,prbs
11.18,0.5,0.00691046033272774,prbs
11.19,-0.5,0.00711108734054834,prbs
11.2,0.5,0.0073077168615859,prbs
11.21,-0.5,0.00750088634944774,prbs
11.22,-0.5,0.00769012569478055,prbs
11.23,-0.5,0.00782634716876291,prbs
11.24,0.5,0.00791031939117125,prbs
11.25,0.5,0.00799243036899936,prbs
11.26,0.5,0.00812182357923458,prbs
11.27,-0.5,0.00829778595722882,prbs
11.28,0.5,0.008469984854821,prbs
11.29,-0.5,0.00863895695437273,prbs
11.3,0.5,0.00880423136102811,prbs
11.31,0.5,0.00896634454650341,prbs
11.32,0.5,0.00917445040119727,prbs
11.33,0.5,0.00942784626181462,prbs
11.34,0.5,0.00972583486852324,prbs
11.35,-0.5,0.0100677243617892,prbs
11.36,0.5,0.0104032032786648,prbs
11.37,0.5,0.0107328294647884,prbs
11.38,-0.5,0.01110577816464,prbs
11.39,0.5,0.0114717430471096,prbs
11.4,-0.5,0.0118312870768812,prbs
11.41,-0.5,0.0121839656043143,prbs
11.42,0.5,0.0124807163068954,prbs
11.43,-0.5,0.0127719581552986,prbs
11.44,-0.5,0.0130572405337854,prbs
11.45,-0.5,0.0132874951422594,prbs
11.46,-0.5,0.0134635099631545,prbs
11.47,0.5,0.0135860672989008,prbs
11.48,-0.5,0.0137055687698219,prbs
11.49,-0.5,0.0138215463964381,prbs
11.5,-0.5,0.0138849145036293,prbs
11.51,-0.5,0.0138964436896009,prbs
11.52,0.5,0.0138568988653979,prbs
11.53,-0.5,0.0138166642548214,prbs
11.54,0.5,0.0137752544787213,prbs
11.55,-0.5,0.0137331914611192,prbs
11.56,-0.5,0.0136899894838565,prbs
11.57,0.5,0.0135965451329746,prbs
11.58,-0.5,0.0135032362696341,prbs
11.59,0.5,0.0134095711553041,prbs
11.6,-0.5,0.0133160653585368,prbs
11.61,0.5,0.0132222268102563,prbs
11.62,0.5,0.0131285707507703,prbs
11.63,-0.5,0.0130842297850608,prbs
11.64,-0.5,0.0130388549135482,prbs
11.65,-0.5,0.0129433414085961,prbs
11.66,0.5,0.0127984408256922,prbs
11.67,0.5,0.0126545240449128,prbs
11.68,0.5,0.0125607173565084,prbs
11.69,-0.5,0.0125162904520493,prbs
11.7,-0.5,0.0124708933852885,prbs
11.71,0.5,0.012375420488902,prbs
11.72,0.5,0.0122802473856703,prbs
11.73,0.5,0.012234505113692,prbs
11.74,0.5,0.012237468116931,prbs
11.75,0.5,0.0122884162054892,prbs
11.76,0.5,0.012386634555516,prbs
11.77,0.5,0.0125314137085282,prbs
11.78,-0.5,0.012722049570151,prbs
11.79,0.5,0.0129082184082863,prbs
11.8,0.5,0.013090465766969,prbs
11.81,-0.5,0.0133179545584561,prbs
11.82,-0.5,0.0135403660906035,prbs
11.83,-0.5,0.0137086259400358,prbs
11.84,-0.5,0.0138235159600401,prbs
11.85,0.5,0.0138858123187932,prbs
11.86,-0.5,0.0139459104980088,prbs
11.87,-0.5,0.0140033363759808,prbs
11.88,-0.5,0.014008998132475,prbs
11.89,0.5,0.0139636602184137,prbs
11.9,0.5,0.0139177063960981,prbs
11.91,-0.5,0.0139202758235729,prbs
11.92,0.5,0.0139210260445689,prbs
11.93,-0.5,0.0139204838644337,prbs
11.94,-0.5,0.0139181684444958,prbs
11.95,0.5,0.0138649812479358,prbs
11.96,0.5,0.0138113050102036,prbs
11.97,0.5,0.0138062778637139,prbs
11.98,-0.5,0.0138491813278844,prbs
11.99,-0.5,0.0138896772689083,prbs
12,0.5,0.0138786718154244,prbs
12.01,-0.5,0.0138665523686432,prbs
12.02,-0.5,0.013852836726525,prbs
12.03,0.5,0.0137884249895573,prbs
12.04,0.5,0.0137236985313131,prbs
12.05,0.5,0.0137077941232833,prbs
12.06,0.5,0.0137399919250507,prbs
12.07,-0.5,0.0138195774441962,prbs
12.08,-0.5,0.0138962165358498,prbs
12.09,-0.5,0.0139208193179099,prbs
12.1,-0.5,0.0138941521807261,prbs
12.11,0.5,0.0138169758270901,prbs
12.12,0.5,0.0137396702726198,prbs
12.13,-0.5,0.0137113709305145,prbs
12.14,0.5,0.0136817316018833,prbs
12.15,0.5,0.013651275352053,prbs
12.16,0.5,0.0136691426053065,prbs
12.17,-0.5,0.0137346171748702,prbs
12.18,0.5,0.0137973632224067,prbs
12.19,0.5,0.013857914173406,prbs
12.2,-0.5,0.0139654208107905,prbs
12.21,-0.5,0.0140695523037853,prbs
12.22,-0.5,0.0141212220825602,prbs
12.23,0.5,0.0141211998475757,prbs
12.24,0.5,0.0141198746092411,prbs
12.25,-0.5,0.014166390771722,prbs
12.26,-0.5,0.0142104111223366,prbs
12.27,-0.5,0.0142028427069456,prbs
12.28,0.5,0.0141444488400364,prbs
12.29,0.5,0.0140856121451076,prbs
12.3,0.5,0.014075470639194,prbs
12.31,0.5,0.0141133057229674,prbs
12.32,-0.5,0.0141984041405731,prbs
12.33,0.5,0.0142804329791112,prbs
12.34,0.5,0.014359928583788,prbs
12.35,0.5,0.0144860446512834,prbs
12.36,0.5,0.0146580782583896,prbs
12.37,0.5,0.0148753318201744,prbs
12.38,-0.5,0.0151371130878157,prbs
12.39,0.5,0.0153931101458817,prbs
12.4,-0.5,0.0156438803253134,prbs
12.41,-0.5,0.0158889732946573,prbs
12.42,0.5,0.0160793210028519,prbs
12.43,-0.5,0.016265336646609,prbs
12.44,-0.5,0.0164465637921203,prbs
12.45,0.5,0.0165739282784038,prbs
12.46,-0.5,0.0166978371854694,prbs
12.47,0.5,0.0168178279567982,prbs
12.48,-0.5,0.0169344453034515,prbs
12.49,-0.5,0.0170472262567379,prbs
12.5,-0.5,0.0171070901126465,prbs
12.51,-0.5,0.0171148124008523,prbs
12.52,-0.5,0.0170711629242744,prbs
12.53,-0.5,0.0169769057590386,prbs
12.54,0.5,0.0168327992550715,prbs
12.55,0.5,0.016689221037315,prbs
12.56,-0.5,0.0165953040913028,prbs
12.57,0.5,0.0165006997543026,prbs
12.58,-0.5,0.0164059285924303,prbs
12.59,-0.5,0.0163105034961853,prbs
12.6,-0.5,0.0161653196274783,prbs
12.61,0.5,0.0159711283911917,prbs
12.62,0.5,0.0157783004772544,prbs
12.63,-0.5,0.0156359619468325,prbs
12.64,-0.5,0.0154937572240762,prbs
12.65,0.5,0.0153025749738275,prbs
12.66,-0.5,0.0151127851139905,prbs
12.67,0.5,0.0149238879419192,prbs
12.68,0.5,0.0147363910423776,prbs
12.69,0.5,0.0145994193439965,prbs
12.7,-0.5,0.0145122411511896,prbs
12.71,0.5,0.0144245051055459,prbs
12.72,-0.5,0.0143367291030951,prbs
12.73,-0.5,0.0142484233897592,prbs
12.74,0.5,0.0141104805082935,prbs
12.75,-0.5,0.0139732742697599,prbs
12.76,0.5,0.0138363088792623,prbs
12.77,0.5,0.0137000958432594,prbs
12.78,-0.5,0.013613764025386,prbs
12.79,0.5,0.0135269606777379,prbs
12.8,-0.5,0.0134402023178934,prbs
12.81,-0.5,0.0133529978243526,prbs
12.82,-0.5,0.0132162383834655,prbs
12.83,0.5,0.0130306714608927,prbs
12.84,-0.5,0.0128466638435747,prbs
12.85,-0.5,0.0126637127258179,prbs
12.86,-0.5,0.0124326976171817,prbs
12.87,0.5,0.0121543543151133,prbs
12.88,-0.5,0.0118790379480747,prbs
12.89,0.5,0.0116062340627667,prbs
12.9,0.5,0.0113364355331367,prbs
12.91,-0.5,0.0111187526178659,prbs
12.92,-0.5,0.0109028139932949,prbs
12.93,0.5,0.0106394926320558,prbs
12.94,0.5,0.0103791428163462,prbs
12.95,-0.5,0.0101708742652031,prbs
12.96,0.5,0.00996431512707666,prbs
12.97,-0.5,0.00975996285834776,prbs
12.98,-0.5,0.00955730732023626,prbs
12.99,0.5,0.00930722072717281,prbs
13,-0.5,0.00906005661967486,prbs
13.01,0.5,0.00881529899145756,prbs
13.02,-0.5,0.00857343919809625,prbs
13.03,-0.5,0.00833396101416902,prbs
13.04,0.5,0.00804773058208869,prbs
13.05,-0.5,0.00776509538543047,prbs
13.06,-0.5,0.00748553337648646,prbs
13.07,-0.5,0.00715990488536323,prbs
13.08,0.5,0.0067889265938014,prbs
13.09,0.5,0.00642293457946355,prbs
13.1,-0.5,0.00611102040429387,prbs
13.11,-0.5,0.00580279410838872,prbs
13.12,-0.5,0.00544911008978512,prbs
13.13,-0.5,0.00505067911886661,prbs
13.14,0.5,0.0046082063829952,prbs
13.15,0.5,0.00417201649145784,prbs
13.16,0.5,0.00379118956470334,prbs
13.17,-0.5,0.00346494922907416,prbs
13.18,0.5,0.00314289958119037,prbs
13.19,0.5,0.00282551410814838,prbs
13.2,-0.5,0.00256188378584605,prbs
13.21,0.5,0.00230161811249091,prbs
13.22,0.5,0.00204519598779558,prbs
13.23,0.5,0.00184171381054459,prbs
13.24,0.5,0.00169041151135421,prbs
13.25,-0.5,0.00159053451487962,prbs
13.26,-0.5,0.00149170874161628,prbs
13.27,-0.5,0.00134480452532019,prbs
13.28,-0.5,0.00115054862484318,prbs
13.29,-0.5,0.000909662266226488,prbs
13.3,0.5,0.000622861145140863,prbs
13.31,-0.5,0.000340480429898919,prbs
13.32,0.5,6.1985848780961e-05,prbs
13.33,0.5,-0.000212149400871439,prbs
13.34,0.5,-0.000432834595099881,prbs
13.35,-0.5,-0.000600835450352165,prbs
13.36,-0.5,-0.000766537161064282,prbs
13.37,0.5,-0.000979080481404357,prbs
13.38,-0.5,-0.00118812471261685,prbs
13.39,0.5,-0.00139419857637364,prbs
13.4,-0.5,-0.00159682330658069,prbs
13.41,0.5,-0.00179652759271157,prbs
13.42,0.5,-0.00199283263145823,prbs
13.43,0.5,-0.00213664207014276,prbs
13.44,-0.5,-0.00222871597469581,prbs
13.45,-0.5,-0.00231943386818235,prbs
13.46,0.5,-0.00245793081347766,prbs
13.47,0.5,-0.00259386040153202,prbs
13.48,0.5,-0.00267812062563077,prbs
13.49,-0.5,-0.00271146589034852,prbs
13.5,0.5,-0.00274427005080581,prbs
13.51,0.5,-0.00277603749606594,prbs
13.52,0.5,-0.00275765505436057,prbs
13.53,-0.5,-0.00268986596308762,prbs
13.54,0.5,-0.00262303290932774,prbs
13.55,0.5,-0.00255664911448241,prbs
13.56,0.5,-0.0024415902407223,prbs
13.57,-0.5,-0.00227858836218989,prbs
13.58,-0.5,-0.00211799500670234,prbs
13.59,0.5,-0.00200891724155816,prbs
13.6,0.5,-0.00190098066488624,prbs
13.61,-0.5,-0.0017450552829444,prbs
13.62,-0.5,-0.00159149252206653,prbs
13.63,0.5,-0.00148939935461701,prbs
13.64,0.5,-0.00138840129025338,prbs
13.65,0.5,-0.00123936825313912,prbs
13.66,-0.5,-0.00104302659380557,prbs
13.67,0.5,-0.000849722131271641,prbs
13.68,-0.5,-0.000658931239259528,prbs
13.69,0.5,-0.000471137754195036,prbs
13.7,-0.5,-0.000285818031686835,prbs
13.71,0.5,-0.00010345589469382,prbs
13.72,0.5,7.6472310062855e-05,prbs
13.73,0.5,0.000303107763999119,prbs
13.74,-0.5,0.000575735204072165,prbs
13.75,0.5,0.000844019879708484,prbs
13.76,0.5,0.00110849646565213,prbs
13.77,0.5,0.00141831715304431,prbs
13.78,0.5,0.00177277767578999,prbs
13.79,-0.5,0.00217117926646516,prbs
13.8,0.5,0.00256320365191084,prbs
13.81,0.5,0.00294940196453792,prbs
13.82,-0.5,0.00337894283188827,prbs
13.83,-0.5,0.00380151340150768,prbs
13.84,0.5,0.00416804521163394,prbs
13.85,-0.5,0.00452895119663326,prbs
13.86,0.5,0.00488377480654266,prbs
13.87,-0.5,0.00523306690826888,prbs
13.88,-0.5,0.00557637083537167,prbs
13.89,-0.5,0.00586461232964,prbs
13.9,0.5,0.00609857350726677,prbs
13.91,-0.5,0.00632865589560243,prbs
13.92,-0.5,0.00655439151408996,prbs
13.93,0.5,0.0067266947770697,prbs
13.94,0.5,0.00689596146139712,prbs
13.95,-0.5,0.00711134282836943,prbs
13.96,0.5,0.00732250861102677,prbs
13.97,0.5,0.00752999788746922,prbs
13.98,-0.5,0.00778296717263823,prbs
13.99,-0.5,0.00803109144538345,prbs
14,-0.5,0.0082252900213185,prbs
14.01,0.5,0.00836633856039888,prbs
14.02,-0.5,0.00850463210483002,prbs
14.03,-0.5,0.00863969616114293,prbs
14.04,-0.5,0.00872243860412581,prbs
14.05,-0.5,0.00875362364555495,prbs
14.06,0.5,0.00873400987347075,prbs
14.07,0.5,0.00871397525185188,prbs
14.08,0.5,0.00874265320466282,prbs
14.09,-0.5,0.00881932060547871,prbs
14.1,-0.5,0.00889363473684394,prbs
14.11,0.5,0.00891649720552654,prbs
14.12,-0.5,0.0089382909522294,prbs
14.13,0.5,0.00895852937535125,prbs
14.14,0.5,0.00897773323634806,prbs
14.15,0.5,0.00904504071362335,prbs
14.16,0.5,0.00915973343190601,prbs
14.17,0.5,0.00932109842113494,prbs
14.18,-0.5,0.00952842811499674,prbs
14.19,-0.5,0.00973139534889061,prbs
14.2,0.5,0.00988091727357915,prbs
14.21,-0.5,0.0100273923633207,prbs
14.22,0.5,0.0101703495380759,prbs
14.23,-0.5,0.010310325067339,prbs
14.24,-0.5,0.0104468476225223,prbs
14.25,0.5,0.0105308282211014,prbs
14.26,0.5,0.0106126591953292,prbs
14.27,-0.5,0.0107414883152464,prbs
14.28,-0.5,0.0108669817770566,prbs
14.29,0.5,0.0109400500775058,prbs
14.3,0.5,0.0110110850229658,prbs
14.31,-0.5,0.0111292338525793,prbs
14.32,-0.5,0.0112441622267674,prbs
14.33,0.5,0.01130678010174,prbs
14.34,-0.5,0.0113674787387094,prbs
14.35,0.5,0.0114257798271631,prbs
14.36,-0.5,0.0114822123897484,prbs
14.37,0.5,0.0115362978356959,prbs
14.38,-0.5,0.0115885649059903,prbs
14.39,0.5,0.0116385347268461,prbs
14.4,-0.5,0.0116867357549298,prbs
14.41,-0.5,0.0117326888308853,prbs
14.42,0.5,0.0117272971246067,prbs
14.43,0.5,0.0117209451050633,prbs
14.44,0.5,0.0117627726644072,prbs
14.45,0.5,0.0118520631074308,prbs
14.46,0.5,0.0119881051107648,prbs
14.47,0.5,0.0121701927217273,prbs
14.48,-0.5,0.0123976253566004,prbs
14.49,-0.5,0.0126200827983408,prbs
14.5,0.5,0.0127884891099845,prbs
14.51,0.5,0.01295324964254,prbs
14.52,-0.5,0.0131635251569637,prbs
14.53,-0.5,0.0133689948115169,prbs
14.54,-0.5,0.0135205820351465,prbs
14.55,0.5,0.0136190665355871,prbs
14.56,0.5,0.0137148473377922,prbs
14.57,-0.5,0.0138570788665335,prbs
14.58,0.5,0.0139954339346047,prbs
14.59,-0.5,0.0141304546170371,prbs
14.6,0.5,0.0142616753437752,prbs
14.61,0.5,0.0143896378438843,prbs
14.62,0.5,0.0145635011980789,prbs
14.63,0.5,0.0147825678667668,prbs
14.64,-0.5,0.0150461456476261,prbs
14.65,-0.5,0.0153039226728631,prbs
14.66,0.5,0.0155068313221731,prbs
14.67,0.5,0.0157052852302008,prbs
14.68,-0.5,0.0159484534080926,prbs
14.69,0.5,0.0161860232304402,prbs
14.7,-0.5,0.0164185513082581,prbs
14.71,0.5,0.0166455865804421,prbs
14.72,0.5,0.0168676852567792,prbs
14.73,-0.5,0.0171340208693019,prbs
14.74,0.5,0.0173942852991759,prbs
14.75,-0.5,0.0176490396493934,prbs
14.76,-0.5,0.0178978373359532,prbs
14.77,0.5,0.0180916140305988,prbs
14.78,0.5,0.0182807866281541,prbs
14.79,-0.5,0.0185145273681885,prbs
14.8,-0.5,0.0187425268220746,prbs
14.81,-0.5,0.0189157197660819,prbs
14.82,0.5,0.0190348971892025,prbs
14.83,-0.5,0.0191504693313185,prbs
14.84,-0.5,0.0192619767655477,prbs
14.85,0.5,0.0193203423024547,prbs
14.86,-0.5,0.0193759699590729,prbs
14.87,0.5,0.0194283940822308,prbs
14.88,0.5,0.0194781562534994,prbs
14.89,0.5,0.0195744153426888,prbs
14.9,-0.5,0.0197164735368523,prbs
14.91,-0.5,0.0198540132988169,prbs
14.92,-0.5,0.0199379612816369,prbs
14.93,-0.5,0.0199691003375298,prbs
14.94,0.5,0.0199482075571394,prbs
14.95,-0.5,0.019925679269212,prbs
14.96,0.5,0.0199010421246605,prbs
14.97,0.5,0.0198748300024717,prbs
14.98,0.5,0.0198961940641487,prbs
14.99,0.5,0.019964428783647,prbs
15,-0.5,0.0200788339068249,prbs
15.01,0.5,0.0201890894505525,prbs
15.02,-0.5,0.0202957446175042,prbs
15.03,0.5,0.0203983408891804,prbs
15.04,-0.5,0.0204974269704635,prbs
15.05,0.5,0.0205925438424984,prbs
15.06,-0.5,0.020684239707342,prbs
15.07,0.5,0.0207720550409354,prbs
15.08,-0.5,0.0208565375378438,prbs
15.09,0.5,0.0209372271643187,prbs
15.1,0.5,0.0210146711031263,prbs
15.11,0.5,0.0211380338066969,prbs
15.12,0.5,0.02130662302579,prbs
15.13,0.5,0.0215197517676921,prbs
15.14,0.5,0.0217767382940944,prbs
15.15,0.5,0.0220769061184241,prbs
15.16,0.5,0.0224195840026372,prbs
15.17,-0.5,0.0228041059534814,prbs
15.18,0.5,0.0231801862182371,prbs
15.19,-0.5,0.0235484081961958,prbs
15.2,-0.5,0.0239083475284187,prbs
15.21,-0.5,0.0242109620390832,prbs
15.22,-0.5,0.0244570657014558,prbs
15.23,-0.5,0.0246474666744714,prbs
15.24,0.5,0.0247829672997716,prbs
15.25,-0.5,0.0249139890994268,prbs
15.26,0.5,0.0250400838580823,prbs
15.27,-0.5,0.0251618105269804,prbs
15.28,0.5,0.0252787202765542,prbs
15.29,-0.5,0.0253913714407989,prbs
15.3,-0.5,0.0254993145699776,prbs
15.31,0.5,0.0255534823751043,prbs
15.32,-0.5,0.02560428869701,prbs
15.33,0.5,0.0256512776297213,prbs
15.34,0.5,0.0256950004254677,prbs
15.35,0.5,0.0257846255482463,prbs
15.36,0.5,0.0259194647028999,prbs
15.37,-0.5,0.0260988347937304,prbs
15.38,-0.5,0.0262724329227911,prbs
15.39,-0.5,0.0263912003038827,prbs
15.4,0.5,0.0264559342710485,prbs
15.41,-0.5,0.0265170513174096,prbs
15.42,0.5,0.0265740981781807,prbs
15.43,-0.5,0.0266276287355499,prbs
15.44,0.5,0.0266771890721204,prbs
15.45,0.5,0.0267233324161184,prbs
15.46,0.5,0.0268152291949263,prbs
15.47,0.5,0.026952193064132,prbs
15.48,-0.5,0.0271335428661138,prbs
15.49,0.5,0.027308977628307,prbs
15.5,0.5,0.0274790654771759,prbs
15.51,0.5,0.027692991730436,prbs
15.52,-0.5,0.0279500849245826,prbs
15.53,0.5,0.028200053771978,prbs
15.54,-0.5,0.0284434760738939,prbs
