time,input,output,experiment
2.05,1,0.693950791854284,step
2.06,1,0.696842876984053,step
2.07,1,0.699714314379136,step
2.08,1,0.702565093354938,step
2.09,1,0.705395205657208,step
2.1,1,0.708204645427028,step
2.11,1,0.710993409166054,step
2.12,1,0.713761495702008,step
2.13,1,0.716508906154434,step
2.14,1,0.719235643900695,step
2.15,1,0.721941714542238,step
2.16,1,0.724627125871099,step
2.17,1,0.727291887836674,step
2.18,1,0.729936012512735,step
2.19,1,0.732559514064708,step
2.2,1,0.735162408717196,step
2.21,1,0.737744714721761,step
2.22,1,0.740306452324958,step
2.23,1,0.742847643736625,step
2.24,1,0.745368313098416,step
2.25,1,0.747868486452599,step
2.26,1,0.750348191711097,step
2.27,1,0.752807458624787,step
2.28,1,0.755246318753043,step
2.29,1,0.757664805433541,step
2.3,1,0.760062953752304,step
2.31,1,0.762440800514002,step
2.32,1,0.764798384212506,step
2.33,1,0.767135745001682,step
2.34,1,0.769452924666445,step
2.35,1,0.771749966594048,step
2.36,1,0.774026915745637,step
2.37,1,0.776283818628033,step
2.38,1,0.778520723265778,step
2.39,1,0.780737679173418,step
2.4,1,0.782934737328034,step
2.41,1,0.785111950142019,step
2.42,1,0.787269371436097,step
2.43,1,0.78940705641259,step
2.44,1,0.791525061628926,step
2.45,1,0.793623444971385,step
2.46,1,0.795702265629096,step
2.47,1,0.797761584068267,step
2.48,1,0.799801462006659,step
2.49,1,0.801821962388301,step
2.5,1,0.803823149358439,step
2.51,1,0.80580508823873,step
2.52,1,0.807767845502663,step
2.53,1,0.80971148875123,step
2.54,1,0.811636086688821,step
2.55,1,0.813541709099358,step
2.56,1,0.815428426822667,step
2.57,1,0.817296311731074,step
2.58,1,0.819145436706245,step
2.59,1,0.820975875616245,step
2.6,1,0.822787703292837,step
2.61,1,0.824580995509008,step
2.62,1,0.826355828956717,step
2.63,1,0.828112281224884,step
2.64,1,0.829850430777593,step
2.65,1,0.831570356932527,step
2.66,1,0.833272139839628,step
2.67,1,0.834955860459981,step
2.68,1,0.836621600544914,step
2.69,1,0.838269442615331,step
2.7,1,0.839899469941261,step
2.71,1,0.841511766521619,step
2.72,1,0.843106417064203,step
2.73,1,0.84468350696589,step
2.74,1,0.846243122293063,step
2.75,1,0.847785349762249,step
2.76,1,0.849310276720967,step
2.77,1,0.850817991128796,step
2.78,1,0.852308581538652,step
2.79,1,0.853782137078282,step
2.8,1,0.855238747431957,step
2.81,1,0.856678502822388,step
2.82,1,0.858101493992838,step
2.83,1,0.859507812189449,step
2.84,1,0.860897549143773,step
2.85,1,0.862270797055506,step
2.86,1,0.863627648575428,step
2.87,1,0.864968196788543,step
2.88,1,0.866292535197421,step
2.89,1,0.867600757705743,step
2.9,1,0.868892958602046,step
2.91,1,0.870169232543654,step
2.92,1,0.871429674540826,step
2.93,1,0.87267437994108,step
2.94,1,0.873903444413724,step
2.95,1,0.875116963934577,step
2.96,1,0.876315034770879,step
2.97,1,0.877497753466396,step
2.98,1,0.878665216826712,step
2.99,1,0.879817521904711,step
3,1,0.880954765986248,step
3.01,1,0.882077046576002,step
3.02,1,0.883184461383515,step
3.03,1,0.884277108309421,step
3.04,1,0.885355085431848,step
3.05,1,0.886418490993008,step
3.06,1,0.887467423385965,step
3.07,1,0.888501981141581,step
3.08,1,0.889522262915644,step
3.09,1,0.890528367476165,step
3.1,1,0.89152039369086,step
3.11,1,0.892498440514795,step
3.12,1,0.893462606978215,step
3.13,1,0.894412992174539,step
3.14,1,0.895349695248522,step
3.15,1,0.896272815384594,step
3.16,1,0.897182451795363,step
3.17,1,0.898078703710283,step
3.18,1,0.898961670364492,step
3.19,1,0.899831450987812,step
3.2,1,0.900688144793911,step
3.21,1,0.901531850969628,step
3.22,1,0.902362668664462,step
3.23,1,0.903180696980213,step
3.24,1,0.903986034960789,step
3.25,1,0.904778781582166,step
3.26,1,0.905559035742506,step
3.27,1,0.906326896252424,step
3.28,1,0.907082461825417,step
3.29,1,0.907825831068441,step
3.3,1,0.908557102472635,step
3.31,1,0.909276374404204,step
3.32,1,0.909983745095439,step
3.33,1,0.910679312635897,step
3.34,1,0.911363174963717,step
3.35,1,0.912035429857086,step
3.36,1,0.912696174925846,step
3.37,1,0.913345507603249,step
3.38,1,0.913983525137842,step
3.39,1,0.914610324585509,step
3.4,1,0.915226002801635,step
3.41,1,0.915830656433419,step
3.42,1,0.916424381912317,step
3.43,1,0.917007275446626,step
3.44,1,0.917579433014199,step
3.45,1,0.918140950355292,step
3.46,1,0.918691922965545,step
3.47,1,0.919232446089091,step
3.48,1,0.919762614711802,step
3.49,1,0.920282523554651,step
3.5,1,0.920792267067211,step
3.51,1,0.921291939421278,step
3.52,1,0.921781634504615,step
3.53,1,0.922261445914826,step
3.54,1,0.922731466953343,step
3.55,1,0.923191790619545,step
3.56,1,0.923642509604993,step
3.57,1,0.924083716287779,step
3.58,1,0.924515502727002,step
3.59,1,0.924937960657353,step
3.6,1,0.925351181483822,step
3.61,1,0.925755256276512,step
3.62,1,0.926150275765575,step
3.63,1,0.926536330336256,step
3.64,1,0.926913510024046,step
3.65,1,0.927281904509947,step
3.66,1,0.92764160311585,step
3.67,1,0.927992694800015,step
3.68,1,0.92833526815266,step
3.69,1,0.928669411391657,step
3.7,1,0.928995212358327,step
3.71,1,0.929312758513351,step
3.72,1,0.929622136932768,step
3.73,1,0.929923434304083,step
3.74,1,0.930216736922476,step
3.75,1,0.930502130687108,step
3.76,1,0.930779701097522,step
3.77,1,0.93104953325015,step
3.78,1,0.931311711834905,step
3.79,1,0.931566321131875,step
3.8,1,0.931813445008111,step
3.81,1,0.932053166914506,step
3.82,1,0.932285569882763,step
3.83,1,0.932510736522463,step
3.84,1,0.93272874901821,step
3.85,1,0.932939689126878,step
3.86,1,0.933143638174936,step
3.87,1,0.933340677055864,step
3.88,1,0.933530886227656,step
3.89,1,0.933714345710404,step
3.9,1,0.933891135083968,step
3.91,1,0.934061333485732,step
3.92,1,0.934225019608435,step
3.93,1,0.934382271698087,step
3.94,1,0.934533167551967,step
3.95,1,0.934677784516695,step
3.96,1,0.934816199486389,step
3.97,1,0.934948488900887,step
3.98,1,0.935074728744059,step
3.99,1,0.935194994542187,step
4,1,0.935309361362419,step
4.01,1,0.935417903811299,step
4.02,1,0.935520696033364,step
4.03,1,0.935617811709824,step
4.04,1,0.935709324057298,step
4.05,1,0.93579530582663,step
4.06,1,0.93587582930177,step
4.07,1,0.935950966298725,step
4.08,1,0.936020788164572,step
4.09,1,0.936085365776543,step
4.1,1,0.936144769541174,step
4.11,1,0.936199069393515,step
4.12,1,0.936248334796404,step
4.13,1,0.936292634739811,step
4.14,1,0.936332037740234,step
4.15,1,0.936366611840158,step
4.16,1,0.936396424607583,step
4.17,1,0.936421543135599,step
4.18,1,0.936442034042026,step
4.19,1,0.936457963469111,step
4.2,1,0.936469397083282,step
4.21,1,0.936476400074957,step
4.22,1,0.936479037158406,step
4.23,1,0.936477372571674,step
4.24,1,0.936471470076552,step
4.25,1,0.936461392958598,step
4.26,1,0.936447204027223,step
4.27,1,0.93642896561581,step
4.28,1,0.9364067395819,step
4.29,1,0.936380587307417,step
4.3,1,0.936350569698948,step
4.31,1,0.936316747188065,step
4.32,1,0.936279179731702,step
4.33,1,0.936237926812573,step
4.34,1,0.93619304743964,step
4.35,1,0.936144600148621,step
4.36,1,0.936092643002546,step
4.37,1,0.936037233592359,step
4.38,1,0.935978429037561,step
4.39,1,0.935916285986887,step
4.4,1,0.935850860619045,step
4.41,1,0.93578220864347,step
4.42,1,0.935710385301144,step
4.43,1,0.935635445365435,step
4.44,1,0.935557443142985,step
4.45,1,0.935476432474636,step
4.46,1,0.935392466736394,step
4.47,1,0.935305598840422,step
4.48,1,0.935215881236079,step
4.49,1,0.935123365910993,step
4.5,1,0.935028104392162,step
4.51,1,0.934930147747096,step
4.52,1,0.934829546584991,step
4.53,1,0.934726351057939,step
4.54,1,0.934620610862159,step
4.55,1,0.934512375239278,step
4.56,1,0.934401692977627,step
4.57,1,0.934288612413576,step
4.58,1,0.934173181432896,step
4.59,1,0.934055447472152,step
4.6,1,0.933935457520126,step
4.61,1,0.933813258119264,step
4.62,1,0.933688895367154,step
4.63,1,0.933562414918029,step
4.64,1,0.933433861984302,step
4.65,1,0.933303281338117,step
4.66,1,0.933170717312935,step
4.67,1,0.933036213805141,step
4.68,1,0.932899814275673,step
4.69,1,0.932761561751681,step
4.7,1,0.932621498828201,step
4.71,1,0.932479667669858,step
4.72,1,0.932336110012593,step
4.73,1,0.9321908671654,step
4.74,1,0.932043980012101,step
4.75,1,0.931895489013126,step
4.76,1,0.931745434207324,step
4.77,1,0.931593855213789,step
4.78,1,0.931440791233705,step
4.79,1,0.931286281052211,step
4.8,1,0.931130363040284,step
4.81,1,0.930973075156638,step
4.82,1,0.930814454949645,step
4.83,1,0.930654539559267,step
4.84,1,0.930493365719007,step
4.85,1,0.930330969757877,step
4.86,1,0.930167387602379,step
4.87,1,0.930002654778504,step
4.88,1,0.929836806413739,step
4.89,1,0.9296698772391,step
4.9,1,0.929501901591165,step
4.91,1,0.929332913414132,step
4.92,1,0.92916294626188,step
4.93,1,0.928992033300049,step
4.94,1,0.928820207308131,step
4.95,1,0.92864750068157,step
4.96,1,0.928473945433874,step
4.97,1,0.928299573198741,step
4.98,1,0.928124415232192,step
4.99,1,0.927948502414713,step
5,1,0.927771865253411,step
5.01,1,0.927594533884174,step
5.02,1,0.927416538073848,step
5.03,1,0.92723790722241,step
5.04,1,0.927058670365162,step
5.05,1,0.926878856174924,step
5.06,1,0.926698492964238,step
5.07,1,0.92651760868758,step
5.08,1,0.926336230943575,step
5.09,1,0.926154386977223,step
5.1,1,0.925972103682125,step
5.11,1,0.925789407602725,step
5.12,1,0.925606324936541,step
5.13,1,0.925422881536421,step
5.14,1,0.925239102912786,step
5.15,1,0.925055014235887,step
5.16,1,0.924870640338067,step
5.17,1,0.924686005716019,step
5.18,1,0.924501134533057,step
5.19,1,0.92431605062138,step
5.2,1,0.924130777484349,step
5.21,1,0.92394533829876,step
5.22,1,0.923759755917122,step
5.23,1,0.923574052869933,step
5.24,1,0.923388251367965,step
5.25,1,0.923202373304546,step
5.26,1,0.923016440257842,step
5.27,1,0.922830473493139,step
5.28,1,0.922644493965133,step
5.29,1,0.922458522320216,step
5.3,1,0.922272578898755,step
5.31,1,0.922086683737384,step
5.32,1,0.921900856571288,step
5.33,1,0.921715116836483,step
5.34,1,0.921529483672107,step
5.35,1,0.921343975922696,step
5.36,1,0.921158612140469,step
5.37,1,0.920973410587609,step
5.38,1,0.920788389238535,step
5.39,1,0.920603565782184,step
5.4,1,0.920418957624282,step
5.41,1,0.920234581889615,step
5.42,1,0.920050455424298,step
5.43,1,0.919866594798042,step
5.44,1,0.919683016306414,step
5.45,1,0.919499735973098,step
5.46,1,0.919316769552151,step
5.47,1,0.919134132530255,step
5.48,1,0.918951840128965,step
5.49,1,0.918769907306952,step
5.5,1,0.918588348762244,step
5.51,1,0.918407178934463,step
5.52,1,0.918226412007053,step
5.53,1,0.91804606190951,step
5.54,1,0.917866142319599,step
5.55,1,0.917686666665571,step
5.56,1,0.917507648128376,step
5.57,1,0.917329099643867,step
5.58,1,0.917151033904998,step
5.59,1,0.91697346336402,step
5.6,1,0.916796400234668,step
5.61,1,0.916619856494342,step
5.62,1,0.916443843886283,step
5.63,1,0.916268373921744,step
5.64,1,0.91609345788215,step
5.65,1,0.915919106821253,step
5.66,1,0.915745331567287,step
5.67,1,0.915572142725101,step
5.68,1,0.915399550678303,step
5.69,1,0.915227565591382,step
5.7,1,0.915056197411831,step
5.71,1,0.914885455872257,step
5.72,1,0.914715350492493,step
5.73,1,0.914545890581688,step
5.74,1,0.914377085240401,step
5.75,1,0.914208943362681,step
5.76,1,0.914041473638144,step
5.77,1,0.913874684554035,step
5.78,1,0.913708584397288,step
5.79,1,0.913543181256574,step
5.8,1,0.913378483024342,step
5.81,1,0.913214497398849,step
5.82,1,0.913051231886188,step
5.83,1,0.912888693802296,step
5.84,1,0.912726890274965,step
5.85,1,0.912565828245838,step
5.86,1,0.912405514472395,step
5.87,1,0.912245955529931,step
5.88,1,0.912087157813528,step
5.89,1,0.911929127540014,step
5.9,1,0.911771870749913,step
5.91,1,0.911615393309387,step
5.92,1,0.911459700912168,step
5.93,1,0.91130479908148,step
5.94,1,0.911150693171949,step
5.95,1,0.910997388371513,step
5.96,1,0.910844889703306,step
5.97,1,0.910693202027548,step
5.98,1,0.910542330043414,step
5.99,1,0.910392278290901,step
6,1,0.910243051152678,step
6.01,1,0.910094652855931,step
6.02,1,0.909947087474196,step
6.03,1,0.90980035892918,step
6.04,1,0.909654470992578,step
6.05,1,0.90950942728787,step
6.06,1,0.909365231292115,step
6.07,1,0.909221886337736,step
6.08,1,0.909079395614285,step
6.09,1,0.908937762170209,step
6.1,1,0.908796988914597,step
6.11,1,0.908657078618923,step
6.12,1,0.908518033918771,step
6.13,1,0.908379857315556,step
6.14,1,0.908242551178231,step
6.15,1,0.908106117744987,step
6.16,1,0.907970559124934,step
6.17,1,0.907835877299781,step
6.18,1,0.907702074125501,step
6.19,1,0.907569151333982,step
6.2,1,0.907437110534676,step
6.21,1,0.907305953216225,step
6.22,1,0.907175680748087,step
6.23,1,0.907046294382145,step
6.24,1,0.90691779525431,step
6.25,1,0.906790184386107,step
6.26,1,0.906663462686253,step
6.27,1,0.906537630952227,step
6.28,1,0.906412689871825,step
6.29,1,0.906288640024706,step
6.3,1,0.906165481883924,step
6.31,1,0.906043215817456,step
6.32,1,0.90592184208971,step
6.33,1,0.905801360863031,step
6.34,1,0.905681772199186,step
6.35,1,0.905563076060852,step
6.36,1,0.905445272313075,step
6.37,1,0.905328360724737,step
6.38,1,0.905212340969994,step
6.39,1,0.90509721262972,step
6.4,1,0.904982975192926,step
6.41,1,0.904869628058176,step
6.42,1,0.904757170534991,step
6.43,1,0.904645601845241,step
6.44,1,0.904534921124521,step
6.45,1,0.904425127423531,step
6.46,1,0.904316219709424,step
6.47,1,0.904208196867164,step
6.48,1,0.904101057700857,step
6.49,1,0.903994800935081,step
6.5,1,0.9038894252162,step
6.51,1,0.90378492911367,step
6.52,1,0.903681311121333,step
6.53,1,0.9035785696587,step
6.54,1,0.903476703072221,step
6.55,1,0.903375709636553,step
6.56,1,0.903275587555804,step
6.57,1,0.903176334964777,step
6.58,1,0.903077949930199,step
6.59,1,0.90298043045194,step
6.6,1,0.902883774464219,step
6.61,1,0.902787979836807,step
6.62,1,0.902693044376205,step
6.63,1,0.902598965826829,step
6.64,1,0.902505741872172,step
6.65,1,0.902413370135959,step
6.66,1,0.902321848183293,step
6.67,1,0.902231173521786,step
6.68,1,0.902141343602689,step
6.69,1,0.902052355822001,step
6.7,1,0.90196420752157,step
6.71,1,0.901876895990192,step
6.72,1,0.90179041846469,step
6.73,1,0.901704772130983,step
6.74,1,0.901619954125154,step
6.75,1,0.901535961534497,step
6.76,1,0.901452791398561,step
6.77,1,0.901370440710181,step
6.78,1,0.901288906416496,step
6.79,1,0.901208185419966,step
6.8,1,0.901128274579369,step
6.81,1,0.901049170710791,step
6.82,1,0.900970870588613,step
6.83,1,0.900893370946476,step
6.84,1,0.900816668478246,step
6.85,1,0.900740759838963,step
6.86,1,0.900665641645786,step
6.87,1,0.900591310478924,step
6.88,1,0.900517762882554,step
6.89,1,0.900444995365742,step
6.9,1,0.900373004403339,step
6.91,1,0.900301786436875,step
6.92,1,0.900231337875447,step
6.93,1,0.900161655096591,step
6.94,1,0.900092734447146,step
6.95,1,0.90002457224411,step
6.96,1,0.899957164775488,step
6.97,1,0.899890508301128,step
6.98,1,0.899824599053545,step
6.99,1,0.899759433238746,step
7,1,0.899695007037033,step
7.01,1,0.899631316603807,step
7.02,1,0.899568358070358,step
7.03,1,0.899506127544645,step
7.04,1,0.899444621112072,step
7.05,1,0.899383834836251,step
7.06,1,0.899323764759754,step
7.07,1,0.899264406904863,step
7.08,1,0.899205757274309,step
7.09,1,0.899147811851994,step
7.1,1,0.899090566603717,step
7.11,1,0.899034017477883,step
7.12,1,0.898978160406206,step
7.13,1,0.898922991304404,step
7.14,1,0.898868506072884,step
7.15,1,0.898814700597417,step
7.16,1,0.898761570749811,step
7.17,1,0.898709112388571,step
7.18,1,0.898657321359546,step
7.19,1,0.898606193496582,step
7.2,1,0.898555724622147,step
7.21,1,0.898505910547968,step
7.22,1,0.898456747075644,step
7.23,1,0.898408229997264,step
7.24,1,0.898360355096002,step
7.25,1,0.89831311814672,step
7.26,1,0.898266514916553,step
7.27,1,0.898220541165486,step
7.28,1,0.898175192646932,step
7.29,1,0.898130465108291,step
7.3,1,0.898086354291509,step
7.31,1,0.898042855933627,step
7.32,1,0.897999965767322,step
7.33,1,0.897957679521441,step
7.34,1,0.897915992921526,step
7.35,1,0.897874901690336,step
7.36,1,0.897834401548357,step
7.37,1,0.897794488214307,step
7.38,1,0.89775515740563,step
7.39,1,0.897716404838991,step
7.4,1,0.897678226230754,step
7.41,1,0.897640617297461,step
7.42,1,0.8976035737563,step
7.43,1,0.897567091325564,step
7.44,1,0.897531165725109,step
7.45,1,0.897495792676798,step
7.46,1,0.897460967904947,step
7.47,1,0.897426687136754,step
7.48,1,0.897392946102731,step
7.49,1,0.897359740537118,step
7.5,1,0.897327066178307,step
7.51,1,0.897294918769239,step
7.52,1,0.897263294057812,step
7.53,1,0.897232187797274,step
7.54,1,0.897201595746608,step
7.55,1,0.89717151367092,step
7.56,1,0.897141937341806,step
7.57,1,0.897112862537728,step
7.58,1,0.897084285044377,step
7.59,1,0.897056200655021,step
7.6,1,0.897028605170869,step
7.61,1,0.897001494401403,step
7.62,1,0.896974864164726,step
7.63,1,0.896948710287889,step
7.64,1,0.896923028607219,step
7.65,1,0.896897814968643,step
7.66,1,0.896873065227998,step
7.67,1,0.896848775251345,step
7.68,1,0.89682494091527,step
7.69,1,0.89680155810718,step
7.7,1,0.896778622725602,step
7.71,1,0.896756130680464,step
7.72,1,0.896734077893378,step
7.73,1,0.896712460297917,step
7.74,1,0.896691273839884,step
7.75,1,0.896670514477578,step
7.76,1,0.896650178182055,step
7.77,1,0.896630260937379,step
7.78,1,0.896610758740876,step
7.79,1,0.896591667603376,step
7.8,1,0.896572983549452,step
7.81,1,0.896554702617655,step
7.82,1,0.896536820860741,step
7.83,1,0.8965193343459,step
7.84,1,0.896502239154971,step
7.85,1,0.896485531384656,step
7.86,1,0.896469207146735,step
7.87,1,0.896453262568263,step
7.88,1,0.896437693791779,step
7.89,1,0.896422496975494,step
7.9,1,0.896407668293487,step
7.91,1,0.896393203935887,step
7.92,1,0.896379100109059,step
7.93,1,0.89636535303578,step
7.94,1,0.896351958955411,step
7.95,1,0.896338914124064,step
7.96,1,0.89632621481477,step
7.97,1,0.896313857317639,step
7.98,1,0.89630183794001,step
7.99,1,0.896290153006609,step
8,1,0.896278798859692,step
8.01,1,0.896267771859193,step
8.02,1,0.896257068382856,step
8.03,1,0.896246684826377,step
8.04,1,0.896236617603533,step
8.05,1,0.896226863146306,step
8.06,1,0.89621741790501,step
8.07,1,0.896208278348411,step
8.08,1,0.89619944096384,step
8.09,1,0.896190902257307,step
8.1,1,0.896182658753609,step
8.11,1,0.896174706996432,step
8.12,1,0.896167043548457,step
8.13,1,0.896159664991452,step
8.14,1,0.896152567926372,step
8.15,1,0.896145748973441,step
8.16,1,0.896139204772247,step
8.17,1,0.896132931981822,step
8.18,1,0.896126927280721,step
8.19,1,0.896121187367102,step
8.2,1,0.896115708958795,step
8.21,1,0.896110488793378,step
8.22,1,0.896105523628238,step
8.23,1,0.89610081024064,step
8.24,1,0.896096345427784,step
8.25,1,0.896092126006865,step
8.26,1,0.896088148815126,step
8.27,1,0.896084410709912,step
8.28,1,0.896080908568714,step
8.29,1,0.89607763928922,step
8.3,1,0.896074599789356,step
8.31,1,0.896071787007322,step
8.32,1,0.896069197901637,step
8.33,1,0.896066829451164,step
8.34,1,0.896064678655149,step
8.35,1,0.896062742533247,step
8.36,1,0.896061018125548,step
8.37,1,0.896059502492601,step
8.38,1,0.896058192715435,step
8.39,1,0.896057085895577,step
8.4,1,0.896056179155068,step
8.41,1,0.896055469636477,step
8.42,1,0.89605495450291,step
8.43,1,0.896054630938023,step
8.44,1,0.896054496146021,step
8.45,1,0.896054547351669,step
8.46,1,0.896054781800288,step
8.47,1,0.896055196757759,step
8.48,1,0.896055789510515,step
8.49,1,0.89605655736554,step
8.5,1,0.896057497650357,step
8.51,1,0.896058607713022,step
8.52,1,0.896059884922113,step
8.53,1,0.896061326666712,step
8.54,1,0.896062930356393,step
8.55,1,0.8960646934212,step
8.56,1,0.896066613311634,step
8.57,1,0.896068687498623,step
8.58,1,0.896070913473503,step
8.59,1,0.896073288747993,step
8.6,1,0.896075810854163,step
8.61,1,0.89607847734441,step
8.62,1,0.896081285791424,step
8.63,1,0.896084233788153,step
8.64,1,0.896087318947774,step
8.65,1,0.896090538903651,step
8.66,1,0.896093891309301,step
8.67,1,0.896097373838351,step
8.68,1,0.8961009841845,step
8.69,1,0.896104720061472,step
8.7,1,0.896108579202976,step
8.71,1,0.896112559362656,step
