time,reference,output,control,error
0.750000000,1.000000000,0.706139040,0.961863569,0.293860960
0.760000000,1.000000000,0.714738277,0.946467184,0.285261723
0.770000000,1.000000000,0.723226016,0.931463350,0.276773984
0.780000000,1.000000000,0.731601471,0.916844694,0.268398529
0.790000000,1.000000000,0.739863917,0.902604275,0.260136083
0.800000000,1.000000000,0.748012690,0.888735554,0.251987310
0.810000000,1.000000000,0.756047187,0.875232347,0.243952813
0.820000000,1.000000000,0.763966862,0.862088797,0.236033138
0.830000000,1.000000000,0.771771224,0.849299339,0.228228776
0.840000000,1.000000000,0.779459840,0.836858671,0.220540160
0.850000000,1.000000000,0.787032328,0.824761731,0.212967672
0.860000000,1.000000000,0.794488361,0.813003669,0.205511639
0.870000000,1.000000000,0.801827662,0.801579828,0.198172338
0.880000000,1.000000000,0.809050004,0.790485722,0.190949996
0.890000000,1.000000000,0.816155210,0.779717019,0.183844790
0.900000000,1.000000000,0.823143150,0.769269524,0.176856850
0.910000000,1.000000000,0.830013741,0.759139165,0.169986259
0.920000000,1.000000000,0.836766945,0.749321977,0.163233055
0.930000000,1.000000000,0.843402771,0.739814091,0.156597229
0.940000000,1.000000000,0.849921269,0.730611725,0.150078731
0.950000000,1.000000000,0.856322532,0.721711168,0.143677468
0.960000000,1.000000000,0.862606695,0.713108777,0.137393305
0.970000000,1.000000000,0.868773933,0.704800965,0.131226067
0.980000000,1.000000000,0.874824462,0.696784194,0.125175538
0.990000000,1.000000000,0.880758535,0.689054970,0.119241465
1.000000000,1.000000000,0.886576442,0.681609833,0.113423558
1.010000000,1.000000000,0.892278512,0.674445357,0.107721488
1.020000000,1.000000000,0.897865108,0.667558141,0.102134892
1.030000000,1.000000000,0.903336629,0.660944805,0.096663371
1.040000000,1.000000000,0.908693507,0.654601989,0.091306493
1.050000000,1.000000000,0.913936207,0.648526347,0.086063793
1.060000000,1.000000000,0.919065228,0.642714545,0.080934772
1.070000000,1.000000000,0.924081099,0.637163256,0.075918901
1.080000000,1.000000000,0.928984378,0.631869163,0.071015622
1.090000000,1.000000000,0.933775656,0.626828953,0.066224344
1.100000000,1.000000000,0.938455550,0.622039314,0.061544450
1.110000000,1.000000000,0.943024707,0.617496938,0.056975293
1.120000000,1.000000000,0.947483800,0.613198516,0.052516200
1.130000000,1.000000000,0.951833530,0.609140740,0.048166470
1.140000000,1.000000000,0.956074620,0.605320301,0.043925380
1.150000000,1.000000000,0.960207822,0.601733886,0.039792178
1.160000000,1.000000000,0.964233910,0.598378182,0.035766090
1.170000000,1.000000000,0.968153681,0.595249871,0.031846319
1.180000000,1.000000000,0.971967955,0.592345635,0.028032045
1.190000000,1.000000000,0.975677575,0.589662152,0.024322425
1.200000000,1.000000000,0.979283404,0.587196096,0.020716596
1.210000000,1.000000000,0.982786323,0.584944139,0.017213677
1.220000000,1.000000000,0.986187237,0.582902953,0.013812763
1.230000000,1.000000000,0.989487067,0.581069205,0.010512933
1.240000000,1.000000000,0.992686752,0.579439561,0.007313248
1.250000000,1.000000000,0.995787250,0.578010688,0.004212750
1.260000000,1.000000000,0.998789535,0.576779248,0.001210465
1.270000000,1.000000000,1.001694597,0.575741908,-0.001694597
1.280000000,1.000000000,1.004503441,0.574895332,-0.004503441
1.290000000,1.000000000,1.007217087,0.574236185,-0.007217087
1.300000000,1.000000000,1.009836570,0.573761136,-0.009836570
1.310000000,1.000000000,1.012362938,0.573466856,-0.012362938
1.320000000,1.000000000,1.014797250,0.573350017,-0.014797250
1.330000000,1.000000000,1.017140579,0.573407298,-0.017140579
1.340000000,1.000000000,1.019394009,0.573635380,-0.019394009
1.350000000,1.000000000,1.021558636,0.574030952,-0.021558636
1.360000000,1.000000000,1.023635564,0.574590707,-0.023635564
1.370000000,1.000000000,1.025625909,0.575311346,-0.025625909
1.380000000,1.000000000,1.027530794,0.576189579,-0.027530794
1.390000000,1.000000000,1.029351352,0.577222124,-0.029351352
1.400000000,1.000000000,1.031088724,0.578405707,-0.031088724
1.410000000,1.000000000,1.032744057,0.579737065,-0.032744057
1.420000000,1.000000000,1.034318505,0.581212949,-0.034318505
1.430000000,1.000000000,1.035813231,0.582830117,-0.035813231
1.440000000,1.000000000,1.037229400,0.584585342,-0.037229400
1.450000000,1.000000000,1.038568185,0.586475413,-0.038568185
1.460000000,1.000000000,1.039830761,0.588497128,-0.039830761
1.470000000,1.000000000,1.041018310,0.590647305,-0.041018310
1.480000000,1.000000000,1.042132016,0.592922773,-0.042132016
1.490000000,1.000000000,1.043173066,0.595320382,-0.043173066
1.500000000,1.000000000,1.044142651,0.597836996,-0.044142651
1.510000000,1.000000000,1.045041962,0.600469499,-0.045041962
1.520000000,1.000000000,1.045872193,0.603214791,-0.045872193
1.530000000,1.000000000,1.046634541,0.606069795,-0.046634541
1.540000000,1.000000000,1.047330200,0.609031451,-0.047330200
1.550000000,1.000000000,1.047960368,0.612096721,-0.047960368
1.560000000,1.000000000,1.048526240,0.615262588,-0.048526240
1.570000000,1.000000000,1.049029012,0.618526056,-0.049029012
1.580000000,1.000000000,1.049469879,0.621884154,-0.049469879
1.590000000,1.000000000,1.049850034,0.625333931,-0.049850034
1.600000000,1.000000000,1.050170670,0.628872463,-0.050170670
1.610000000,1.000000000,1.050432975,0.632496847,-0.050432975
1.620000000,1.000000000,1.050638137,0.636204209,-0.050638137
1.630000000,1.000000000,1.050787339,0.639991695,-0.050787339
1.640000000,1.000000000,1.050881762,0.643856482,-0.050881762
1.650000000,1.000000000,1.050922584,0.647795770,-0.050922584
1.660000000,1.000000000,1.050910977,0.651806787,-0.050910977
1.670000000,1.000000000,1.050848111,0.655886790,-0.050848111
1.680000000,1.000000000,1.050735149,0.660033061,-0.050735149
1.690000000,1.000000000,1.050573250,0.664242911,-0.050573250
1.700000000,1.000000000,1.050363568,0.668513681,-0.050363568
1.710000000,1.000000000,1.050107251,0.672842740,-0.050107251
1.720000000,1.000000000,1.049805442,0.677227487,-0.049805442
1.730000000,1.000000000,1.049459275,0.681665349,-0.049459275
1.740000000,1.000000000,1.049069880,0.686153786,-0.049069880
1.750000000,1.000000000,1.048638381,0.690690286,-0.048638381
1.760000000,1.000000000,1.048165891,0.695272368,-0.048165891
1.770000000,1.000000000,1.047653520,0.699897584,-0.047653520
1.780000000,1.000000000,1.047102367,0.704563516,-0.047102367
1.790000000,1.000000000,1.046513525,0.709267777,-0.046513525
1.800000000,1.000000000,1.045888079,0.714008013,-0.045888079
1.810000000,1.000000000,1.045227105,0.718781902,-0.045227105
1.820000000,1.000000000,1.044531671,0.723587153,-0.044531671
1.830000000,1.000000000,1.043802834,0.728421509,-0.043802834
1.840000000,1.000000000,1.043041646,0.733282745,-0.043041646
1.850000000,1.000000000,1.042249146,0.738168669,-0.042249146
1.860000000,1.000000000,1.041426366,0.743077122,-0.041426366
1.870000000,1.000000000,1.040574328,0.748005979,-0.040574328
1.880000000,1.000000000,1.039694043,0.752953147,-0.039694043
1.890000000,1.000000000,1.038786514,0.757916566,-0.038786514
1.900000000,1.000000000,1.037852731,0.762894212,-0.037852731
1.910000000,1.000000000,1.036893678,0.767884091,-0.036893678
1.920000000,1.000000000,1.035910324,0.772884247,-0.035910324
1.930000000,1.000000000,1.034903631,0.777892754,-0.034903631
1.940000000,1.000000000,1.033874548,0.782907722,-0.033874548
1.950000000,1.000000000,1.032824015,0.787927293,-0.032824015
1.960000000,1.000000000,1.031752959,0.792949645,-0.031752959
1.970000000,1.000000000,1.030662298,0.797972988,-0.030662298
1.980000000,1.000000000,1.029552936,0.802995566,-0.029552936
1.990000000,1.000000000,1.028425770,0.808015657,-0.028425770
2.000000000,1.000000000,1.027281681,0.813031575,-0.027281681
2.010000000,1.000000000,1.026121541,0.818041664,-0.026121541
2.020000000,1.000000000,1.024946210,0.823044304,-0.024946210
2.030000000,1.000000000,1.023756536,0.828037909,-0.023756536
2.040000000,1.000000000,1.022553356,0.833020924,-0.022553356
2.050000000,1.000000000,1.021337494,0.837991831,-0.021337494
2.060000000,1.000000000,1.020109763,0.842949141,-0.020109763
2.070000000,1.000000000,1.018870964,0.847891403,-0.018870964
2.080000000,1.000000000,1.017621884,0.852817197,-0.017621884
2.090000000,1.000000000,1.016363301,0.857725134,-0.016363301
2.100000000,1.000000000,1.015095980,0.862613862,-0.015095980
2.110000000,1.000000000,1.013820671,0.867482058,-0.013820671
2.120000000,1.000000000,1.012538117,0.872328434,-0.012538117
2.130000000,1.000000000,1.011249043,0.877151734,-0.011249043
2.140000000,1.000000000,1.009954167,0.881950732,-0.009954167
2.150000000,1.000000000,1.008654190,0.886724239,-0.008654190
2.160000000,1.000000000,1.007349805,0.891471092,-0.007349805
2.170000000,1.000000000,1.006041690,0.896190165,-0.006041690
2.180000000,1.000000000,1.004730511,0.900880360,-0.004730511
2.190000000,1.000000000,1.003416923,0.905540611,-0.003416923
2.200000000,1.000000000,1.002101566,0.910169884,-0.002101566
2.210000000,1.000000000,1.000785072,0.914767176,-0.000785072
2.220000000,1.000000000,0.999468056,0.919331512,0.000531944
2.230000000,1.000000000,0.998151124,0.923861952,0.001848876
2.240000000,1.000000000,0.996834868,0.928357581,0.003165132
2.250000000,1.000000000,0.995519869,0.932817519,0.004480131
2.260000000,1.000000000,0.994206696,0.937240911,0.005793304
2.270000000,1.000000000,0.992895903,0.941626934,0.007104097
2.280000000,1.000000000,0.991588036,0.945974793,0.008411964
2.290000000,1.000000000,0.990283626,0.950283724,0.009716374
2.300000000,1.000000000,0.988983193,0.954552988,0.011016807
2.310000000,1.000000000,0.987687244,0.958781878,0.012312756
2.320000000,1.000000000,0.986396276,0.962969712,0.013603724
2.330000000,1.000000000,0.985110772,0.967115837,0.014889228
2.340000000,1.000000000,0.983831205,0.971219627,0.016168795
2.350000000,1.000000000,0.982558034,0.975280485,0.017441966
2.360000000,1.000000000,0.981291709,0.979297837,0.018708291
2.370000000,1.000000000,0.980032667,0.983271139,0.019967333
2.380000000,1.000000000,0.978781333,0.987199872,0.021218667
2.390000000,1.000000000,0.977538120,0.991083541,0.022461880
2.400000000,1.000000000,0.976303432,0.994921680,0.023696568
2.410000000,1.000000000,0.975077659,0.998713846,0.024922341
2.420000000,1.000000000,0.973861181,1.002459621,0.026138819
2.430000000,1.000000000,0.972654366,1.006158612,0.027345634
2.440000000,1.000000000,0.971457573,1.009810450,0.028542427
2.450000000,1.000000000,0.970271147,1.013414790,0.029728853
2.460000000,1.000000000,0.969095425,1.016971311,0.030904575
2.470000000,1.000000000,0.967930731,1.020479715,0.032069269
2.480000000,1.000000000,0.966777378,1.023939726,0.033222622
2.490000000,1.000000000,0.965635671,1.027351091,0.034364329
2.500000000,1.000000000,0.964505901,1.030713580,0.035494099
2.510000000,1.000000000,0.963388351,1.034026984,0.036611649
2.520000000,1.000000000,0.962283294,1.037291116,0.037716706
2.530000000,1.000000000,0.961190990,1.040505810,0.038809010
2.540000000,1.000000000,0.960111692,1.043670921,0.039888308
2.550000000,1.000000000,0.959045640,1.046786324,0.040954360
2.560000000,1.000000000,0.957993067,1.049851914,0.042006933
2.570000000,1.000000000,0.956954193,1.052867607,0.043045807
2.580000000,1.000000000,0.955929232,1.055833337,0.044070768
2.590000000,1.000000000,0.954918385,1.058749058,0.045081615
2.600000000,1.000000000,0.953921846,1.061614742,0.046078154
2.610000000,1.000000000,0.952939798,1.064430380,0.047060202
2.620000000,1.000000000,0.951972416,1.067195981,0.048027584
2.630000000,1.000000000,0.951019864,1.069911571,0.048980136
2.640000000,1.000000000,0.950082299,1.072577195,0.049917701
2.650000000,1.000000000,0.949159868,1.075192912,0.050840132
2.660000000,1.000000000,0.948252710,1.077758800,0.051747290
2.670000000,1.000000000,0.947360955,1.080274953,0.052639045
2.680000000,1.000000000,0.946484724,1.082741481,0.053515276
2.690000000,1.000000000,0.945624129,1.085158509,0.054375871
2.700000000,1.000000000,0.944779277,1.087526176,0.055220723
2.710000000,1.000000000,0.943950262,1.089844640,0.056049738
2.720000000,1.000000000,0.943137174,1.092114068,0.056862826
2.730000000,1.000000000,0.942340093,1.094334646,0.057659907
2.740000000,1.000000000,0.941559092,1.096506572,0.058440908
2.750000000,1.000000000,0.940794235,1.098630056,0.059205765
2.760000000,1.000000000,0.940045582,1.100705324,0.059954418
2.770000000,1.000000000,0.939313181,1.102732613,0.060686819
2.780000000,1.000000000,0.938597076,1.104712174,0.061402924
2.790000000,1.000000000,0.937897303,1.106644268,0.062102697
2.800000000,1.000000000,0.937213889,1.108529170,0.062786111
2.810000000,1.000000000,0.936546858,1.110367165,0.063453142
2.820000000,1.000000000,0.935896223,1.112158551,0.064103777
2.830000000,1.000000000,0.935261995,1.113903635,0.064738005
2.840000000,1.000000000,0.934644173,1.115602736,0.065355827
2.850000000,1.000000000,0.934042754,1.117256182,0.065957246
2.860000000,1.000000000,0.933457728,1.118864311,0.066542272
2.870000000,1.000000000,0.932889076,1.120427473,0.067110924
2.880000000,1.000000000,0.932336777,1.121946024,0.067663223
2.890000000,1.000000000,0.931800801,1.123420332,0.068199199
2.900000000,1.000000000,0.931281114,1.124850771,0.068718886
2.910000000,1.000000000,0.930777677,1.126237724,0.069222323
2.920000000,1.000000000,0.930290442,1.127581585,0.069709558
2.930000000,1.000000000,0.929819359,1.128882751,0.070180641
2.940000000,1.000000000,0.929364372,1.130141631,0.070635628
2.950000000,1.000000000,0.928925419,1.131358638,0.071074581
2.960000000,1.000000000,0.928502434,1.132534194,0.071497566
2.970000000,1.000000000,0.928095346,1.133668726,0.071904654
2.980000000,1.000000000,0.927704078,1.134762669,0.072295922
2.990000000,1.000000000,0.927328549,1.135816463,0.072671451
3.000000000,1.000000000,0.926968675,1.136830554,0.073031325
3.010000000,1.000000000,0.926624365,1.137805393,0.073375635
3.020000000,1.000000000,0.926295526,1.138741438,0.073704474
3.030000000,1.000000000,0.925982059,1.139639150,0.074017941
3.040000000,1.000000000,0.925683863,1.140498996,0.074316137
3.050000000,1.000000000,0.925400831,1.141321446,0.074599169
3.060000000,1.000000000,0.925132853,1.142106977,0.074867147
3.070000000,1.000000000,0.924879815,1.142856067,0.075120185
3.080000000,1.000000000,0.924641601,1.143569200,0.075358399
3.090000000,1.000000000,0.924418090,1.144246861,0.075581910
3.100000000,1.000000000,0.924209157,1.144889540,0.075790843
3.110000000,1.000000000,0.924014675,1.145497731,0.075985325
3.120000000,1.000000000,0.923834514,1.146071928,0.076165486
3.130000000,1.000000000,0.923668541,1.146612630,0.076331459
3.140000000,1.000000000,0.923516619,1.147120336,0.076483381
3.150000000,1.000000000,0.923378608,1.147595549,0.076621392
3.160000000,1.000000000,0.923254368,1.148038773,0.076745632
3.170000000,1.000000000,0.923143752,1.148450514,0.076856248
3.180000000,1.000000000,0.923046615,1.148831278,0.076953385
3.190000000,1.000000000,0.922962807,1.149181576,0.077037193
3.200000000,1.000000000,0.922892176,1.149501914,0.077107824
3.210000000,1.000000000,0.922834569,1.149792805,0.077165431
3.220000000,1.000000000,0.922789829,1.150054759,0.077210171
3.230000000,1.000000000,0.922757798,1.150288287,0.077242202
3.240000000,1.000000000,0.922738317,1.150493900,0.077261683
3.250000000,1.000000000,0.922731224,1.150672110,0.077268776
3.260000000,1.000000000,0.922736355,1.150823428,0.077263645
3.270000000,1.000000000,0.922753546,1.150948365,0.077246454
3.280000000,1.000000000,0.922782630,1.151047431,0.077217370
3.290000000,1.000000000,0.922823439,1.151121136,0.077176561
3.300000000,1.000000000,0.922875804,1.151169990,0.077124196
3.310000000,1.000000000,0.922939554,1.151194499,0.077060446
3.320000000,1.000000000,0.923014518,1.151195171,0.076985482
3.330000000,1.000000000,0.923100523,1.151172511,0.076899477
3.340000000,1.000000000,0.923197395,1.151127022,0.076802605
3.350000000,1.000000000,0.923304959,1.151059206,0.076695041
3.360000000,1.000000000,0.923423041,1.150969565,0.076576959
3.370000000,1.000000000,0.923551463,1.150858596,0.076448537
3.380000000,1.000000000,0.923690050,1.150726795,0.076309950
3.390000000,1.000000000,0.923838623,1.150574656,0.076161377
3.400000000,1.000000000,0.923997004,1.150402672,0.076002996
3.410000000,1.000000000,0.924165016,1.150211331,0.075834984
3.420000000,1.000000000,0.924342479,1.150001119,0.075657521
3.430000000,1.000000000,0.924529215,1.149772521,0.075470785
3.440000000,1.000000000,0.924725043,1.149526018,0.075274957
3.450000000,1.000000000,0.924929786,1.149262086,0.075070214
3.460000000,1.000000000,0.925143262,1.148981201,0.074856738
3.470000000,1.000000000,0.925365293,1.148683835,0.074634707
3.480000000,1.000000000,0.925595700,1.148370456,0.074404300
3.490000000,1.000000000,0.925834303,1.148041527,0.074165697
3.500000000,1.000000000,0.926080922,1.147697512,0.073919078
3.510000000,1.000000000,0.926335380,1.147338867,0.073664620
3.520000000,1.000000000,0.926597497,1.146966046,0.073402503
3.530000000,1.000000000,0.926867096,1.146579499,0.073132904
3.540000000,1.000000000,0.927143998,1.146179673,0.072856002
3.550000000,1.000000000,0.927428027,1.145767009,0.072571973
3.560000000,1.000000000,0.927719005,1.145341946,0.072280995
3.570000000,1.000000000,0.928016758,1.144904917,0.071983242
3.580000000,1.000000000,0.928321108,1.144456353,0.071678892
3.590000000,1.000000000,0.928631882,1.143996678,0.071368118
3.600000000,1.000000000,0.928948905,1.143526315,0.071051095
3.610000000,1.000000000,0.929272005,1.143045678,0.070727995
3.620000000,1.000000000,0.929601008,1.142555181,0.070398992
3.630000000,1.000000000,0.929935745,1.142055232,0.070064255
3.640000000,1.000000000,0.930276043,1.141546231,0.069723957
3.650000000,1.000000000,0.930621734,1.141028580,0.069378266
3.660000000,1.000000000,0.930972650,1.140502669,0.069027350
3.670000000,1.000000000,0.931328622,1.139968889,0.068671378
3.680000000,1.000000000,0.931689486,1.139427623,0.068310514
3.690000000,1.000000000,0.932055074,1.138879250,0.067944926
3.700000000,1.000000000,0.932425225,1.138324145,0.067574775
3.710000000,1.000000000,0.932799775,1.137762676,0.067200225
3.720000000,1.000000000,0.933178563,1.137195207,0.066821437
3.730000000,1.000000000,0.933561428,1.136622098,0.066438572
3.740000000,1.000000000,0.933948213,1.136043702,0.066051787
3.750000000,1.000000000,0.934338759,1.135460369,0.065661241
3.760000000,1.000000000,0.934732911,1.134872442,0.065267089
3.770000000,1.000000000,0.935130515,1.134280260,0.064869485
3.780000000,1.000000000,0.935531416,1.133684157,0.064468584
3.790000000,1.000000000,0.935935465,1.133084461,0.064064535
3.800000000,1.000000000,0.936342510,1.132481494,0.063657490
3.810000000,1.000000000,0.936752404,1.131875575,0.063247596
3.820000000,1.000000000,0.937164999,1.131267017,0.062835001
3.830000000,1.000000000,0.937580151,1.130656127,0.062419849
3.840000000,1.000000000,0.937997715,1.130043206,0.062002285
3.850000000,1.000000000,0.938417549,1.129428553,0.061582451
3.860000000,1.000000000,0.938839514,1.128812458,0.061160486
3.870000000,1.000000000,0.939263470,1.128195208,0.060736530
3.880000000,1.000000000,0.939689281,1.127577083,0.060310719
3.890000000,1.000000000,0.940116811,1.126958361,0.059883189
3.900000000,1.000000000,0.940545927,1.126339311,0.059454073
3.910000000,1.000000000,0.940976497,1.125720198,0.059023503
3.920000000,1.000000000,0.941408391,1.125101283,0.058591609
3.930000000,1.000000000,0.941841481,1.124482821,0.058158519
3.940000000,1.000000000,0.942275640,1.123865060,0.057724360
3.950000000,1.000000000,0.942710744,1.123248245,0.057289256
3.960000000,1.000000000,0.943146670,1.122632615,0.056853330
3.970000000,1.000000000,0.943583297,1.122018405,0.056416703
3.980000000,1.000000000,0.944020506,1.121405842,0.055979494
3.990000000,1.000000000,0.944458180,1.120795151,0.055541820
4.000000000,1.000000000,0.944896203,1.120186549,0.055103797
4.010000000,1.000000000,0.945334462,1.119580250,0.054665538
4.020000000,1.000000000,0.945772845,1.118976462,0.054227155
4.030000000,1.000000000,0.946211243,1.118375388,0.053788757
4.040000000,1.000000000,0.946649546,1.117777226,0.053350454
4.050000000,1.000000000,0.947087650,1.117182170,0.052912350
4.060000000,1.000000000,0.947525450,1.116590406,0.052474550
4.070000000,1.000000000,0.947962844,1.116002119,0.052037156
4.080000000,1.000000000,0.948399732,1.115417485,0.051600268
4.090000000,1.000000000,0.948836014,1.114836679,0.051163986
4.100000000,1.000000000,0.949271595,1.114259869,0.050728405
4.110000000,1.000000000,0.949706380,1.113687218,0.050293620
4.120000000,1.000000000,0.950140275,1.113118884,0.049859725
4.130000000,1.000000000,0.950573191,1.112555021,0.049426809
4.140000000,1.000000000,0.951005038,1.111995780,0.048994962
4.150000000,1.000000000,0.951435728,1.111441303,0.048564272
4.160000000,1.000000000,0.951865177,1.110891731,0.048134823
4.170000000,1.000000000,0.952293301,1.110347199,0.047706699
4.180000000,1.000000000,0.952720019,1.109807838,0.047279981
4.190000000,1.000000000,0.953145250,1.109273773,0.046854750
4.200000000,1.000000000,0.953568918,1.108745127,0.046431082
4.210000000,1.000000000,0.953990946,1.108222015,0.046009054
4.220000000,1.000000000,0.954411260,1.107704552,0.045588740
4.230000000,1.000000000,0.954829787,1.107192844,0.045170213
4.240000000,1.000000000,0.955246458,1.106686997,0.044753542
4.250000000,1.000000000,0.955661204,1.106187110,0.044338796
4.260000000,1.000000000,0.956073958,1.105693279,0.043926042
4.270000000,1.000000000,0.956484654,1.105205594,0.043515346
4.280000000,1.000000000,0.956893230,1.104724144,0.043106770
4.290000000,1.000000000,0.957299624,1.104249010,0.042700376
4.300000000,1.000000000,0.957703777,1.103780273,0.042296223
4.310000000,1.000000000,0.958105630,1.103318008,0.041894370
4.320000000,1.000000000,0.958505127,1.102862285,0.041494873
4.330000000,1.000000000,0.958902215,1.102413173,0.041097785
4.340000000,1.000000000,0.959296839,1.101970734,0.040703161
4.350000000,1.000000000,0.959688950,1.101535028,0.040311050
4.360000000,1.000000000,0.960078498,1.101106112,0.039921502
4.370000000,1.000000000,0.960465434,1.100684037,0.039534566
4.380000000,1.000000000,0.960849714,1.100268852,0.039150286
4.390000000,1.000000000,0.961231293,1.099860604,0.038768707
4.400000000,1.000000000,0.961610127,1.099459332,0.038389873
4.410000000,1.000000000,0.961986177,1.099065076,0.038013823
4.420000000,1.000000000,0.962359403,1.098677869,0.037640597
4.430000000,1.000000000,0.962729766,1.098297745,0.037270234
4.440000000,1.000000000,0.963097230,1.097924730,0.036902770
4.450000000,1.000000000,0.963461761,1.097558850,0.036538239
4.460000000,1.000000000,0.963823325,1.097200126,0.036176675
4.470000000,1.000000000,0.964181891,1.096848577,0.035818109
4.480000000,1.000000000,0.964537428,1.096504218,0.035462572
4.490000000,1.000000000,0.964889908,1.096167062,0.035110092
4.500000000,1.000000000,0.965239304,1.095837118,0.034760696
4.510000000,1.000000000,0.965585589,1.095514393,0.034414411
4.520000000,1.000000000,0.965928740,1.095198891,0.034071260
4.530000000,1.000000000,0.966268733,1.094890612,0.033731267
4.540000000,1.000000000,0.966605548,1.094589555,0.033394452
4.550000000,1.000000000,0.966939162,1.094295715,0.033060838
4.560000000,1.000000000,0.967269559,1.094009084,0.032730441
4.570000000,1.000000000,0.967596721,1.093729654,0.032403279
4.580000000,1.000000000,0.967920631,1.093457411,0.032079369
4.590000000,1.000000000,0.968241274,1.093192341,0.031758726
4.600000000,1.000000000,0.968558638,1.092934426,0.031441362
4.610000000,1.000000000,0.968872710,1.092683648,0.031127290
