time,reference,output,control,error
4.620000000,1.000000000,0.969183478,1.092439984,0.030816522
4.630000000,1.000000000,0.969490933,1.092203409,0.030509067
4.640000000,1.000000000,0.969795067,1.091973898,0.030204933
4.650000000,1.000000000,0.970095872,1.091751422,0.029904128
4.660000000,1.000000000,0.970393343,1.091535949,0.029606657
4.670000000,1.000000000,0.970687472,1.091327449,0.029312528
4.680000000,1.000000000,0.970978258,1.091125884,0.029021742
4.690000000,1.000000000,0.971265697,1.090931220,0.028734303
4.700000000,1.000000000,0.971549788,1.090743417,0.028450212
4.710000000,1.000000000,0.971830529,1.090562434,0.028169471
4.720000000,1.000000000,0.972107922,1.090388231,0.027892078
4.730000000,1.000000000,0.972381967,1.090220761,0.027618033
4.740000000,1.000000000,0.972652667,1.090059981,0.027347333
4.750000000,1.000000000,0.972920026,1.089905841,0.027079974
4.760000000,1.000000000,0.973184048,1.089758295,0.026815952
4.770000000,1.000000000,0.973444738,1.089617290,0.026555262
4.780000000,1.000000000,0.973702103,1.089482775,0.026297897
4.790000000,1.000000000,0.973956150,1.089354696,0.026043850
4.800000000,1.000000000,0.974206887,1.089232999,0.025793113
4.810000000,1.000000000,0.974454323,1.089117628,0.025545677
4.820000000,1.000000000,0.974698469,1.089008524,0.025301531
4.830000000,1.000000000,0.974939333,1.088905629,0.025060667
4.840000000,1.000000000,0.975176929,1.088808883,0.024823071
4.850000000,1.000000000,0.975411269,1.088718225,0.024588731
4.860000000,1.000000000,0.975642365,1.088633592,0.024357635
4.870000000,1.000000000,0.975870231,1.088554921,0.024129769
4.880000000,1.000000000,0.976094883,1.088482147,0.023905117
4.890000000,1.000000000,0.976316334,1.088415206,0.023683666
4.900000000,1.000000000,0.976534603,1.088354031,0.023465397
4.910000000,1.000000000,0.976749704,1.088298553,0.023250296
4.920000000,1.000000000,0.976961656,1.088248706,0.023038344
4.930000000,1.000000000,0.977170477,1.088204420,0.022829523
4.940000000,1.000000000,0.977376185,1.088165626,0.022623815
4.950000000,1.000000000,0.977578799,1.088132253,0.022421201
4.960000000,1.000000000,0.977778340,1.088104229,0.022221660
4.970000000,1.000000000,0.977974828,1.088081483,0.022025172
4.980000000,1.000000000,0.978168283,1.088063942,0.021831717
4.990000000,1.000000000,0.978358728,1.088051534,0.021641272
5.000000000,1.000000000,0.978546184,1.088044184,0.021453816
5.010000000,1.000000000,0.978730675,1.088041819,0.021269325
5.020000000,1.000000000,0.978912222,1.088044364,0.021087778
5.030000000,1.000000000,0.979090850,1.088051743,0.020909150
5.040000000,1.000000000,0.979266583,1.088063882,0.020733417
5.050000000,1.000000000,0.979439445,1.088080705,0.020560555
5.060000000,1.000000000,0.979609461,1.088102135,0.020390539
5.070000000,1.000000000,0.979776655,1.088128096,0.020223345
5.080000000,1.000000000,0.979941055,1.088158511,0.020058945
5.090000000,1.000000000,0.980102686,1.088193304,0.019897314
5.100000000,1.000000000,0.980261573,1.088232398,0.019738427
5.110000000,1.000000000,0.980417745,1.088275714,0.019582255
5.120000000,1.000000000,0.980571227,1.088323176,0.019428773
5.130000000,1.000000000,0.980722048,1.088374707,0.019277952
5.140000000,1.000000000,0.980870235,1.088430228,0.019129765
5.150000000,1.000000000,0.981015815,1.088489662,0.018984185
5.160000000,1.000000000,0.981158818,1.088552932,0.018841182
5.170000000,1.000000000,0.981299271,1.088619959,0.018700729
5.180000000,1.000000000,0.981437203,1.088690667,0.018562797
5.190000000,1.000000000,0.981572643,1.088764978,0.018427357
5.200000000,1.000000000,0.981705620,1.088842815,0.018294380
5.210000000,1.000000000,0.981836164,1.088924099,0.018163836
5.220000000,1.000000000,0.981964303,1.089008755,0.018035697
5.230000000,1.000000000,0.982090068,1.089096705,0.017909932
5.240000000,1.000000000,0.982213488,1.089187873,0.017786512
5.250000000,1.000000000,0.982334594,1.089282182,0.017665406
5.260000000,1.000000000,0.982453414,1.089379556,0.017546586
5.270000000,1.000000000,0.982569980,1.089479919,0.017430020
5.280000000,1.000000000,0.982684322,1.089583196,0.017315678
5.290000000,1.000000000,0.982796470,1.089689310,0.017203530
5.300000000,1.000000000,0.982906454,1.089798188,0.017093546
5.310000000,1.000000000,0.983014305,1.089909754,0.016985695
5.320000000,1.000000000,0.983120054,1.090023934,0.016879946
5.330000000,1.000000000,0.983223730,1.090140655,0.016776270
5.340000000,1.000000000,0.983325366,1.090259843,0.016674634
5.350000000,1.000000000,0.983424990,1.090381424,0.016575010
5.360000000,1.000000000,0.983522635,1.090505328,0.016477365
5.370000000,1.000000000,0.983618330,1.090631481,0.016381670
5.380000000,1.000000000,0.983712107,1.090759812,0.016287893
5.390000000,1.000000000,0.983803995,1.090890250,0.016196005
5.400000000,1.000000000,0.983894026,1.091022724,0.016105974
5.410000000,1.000000000,0.983982230,1.091157165,0.016017770
5.420000000,1.000000000,0.984068638,1.091293503,0.015931362
5.430000000,1.000000000,0.984153279,1.091431670,0.015846721
5.440000000,1.000000000,0.984236185,1.091571596,0.015763815
5.450000000,1.000000000,0.984317385,1.091713215,0.015682615
5.460000000,1.000000000,0.984396909,1.091856460,0.015603091
5.470000000,1.000000000,0.984474789,1.092001263,0.015525211
5.480000000,1.000000000,0.984551053,1.092147560,0.015448947
5.490000000,1.000000000,0.984625732,1.092295285,0.015374268
5.500000000,1.000000000,0.984698855,1.092444374,0.015301145
5.510000000,1.000000000,0.984770452,1.092594763,0.015229548
5.520000000,1.000000000,0.984840552,1.092746389,0.015159448
5.530000000,1.000000000,0.984909185,1.092899190,0.015090815
5.540000000,1.000000000,0.984976380,1.093053103,0.015023620
5.550000000,1.000000000,0.985042166,1.093208069,0.014957834
5.560000000,1.000000000,0.985106572,1.093364026,0.014893428
5.570000000,1.000000000,0.985169626,1.093520915,0.014830374
5.580000000,1.000000000,0.985231356,1.093678678,0.014768644
5.590000000,1.000000000,0.985291793,1.093837256,0.014708207
5.600000000,1.000000000,0.985350962,1.093996592,0.014649038
5.610000000,1.000000000,0.985408892,1.094156629,0.014591108
5.620000000,1.000000000,0.985465612,1.094317313,0.014534388
5.630000000,1.000000000,0.985521148,1.094478587,0.014478852
5.640000000,1.000000000,0.985575527,1.094640398,0.014424473
5.650000000,1.000000000,0.985628778,1.094802693,0.014371222
5.660000000,1.000000000,0.985680926,1.094965417,0.014319074
5.670000000,1.000000000,0.985731998,1.095128521,0.014268002
5.680000000,1.000000000,0.985782021,1.095291952,0.014217979
5.690000000,1.000000000,0.985831020,1.095455660,0.014168980
5.700000000,1.000000000,0.985879022,1.095619596,0.014120978
5.710000000,1.000000000,0.985926052,1.095783712,0.014073948
5.720000000,1.000000000,0.985972136,1.095947959,0.014027864
5.730000000,1.000000000,0.986017298,1.096112290,0.013982702
5.740000000,1.000000000,0.986061565,1.096276659,0.013938435
5.750000000,1.000000000,0.986104959,1.096441021,0.013895041
5.760000000,1.000000000,0.986147506,1.096605331,0.013852494
5.770000000,1.000000000,0.986189229,1.096769546,0.013810771
5.780000000,1.000000000,0.986230153,1.096933621,0.013769847
5.790000000,1.000000000,0.986270301,1.097097516,0.013729699
5.800000000,1.000000000,0.986309696,1.097261188,0.013690304
5.810000000,1.000000000,0.986348362,1.097424597,0.013651638
5.820000000,1.000000000,0.986386320,1.097587704,0.013613680
5.830000000,1.000000000,0.986423593,1.097750470,0.013576407
5.840000000,1.000000000,0.986460204,1.097912855,0.013539796
5.850000000,1.000000000,0.986496174,1.098074824,0.013503826
5.860000000,1.000000000,0.986531525,1.098236339,0.013468475
5.870000000,1.000000000,0.986566278,1.098397365,0.013433722
5.880000000,1.000000000,0.986600453,1.098557867,0.013399547
5.890000000,1.000000000,0.986634072,1.098717811,0.013365928
5.900000000,1.000000000,0.986667155,1.098877164,0.013332845
5.910000000,1.000000000,0.986699722,1.099035892,0.013300278
5.920000000,1.000000000,0.986731793,1.099193965,0.013268207
5.930000000,1.000000000,0.986763387,1.099351351,0.013236613
5.940000000,1.000000000,0.986794523,1.099508021,0.013205477
5.950000000,1.000000000,0.986825220,1.099663944,0.013174780
5.960000000,1.000000000,0.986855497,1.099819092,0.013144503
5.970000000,1.000000000,0.986885371,1.099973438,0.013114629
5.980000000,1.000000000,0.986914862,1.100126955,0.013085138
5.990000000,1.000000000,0.986943986,1.100279615,0.013056014
6.000000000,1.000000000,0.986972761,1.100431394,0.013027239
6.010000000,1.000000000,0.987001204,1.100582267,0.012998796
6.020000000,1.000000000,0.987029331,1.100732210,0.012970669
6.030000000,1.000000000,0.987057160,1.100881199,0.012942840
6.040000000,1.000000000,0.987084705,1.101029212,0.012915295
6.050000000,1.000000000,0.987111983,1.101176227,0.012888017
6.060000000,1.000000000,0.987139010,1.101322223,0.012860990
6.070000000,1.000000000,0.987165801,1.101467179,0.012834199
6.080000000,1.000000000,0.987192370,1.101611077,0.012807630
6.090000000,1.000000000,0.987218732,1.101753896,0.012781268
6.100000000,1.000000000,0.987244902,1.101895619,0.012755098
6.110000000,1.000000000,0.987270893,1.102036228,0.012729107
6.120000000,1.000000000,0.987296719,1.102175706,0.012703281
6.130000000,1.000000000,0.987322394,1.102314037,0.012677606
6.140000000,1.000000000,0.987347931,1.102451206,0.012652069
6.150000000,1.000000000,0.987373343,1.102587196,0.012626657
6.160000000,1.000000000,0.987398641,1.102721996,0.012601359
6.170000000,1.000000000,0.987423839,1.102855590,0.012576161
6.180000000,1.000000000,0.987448949,1.102987965,0.012551051
6.190000000,1.000000000,0.987473981,1.103119110,0.012526019
6.200000000,1.000000000,0.987498948,1.103249013,0.012501052
6.210000000,1.000000000,0.987523860,1.103377663,0.012476140
6.220000000,1.000000000,0.987548729,1.103505049,0.012451271
6.230000000,1.000000000,0.987573565,1.103631162,0.012426435
6.240000000,1.000000000,0.987598378,1.103755991,0.012401622
6.250000000,1.000000000,0.987623178,1.103879530,0.012376822
6.260000000,1.000000000,0.987647975,1.104001769,0.012352025
6.270000000,1.000000000,0.987672779,1.104122701,0.012327221
6.280000000,1.000000000,0.987697598,1.104242319,0.012302402
6.290000000,1.000000000,0.987722442,1.104360616,0.012277558
6.300000000,1.000000000,0.987747319,1.104477588,0.012252681
6.310000000,1.000000000,0.987772237,1.104593228,0.012227763
6.320000000,1.000000000,0.987797205,1.104707533,0.012202795
6.330000000,1.000000000,0.987822230,1.104820496,0.012177770
6.340000000,1.000000000,0.987847321,1.104932116,0.012152679
6.350000000,1.000000000,0.987872484,1.105042389,0.012127516
6.360000000,1.000000000,0.987897727,1.105151311,0.012102273
6.370000000,1.000000000,0.987923056,1.105258882,0.012076944
6.380000000,1.000000000,0.987948479,1.105365098,0.012051521
6.390000000,1.000000000,0.987974001,1.105469959,0.012025999
6.400000000,1.000000000,0.987999628,1.105573464,0.012000372
6.410000000,1.000000000,0.988025367,1.105675613,0.011974633
6.420000000,1.000000000,0.988051224,1.105776406,0.011948776
6.430000000,1.000000000,0.988077203,1.105875843,0.011922797
6.440000000,1.000000000,0.988103310,1.105973925,0.011896690
6.450000000,1.000000000,0.988129550,1.106070654,0.011870450
6.460000000,1.000000000,0.988155927,1.106166031,0.011844073
6.470000000,1.000000000,0.988182447,1.106260059,0.011817553
6.480000000,1.000000000,0.988209113,1.106352740,0.011790887
6.490000000,1.000000000,0.988235930,1.106444078,0.011764070
6.500000000,1.000000000,0.988262901,1.106534075,0.011737099
6.510000000,1.000000000,0.988290031,1.106622736,0.011709969
6.520000000,1.000000000,0.988317322,1.106710065,0.011682678
6.530000000,1.000000000,0.988344779,1.106796065,0.011655221
6.540000000,1.000000000,0.988372404,1.106880743,0.011627596
6.550000000,1.000000000,0.988400199,1.106964102,0.011599801
6.560000000,1.000000000,0.988428169,1.107046149,0.011571831
6.570000000,1.000000000,0.988456314,1.107126889,0.011543686
6.580000000,1.000000000,0.988484639,1.107206329,0.011515361
6.590000000,1.000000000,0.988513144,1.107284474,0.011486856
6.600000000,1.000000000,0.988541832,1.107361333,0.011458168
6.610000000,1.000000000,0.988570704,1.107436911,0.011429296
6.620000000,1.000000000,0.988599763,1.107511215,0.011400237
6.630000000,1.000000000,0.988629009,1.107584255,0.011370991
6.640000000,1.000000000,0.988658445,1.107656037,0.011341555
6.650000000,1.000000000,0.988688070,1.107726569,0.011311930
6.660000000,1.000000000,0.988717886,1.107795860,0.011282114
6.670000000,1.000000000,0.988747894,1.107863919,0.011252106
6.680000000,1.000000000,0.988778094,1.107930754,0.011221906
6.690000000,1.000000000,0.988808488,1.107996374,0.011191512
6.700000000,1.000000000,0.988839074,1.108060789,0.011160926
6.710000000,1.000000000,0.988869854,1.108124008,0.011130146
6.720000000,1.000000000,0.988900828,1.108186041,0.011099172
6.730000000,1.000000000,0.988931995,1.108246897,0.011068005
6.740000000,1.000000000,0.988963355,1.108306588,0.011036645
6.750000000,1.000000000,0.988994908,1.108365122,0.011005092
6.760000000,1.000000000,0.989026654,1.108422511,0.010973346
6.770000000,1.000000000,0.989058591,1.108478766,0.010941409
6.780000000,1.000000000,0.989090719,1.108533896,0.010909281
6.790000000,1.000000000,0.989123038,1.108587913,0.010876962
6.800000000,1.000000000,0.989155546,1.108640829,0.010844454
6.810000000,1.000000000,0.989188241,1.108692653,0.010811759
6.820000000,1.000000000,0.989221124,1.108743399,0.010778876
6.830000000,1.000000000,0.989254192,1.108793076,0.010745808
6.840000000,1.000000000,0.989287445,1.108841697,0.010712555
6.850000000,1.000000000,0.989320880,1.108889274,0.010679120
6.860000000,1.000000000,0.989354496,1.108935818,0.010645504
6.870000000,1.000000000,0.989388292,1.108981342,0.010611708
6.880000000,1.000000000,0.989422264,1.109025857,0.010577736
6.890000000,1.000000000,0.989456413,1.109069375,0.010543587
6.900000000,1.000000000,0.989490735,1.109111909,0.010509265
6.910000000,1.000000000,0.989525228,1.109153472,0.010474772
6.920000000,1.000000000,0.989559891,1.109194075,0.010440109
6.930000000,1.000000000,0.989594721,1.109233731,0.010405279
6.940000000,1.000000000,0.989629715,1.109272452,0.010370285
6.950000000,1.000000000,0.989664872,1.109310251,0.010335128
6.960000000,1.000000000,0.989700188,1.109347141,0.010299812
6.970000000,1.000000000,0.989735662,1.109383135,0.010264338
6.980000000,1.000000000,0.989771290,1.109418245,0.010228710
6.990000000,1.000000000,0.989807070,1.109452483,0.010192930
7.000000000,1.000000000,0.989842999,1.109485863,0.010157001
7.010000000,1.000000000,0.989879075,1.109518398,0.010120925
7.020000000,1.000000000,0.989915294,1.109550100,0.010084706
7.030000000,1.000000000,0.989951654,1.109580982,0.010048346
7.040000000,1.000000000,0.989988151,1.109611057,0.010011849
7.050000000,1.000000000,0.990024782,1.109640337,0.009975218
7.060000000,1.000000000,0.990061545,1.109668837,0.009938455
7.070000000,1.000000000,0.990098437,1.109696568,0.009901563
7.080000000,1.000000000,0.990135453,1.109723544,0.009864547
7.090000000,1.000000000,0.990172591,1.109749777,0.009827409
7.100000000,1.000000000,0.990209848,1.109775280,0.009790152
7.110000000,1.000000000,0.990247220,1.109800066,0.009752780
7.120000000,1.000000000,0.990284704,1.109824147,0.009715296
7.130000000,1.000000000,0.990322297,1.109847538,0.009677703
7.140000000,1.000000000,0.990359995,1.109870249,0.009640005
7.150000000,1.000000000,0.990397795,1.109892294,0.009602205
7.160000000,1.000000000,0.990435693,1.109913686,0.009564307
7.170000000,1.000000000,0.990473686,1.109934437,0.009526314
7.180000000,1.000000000,0.990511770,1.109954560,0.009488230
7.190000000,1.000000000,0.990549943,1.109974067,0.009450057
7.200000000,1.000000000,0.990588199,1.109992971,0.009411801
7.210000000,1.000000000,0.990626536,1.110011284,0.009373464
7.220000000,1.000000000,0.990664951,1.110029018,0.009335049
7.230000000,1.000000000,0.990703439,1.110046186,0.009296561
7.240000000,1.000000000,0.990741997,1.110062800,0.009258003
7.250000000,1.000000000,0.990780621,1.110078872,0.009219379
7.260000000,1.000000000,0.990819308,1.110094414,0.009180692
7.270000000,1.000000000,0.990858054,1.110109438,0.009141946
7.280000000,1.000000000,0.990896856,1.110123957,0.009103144
7.290000000,1.000000000,0.990935710,1.110137981,0.009064290
7.300000000,1.000000000,0.990974612,1.110151523,0.009025388
7.310000000,1.000000000,0.991013558,1.110164594,0.008986442
7.320000000,1.000000000,0.991052546,1.110177206,0.008947454
7.330000000,1.000000000,0.991091571,1.110189370,0.008908429
7.340000000,1.000000000,0.991130629,1.110201098,0.008869371
7.350000000,1.000000000,0.991169718,1.110212401,0.008830282
7.360000000,1.000000000,0.991208833,1.110223291,0.008791167
7.370000000,1.000000000,0.991247972,1.110233778,0.008752028
7.380000000,1.000000000,0.991287129,1.110243873,0.008712871
7.390000000,1.000000000,0.991326302,1.110253588,0.008673698
7.400000000,1.000000000,0.991365488,1.110262932,0.008634512
7.410000000,1.000000000,0.991404682,1.110271918,0.008595318
7.420000000,1.000000000,0.991443881,1.110280554,0.008556119
7.430000000,1.000000000,0.991483082,1.110288853,0.008516918
7.440000000,1.000000000,0.991522281,1.110296824,0.008477719
7.450000000,1.000000000,0.991561474,1.110304477,0.008438526
7.460000000,1.000000000,0.991600659,1.110311822,0.008399341
7.470000000,1.000000000,0.991639831,1.110318871,0.008360169
7.480000000,1.000000000,0.991678988,1.110325632,0.008321012
7.490000000,1.000000000,0.991718126,1.110332115,0.008281874
7.500000000,1.000000000,0.991757241,1.110338330,0.008242759
7.510000000,1.000000000,0.991796330,1.110344286,0.008203670
7.520000000,1.000000000,0.991835390,1.110349994,0.008164610
7.530000000,1.000000000,0.991874418,1.110355462,0.008125582
7.540000000,1.000000000,0.991913410,1.110360699,0.008086590
7.550000000,1.000000000,0.991952363,1.110365714,0.008047637
7.560000000,1.000000000,0.991991274,1.110370517,0.008008726
7.570000000,1.000000000,0.992030140,1.110375116,0.007969860
7.580000000,1.000000000,0.992068957,1.110379520,0.007931043
7.590000000,1.000000000,0.992107723,1.110383738,0.007892277
7.600000000,1.000000000,0.992146434,1.110387777,0.007853566
7.610000000,1.000000000,0.992185087,1.110391646,0.007814913
7.620000000,1.000000000,0.992223680,1.110395354,0.007776320
7.630000000,1.000000000,0.992262209,1.110398908,0.007737791
7.640000000,1.000000000,0.992300672,1.110402317,0.007699328
7.650000000,1.000000000,0.992339065,1.110405587,0.007660935
7.660000000,1.000000000,0.992377386,1.110408728,0.007622614
7.670000000,1.000000000,0.992415631,1.110411745,0.007584369
7.680000000,1.000000000,0.992453799,1.110414648,0.007546201
7.690000000,1.000000000,0.992491886,1.110417442,0.007508114
7.700000000,1.000000000,0.992529889,1.110420135,0.007470111
7.710000000,1.000000000,0.992567806,1.110422734,0.007432194
7.720000000,1.000000000,0.992605635,1.110425247,0.007394365
7.730000000,1.000000000,0.992643372,1.110427679,0.007356628
7.740000000,1.000000000,0.992681015,1.110430037,0.007318985
7.750000000,1.000000000,0.992718562,1.110432329,0.007281438
7.760000000,1.000000000,0.992756010,1.110434559,0.007243990
7.770000000,1.000000000,0.992793356,1.110436735,0.007206644
7.780000000,1.000000000,0.992830599,1.110438863,0.007169401
7.790000000,1.000000000,0.992867736,1.110440948,0.007132264
7.800000000,1.000000000,0.992904764,1.110442996,0.007095236
7.810000000,1.000000000,0.992941682,1.110445014,0.007058318
7.820000000,1.000000000,0.992978487,1.110447007,0.007021513
7.830000000,1.000000000,0.993015176,1.110448980,0.006984824
7.840000000,1.000000000,0.993051749,1.110450938,0.006948251
7.850000000,1.000000000,0.993088202,1.110452887,0.006911798
7.860000000,1.000000000,0.993124534,1.110454833,0.006875466
7.870000000,1.000000000,0.993160743,1.110456779,0.006839257
7.880000000,1.000000000,0.993196826,1.110458731,0.006803174
7.890000000,1.000000000,0.993232782,1.110460693,0.006767218
7.900000000,1.000000000,0.993268608,1.110462671,0.006731392
7.910000000,1.000000000,0.993304304,1.110464668,0.006695696
7.920000000,1.000000000,0.993339867,1.110466689,0.006660133
7.930000000,1.000000000,0.993375296,1.110468739,0.006624704
7.940000000,1.000000000,0.993410588,1.110470821,0.006589412
7.950000000,1.000000000,0.993445743,1.110472940,0.006554257
7.960000000,1.000000000,0.993480757,1.110475099,0.006519243
7.970000000,1.000000000,0.993515631,1.110477302,0.006484369
7.980000000,1.000000000,0.993550362,1.110479553,0.006449638
7.990000000,1.000000000,0.993584949,1.110481856,0.006415051
8.000000000,1.000000000,0.993619391,1.110484213,0.006380609
8.010000000,1.000000000,0.993653685,1.110486629,0.006346315
8.020000000,1.000000000,0.993687832,1.110489106,0.006312168
8.030000000,1.000000000,0.993721828,1.110491648,0.006278172
8.040000000,1.000000000,0.993755674,1.110494257,0.006244326
8.050000000,1.000000000,0.993789367,1.110496937,0.006210633
8.060000000,1.000000000,0.993822907,1.110499690,0.006177093
8.070000000,1.000000000,0.993856292,1.110502520,0.006143708
8.080000000,1.000000000,0.993889522,1.110505428,0.006110478
8.090000000,1.000000000,0.993922595,1.110508417,0.006077405
8.100000000,1.000000000,0.993955511,1.110511490,0.006044489
8.110000000,1.000000000,0.993988267,1.110514649,0.006011733
8.120000000,1.000000000,0.994020864,1.110517896,0.005979136
8.130000000,1.000000000,0.994053301,1.110521233,0.005946699
8.140000000,1.000000000,0.994085575,1.110524662,0.005914425
8.150000000,1.000000000,0.994117688,1.110528185,0.005882312
8.160000000,1.000000000,0.994149638,1.110531804,0.005850362
8.170000000,1.000000000,0.994181423,1.110535521,0.005818577
8.180000000,1.000000000,0.994213044,1.110539337,0.005786956
8.190000000,1.000000000,0.994244500,1.110543254,0.005755500
8.200000000,1.000000000,0.994275790,1.110547273,0.005724210
8.210000000,1.000000000,0.994306914,1.110551396,0.005693086
8.220000000,1.000000000,0.994337870,1.110555624,0.005662130
8.230000000,1.000000000,0.994368659,1.110559957,0.005631341
8.240000000,1.000000000,0.994399280,1.110564399,0.005600720
8.250000000,1.000000000,0.994429733,1.110568948,0.005570267
8.260000000,1.000000000,0.994460016,1.110573607,0.005539984
8.270000000,1.000000000,0.994490131,1.110578375,0.005509869
8.280000000,1.000000000,0.994520075,1.110583255,0.005479925
8.290000000,1.000000000,0.994549850,1.110588246,0.005450150
8.300000000,1.000000000,0.994579455,1.110593349,0.005420545
8.310000000,1.000000000,0.994608889,1.110598566,0.005391111
8.320000000,1.000000000,0.994638152,1.110603895,0.005361848
8.330000000,1.000000000,0.994667245,1.110609339,0.005332755
8.340000000,1.000000000,0.994696166,1.110614896,0.005303834
8.350000000,1.000000000,0.994724917,1.110620568,0.005275083
8.360000000,1.000000000,0.994753496,1.110626354,0.005246504
8.370000000,1.000000000,0.994781904,1.110632255,0.005218096
8.380000000,1.000000000,0.994810141,1.110638271,0.005189859
8.390000000,1.000000000,0.994838207,1.110644402,0.005161793
8.400000000,1.000000000,0.994866101,1.110650648,0.005133899
8.410000000,1.000000000,0.994893825,1.110657008,0.005106175
8.420000000,1.000000000,0.994921377,1.110663483,0.005078623
8.430000000,1.000000000,0.994948759,1.110670072,0.005051241
8.440000000,1.000000000,0.994975970,1.110676776,0.005024030
8.450000000,1.000000000,0.995003010,1.110683593,0.004996990
8.460000000,1.000000000,0.995029880,1.110690523,0.004970120
8.470000000,1.000000000,0.995056580,1.110697566,0.004943420
8.480000000,1.000000000,0.995083110,1.110704722,0.004916890
8.490000000,1.000000000,0.995109470,1.110711989,0.004890530
8.500000000,1.000000000,0.995135662,1.110719368,0.004864338
8.510000000,1.000000000,0.995161684,1.110726857,0.004838316
8.520000000,1.000000000,0.995187538,1.110734457,0.004812462
8.530000000,1.000000000,0.995213224,1.110742165,0.004786776
8.540000000,1.000000000,0.995238742,1.110749982,0.004761258
8.550000000,1.000000000,0.995264093,1.110757907,0.004735907
8.560000000,1.000000000,0.995289277,1.110765938,0.004710723
8.570000000,1.000000000,0.995314295,1.110774075,0.004685705
8.580000000,1.000000000,0.995339147,1.110782318,0.004660853
8.590000000,1.000000000,0.995363834,1.110790664,0.004636166
8.600000000,1.000000000,0.995388356,1.110799112,0.004611644
8.610000000,1.000000000,0.995412714,1.110807663,0.004587286
8.620000000,1.000000000,0.995436909,1.110816315,0.004563091
8.630000000,1.000000000,0.995460940,1.110825066,0.004539060
8.640000000,1.000000000,0.995484809,1.110833916,0.004515191
8.650000000,1.000000000,0.995508516,1.110842863,0.004491484
8.660000000,1.000000000,0.995532063,1.110851906,0.004467937
8.670000000,1.000000000,0.995555449,1.110861043,0.004444551
8.680000000,1.000000000,0.995578675,1.110870275,0.004421325
8.690000000,1.000000000,0.995601742,1.110879599,0.004398258
8.700000000,1.000000000,0.995624651,1.110889013,0.004375349
8.710000000,1.000000000,0.995647403,1.110898517,0.004352597
8.720000000,1.000000000,0.995669998,1.110908110,0.004330002
8.730000000,1.000000000,0.995692437,1.110917789,0.004307563
8.740000000,1.000000000,0.995714721,1.110927554,0.004285279
8.750000000,1.000000000,0.995736850,1.110937402,0.004263150
8.760000000,1.000000000,0.995758826,1.110947333,0.004241174
8.770000000,1.000000000,0.995780649,1.110957345,0.004219351
8.780000000,1.000000000,0.995802321,1.110967437,0.004197679
8.790000000,1.000000000,0.995823841,1.110977606,0.004176159
8.800000000,1.000000000,0.995845211,1.110987852,0.004154789
8.810000000,1.000000000,0.995866432,1.110998173,0.004133568
8.820000000,1.000000000,0.995887504,1.111008567,0.004112496
8.830000000,1.000000000,0.995908429,1.111019033,0.004091571
8.840000000,1.000000000,0.995929208,1.111029570,0.004070792
8.850000000,1.000000000,0.995949841,1.111040174,0.004050159
8.860000000,1.000000000,0.995970329,1.111050846,0.004029671
8.870000000,1.000000000,0.995990673,1.111061583,0.004009327
8.880000000,1.000000000,0.996010874,1.111072384,0.003989126
8.890000000,1.000000000,0.996030934,1.111083247,0.003969066
8.900000000,1.000000000,0.996050852,1.111094171,0.003949148
8.910000000,1.000000000,0.996070631,1.111105153,0.003929369
8.920000000,1.000000000,0.996090270,1.111116193,0.003909730
8.930000000,1.000000000,0.996109772,1.111127288,0.003890228
8.940000000,1.000000000,0.996129136,1.111138437,0.003870864
8.950000000,1.000000000,0.996148364,1.111149638,0.003851636
8.960000000,1.000000000,0.996167458,1.111160890,0.003832542
8.970000000,1.000000000,0.996186417,1.111172190,0.003813583
8.980000000,1.000000000,0.996205244,1.111183538,0.003794756
8.990000000,1.000000000,0.996223938,1.111194931,0.003776062
9.000000000,1.000000000,0.996242501,1.111206369,0.003757499
9.010000000,1.000000000,0.996260935,1.111217848,0.003739065
9.020000000,1.000000000,0.996279239,1.111229368,0.003720761
9.030000000,1.000000000,0.996297415,1.111240927,0.003702585
9.040000000,1.000000000,0.996315465,1.111252523,0.003684535
9.050000000,1.000000000,0.996333389,1.111264154,0.003666611
9.060000000,1.000000000,0.996351188,1.111275820,0.003648812
9.070000000,1.000000000,0.996368863,1.111287517,0.003631137
9.080000000,1.000000000,0.996386415,1.111299246,0.003613585
9.090000000,1.000000000,0.996403846,1.111311003,0.003596154
9.100000000,1.000000000,0.996421156,1.111322787,0.003578844
9.110000000,1.000000000,0.996438346,1.111334598,0.003561654
9.120000000,1.000000000,0.996455418,1.111346432,0.003544582
9.130000000,1.000000000,0.996472372,1.111358289,0.003527628
9.140000000,1.000000000,0.996489210,1.111370167,0.003510790
9.150000000,1.000000000,0.996505932,1.111382064,0.003494068
9.160000000,1.000000000,0.996522540,1.111393979,0.003477460
9.170000000,1.000000000,0.996539035,1.111405910,0.003460965
9.180000000,1.000000000,0.996555417,1.111417855,0.003444583
9.190000000,1.000000000,0.996571688,1.111429814,0.003428312
9.200000000,1.000000000,0.996587848,1.111441784,0.003412152
9.210000000,1.000000000,0.996603900,1.111453764,0.003396100
9.220000000,1.000000000,0.996619843,1.111465752,0.003380157
9.230000000,1.000000000,0.996635679,1.111477748,0.003364321
9.240000000,1.000000000,0.996651409,1.111489749,0.003348591
9.250000000,1.000000000,0.996667034,1.111501754,0.003332966
9.260000000,1.000000000,0.996682554,1.111513761,0.003317446
9.270000000,1.000000000,0.996697972,1.111525770,0.003302028
