t,T_ref,T_pot,T_abs,G_b,T_amb,V_wind,phi_pcm,f_shade,Q_absorbed,iae_cumulative
0.000000,95.000000,30.000000,30.000000,750.000000,28.000000,1.000000,0.000000,1.000000,0.000000,1950.000000
30.000000,95.000000,29.996387,29.440044,750.000000,28.000000,1.000000,0.000000,1.000000,0.000000,3900.108386
60.000000,95.000000,29.988415,28.971092,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,5850.455921
90.000000,95.000000,29.991030,31.793724,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,7800.725007
120.000000,95.000000,30.015751,34.155137,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,9750.252487
150.000000,95.000000,30.058754,36.129813,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,11698.489869
180.000000,95.000000,30.116840,37.780696,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,13644.984670
210.000000,95.000000,30.187333,39.160833,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,15589.364677
240.000000,95.000000,30.267999,40.314823,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,17531.324706
270.000000,95.000000,30.356974,41.280088,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,19470.615488
300.000000,95.000000,30.452705,42.087976,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,21407.034347
330.000000,95.000000,30.553898,42.764710,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,23340.417404
360.000000,95.000000,30.659478,43.332197,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,25270.633056
390.000000,95.000000,30.768551,43.808722,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,27197.576538
420.000000,95.000000,30.880372,44.209534,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,29121.165382
450.000000,95.000000,30.994325,44.547340,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,31041.335634
480.000000,95.000000,31.109898,44.832724,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,32958.038702
510.000000,95.000000,31.226666,45.074497,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,34871.238734
540.000000,95.000000,31.344277,45.279988,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,36780.910434
570.000000,95.000000,31.462440,45.455297,750.000000,28.000000,1.000000,0.000000,0.000000,210.600000,38687.037247
600.000000,95.000000,31.580913,45.605495,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,40589.609847
630.000000,95.000000,31.691272,43.905455,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,42488.871679
660.000000,95.000000,31.788089,42.653649,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,44385.229007
690.000000,95.000000,31.874792,41.731974,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,46278.985232
720.000000,95.000000,31.953910,41.053650,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,48170.367934
750.000000,95.000000,32.027306,40.554819,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,50059.548745
780.000000,95.000000,32.096359,40.188436,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,51946.657989
810.000000,95.000000,32.162084,39.919816,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,53831.795472
840.000000,95.000000,32.225235,39.723371,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,55715.038435
870.000000,95.000000,32.286367,39.580216,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,57596.447432
900.000000,95.000000,32.345892,39.476409,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,59476.070660
930.000000,95.000000,32.404117,39.401653,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,61353.947160
960.000000,95.000000,32.461266,39.348344,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,63230.109185
990.000000,95.000000,32.517508,39.310866,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,65104.583942
1020.000000,95.000000,32.572969,39.285070,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,66977.394886
1050.000000,95.000000,32.627741,39.267889,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,68848.562670
1080.000000,95.000000,32.681894,39.257059,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,70718.105854
1110.000000,95.000000,32.735481,39.250908,750.000000,28.000000,6.000000,0.000000,0.000000,210.600000,72586.041422
