t,T_ref,T_pot,T_abs,G_b,T_amb,V_wind,phi_pcm,f_shade,Q_absorbed,iae_cumulative
0.000000,95.000000,30.000000,30.000000,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,1950.000000
30.000000,95.000000,29.998614,29.686025,800.000000,30.000000,1.000000,0.000000,0.000000,224.640000,3900.041574
60.000000,95.000000,30.009916,32.852592,800.000000,30.000000,1.000000,0.000000,0.000000,224.640000,5849.744079
90.000000,95.000000,30.045938,35.501039,800.000000,30.000000,1.000000,0.000000,0.000000,224.640000,7798.365938
120.000000,95.000000,30.102386,37.714953,800.000000,30.000000,1.000000,0.000000,0.000000,224.640000,9745.294365
150.000000,95.000000,30.175665,39.565058,800.000000,30.000000,1.000000,0.000000,0.000000,224.640000,11690.024417
180.000000,95.000000,30.262770,41.111005,800.000000,30.000000,1.000000,0.000000,0.000000,224.640000,13632.141304
210.000000,95.000000,30.361193,42.402977,800.000000,30.000000,1.000000,0.000000,0.000000,224.640000,15571.305500
240.000000,95.000000,30.468842,43.483091,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,17507.240229
270.000000,95.000000,30.568860,40.964745,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,19440.174423
300.000000,95.000000,30.648274,38.868905,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,21370.726206
330.000000,95.000000,30.710568,37.123146,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,23299.409168
360.000000,95.000000,30.758632,35.667893,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,25226.650210
390.000000,95.000000,30.794865,34.454001,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,27152.804246
420.000000,95.000000,30.821263,33.440843,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,29078.166352
450.000000,95.000000,30.839484,32.594769,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,31002.981819
480.000000,95.000000,30.850911,31.887866,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,32927.454489
510.000000,95.000000,30.856694,31.296952,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,34851.753672
540.000000,95.000000,30.857792,30.802752,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,36776.019899
570.000000,95.000000,30.855006,30.389227,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,38700.369705
600.000000,95.000000,30.849003,30.043020,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,40624.899612
630.000000,95.000000,30.840339,29.753004,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,42549.689444
660.000000,95.000000,30.829478,29.509899,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,44474.805099
690.000000,95.000000,30.816808,29.305970,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,46400.300845
720.000000,95.000000,30.802653,29.134760,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,48326.221253
750.000000,95.000000,30.787282,28.990884,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,50252.602793
780.000000,95.000000,30.770920,28.869843,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,52179.475183
810.000000,95.000000,30.753756,28.767886,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,54106.862497
840.000000,95.000000,30.735946,28.681875,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,56034.784108
870.000000,95.000000,30.717622,28.609194,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,57963.255459
900.000000,95.000000,30.698891,28.547655,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,59892.288722
930.000000,95.000000,30.679846,28.495433,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,61821.893337
960.000000,95.000000,30.660562,28.451000,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,63752.076466
990.000000,95.000000,30.641103,28.413082,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,65682.843375
1020.000000,95.000000,30.621521,28.380614,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,67614.197750
1050.000000,95.000000,30.601860,28.352706,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,69546.141962
1080.000000,95.000000,30.582156,28.328613,800.000000,30.000000,1.000000,0.000000,1.000000,0.000000,71478.677286
