t,r,x,v,p1_bar,p2_bar,ps_bar,u_cmd,xv1,xv2,F_ext
0.000000,0.050000,0.050000,0.000000,10.000000,20.440000,150.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.050000,0.049999,-0.000150,10.009469,20.434973,150.000000,0.000541,0.000000,0.000000,0.000000
0.010000,0.050000,0.050000,0.000236,10.004332,20.437747,149.999776,-0.000662,0.000229,0.000229,0.000000
0.015000,0.050000,0.050000,-0.000184,10.003918,20.438056,149.999523,0.000576,-0.000036,-0.000036,0.000000
0.020000,0.050000,0.049999,0.000089,10.008674,20.435839,149.999552,-0.000187,0.000032,0.000032,0.000000
0.025000,0.050000,0.050000,0.000030,10.002638,20.439093,149.999509,-0.000078,0.000077,0.000077,0.000000
0.030000,0.050000,0.049999,-0.000103,10.007515,20.436554,149.999638,0.000366,-0.000042,-0.000042,0.000000
0.035000,0.050000,0.050000,0.000129,10.005505,20.437705,149.999688,-0.000346,0.000102,0.000102,0.000000
0.040000,0.050000,0.050000,-0.000089,10.004561,20.438254,149.999620,0.000291,-0.000002,-0.000002,0.000000
0.045000,0.050000,0.049999,0.000034,10.007532,20.436785,149.999710,-0.000045,0.000025,0.000025,0.000000
0.050000,0.050000,0.050000,0.000032,10.004223,20.438574,149.999683,-0.000076,0.000062,0.000062,0.000000
0.055000,0.050000,0.050000,-0.000063,10.006572,20.437347,149.999751,0.000228,-0.000015,-0.000015,0.000000
0.060000,0.050000,0.050000,0.000070,10.005920,20.437731,149.999799,-0.000173,0.000061,0.000061,0.000000
0.065000,0.050000,0.050000,-0.000040,10.005035,20.438232,149.999750,0.000143,0.000014,0.000014,0.000000
0.070000,0.050000,0.050000,0.000009,10.006807,20.437315,149.999830,0.000014,0.000017,0.000017,0.000000
0.075000,0.050000,0.050000,0.000026,10.005069,20.438257,149.999809,-0.000055,0.000046,0.000046,0.000000
0.080000,0.050000,0.050000,-0.000036,10.006124,20.437711,149.999828,0.000138,0.000001,0.000001,0.000000
0.085000,0.050000,0.050000,0.000036,10.006029,20.437773,149.999868,-0.000078,0.000038,0.000038,0.000000
0.090000,0.050000,0.050000,-0.000016,10.005362,20.438148,149.999831,0.000069,0.000019,0.000019,0.000000
0.095000,0.050000,0.050000,0.000000,10.006374,20.437615,149.999880,0.000031,0.000014,0.000014,0.000000
0.100000,0.050000,0.050000,0.000018,10.005506,20.438089,149.999868,-0.000033,0.000033,0.000033,0.000000
0.105000,0.050000,0.050000,-0.000019,10.005935,20.437874,149.999868,0.000082,0.000008,0.000008,0.000000
0.110000,0.050000,0.050000,0.000018,10.006027,20.437830,149.999895,-0.000029,0.000026,0.000026,0.000000
0.115000,0.050000,0.050000,-0.000005,10.005580,20.438082,149.999874,0.000034,0.000019,0.000019,0.000000
0.120000,0.050000,0.050000,-0.000002,10.006137,20.437793,149.999897,0.000031,0.000013,0.000013,0.000000
0.125000,0.050000,0.050000,0.000012,10.005725,20.438021,149.999895,-0.000016,0.000024,0.000024,0.000000
0.130000,0.050000,0.050000,-0.000010,10.005874,20.437952,149.999893,0.000049,0.000011,0.000011,0.000000
0.135000,0.050000,0.050000,0.000009,10.005997,20.437893,149.999910,-0.000006,0.000019,0.000019,0.000000
0.140000,0.050000,0.050000,-0.000000,10.005722,20.438050,149.999899,0.000018,0.000017,0.000017,0.000000
0.145000,0.050000,0.050000,-0.000002,10.006017,20.437899,149.999911,0.000026,0.000012,0.000012,0.000000
0.150000,0.050000,0.050000,0.000007,10.005832,20.438005,149.999913,-0.000005,0.000018,0.000018,0.000000
0.155000,0.050000,0.050000,-0.000005,10.005868,20.437994,149.999911,0.000030,0.000011,0.000011,0.000000
0.160000,0.050000,0.050000,0.000004,10.005970,20.437946,149.999922,0.000004,0.000014,0.000014,0.000000
0.165000,0.050000,0.050000,0.000001,10.005810,20.438039,149.999918,0.000011,0.000014,0.000014,0.000000
0.170000,0.050000,0.050000,-0.000001,10.005961,20.437965,149.999924,0.000020,0.000011,0.000011,0.000000
0.175000,0.050000,0.050000,0.000005,10.005885,20.438012,149.999927,0.000001,0.000014,0.000014,0.000000
0.180000,0.050000,0.050000,-0.000002,10.005881,20.438021,149.999927,0.000019,0.000011,0.000011,0.000000
0.185000,0.050000,0.050000,0.000002,10.005952,20.437988,149.999933,0.000007,0.000011,0.000011,0.000000
0.190000,0.050000,0.050000,0.000001,10.005864,20.438041,149.999933,0.000008,0.000012,0.000012,0.000000
0.195000,0.050000,0.050000,-0.000001,10.005938,20.438007,149.999936,0.000015,0.000009,0.000009,0.000000
0.200000,0.050000,0.050000,0.000003,10.005911,20.438027,149.999939,0.000004,0.000011,0.000011,0.000000
0.205000,0.050000,0.050000,-0.000000,10.005897,20.438039,149.999939,0.000013,0.000009,0.000009,0.000000
0.210000,0.050000,0.050000,0.000001,10.005943,20.438020,149.999944,0.000008,0.000009,0.000009,0.000000
0.215000,0.050000,0.050000,0.000001,10.005896,20.438049,149.999944,0.000007,0.000010,0.000010,0.000000
0.220000,0.050000,0.050000,-0.000000,10.005931,20.438036,149.999946,0.000011,0.000008,0.000008,0.000000
0.225000,0.050000,0.050000,0.000002,10.005925,20.438043,149.999949,0.000005,0.000009,0.000009,0.000000
0.230000,0.050000,0.050000,0.000000,10.005912,20.438055,149.999949,0.000009,0.000008,0.000008,0.000000
0.235000,0.050000,0.050000,0.000001,10.005940,20.438044,149.999952,0.000007,0.000008,0.000008,0.000000
0.240000,0.050000,0.050000,0.000001,10.005916,20.438060,149.999953,0.000006,0.000008,0.000008,0.000000
