t,r,x,v,p1_bar,p2_bar,ps_bar,u_cmd,xv1,xv2,F_ext
0.000000,0.100000,0.100000,0.000000,10.000000,20.440000,150.000000,0.056280,0.000000,0.000000,0.000000
0.005000,0.100000,0.100000,0.000825,10.034731,20.421846,149.976733,0.107643,0.023821,0.023821,0.000000
0.010000,0.100000,0.100017,0.006436,10.067388,20.426049,149.878124,0.154431,0.070910,0.070910,0.000000
0.015000,0.100000,0.100061,0.010489,10.070082,20.478931,149.705146,0.196976,0.122867,0.122867,0.000000
0.020000,0.100000,0.100122,0.014209,10.120478,20.527120,149.489495,0.235601,0.170483,0.170483,0.000000
0.025000,0.100000,0.100205,0.018717,10.151663,20.612193,149.260371,0.270613,0.212373,0.212373,0.000000
0.030000,0.100000,0.100304,0.020922,10.195263,20.709053,149.034762,0.302301,0.249610,0.249610,0.000000
0.035000,0.100000,0.100417,0.024323,10.262683,20.807183,148.820523,0.330943,0.283182,0.283182,0.000000
0.040000,0.100000,0.100546,0.027014,10.307873,20.935214,148.620710,0.356795,0.313601,0.313601,0.000000
0.045000,0.100000,0.100685,0.028800,10.380492,21.057274,148.436382,0.380099,0.341133,0.341133,0.000000
0.050000,0.100000,0.100836,0.031629,10.448805,21.192968,148.267686,0.401081,0.365990,0.365990,0.000000
0.055000,0.100000,0.100999,0.033073,10.511979,21.340885,148.114132,0.419949,0.388387,0.388387,0.000000
0.060000,0.100000,0.101168,0.034859,10.595703,21.482038,147.975014,0.436895,0.408539,0.408539,0.000000
0.065000,0.100000,0.101347,0.036736,10.663874,21.639475,147.849379,0.452098,0.426650,0.426650,0.000000
0.070000,0.100000,0.101533,0.037652,10.742339,21.794241,147.736185,0.465722,0.442910,0.442910,0.000000
0.075000,0.100000,0.101725,0.039298,10.824745,21.949630,147.634460,0.477916,0.457490,0.457490,0.000000
0.080000,0.100000,0.101925,0.040306,10.896752,22.114303,147.543164,0.488819,0.470551,0.470551,0.000000
0.085000,0.100000,0.102128,0.041159,10.981978,22.271304,147.461374,0.498556,0.482235,0.482235,0.000000
0.090000,0.100000,0.102337,0.042387,11.059384,22.434268,147.388222,0.507242,0.492678,0.492678,0.000000
0.095000,0.100000,0.102551,0.042902,11.136848,22.597057,147.322855,0.514981,0.502000,0.502000,0.000000
0.100000,0.100000,0.102767,0.043767,11.220536,22.754967,147.264557,0.521869,0.510312,0.510312,0.000000
0.105000,0.100000,0.102988,0.044482,11.294854,22.918139,147.212614,0.527991,0.517715,0.517715,0.000000
0.110000,0.100000,0.103211,0.044863,11.375194,23.075589,147.166395,0.533425,0.524300,0.524300,0.000000
0.115000,0.100000,0.103437,0.045602,11.453291,23.232690,147.125345,0.538244,0.530150,0.530150,0.000000
0.120000,0.100000,0.103667,0.045938,11.527052,23.390514,147.088915,0.542509,0.535341,0.535341,0.000000
0.125000,0.100000,0.103897,0.046340,11.605875,23.542392,147.056649,0.546280,0.539940,0.539940,0.000000
0.130000,0.100000,0.104130,0.046830,11.678531,23.695847,147.028117,0.549607,0.544010,0.544010,0.000000
0.135000,0.100000,0.104365,0.047003,11.752100,23.845800,147.002917,0.552539,0.547605,0.547605,0.000000
0.140000,0.100000,0.104601,0.047402,11.826218,23.992412,146.980719,0.555116,0.550775,0.550775,0.000000
0.145000,0.100000,0.104838,0.047645,11.895311,24.139396,146.961190,0.557378,0.553567,0.553567,0.000000
0.150000,0.100000,0.105077,0.047806,11.967084,24.281349,146.944051,0.559358,0.556019,0.556019,0.000000
0.155000,0.100000,0.105317,0.048116,12.035718,24.422261,146.929053,0.561087,0.558169,0.558169,0.000000
0.160000,0.100000,0.105558,0.048211,12.102554,24.561130,146.915952,0.562592,0.560049,0.560049,0.000000
0.165000,0.100000,0.105799,0.048397,12.170603,24.695870,146.904554,0.563898,0.561690,0.561690,0.000000
0.170000,0.100000,0.106042,0.048574,12.234667,24.830072,146.894667,0.565027,0.563116,0.563116,0.000000
0.175000,0.100000,0.106285,0.048629,12.299217,24.960617,146.886122,0.565998,0.564351,0.564351,0.000000
0.180000,0.100000,0.106528,0.048803,12.362584,25.088701,146.878779,0.566829,0.565417,0.565417,0.000000
