t,r,x,v,p1_bar,p2_bar,ps_bar,u_cmd,xv1,xv2,F_ext
0.000000,0.100000,0.100000,0.000000,10.000000,20.440000,150.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.100000,0.099999,-0.000182,10.008593,20.434192,150.000000,0.000644,0.000000,0.000000,0.000000
0.010000,0.100000,0.099999,0.000261,10.005156,20.436576,149.999734,-0.000722,0.000273,0.000273,0.000000
0.015000,0.100000,0.100000,-0.000151,10.002507,20.438485,149.999410,0.000465,-0.000015,-0.000015,0.000000
0.020000,0.100000,0.099999,-0.000000,10.008741,20.434679,149.999445,0.000091,-0.000025,-0.000025,0.000000
0.025000,0.100000,0.100000,0.000128,10.003356,20.438367,149.999474,-0.000359,0.000136,0.000136,0.000000
0.030000,0.100000,0.100000,-0.000150,10.005368,20.437072,149.999523,0.000491,-0.000056,-0.000056,0.000000
0.035000,0.100000,0.099999,0.000098,10.007193,20.436061,149.999592,-0.000227,0.000072,0.000072,0.000000
0.040000,0.100000,0.100000,0.000007,10.003474,20.438637,149.999508,-0.000005,0.000065,0.000065,0.000000
0.045000,0.100000,0.099999,-0.000076,10.006794,20.436449,149.999650,0.000282,-0.000033,-0.000033,0.000000
0.050000,0.100000,0.100000,0.000098,10.005649,20.437284,149.999709,-0.000251,0.000090,0.000090,0.000000
0.055000,0.100000,0.100000,-0.000053,10.004530,20.438086,149.999651,0.000182,0.000011,0.000011,0.000000
0.060000,0.100000,0.099999,-0.000002,10.006880,20.436568,149.999753,0.000057,0.000009,0.000009,0.000000
0.065000,0.100000,0.100000,0.000052,10.004894,20.437937,149.999741,-0.000129,0.000069,0.000069,0.000000
0.070000,0.100000,0.100000,-0.000055,10.005564,20.437509,149.999756,0.000197,-0.000007,-0.000007,0.000000
0.075000,0.100000,0.100000,0.000036,10.006319,20.437045,149.999817,-0.000065,0.000038,0.000038,0.000000
0.080000,0.100000,0.100000,0.000006,10.004898,20.438036,149.999769,0.000003,0.000039,0.000039,0.000000
0.085000,0.100000,0.100000,-0.000029,10.006100,20.437232,149.999830,0.000122,-0.000000,-0.000000,0.000000
0.090000,0.100000,0.100000,0.000037,10.005738,20.437486,149.999857,-0.000081,0.000045,0.000045,0.000000
0.095000,0.100000,0.100000,-0.000017,10.005264,20.437831,149.999820,0.000074,0.000017,0.000017,0.000000
0.100000,0.100000,0.100000,-0.000002,10.006146,20.437239,149.999877,0.000038,0.000014,0.000014,0.000000
0.105000,0.100000,0.100000,0.000021,10.005440,20.437732,149.999861,-0.000040,0.000037,0.000037,0.000000
0.110000,0.100000,0.100000,-0.000019,10.005639,20.437613,149.999857,0.000082,0.000009,0.000009,0.000000
0.115000,0.100000,0.100000,0.000013,10.005957,20.437403,149.999892,-0.000010,0.000024,0.000024,0.000000
0.120000,0.100000,0.100000,0.000005,10.005422,20.437781,149.999868,0.000006,0.000025,0.000025,0.000000
0.125000,0.100000,0.100000,-0.000011,10.005847,20.437504,149.999885,0.000056,0.000009,0.000009,0.000000
0.130000,0.100000,0.100000,0.000014,10.005751,20.437577,149.999896,-0.000020,0.000026,0.000026,0.000000
0.135000,0.100000,0.100000,-0.000005,10.005550,20.437727,149.999882,0.000033,0.000016,0.000016,0.000000
0.140000,0.100000,0.100000,-0.000001,10.005884,20.437508,149.999903,0.000025,0.000013,0.000013,0.000000
0.145000,0.100000,0.100000,0.000009,10.005639,20.437684,149.999899,-0.000008,0.000022,0.000022,0.000000
0.150000,0.100000,0.100000,-0.000006,10.005692,20.437659,149.999898,0.000037,0.000012,0.000012,0.000000
0.155000,0.100000,0.100000,0.000005,10.005827,20.437573,149.999913,0.000005,0.000016,0.000016,0.000000
0.160000,0.100000,0.100000,0.000003,10.005629,20.437718,149.999906,0.000008,0.000017,0.000017,0.000000
0.165000,0.100000,0.100000,-0.000004,10.005778,20.437625,149.999913,0.000028,0.000011,0.000011,0.000000
0.170000,0.100000,0.100000,0.000006,10.005757,20.437646,149.999919,-0.000000,0.000016,0.000016,0.000000
0.175000,0.100000,0.100000,-0.000001,10.005675,20.437711,149.999915,0.000018,0.000013,0.000013,0.000000
0.180000,0.100000,0.100000,-0.000000,10.005801,20.437632,149.999924,0.000016,0.000011,0.000011,0.000000
0.185000,0.100000,0.100000,0.000004,10.005718,20.437696,149.999925,0.000003,0.000015,0.000015,0.000000
0.190000,0.100000,0.100000,-0.000002,10.005730,20.437695,149.999925,0.000019,0.000011,0.000011,0.000000
0.195000,0.100000,0.100000,0.000002,10.005787,20.437662,149.999932,0.000008,0.000012,0.000012,0.000000
0.200000,0.100000,0.100000,0.000002,10.005714,20.437718,149.999931,0.000008,0.000012,0.000012,0.000000
0.205000,0.100000,0.100000,-0.000001,10.005767,20.437689,149.999934,0.000016,0.000009,0.000009,0.000000
0.210000,0.100000,0.100000,0.000003,10.005765,20.437695,149.999938,0.000005,0.000011,0.000011,0.000000
0.215000,0.100000,0.100000,0.000000,10.005733,20.437724,149.999937,0.000011,0.000010,0.000010,0.000000
0.220000,0.100000,0.100000,0.000000,10.005781,20.437697,149.999942,0.000011,0.000009,0.000009,0.000000
0.225000,0.100000,0.100000,0.000002,10.005753,20.437721,149.999943,0.000005,0.000010,0.000010,0.000000
0.230000,0.100000,0.100000,-0.000000,10.005756,20.437724,149.999944,0.000011,0.000009,0.000009,0.000000
0.235000,0.100000,0.100000,0.000001,10.005780,20.437713,149.999948,0.000007,0.000009,0.000009,0.000000
0.240000,0.100000,0.100000,0.000001,10.005754,20.437736,149.999948,0.000007,0.000009,0.000009,0.000000
0.245000,0.100000,0.100000,0.000000,10.005772,20.437728,149.999950,0.000010,0.000008,0.000008,0.000000
0.250000,0.100000,0.100000,0.000001,10.005775,20.437731,149.999953,0.000006,0.000008,0.000008,0.000000
0.255000,0.100000,0.100000,0.000000,10.005762,20.437743,149.999953,0.000008,0.000008,0.000008,0.000000
0.260000,0.100000,0.100000,0.000000,10.005781,20.437735,149.999956,0.000008,0.000007,0.000007,0.000000
0.265000,0.100000,0.100000,0.000001,10.005772,20.437745,149.999957,0.000005,0.000007,0.000007,0.000000
0.270000,0.100000,0.100000,0.000000,10.005773,20.437749,149.999958,0.000007,0.000007,0.000007,0.000000
0.275000,0.100000,0.100000,0.000001,10.005783,20.437745,149.999960,0.000006,0.000007,0.000007,0.000000
0.280000,0.100000,0.100000,0.000001,10.005774,20.437755,149.999961,0.000006,0.000007,0.000007,0.000000
0.285000,0.100000,0.100000,0.000000,10.005781,20.437754,149.999963,0.000007,0.000006,0.000006,0.000000
0.290000,0.100000,0.100000,0.000001,10.005783,20.437756,149.999964,0.000005,0.000006,0.000006,0.000000
0.295000,0.100000,0.100000,0.000000,10.005779,20.437762,149.999965,0.000006,0.000006,0.000006,0.000000
0.300000,0.100000,0.100000,0.000000,10.005786,20.437760,149.999966,0.000006,0.000005,0.000005,0.000000
0.305000,0.100000,0.100000,0.000001,10.005784,20.437765,149.999968,0.000005,0.000005,0.000005,0.000000
0.310000,0.100000,0.100000,0.000000,10.005784,20.437768,149.999969,0.000005,0.000005,0.000005,0.000000
0.315000,0.100000,0.100000,0.000000,10.005789,20.437767,149.999970,0.000005,0.000005,0.000005,0.000000
0.320000,0.100000,0.100000,0.000000,10.005786,20.437772,149.999971,0.000004,0.000005,0.000005,0.000000
0.325000,0.100000,0.100000,0.000000,10.005789,20.437773,149.999972,0.000005,0.000005,0.000005,0.000000
0.330000,0.100000,0.100000,0.000000,10.005790,20.437774,149.999973,0.000004,0.000005,0.000005,0.000000
0.335000,0.100000,0.100000,0.000000,10.005789,20.437778,149.999974,0.000004,0.000004,0.000004,0.000000
0.340000,0.100000,0.100000,0.000000,10.005792,20.437778,149.999975,0.000004,0.000004,0.000004,0.000000
0.345000,0.100000,0.100000,0.000000,10.005792,20.437781,149.999976,0.000004,0.000004,0.000004,0.000000
0.350000,0.100000,0.100000,0.000000,10.005792,20.437783,149.999976,0.000004,0.000004,0.000004,0.000000
0.355000,0.100000,0.100000,0.000000,10.005795,20.437783,149.999977,0.000004,0.000004,0.000004,0.000000
0.360000,0.100000,0.100000,0.000000,10.005794,20.437786,149.999978,0.000003,0.000004,0.000004,0.000000
0.365000,0.100000,0.100000,0.000000,10.005795,20.437787,149.999979,0.000003,0.000003,0.000003,0.000000
0.370000,0.100000,0.100000,0.000000,10.005796,20.437788,149.999979,0.000003,0.000003,0.000003,0.000000
0.375000,0.100000,0.100000,0.000000,10.005796,20.437790,149.999980,0.000003,0.000003,0.000003,0.000000
0.380000,0.100000,0.100000,0.000000,10.005798,20.437791,149.999981,0.000003,0.000003,0.000003,0.000000
0.385000,0.100000,0.100000,0.000000,10.005798,20.437792,149.999982,0.000003,0.000003,0.000003,0.000000
0.390000,0.100000,0.100000,0.000000,10.005798,20.437794,149.999982,0.000003,0.000003,0.000003,0.000000
0.395000,0.100000,0.100000,0.000000,10.005799,20.437795,149.999983,0.000003,0.000003,0.000003,0.000000
0.400000,0.100000,0.100000,0.000000,10.005800,20.437796,149.999983,0.000003,0.000003,0.000003,0.000000
0.405000,0.100000,0.100000,0.000000,10.005800,20.437797,149.999984,0.000003,0.000003,0.000003,0.000000
0.410000,0.100000,0.100000,0.000000,10.005801,20.437798,149.999985,0.000002,0.000003,0.000003,0.000000
0.415000,0.100000,0.100000,0.000000,10.005801,20.437800,149.999985,0.000002,0.000002,0.000002,0.000000
0.420000,0.100000,0.100000,0.000000,10.005802,20.437800,149.999986,0.000002,0.000002,0.000002,0.000000
0.425000,0.100000,0.100000,0.000000,10.005802,20.437801,149.999986,0.000002,0.000002,0.000002,0.000000
0.430000,0.100000,0.100000,0.000000,10.005803,20.437803,149.999987,0.000002,0.000002,0.000002,0.000000
0.435000,0.100000,0.100000,0.000000,10.005803,20.437803,149.999987,0.000002,0.000002,0.000002,0.000000
0.440000,0.100000,0.100000,0.000000,10.005804,20.437804,149.999987,0.000002,0.000002,0.000002,0.000000
0.445000,0.100000,0.100000,0.000000,10.005804,20.437805,149.999988,0.000002,0.000002,0.000002,0.000000
0.450000,0.100000,0.100000,0.000000,10.005805,20.437806,149.999988,0.000002,0.000002,0.000002,0.000000
0.455000,0.100000,0.100000,0.000000,10.005805,20.437807,149.999989,0.000002,0.000002,0.000002,0.000000
0.460000,0.100000,0.100000,0.000000,10.005805,20.437808,149.999989,0.000002,0.000002,0.000002,0.000000
0.465000,0.100000,0.100000,0.000000,10.005806,20.437808,149.999989,0.000002,0.000002,0.000002,0.000000
0.470000,0.100000,0.100000,0.000000,10.005806,20.437809,149.999990,0.000002,0.000002,0.000002,0.000000
0.475000,0.100000,0.100000,0.000000,10.005806,20.437810,149.999990,0.000002,0.000002,0.000002,0.000000
0.480000,0.100000,0.100000,0.000000,10.005807,20.437810,149.999991,0.000001,0.000002,0.000002,0.000000
0.485000,0.100000,0.100000,0.000000,10.005807,20.437811,149.999991,0.000001,0.000002,0.000002,0.000000
0.490000,0.100000,0.100000,0.000000,10.005807,20.437812,149.999991,0.000001,0.000001,0.000001,0.000000
0.495000,0.100000,0.100000,0.000000,10.005808,20.437812,149.999991,0.000001,0.000001,0.000001,0.000000
0.500000,0.100000,0.100000,0.000000,10.005808,20.437813,149.999992,0.000001,0.000001,0.000001,0.000000
0.505000,0.100000,0.100000,0.000000,10.005808,20.437813,149.999992,0.000001,0.000001,0.000001,0.000000
0.510000,0.100000,0.100000,0.000000,10.005808,20.437814,149.999992,0.000001,0.000001,0.000001,0.000000
0.515000,0.100000,0.100000,0.000000,10.005809,20.437815,149.999993,0.000001,0.000001,0.000001,0.000000
0.520000,0.100000,0.100000,0.000000,10.005809,20.437815,149.999993,0.000001,0.000001,0.000001,0.000000
0.525000,0.100000,0.100000,0.000000,10.005809,20.437816,149.999993,0.000001,0.000001,0.000001,0.000000
0.530000,0.100000,0.100000,0.000000,10.005809,20.437816,149.999993,0.000001,0.000001,0.000001,0.000000
0.535000,0.100000,0.100000,0.000000,10.005810,20.437816,149.999994,0.000001,0.000001,0.000001,0.000000
0.540000,0.100000,0.100000,0.000000,10.005810,20.437817,149.999994,0.000001,0.000001,0.000001,0.000000
0.545000,0.100000,0.100000,0.000000,10.005810,20.437817,149.999994,0.000001,0.000001,0.000001,0.000000
0.550000,0.100000,0.100000,0.000000,10.005810,20.437818,149.999994,0.000001,0.000001,0.000001,0.000000
0.555000,0.100000,0.100000,0.000000,10.005810,20.437818,149.999994,0.000001,0.000001,0.000001,0.000000
0.560000,0.100000,0.100000,0.000000,10.005811,20.437819,149.999995,0.000001,0.000001,0.000001,0.000000
0.565000,0.100000,0.100000,0.000000,10.005811,20.437819,149.999995,0.000001,0.000001,0.000001,0.000000
0.570000,0.100000,0.100000,0.000000,10.005811,20.437819,149.999995,0.000001,0.000001,0.000001,0.000000
0.575000,0.100000,0.100000,0.000000,10.005811,20.437820,149.999995,0.000001,0.000001,0.000001,0.000000
0.580000,0.100000,0.100000,0.000000,10.005811,20.437820,149.999995,0.000001,0.000001,0.000001,0.000000
0.585000,0.100000,0.100000,0.000000,10.005811,20.437820,149.999995,0.000001,0.000001,0.000001,0.000000
0.590000,0.100000,0.100000,0.000000,10.005812,20.437821,149.999996,0.000001,0.000001,0.000001,0.000000
0.595000,0.100000,0.100000,0.000000,10.005812,20.437821,149.999996,0.000001,0.000001,0.000001,0.000000
0.600000,0.100000,0.100000,0.000000,10.005812,20.437821,149.999996,0.000001,0.000001,0.000001,0.000000
0.605000,0.100000,0.100000,0.000000,10.005812,20.437821,149.999996,0.000001,0.000001,0.000001,0.000000
0.610000,0.100000,0.100000,0.000000,10.005812,20.437822,149.999996,0.000001,0.000001,0.000001,0.000000
0.615000,0.100000,0.100000,0.000000,10.005812,20.437822,149.999996,0.000001,0.000001,0.000001,0.000000
0.620000,0.100000,0.100000,0.000000,10.005812,20.437822,149.999996,0.000001,0.000001,0.000001,0.000000
0.625000,0.100000,0.100000,0.000000,10.005812,20.437823,149.999997,0.000001,0.000001,0.000001,0.000000
0.630000,0.100000,0.100000,0.000000,10.005813,20.437823,149.999997,0.000001,0.000001,0.000001,0.000000
0.635000,0.100000,0.100000,0.000000,10.005813,20.437823,149.999997,0.000000,0.000001,0.000001,0.000000
0.640000,0.100000,0.100000,0.000000,10.005813,20.437823,149.999997,0.000000,0.000001,0.000001,0.000000
0.645000,0.100000,0.100000,0.000000,10.005813,20.437823,149.999997,0.000000,0.000000,0.000000,0.000000
0.650000,0.100000,0.100000,0.000000,10.005813,20.437824,149.999997,0.000000,0.000000,0.000000,0.000000
0.655000,0.100000,0.100000,0.000000,10.005813,20.437824,149.999997,0.000000,0.000000,0.000000,0.000000
0.660000,0.100000,0.100000,0.000000,10.005813,20.437824,149.999997,0.000000,0.000000,0.000000,0.000000
0.665000,0.100000,0.100000,0.000000,10.005813,20.437824,149.999997,0.000000,0.000000,0.000000,0.000000
0.670000,0.100000,0.100000,0.000000,10.005813,20.437824,149.999998,0.000000,0.000000,0.000000,0.000000
0.675000,0.100000,0.100000,0.000000,10.005813,20.437825,149.999998,0.000000,0.000000,0.000000,0.000000
0.680000,0.100000,0.100000,0.000000,10.005813,20.437825,149.999998,0.000000,0.000000,0.000000,0.000000
0.685000,0.100000,0.100000,0.000000,10.005814,20.437825,149.999998,0.000000,0.000000,0.000000,0.000000
0.690000,0.100000,0.100000,0.000000,10.005814,20.437825,149.999998,0.000000,0.000000,0.000000,0.000000
0.695000,0.100000,0.100000,0.000000,10.005814,20.437825,149.999998,0.000000,0.000000,0.000000,0.000000
