t_s,T_out_C,phi_out,n_occ,u_fan_ms,Ta_sp_C,phi_room,phi_measured,omega_room_gkg,phi_in,H_gh,Tp_C,Re,Sh,hm,ref_phi,error_pct
0.000000,-10.000000,0.350000,0.000000,3.442753,40.000000,0.204589,0.200000,3.338244,0.072406,387.876433,17.352164,30492.950057,95.104699,0.024323,0.450000,25.000000
30.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.207203,0.201985,3.381135,0.073339,390.530092,17.387669,30996.255556,95.887408,0.024525,0.450000,24.801462
60.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.209801,0.204589,3.423770,0.074276,389.970362,17.423283,30992.501924,95.882644,0.024526,0.450000,24.541146
90.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.212384,0.207203,3.466149,0.075208,389.414657,17.458636,30988.776734,95.877916,0.024527,0.450000,24.279703
120.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.214951,0.209801,3.508276,0.076133,388.862941,17.493730,30985.079720,95.873224,0.024528,0.450000,24.019859
150.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.217502,0.212384,3.550151,0.077053,388.315182,17.528567,30981.410620,95.868566,0.024529,0.450000,23.761604
180.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.220037,0.214951,3.591776,0.077968,387.771343,17.563150,30977.769176,95.863942,0.024530,0.450000,23.504926
210.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.222557,0.217502,3.633153,0.078877,387.231392,17.597480,30974.155132,95.859354,0.024531,0.450000,23.249815
240.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.225062,0.220037,3.674282,0.079780,386.695295,17.631561,30970.568234,95.854799,0.024532,0.450000,22.996262
270.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.227552,0.222557,3.715167,0.080678,386.163018,17.665394,30967.008235,95.850277,0.024533,0.450000,22.744255
300.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.230026,0.225062,3.755807,0.081570,385.634530,17.698981,30963.474886,95.845789,0.024534,0.450000,22.493784
330.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.232485,0.227552,3.796206,0.082457,385.109797,17.732325,30959.967944,95.841335,0.024534,0.450000,22.244841
360.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.234929,0.230026,3.836364,0.083339,384.588788,17.765427,30956.487168,95.836913,0.024535,0.450000,21.997413
390.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.237359,0.232485,3.876282,0.084215,384.071470,17.798290,30953.032319,95.832523,0.024536,0.450000,21.751492
420.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.239773,0.234929,3.915963,0.085086,383.557813,17.830917,30949.603163,95.828166,0.024537,0.450000,21.507068
450.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.242173,0.237359,3.955408,0.085952,383.047786,17.863308,30946.199466,95.823841,0.024538,0.450000,21.264131
480.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.244559,0.239773,3.994618,0.086812,382.541357,17.895466,30942.820998,95.819547,0.024539,0.450000,21.022670
510.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.246929,0.242173,4.033595,0.087667,382.038497,17.927393,30939.467533,95.815285,0.024540,0.450000,20.782677
540.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.249286,0.244559,4.072340,0.088517,381.539176,17.959091,30936.138844,95.811053,0.024541,0.450000,20.544142
570.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.251628,0.246929,4.110855,0.089362,381.043363,17.990561,30932.834711,95.806853,0.024541,0.450000,20.307056
600.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.253956,0.249286,4.149141,0.090201,380.551029,18.021807,30929.554913,95.802683,0.024542,0.450000,20.071408
630.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.256270,0.251628,4.187199,0.091036,380.062146,18.052830,30926.299232,95.798543,0.024543,0.450000,19.837190
660.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.258570,0.253956,4.225032,0.091865,379.576684,18.083631,30923.067455,95.794434,0.024544,0.450000,19.604393
