t_s,T_out_C,phi_out,n_occ,u_fan_ms,Ta_sp_C,phi_room,phi_measured,omega_room_gkg,phi_in,H_gh,Tp_C,Re,Sh,hm,ref_phi,error_pct
0.000000,-20.000000,0.200000,0.000000,2.350000,40.000000,0.154359,0.150000,2.515335,0.054543,329.308559,16.663998,20863.115966,78.650285,0.020080,0.450000,30.000000
30.000000,-20.000000,0.200000,0.000000,2.450000,40.000000,0.156608,0.152155,2.552136,0.055333,335.838649,16.694772,21748.626445,80.302809,0.020504,0.450000,29.784452
60.000000,-20.000000,0.200000,0.000000,2.550000,40.000000,0.158901,0.154359,2.589668,0.056139,342.204124,16.726154,22633.904188,81.921660,0.020919,0.450000,29.564136
90.000000,-20.000000,0.200000,0.000000,2.650000,40.000000,0.161238,0.156608,2.627906,0.056961,348.413478,16.758122,23518.945715,83.508790,0.021326,0.450000,29.339220
120.000000,-20.000000,0.200000,0.000000,2.750000,40.000000,0.163616,0.158901,2.666827,0.057799,354.474431,16.790650,24403.747746,85.065971,0.021725,0.450000,29.109865
150.000000,-20.000000,0.200000,0.000000,2.850000,40.000000,0.166033,0.161238,2.706407,0.058651,360.394027,16.823718,25288.307192,86.594815,0.022117,0.450000,28.876224
180.000000,-20.000000,0.200000,0.000000,2.950000,40.000000,0.168490,0.163616,2.746627,0.059518,366.178720,16.857303,26172.621150,88.096791,0.022503,0.450000,28.638443
210.000000,-20.000000,0.200000,0.000000,3.050000,40.000000,0.170984,0.166033,2.787464,0.060399,371.834437,16.891387,27056.686891,89.573249,0.022882,0.450000,28.396660
240.000000,-20.000000,0.200000,0.000000,3.150000,40.000000,0.173514,0.168490,2.828899,0.061293,377.366645,16.925948,27940.501853,91.025426,0.023255,0.450000,28.151007
270.000000,-20.000000,0.200000,0.000000,3.250000,40.000000,0.176079,0.170984,2.870913,0.062200,382.780397,16.960969,28824.063637,92.454464,0.023622,0.450000,27.901613
300.000000,-20.000000,0.200000,0.000000,3.350000,40.000000,0.178678,0.173514,2.913489,0.063119,388.080376,16.996432,29707.369996,93.861416,0.023984,0.450000,27.648599
330.000000,-20.000000,0.200000,0.000000,3.450000,40.000000,0.181310,0.176079,2.956608,0.064051,393.270938,17.032320,30590.418832,95.247259,0.024340,0.450000,27.392082
360.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.183950,0.178678,2.999862,0.064994,395.540866,17.068615,31029.923565,95.930112,0.024517,0.450000,27.132174
390.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.186574,0.181310,3.042858,0.065941,394.970177,17.104974,31026.083141,95.925243,0.024518,0.450000,26.868985
420.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.189181,0.183950,3.085595,0.066881,394.403617,17.141064,31022.271997,95.920411,0.024519,0.450000,26.605005
450.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.191773,0.186574,3.128076,0.067816,393.841149,17.176888,31018.489859,95.915614,0.024520,0.450000,26.342644
480.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.194348,0.189181,3.170303,0.068745,393.282738,17.212449,31014.736455,95.910854,0.024521,0.450000,26.081893
510.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.196908,0.191773,3.212276,0.069668,392.728348,17.247749,31011.011517,95.906129,0.024522,0.450000,25.822740
540.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.199452,0.194348,3.253999,0.070586,392.177945,17.282790,31007.314779,95.901440,0.024522,0.450000,25.565175
570.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.201981,0.196908,3.295471,0.071498,391.631494,17.317574,31003.645980,95.896786,0.024523,0.450000,25.309187
600.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.204494,0.199452,3.336696,0.072404,391.088960,17.352104,31000.004859,95.892166,0.024524,0.450000,25.054766
630.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.206992,0.201981,3.377673,0.073305,390.550309,17.386382,30996.391162,95.887580,0.024525,0.450000,24.801902
660.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.209475,0.204494,3.418406,0.074200,390.015509,17.420411,30992.804635,95.883029,0.024526,0.450000,24.550583
690.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.211942,0.206992,3.458896,0.075090,389.484526,17.454191,30989.245029,95.878511,0.024527,0.450000,24.300801
720.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.214394,0.209475,3.499143,0.075975,388.957328,17.487726,30985.712096,95.874026,0.024528,0.450000,24.052545
750.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.216832,0.211942,3.539150,0.076854,388.433881,17.521018,30982.205592,95.869575,0.024529,0.450000,23.805805
780.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.219254,0.214394,3.578918,0.077728,387.914154,17.554069,30978.725276,95.865156,0.024530,0.450000,23.560571
810.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.221662,0.216832,3.618449,0.078596,387.398115,17.586880,30975.270910,95.860770,0.024531,0.450000,23.316833
840.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.224055,0.219254,3.657744,0.079459,386.885733,17.619455,30971.842257,95.856416,0.024531,0.450000,23.074581
870.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.226434,0.221662,3.696804,0.080317,386.376977,17.651794,30968.439085,95.852095,0.024532,0.450000,22.833806
900.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.228798,0.224055,3.735632,0.081170,385.871816,17.683901,30965.061164,95.847804,0.024533,0.450000,22.594497
