t_s,T_out_C,phi_out,n_occ,u_fan_ms,Ta_sp_C,phi_room,phi_measured,omega_room_gkg,phi_in,H_gh,Tp_C,Re,Sh,hm,ref_phi,error_pct
0.000000,-10.000000,0.350000,0.000000,2.196000,40.000000,0.203927,0.200000,3.327397,0.072406,309.782339,17.352164,19450.284791,75.956551,0.019426,0.450000,25.000000
30.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.205006,0.201985,3.345097,0.073102,208.822832,17.378655,8856.344498,51.254620,0.013109,0.450000,24.801462
60.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.206080,0.203927,3.362705,0.073489,208.699289,17.393362,8855.901550,51.253568,0.013109,0.450000,24.607265
90.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.207147,0.205006,3.380223,0.073873,208.576441,17.407986,8855.461170,51.252523,0.013110,0.450000,24.499372
120.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.208210,0.206080,3.397651,0.074256,208.454286,17.422526,8855.023341,51.251483,0.013110,0.450000,24.392039
150.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.209266,0.207147,3.414989,0.074637,208.332818,17.436984,8854.588046,51.250450,0.013110,0.450000,24.285263
180.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.210318,0.208210,3.432238,0.075016,208.212034,17.451359,8854.155270,51.249422,0.013110,0.450000,24.179041
210.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.211363,0.209266,3.449399,0.075393,208.091930,17.465653,8853.724995,51.248400,0.013110,0.450000,24.073371
240.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.212404,0.210318,3.466472,0.075767,207.972500,17.479865,8853.297206,51.247385,0.013111,0.450000,23.968249
270.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.213439,0.211363,3.483457,0.076140,207.853742,17.493997,8852.871886,51.246375,0.013111,0.450000,23.863672
300.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.214468,0.212404,3.500355,0.076511,207.735650,17.508048,8852.449020,51.245370,0.013111,0.450000,23.759638
330.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.215492,0.213439,3.517166,0.076880,207.618221,17.522020,8852.028592,51.244372,0.013111,0.450000,23.656144
360.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.216511,0.214468,3.533891,0.077248,207.501451,17.535913,8851.610585,51.243379,0.013111,0.450000,23.553186
390.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.217525,0.215492,3.550530,0.077613,207.385335,17.549727,8851.194985,51.242392,0.013112,0.450000,23.450762
420.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.218533,0.216511,3.567084,0.077976,207.269870,17.563463,8850.781776,51.241410,0.013112,0.450000,23.348869
450.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.219537,0.217525,3.583553,0.078338,207.155051,17.577121,8850.370943,51.240434,0.013112,0.450000,23.247505
480.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.220534,0.218533,3.599937,0.078697,207.040875,17.590702,8849.962469,51.239464,0.013112,0.450000,23.146665
510.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.221527,0.219537,3.616238,0.079055,206.927337,17.604206,8849.556341,51.238499,0.013112,0.450000,23.046349
540.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.222515,0.220534,3.632454,0.079411,206.814434,17.617634,8849.152543,51.237540,0.013113,0.450000,22.946552
570.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.225020,0.221527,3.673588,0.079765,386.704335,17.630986,30970.628712,95.854875,0.024532,0.450000,22.847272
600.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.227510,0.222515,3.714477,0.080663,386.171995,17.664823,30967.068260,95.850354,0.024533,0.450000,22.748507
630.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.229984,0.225020,3.755122,0.081555,385.643442,17.698414,30963.534462,95.845865,0.024534,0.450000,22.498011
660.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.232444,0.227510,3.795524,0.082442,385.118646,17.731762,30960.027075,95.841410,0.024534,0.450000,22.249041
690.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.234888,0.229984,3.835686,0.083324,384.597574,17.764869,30956.545858,95.836987,0.024535,0.450000,22.001588
720.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.237318,0.232444,3.875609,0.084200,384.080195,17.797736,30953.090572,95.832597,0.024536,0.450000,21.755642
750.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.239733,0.234888,3.915294,0.085071,383.566476,17.830366,30949.660983,95.828239,0.024537,0.450000,21.511192
780.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.242133,0.237318,3.954742,0.085937,383.056387,17.862761,30946.256858,95.823914,0.024538,0.450000,21.268230
810.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.244518,0.239733,3.993956,0.086797,382.549898,17.894923,30942.877965,95.819619,0.024539,0.450000,21.026744
840.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.246889,0.242133,4.032937,0.087653,382.046978,17.926854,30939.524078,95.815356,0.024540,0.450000,20.786727
870.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.249246,0.244518,4.071686,0.088502,381.547597,17.958556,30936.194972,95.811125,0.024541,0.450000,20.548167
900.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.251589,0.246889,4.110205,0.089347,381.051724,17.990031,30932.890425,95.806924,0.024541,0.450000,20.311056
930.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.253917,0.249246,4.148494,0.090187,380.559332,18.021280,30929.610217,95.802753,0.024542,0.450000,20.075384
960.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.256231,0.251589,4.186557,0.091022,380.070391,18.052307,30926.354130,95.798613,0.024543,0.450000,19.841142
990.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.258531,0.253917,4.224393,0.091851,379.584871,18.083111,30923.121950,95.794503,0.024544,0.450000,19.608320
1020.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.260817,0.256231,4.262005,0.092676,379.102745,18.113697,30919.913464,95.790423,0.024545,0.450000,19.376910
1050.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.263089,0.258531,4.299393,0.093495,378.623984,18.144065,30916.728462,95.786372,0.024545,0.450000,19.146902
1080.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.265348,0.260817,4.336560,0.094310,378.148561,18.174217,30913.566737,95.782350,0.024546,0.450000,18.918286
1110.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.267593,0.263089,4.373506,0.095119,377.676447,18.204155,30910.428084,95.778357,0.024547,0.450000,18.691055
1140.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.269824,0.265348,4.410233,0.095924,377.207616,18.233881,30907.312298,95.774393,0.024548,0.450000,18.465198
1170.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.272042,0.267593,4.446743,0.096724,376.742041,18.263397,30904.219180,95.770458,0.024549,0.450000,18.240708
1200.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.274247,0.269824,4.483036,0.097519,376.279694,18.292704,30901.148531,95.766551,0.024549,0.450000,18.017575
1230.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.276438,0.272042,4.519114,0.098309,375.820549,18.321805,30898.100155,95.762671,0.024550,0.450000,17.795790
1260.000000,-10.000000,0.350000,0.000000,3.500000,40.000000,0.278616,0.274247,4.554979,0.099095,375.364581,18.350700,30895.073857,95.758820,0.024551,0.450000,17.575346
