t_s,T_out_C,phi_out,n_occ,u_fan_ms,Ta_sp_C,phi_room,phi_measured,omega_room_gkg,phi_in,H_gh,Tp_C,Re,Sh,hm,ref_phi,error_pct
0.000000,-3.000000,0.550000,0.000000,1.582749,40.000000,0.352401,0.350000,5.772458,0.125966,242.090031,19.321984,13925.342026,64.307910,0.016527,0.450000,10.000000
30.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.352979,0.351400,5.782024,0.126325,192.321120,19.334731,8797.818830,51.115266,0.013137,0.450000,9.860017
60.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.353555,0.352401,5.791540,0.126533,192.258699,19.342096,8797.599919,51.114744,0.013137,0.450000,9.759928
90.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.354128,0.352979,5.801009,0.126739,192.196610,19.349422,8797.382192,51.114224,0.013137,0.450000,9.702070
120.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.354697,0.353555,5.810430,0.126944,192.134852,19.356709,8797.165643,51.113706,0.013137,0.450000,9.644508
150.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.355264,0.354128,5.819802,0.127148,192.073423,19.363956,8796.950265,51.113192,0.013138,0.450000,9.587239
180.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.355828,0.354697,5.829128,0.127352,192.012320,19.371165,8796.736051,51.112680,0.013138,0.450000,9.530262
210.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.356389,0.355264,5.838406,0.127554,191.951543,19.378335,8796.522994,51.112171,0.013138,0.450000,9.473577
240.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.356948,0.355828,5.847637,0.127755,191.891089,19.385467,8796.311088,51.111665,0.013138,0.450000,9.417180
270.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.357503,0.356389,5.856821,0.127955,191.830956,19.392561,8796.100326,51.111162,0.013138,0.450000,9.361071
300.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.358055,0.356948,5.865958,0.128154,191.771143,19.399616,8795.890702,51.110661,0.013138,0.450000,9.305248
330.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.358605,0.357503,5.875049,0.128352,191.711648,19.406634,8795.682209,51.110163,0.013138,0.450000,9.249710
360.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.359152,0.358055,5.884095,0.128549,191.652468,19.413615,8795.474840,51.109668,0.013138,0.450000,9.194455
390.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.359696,0.358605,5.893094,0.128745,191.593603,19.420558,8795.268589,51.109175,0.013138,0.450000,9.139482
420.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.360238,0.359152,5.902047,0.128940,191.535051,19.427464,8795.063450,51.108685,0.013138,0.450000,9.084790
450.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.360776,0.359696,5.910956,0.129134,191.476809,19.434333,8794.859416,51.108198,0.013139,0.450000,9.030376
480.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.361312,0.360238,5.919819,0.129328,191.418876,19.441166,8794.656481,51.107713,0.013139,0.450000,8.976240
510.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.361845,0.360776,5.928637,0.129520,191.361250,19.447962,8794.454639,51.107231,0.013139,0.450000,8.922379
540.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.362376,0.361312,5.937410,0.129711,191.303930,19.454721,8794.253883,51.106751,0.013139,0.450000,8.868794
570.000000,-3.000000,0.550000,0.000000,1.000000,40.000000,0.362903,0.361845,5.946139,0.129901,191.246914,19.461445,8794.054207,51.106274,0.013139,0.450000,8.815481
600.000000,-3.000000,0.550000,0.000000,1.004881,40.000000,0.363432,0.362376,5.954889,0.130090,191.656246,19.468133,8836.779710,51.230375,0.013171,0.450000,8.762440
630.000000,-3.000000,0.550000,0.000000,1.012631,40.000000,0.363965,0.362903,5.963696,0.130280,192.336711,19.474835,8904.731995,51.427075,0.013222,0.450000,8.709670
660.000000,-3.000000,0.550000,0.000000,1.018066,40.000000,0.364499,0.363432,5.972530,0.130470,192.794427,19.481579,8952.318238,51.564408,0.013257,0.450000,8.656777
690.000000,-3.000000,0.550000,0.000000,1.022553,40.000000,0.365034,0.363965,5.981379,0.130662,193.160850,19.488342,8991.572236,51.677438,0.013287,0.450000,8.603535
720.000000,-3.000000,0.550000,0.000000,1.026536,40.000000,0.365569,0.364499,5.990234,0.130854,193.478466,19.495114,9026.387502,51.777494,0.013313,0.450000,8.550131
750.000000,-3.000000,0.550000,0.000000,1.030364,40.000000,0.366104,0.365034,5.999095,0.131046,193.780570,19.501890,9059.842977,51.873465,0.013338,0.450000,8.496645
