t_s,T_out_C,phi_out,n_occ,u_fan_ms,Ta_sp_C,phi_room,phi_measured,omega_room_gkg,phi_in,H_gh,Tp_C,Re,Sh,hm,ref_phi,error_pct
0.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.154975,0.150000,2.525415,0.054543,401.886215,16.663998,31072.725907,95.984343,0.024506,0.450000,30.000000
30.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.157777,0.152155,2.571262,0.055554,401.269185,16.703371,31068.555587,95.979062,0.024507,0.450000,29.784452
60.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.160561,0.154975,2.616833,0.056558,400.656696,16.742449,31064.417697,95.973821,0.024508,0.450000,29.502526
90.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.163329,0.157777,2.662129,0.057556,400.048708,16.781234,31060.311923,95.968621,0.024509,0.450000,29.222341
120.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.166079,0.160561,2.707153,0.058548,399.445180,16.819729,31056.237955,95.963460,0.024510,0.450000,28.943883
150.000000,-20.000000,0.200000,0.000000,3.500000,40.000000,0.168812,0.163329,2.751906,0.059534,398.846072,16.857936,31052.195488,95.958339,0.024511,0.450000,28.667141
180.000000,-20.000000,0.200000,0.000000,3.497436,40.000000,0.171528,0.166079,2.796370,0.060514,398.105422,16.895858,31025.435849,95.918099,0.024503,0.450000,28.392105
210.000000,-20.000000,0.200000,0.000000,3.478656,40.000000,0.174217,0.168812,2.840418,0.061488,396.446838,16.933480,30854.887917,95.655206,0.024438,0.450000,28.118762
240.000000,-20.000000,0.200000,0.000000,3.459943,40.000000,0.176881,0.171528,2.884054,0.062452,394.798617,16.970697,30685.023725,95.392627,0.024373,0.450000,27.847225
270.000000,-20.000000,0.200000,0.000000,3.441313,40.000000,0.179520,0.174217,2.927280,0.063407,393.161460,17.007514,30515.968146,95.130559,0.024309,0.450000,27.578265
300.000000,-20.000000,0.200000,0.000000,3.422856,40.000000,0.182134,0.176881,2.970102,0.064353,391.540567,17.043934,30348.542186,94.870292,0.024244,0.450000,27.311860
330.000000,-20.000000,0.200000,0.000000,3.404573,40.000000,0.184722,0.179520,3.012522,0.065289,389.935772,17.079963,30182.733608,94.611819,0.024181,0.450000,27.047990
360.000000,-20.000000,0.200000,0.000000,3.386462,40.000000,0.187287,0.182134,3.054544,0.066217,388.346912,17.115605,30018.529604,94.355138,0.024117,0.450000,26.786630
