t,T_h_ref,T_h,T_coll,T_c,G_b,m_dot_f_cmd,m_dot_wf_cmd,W_net,P_inlet,eta_th,delta_T_super,iae_cumulative
0.000000,68.000000,20.000000,20.000000,4.000000,1050.000000,0.100000,0.080000,-618.806842,0.724000,-0.331125,0.000000,1440.000000
30.000000,68.000000,19.933034,28.000000,4.000000,1050.000000,0.100000,0.080000,-615.741913,0.722929,-0.330870,0.000000,2882.008982
60.000000,68.000000,19.987353,29.840630,4.000000,1050.000000,0.100000,0.080000,-618.227991,0.723798,-0.331077,0.000000,4322.388404
90.000000,68.000000,20.068239,31.527499,4.000000,1050.000000,0.100000,0.080000,-621.930013,0.725092,-0.331383,0.000000,5760.341245
120.000000,68.000000,20.172876,33.075786,4.000000,1050.000000,0.100000,0.080000,-626.719090,0.726766,-0.331774,0.000000,7195.154969
150.000000,68.000000,20.298730,34.499154,4.000000,1050.000000,0.100000,0.080000,-632.479224,0.728780,-0.332238,0.000000,8626.193073
180.000000,68.000000,20.443520,35.809908,4.000000,1050.000000,0.100000,0.080000,-639.106028,0.731096,-0.332763,0.000000,10052.887477
210.000000,68.000000,20.605193,37.019124,4.000000,1050.000000,0.100000,0.080000,-646.505560,0.733683,-0.333339,0.000000,11474.731678
240.000000,68.000000,20.781903,38.136774,4.000000,1050.000000,0.100000,0.080000,-654.593286,0.736510,-0.333955,0.000000,12891.274581
270.000000,68.000000,20.971988,39.171840,4.000000,1050.000000,0.100000,0.080000,-663.293143,0.739552,-0.334603,0.000000,14302.114952
300.000000,68.000000,21.173951,40.132404,4.000000,1050.000000,0.100000,0.080000,-672.536688,0.742783,-0.335276,0.000000,15706.896415
330.000000,68.000000,21.386449,41.025748,4.000000,1050.000000,0.100000,0.080000,-682.262345,0.746183,-0.335968,0.000000,17105.302960
360.000000,68.000000,21.608269,41.858424,4.000000,1050.000000,0.100000,0.080000,-692.414715,0.749732,-0.336672,0.000000,18497.054887
390.000000,68.000000,21.838324,42.636335,4.000000,1050.000000,0.100000,0.080000,-702.943961,0.753413,-0.337383,0.000000,19881.905163
420.000000,68.000000,22.075634,43.364794,4.000000,1050.000000,0.100000,0.080000,-713.805255,0.757210,-0.338099,0.000000,21259.636139
450.000000,68.000000,22.319318,44.048586,4.000000,1050.000000,0.100000,0.080000,-724.958278,0.761109,-0.338814,0.000000,22630.056595
480.000000,68.000000,22.568584,44.692019,4.000000,1050.000000,0.100000,0.080000,-736.366766,0.765097,-0.339526,0.000000,23992.999080
510.000000,68.000000,22.822719,45.298972,4.000000,1050.000000,0.100000,0.080000,-747.998111,0.769164,-0.340232,0.000000,25348.317516
540.000000,68.000000,23.081082,45.872939,4.000000,1050.000000,0.100000,0.080000,-759.822993,0.773297,-0.340931,0.000000,26695.885045
