t,T_h_ref,T_h,T_coll,T_c,G_b,m_dot_f_cmd,m_dot_wf_cmd,W_net,P_inlet,eta_th,delta_T_super,iae_cumulative
0.000000,63.000000,20.000000,20.000000,6.000000,800.000000,0.500000,0.080000,-682.844875,0.724000,-0.417591,0.000000,1290.000000
30.000000,63.000000,19.941405,21.863354,6.000000,800.000000,0.500000,0.080000,-680.163063,0.723062,-0.417699,0.000000,2581.757860
60.000000,63.000000,20.027201,22.985946,6.000000,800.000000,0.500000,0.080000,-684.089812,0.724435,-0.417541,0.000000,3870.941835
90.000000,63.000000,20.190398,23.707671,6.000000,800.000000,0.500000,0.080000,-691.559062,0.727046,-0.417246,0.000000,5155.229910
120.000000,63.000000,20.394801,24.212190,6.000000,800.000000,0.500000,0.080000,-700.914271,0.730317,-0.416885,0.000000,6433.385884
150.000000,63.000000,20.620857,24.598741,6.000000,800.000000,0.500000,0.080000,-711.260509,0.733934,-0.416498,0.000000,7704.760166
180.000000,63.000000,20.858005,24.920952,6.000000,800.000000,0.500000,0.080000,-722.114364,0.737728,-0.416105,0.000000,8969.020023
210.000000,63.000000,21.100539,25.207800,6.000000,800.000000,0.500000,0.080000,-733.214782,0.741609,-0.415715,0.000000,10226.003841
240.000000,63.000000,21.345382,25.474947,6.000000,800.000000,0.500000,0.080000,-744.420852,0.745526,-0.415334,0.000000,11475.642368
270.000000,63.000000,21.590874,25.730858,6.000000,800.000000,0.500000,0.080000,-755.656581,0.749454,-0.414965,0.000000,12717.916162
300.000000,63.000000,21.836119,25.980110,6.000000,800.000000,0.500000,0.080000,-766.881052,0.753378,-0.414607,0.000000,13952.832604
330.000000,63.000000,22.080638,26.225181,6.000000,800.000000,0.500000,0.080000,-778.072300,0.757290,-0.414261,0.000000,15180.413469
360.000000,63.000000,22.324175,26.467410,6.000000,800.000000,0.500000,0.080000,-789.218600,0.761187,-0.413926,0.000000,16400.688220
390.000000,63.000000,22.566595,26.707525,6.000000,800.000000,0.500000,0.080000,-800.313759,0.765066,-0.413603,0.000000,17613.690380
420.000000,63.000000,22.807827,26.945924,6.000000,800.000000,0.500000,0.080000,-811.354571,0.768925,-0.413291,0.000000,18819.455570
450.000000,63.000000,23.047837,27.182822,6.000000,800.000000,0.500000,0.080000,-822.339445,0.772765,-0.412989,0.000000,20018.020457
480.000000,63.000000,23.286609,27.418340,6.000000,800.000000,0.500000,0.080000,-833.267661,0.776586,-0.412698,0.000000,21209.422179
510.000000,63.000000,23.524138,27.652547,6.000000,800.000000,0.500000,0.080000,-844.138970,0.780386,-0.412415,0.000000,22393.698036
540.000000,63.000000,23.760424,27.885482,6.000000,800.000000,0.500000,0.080000,-854.953376,0.784167,-0.412141,0.000000,23570.885328
570.000000,63.000000,23.995469,28.117169,6.000000,800.000000,0.500000,0.080000,-865.711017,0.787928,-0.411876,0.000000,24741.021262
600.000000,63.000000,24.229279,28.347625,6.000000,800.000000,0.500000,0.080000,-876.412106,0.791668,-0.411620,0.000000,25904.142906
630.000000,63.000000,24.461858,28.576861,6.000000,800.000000,0.500000,0.080000,-887.056895,0.795390,-0.411371,0.000000,27060.287164
660.000000,63.000000,24.693213,28.804887,6.000000,800.000000,0.500000,0.080000,-897.645655,0.799091,-0.411129,0.000000,28209.490761
690.000000,63.000000,24.923351,29.031710,6.000000,800.000000,0.500000,0.080000,-908.178667,0.802774,-0.410895,0.000000,29351.790240
720.000000,63.000000,25.152276,29.257337,6.000000,800.000000,0.500000,0.080000,-918.656217,0.806436,-0.410667,0.000000,30487.221952
750.000000,63.000000,25.379996,29.481776,6.000000,800.000000,0.500000,0.080000,-929.078594,0.810080,-0.410446,0.000000,31615.822064
780.000000,63.000000,25.606517,29.705032,6.000000,800.000000,0.500000,0.080000,-939.446085,0.813704,-0.410231,0.000000,32737.626552
810.000000,63.000000,25.831845,29.927113,6.000000,800.000000,0.500000,0.080000,-949.758979,0.817310,-0.410022,0.000000,33852.671202
840.000000,63.000000,26.055986,30.148024,6.000000,800.000000,0.500000,0.080000,-960.017563,0.820896,-0.409819,0.000000,34960.991613
