t,T_h_ref,T_h,T_coll,T_c,G_b,m_dot_f_cmd,m_dot_wf_cmd,W_net,P_inlet,eta_th,delta_T_super,iae_cumulative
0.000000,60.000000,20.000000,20.000000,6.000000,400.000000,0.100000,0.080000,-649.174842,0.724000,-0.397000,0.000000,1200.000000
30.000000,60.000000,19.941405,20.931677,6.000000,420.934379,0.100000,0.080000,-646.493029,0.723062,-0.397022,0.000000,2401.757860
60.000000,60.000000,19.897909,21.827828,6.000000,441.811379,0.100000,0.080000,-644.502288,0.722367,-0.397038,0.000000,3604.820599
90.000000,60.000000,19.868689,22.692499,6.000000,462.573777,0.100000,0.080000,-643.164971,0.721899,-0.397049,0.000000,4808.759915
120.000000,60.000000,19.853001,23.529192,6.000000,483.164664,0.100000,0.080000,-642.446929,0.721648,-0.397055,0.000000,6013.169889
150.000000,60.000000,19.850164,24.340922,6.000000,503.527603,0.100000,0.080000,-642.317075,0.721603,-0.397056,0.000000,7217.664979
180.000000,60.000000,19.859557,25.130262,6.000000,523.606780,0.100000,0.080000,-642.746985,0.721753,-0.397052,0.000000,8421.878275
210.000000,60.000000,19.880610,25.899389,6.000000,543.347160,0.100000,0.080000,-643.710550,0.722090,-0.397045,0.000000,9625.459978
240.000000,60.000000,19.912796,26.650122,6.000000,562.694635,0.100000,0.080000,-645.183654,0.722605,-0.397033,0.000000,10828.076099
270.000000,60.000000,19.955626,27.383957,6.000000,581.596176,0.100000,0.080000,-647.143893,0.723290,-0.397017,0.000000,12029.407333
300.000000,60.000000,20.008641,28.102103,6.000000,599.999974,0.100000,0.080000,-649.570321,0.724138,-0.396997,0.000000,13229.148107
330.000000,60.000000,20.071411,28.805510,6.000000,617.855586,0.100000,0.080000,-652.443223,0.725143,-0.396974,0.000000,14427.005766
360.000000,60.000000,20.143529,29.494897,6.000000,635.114072,0.100000,0.080000,-655.743915,0.726296,-0.396948,0.000000,15622.699907
390.000000,60.000000,20.224603,30.170776,6.000000,651.728126,0.100000,0.080000,-659.454563,0.727594,-0.396919,0.000000,16815.961814
420.000000,60.000000,20.314260,30.833477,6.000000,667.652211,0.100000,0.080000,-663.558029,0.729028,-0.396887,0.000000,18006.534003
450.000000,60.000000,20.412138,31.483165,6.000000,682.842680,0.100000,0.080000,-668.037730,0.730594,-0.396853,0.000000,19194.169864
480.000000,60.000000,20.517883,32.119864,6.000000,697.257898,0.100000,0.080000,-672.877513,0.732286,-0.396817,0.000000,20378.633371
510.000000,60.000000,20.631150,32.743474,6.000000,710.858352,0.100000,0.080000,-678.061554,0.734098,-0.396778,0.000000,21559.698872
540.000000,60.000000,20.751598,33.353782,6.000000,723.606766,0.100000,0.080000,-683.574261,0.736026,-0.396738,0.000000,22737.150935
570.000000,60.000000,20.878890,33.950483,6.000000,735.468196,0.100000,0.080000,-689.400197,0.738062,-0.396696,0.000000,23910.784246
600.000000,60.000000,21.012690,34.533191,6.000000,746.410131,0.100000,0.080000,-695.524010,0.740203,-0.396653,0.000000,25080.403555
630.000000,60.000000,21.152663,35.101453,6.000000,756.402581,0.100000,0.080000,-701.930380,0.742443,-0.396609,0.000000,26245.823652
660.000000,60.000000,21.298476,35.654758,6.000000,765.418156,0.100000,0.080000,-708.603968,0.744776,-0.396563,0.000000,27406.869384
690.000000,60.000000,21.449790,36.192553,6.000000,773.432146,0.100000,0.080000,-715.529379,0.747197,-0.396517,0.000000,28563.375687
720.000000,60.000000,21.606268,36.714246,6.000000,780.422584,0.100000,0.080000,-722.691133,0.749700,-0.396470,0.000000,29715.187644
750.000000,60.000000,21.767570,37.219222,6.000000,786.370311,0.100000,0.080000,-730.073642,0.752281,-0.396423,0.000000,30862.160555
780.000000,60.000000,21.933351,37.706847,6.000000,791.259024,0.100000,0.080000,-737.661193,0.754934,-0.396376,0.000000,32004.160021
