t,T_h_ref,T_h,T_coll,T_c,G_b,m_dot_f_cmd,m_dot_wf_cmd,W_net,P_inlet,eta_th,delta_T_super,iae_cumulative
0.000000,60.000000,20.000000,20.000000,6.000000,400.000000,0.300000,0.080000,-666.009859,0.724000,-0.407296,0.000000,1200.000000
30.000000,60.000000,19.941405,20.931677,6.000000,420.934379,0.300000,0.080000,-663.328046,0.723062,-0.407361,0.000000,2401.757860
60.000000,60.000000,19.927617,21.679287,6.000000,441.811379,0.300000,0.080000,-662.697000,0.722842,-0.407376,0.000000,3603.929354
90.000000,60.000000,19.948150,22.296173,6.000000,462.573777,0.300000,0.080000,-663.636753,0.723170,-0.407353,0.000000,4805.484864
120.000000,60.000000,19.995432,22.820607,6.000000,483.164664,0.300000,0.080000,-665.800807,0.723927,-0.407301,0.000000,6005.621892
150.000000,60.000000,20.063989,23.280004,6.000000,503.527603,0.300000,0.080000,-668.938534,0.725024,-0.407225,0.000000,7203.702220
180.000000,60.000000,20.149847,23.693953,6.000000,523.606780,0.300000,0.080000,-672.868095,0.726398,-0.407132,0.000000,8399.206822
210.000000,60.000000,20.250109,24.076400,6.000000,543.347160,0.300000,0.080000,-677.456938,0.728002,-0.407025,0.000000,9591.703555
240.000000,60.000000,20.362650,24.437223,6.000000,562.694635,0.300000,0.080000,-682.607756,0.729802,-0.406906,0.000000,10780.824059
270.000000,60.000000,20.485893,24.783367,6.000000,581.596176,0.300000,0.080000,-688.248372,0.731774,-0.406778,0.000000,11966.247284
300.000000,60.000000,20.618650,25.119663,6.000000,599.999974,0.300000,0.080000,-694.324463,0.733898,-0.406642,0.000000,13147.687787
330.000000,60.000000,20.760011,25.449414,6.000000,617.855586,0.300000,0.080000,-700.794327,0.736160,-0.406500,0.000000,14324.887460
360.000000,60.000000,20.909258,25.774821,6.000000,635.114072,0.300000,0.080000,-707.625114,0.738548,-0.406354,0.000000,15497.609727
390.000000,60.000000,21.065807,26.097292,6.000000,651.728126,0.300000,0.080000,-714.790128,0.741053,-0.406203,0.000000,16665.635511
420.000000,60.000000,21.229168,26.417662,6.000000,667.652211,0.300000,0.080000,-722.266883,0.743667,-0.406049,0.000000,17828.760474
450.000000,60.000000,21.398910,26.736350,6.000000,682.842680,0.300000,0.080000,-730.035716,0.746383,-0.405893,0.000000,18986.793167
480.000000,60.000000,21.574645,27.053482,6.000000,697.257898,0.300000,0.080000,-738.078801,0.749194,-0.405734,0.000000,20139.553823
510.000000,60.000000,21.756007,27.368966,6.000000,710.858352,0.300000,0.080000,-746.379440,0.752096,-0.405575,0.000000,21286.873624
540.000000,60.000000,21.942645,27.682559,6.000000,723.606766,0.300000,0.080000,-754.921572,0.755082,-0.405414,0.000000,22428.594276
570.000000,60.000000,22.134215,27.993909,6.000000,735.468196,0.300000,0.080000,-763.689425,0.758147,-0.405253,0.000000,23564.567825
600.000000,60.000000,22.330373,28.302590,6.000000,746.410131,0.300000,0.080000,-772.667278,0.761286,-0.405092,0.000000,24694.656622
630.000000,60.000000,22.530774,28.608120,6.000000,756.402581,0.300000,0.080000,-781.839303,0.764492,-0.404931,0.000000,25818.733392
660.000000,60.000000,22.735067,28.909986,6.000000,765.418156,0.300000,0.080000,-791.189462,0.767761,-0.404772,0.000000,26936.681372
690.000000,60.000000,22.942896,29.207652,6.000000,773.432146,0.300000,0.080000,-800.701447,0.771086,-0.404613,0.000000,28048.394490
720.000000,60.000000,23.153898,29.500571,6.000000,780.422584,0.300000,0.080000,-810.358647,0.774462,-0.404456,0.000000,29153.777561
750.000000,60.000000,23.367702,29.788192,6.000000,786.370311,0.300000,0.080000,-820.144143,0.777883,-0.404301,0.000000,30252.746490
780.000000,60.000000,23.583934,30.069965,6.000000,791.259024,0.300000,0.080000,-830.040713,0.781343,-0.404148,0.000000,31345.228471
810.000000,60.000000,23.802210,30.345350,6.000000,795.075323,0.300000,0.080000,-840.030851,0.784835,-0.403997,0.000000,32431.162173
840.000000,60.000000,24.022142,30.613813,6.000000,797.808749,0.300000,0.080000,-850.096795,0.788354,-0.403849,0.000000,33510.497907
870.000000,60.000000,24.243338,30.874837,6.000000,799.451809,0.300000,0.080000,-860.220563,0.791893,-0.403704,0.000000,34583.197771
900.000000,60.000000,24.465400,31.127921,6.000000,800.000000,0.300000,0.080000,-870.383989,0.795446,-0.403561,0.000000,35649.235769
930.000000,60.000000,24.687929,31.372582,6.000000,799.451819,0.300000,0.080000,-880.568770,0.799007,-0.403422,0.000000,36708.597905
960.000000,60.000000,24.910522,31.608355,6.000000,797.808768,0.300000,0.080000,-890.756505,0.802568,-0.403286,0.000000,37761.282242
990.000000,60.000000,25.132777,31.834802,6.000000,795.075352,0.300000,0.080000,-900.928746,0.806124,-0.403153,0.000000,38807.298936
1020.000000,60.000000,25.354290,32.051504,6.000000,791.259062,0.300000,0.080000,-911.067046,0.809669,-0.403023,0.000000,39846.670234
