t,T_h_ref,T_h,T_coll,T_c,G_b,m_dot_f_cmd,m_dot_wf_cmd,W_net,P_inlet,eta_th,delta_T_super,iae_cumulative
0.000000,60.000000,20.000000,20.000000,6.000000,400.000000,0.500000,0.080000,-682.844875,0.724000,-0.417591,0.000000,1200.000000
30.000000,60.000000,19.941405,20.931677,6.000000,420.934379,0.500000,0.080000,-680.163063,0.723062,-0.417699,0.000000,2401.757860
60.000000,60.000000,19.957325,21.530746,6.000000,441.811379,0.500000,0.080000,-680.891711,0.723317,-0.417670,0.000000,3603.038109
90.000000,60.000000,20.016915,21.953321,6.000000,462.573777,0.500000,0.080000,-683.619045,0.724271,-0.417560,0.000000,4802.530660
120.000000,60.000000,20.103479,22.283594,6.000000,483.164664,0.500000,0.080000,-687.580956,0.725656,-0.417402,0.000000,5999.426281
150.000000,60.000000,20.207959,22.566886,6.000000,503.527603,0.500000,0.080000,-692.362845,0.727327,-0.417214,0.000000,7193.187496
180.000000,60.000000,20.325413,22.827507,6.000000,523.606780,0.500000,0.080000,-697.738513,0.729207,-0.417006,0.000000,8383.425099
210.000000,60.000000,20.453113,23.078407,6.000000,543.347160,0.500000,0.080000,-703.583122,0.731250,-0.416784,0.000000,9569.831710
240.000000,60.000000,20.589518,23.326388,6.000000,562.694635,0.500000,0.080000,-709.826170,0.733432,-0.416551,0.000000,10752.146163
270.000000,60.000000,20.733721,23.574927,6.000000,581.596176,0.500000,0.080000,-716.426089,0.735740,-0.416309,0.000000,11930.134539
300.000000,60.000000,20.885145,23.825693,6.000000,599.999974,0.500000,0.080000,-723.356532,0.738162,-0.416061,0.000000,13103.580187
330.000000,60.000000,21.043386,24.079377,6.000000,617.855586,0.500000,0.080000,-730.598973,0.740694,-0.415806,0.000000,14272.278600
360.000000,60.000000,21.208123,24.336131,6.000000,635.114072,0.500000,0.080000,-738.138718,0.743330,-0.415546,0.000000,15436.034904
390.000000,60.000000,21.379072,24.595817,6.000000,651.728126,0.500000,0.080000,-745.962769,0.746065,-0.415283,0.000000,16594.662744
420.000000,60.000000,21.555961,24.858132,6.000000,667.652211,0.500000,0.080000,-754.058675,0.748895,-0.415017,0.000000,17747.983925
450.000000,60.000000,21.738516,25.122683,6.000000,682.842680,0.500000,0.080000,-762.413934,0.751816,-0.414748,0.000000,18895.828447
480.000000,60.000000,21.926457,25.389023,6.000000,697.257898,0.500000,0.080000,-771.015684,0.754823,-0.414478,0.000000,20038.034743
510.000000,60.000000,22.119491,25.656676,6.000000,710.858352,0.500000,0.080000,-779.850546,0.757912,-0.414207,0.000000,21174.450014
540.000000,60.000000,22.317314,25.925148,6.000000,723.606766,0.500000,0.080000,-788.904570,0.761077,-0.413936,0.000000,22304.930604
570.000000,60.000000,22.519607,26.193933,6.000000,735.468196,0.500000,0.080000,-798.163211,0.764314,-0.413665,0.000000,23429.342392
600.000000,60.000000,22.726041,26.462522,6.000000,746.410131,0.500000,0.080000,-807.611344,0.767617,-0.413396,0.000000,24547.561172
630.000000,60.000000,22.936272,26.730402,6.000000,756.402581,0.500000,0.080000,-817.233291,0.770980,-0.413129,0.000000,25659.473012
660.000000,60.000000,23.149947,26.997058,6.000000,765.418156,0.500000,0.080000,-827.012850,0.774399,-0.412864,0.000000,26764.974602
690.000000,60.000000,23.366701,27.261978,6.000000,773.432146,0.500000,0.080000,-836.933342,0.777867,-0.412601,0.000000,27863.973564
720.000000,60.000000,23.586161,27.524655,6.000000,780.422584,0.500000,0.080000,-846.977649,0.781379,-0.412342,0.000000,28956.388740
750.000000,60.000000,23.807943,27.784583,6.000000,786.370311,0.500000,0.080000,-857.128265,0.784927,-0.412087,0.000000,30042.150447
780.000000,60.000000,24.031658,28.041266,6.000000,791.259024,0.500000,0.080000,-867.367338,0.788507,-0.411836,0.000000,31121.200705
810.000000,60.000000,24.256909,28.294213,6.000000,795.075323,0.500000,0.080000,-877.676722,0.792111,-0.411590,0.000000,32193.493426
840.000000,60.000000,24.483295,28.542944,6.000000,797.808749,0.500000,0.080000,-888.038028,0.795733,-0.411348,0.000000,33258.994577
870.000000,60.000000,24.710409,28.786988,6.000000,799.451809,0.500000,0.080000,-898.432670,0.799367,-0.411111,0.000000,34317.682307
900.000000,60.000000,24.937842,29.025887,6.000000,800.000000,0.500000,0.080000,-908.841922,0.803005,-0.410880,0.000000,35369.547038
930.000000,60.000000,25.165184,29.259195,6.000000,799.451819,0.500000,0.080000,-919.246964,0.806643,-0.410654,0.000000,36414.591531
960.000000,60.000000,25.392021,29.486480,6.000000,797.808768,0.500000,0.080000,-929.628939,0.810272,-0.410434,0.000000,37452.830906
990.000000,60.000000,25.617942,29.707327,6.000000,795.075352,0.500000,0.080000,-939.969000,0.813887,-0.410220,0.000000,38484.292637
1020.000000,60.000000,25.842538,29.921337,6.000000,791.259062,0.500000,0.080000,-950.248365,0.817481,-0.410012,0.000000,39509.016506
1050.000000,60.000000,26.065399,30.128126,6.000000,786.370358,0.500000,0.080000,-960.448370,0.821046,-0.409811,0.000000,40527.054535
1080.000000,60.000000,26.286122,30.327333,6.000000,780.422640,0.500000,0.080000,-970.550514,0.824578,-0.409615,0.000000,41538.470867
1110.000000,60.000000,26.504308,30.518613,6.000000,773.432211,0.500000,0.080000,-980.536519,0.828069,-0.409426,0.000000,42543.341629
1140.000000,60.000000,26.719563,30.701645,6.000000,765.418230,0.500000,0.080000,-990.388373,0.831513,-0.409244,0.089303,43541.754753
1170.000000,60.000000,26.931499,30.876127,6.000000,756.402663,0.500000,0.080000,-1000.088385,0.834904,-0.409068,0.233420,44533.809768
1200.000000,60.000000,27.139740,31.041779,6.000000,746.410222,0.500000,0.080000,-1009.619227,0.838236,-0.408898,0.375023,45519.617561
1230.000000,60.000000,27.343915,31.198347,6.000000,735.468295,0.500000,0.080000,-1018.963990,0.841503,-0.408735,0.513862,46499.300101
1260.000000,60.000000,27.543665,31.345599,6.000000,723.606872,0.500000,0.080000,-1028.106224,0.844699,-0.408579,0.649692,47472.990141
1290.000000,60.000000,27.738642,31.483327,6.000000,710.858466,0.500000,0.080000,-1037.029988,0.847818,-0.408429,0.782277,48440.830883
1320.000000,60.000000,27.928509,31.611349,6.000000,697.258019,0.500000,0.080000,-1045.719889,0.850856,-0.408285,0.911386,49402.975618
1350.000000,60.000000,28.112943,31.729509,6.000000,682.842809,0.500000,0.080000,-1054.161129,0.853807,-0.408148,1.036801,50359.587335
1380.000000,60.000000,28.291634,31.837675,6.000000,667.652346,0.500000,0.080000,-1062.339545,0.856666,-0.408017,1.158311,51310.838311
1410.000000,60.000000,28.464288,31.935744,6.000000,651.728267,0.500000,0.080000,-1070.241645,0.859429,-0.407893,1.275716,52256.909663
1440.000000,60.000000,28.630626,32.023638,6.000000,635.114218,0.500000,0.080000,-1077.854649,0.862090,-0.407775,1.388826,53197.990887
1470.000000,60.000000,28.790384,32.101306,6.000000,617.855738,0.500000,0.080000,-1085.166522,0.864646,-0.407664,1.497461,54134.279365
1500.000000,60.000000,28.943317,32.168725,6.000000,600.000131,0.500000,0.080000,-1092.166006,0.867093,-0.407558,1.601455,55065.979861
1530.000000,60.000000,29.089196,32.225898,6.000000,581.596337,0.500000,0.080000,-1098.842657,0.869427,-0.407459,1.700653,55993.303983
1560.000000,60.000000,29.227811,32.272854,6.000000,562.694801,0.500000,0.080000,-1105.186867,0.871645,-0.407366,1.794912,56916.469638
1590.000000,60.000000,29.358973,32.309653,6.000000,543.347329,0.500000,0.080000,-1111.189894,0.873744,-0.407279,1.884101,57835.700463
1620.000000,60.000000,29.482507,32.336378,6.000000,523.606953,0.500000,0.080000,-1116.843886,0.875720,-0.407198,1.968105,58751.225241
1650.000000,60.000000,29.598264,32.353141,6.000000,503.527779,0.500000,0.080000,-1122.141901,0.877572,-0.407122,2.046820,59663.277307
1680.000000,60.000000,29.706112,32.360077,6.000000,483.164842,0.500000,0.080000,-1127.077929,0.879298,-0.407053,2.120156,60572.093932
1710.000000,60.000000,29.805941,32.357352,6.000000,462.573956,0.500000,0.080000,-1131.646908,0.880895,-0.406989,2.188040,61477.915709
1740.000000,60.000000,29.897660,32.345154,6.000000,441.811560,0.500000,0.080000,-1135.844736,0.882363,-0.406931,2.250409,62380.985917
1770.000000,60.000000,29.981201,32.323696,6.000000,420.934561,0.500000,0.080000,-1139.668285,0.883699,-0.406878,2.307217,63281.549887
1800.000000,60.000000,30.056518,32.293217,6.000000,400.000181,0.500000,0.080000,-1143.115407,0.884904,-0.406831,2.358432,64179.854357
1830.000000,60.000000,30.123584,32.253978,6.000000,379.065802,0.500000,0.080000,-1146.184944,0.885977,-0.406790,2.404037,65076.146824
1860.000000,60.000000,30.182398,32.206266,6.000000,358.188801,0.500000,0.080000,-1148.876729,0.886918,-0.406753,2.444030,65970.674896
1890.000000,60.000000,30.232975,32.150387,6.000000,337.426402,0.500000,0.080000,-1151.191585,0.887728,-0.406722,2.478423,66863.685638
1920.000000,60.000000,30.275357,32.086671,6.000000,316.835513,0.500000,0.080000,-1153.131326,0.888406,-0.406696,2.507243,67755.424930
1950.000000,60.000000,30.309604,32.015466,6.000000,296.472572,0.500000,0.080000,-1154.698754,0.888954,-0.406675,2.530531,68646.136813
1980.000000,60.000000,30.335799,31.937142,6.000000,276.393392,0.500000,0.080000,-1155.897644,0.889373,-0.406660,2.548343,69536.062855
2010.000000,60.000000,30.354045,31.852086,6.000000,256.653009,0.500000,0.080000,-1156.732741,0.889665,-0.406648,2.560750,70425.441512
2040.000000,60.000000,30.364467,31.760703,6.000000,237.305531,0.500000,0.080000,-1157.209746,0.889831,-0.406642,2.567838,71314.507504
2070.000000,60.000000,30.367210,31.663416,6.000000,218.403986,0.500000,0.080000,-1157.335297,0.889875,-0.406640,2.569703,72203.491201
2100.000000,60.000000,30.362440,31.560661,6.000000,200.000183,0.500000,0.080000,-1157.116954,0.889799,-0.406643,2.566459,73092.618016
2130.000000,60.000000,30.350340,31.452888,6.000000,182.144566,0.500000,0.080000,-1156.563181,0.889605,-0.406651,2.558231,73982.107815
2160.000000,60.000000,30.331116,31.340562,6.000000,164.886075,0.500000,0.080000,-1155.683315,0.889298,-0.406662,2.545159,74872.174344
2190.000000,60.000000,30.304989,31.224159,6.000000,148.272015,0.500000,0.080000,-1154.487549,0.888880,-0.406678,2.527393,75763.024666
2220.000000,60.000000,30.272201,31.104163,6.000000,132.347924,0.500000,0.080000,-1152.986901,0.888355,-0.406698,2.505097,76654.858625
2250.000000,60.000000,30.233010,30.981070,6.000000,117.157448,0.500000,0.080000,-1151.193182,0.887728,-0.406722,2.478447,77547.868321
2280.000000,60.000000,30.187690,30.855382,6.000000,102.742224,0.500000,0.080000,-1149.118966,0.887003,-0.406750,2.447629,78442.237612
2310.000000,60.000000,30.136533,30.727607,6.000000,89.141762,0.500000,0.080000,-1146.777557,0.886185,-0.406782,2.412842,79338.141637
2340.000000,60.000000,30.079843,30.598260,6.000000,76.393341,0.500000,0.080000,-1144.182951,0.885277,-0.406817,2.374293,80235.746359
2370.000000,60.000000,30.017941,30.467855,6.000000,64.531903,0.500000,0.080000,-1141.349796,0.884287,-0.406855,2.332200,81135.208142
2400.000000,60.000000,29.951160,30.336914,6.000000,53.589959,0.500000,0.080000,-1138.293357,0.883219,-0.406897,2.286789,82036.673342
2430.000000,60.000000,29.879847,30.205954,6.000000,43.597502,0.500000,0.080000,-1135.029469,0.882078,-0.406942,2.238296,82940.277937
2460.000000,60.000000,29.804359,30.075496,6.000000,34.581918,0.500000,0.080000,-1131.574498,0.880870,-0.406990,2.186964,83846.147177
2490.000000,60.000000,29.725064,29.946055,6.000000,26.567919,0.500000,0.080000,-1127.945295,0.879601,-0.407041,2.133043,84754.395267
2520.000000,60.000000,29.642340,29.818144,6.000000,19.577472,0.500000,0.080000,-1124.159147,0.878277,-0.407094,2.076791,85665.125079
2550.000000,60.000000,29.556573,29.692271,6.000000,13.629736,0.500000,0.080000,-1120.233736,0.876905,-0.407149,2.018469,86578.427897
2580.000000,60.000000,29.468157,29.568937,6.000000,8.741014,0.500000,0.080000,-1116.187085,0.875491,-0.407207,1.958347,87494.383192
2610.000000,60.000000,29.377492,29.448637,6.000000,4.924705,0.500000,0.080000,-1112.037511,0.874040,-0.407266,1.896695,88413.058425
2640.000000,60.000000,29.284984,29.331854,6.000000,2.191270,0.500000,0.080000,-1107.803577,0.872560,-0.407328,1.833789,89334.508894
2670.000000,60.000000,29.191043,29.219063,6.000000,0.548200,0.500000,0.080000,-1103.504038,0.871057,-0.407390,1.769909,90258.777601
2700.000000,60.000000,29.096081,29.110727,6.000000,0.000000,0.500000,0.080000,-1099.157789,0.869537,-0.407454,1.705335,91185.895162
2730.000000,60.000000,29.000514,29.007293,6.000000,0.548172,0.500000,0.080000,-1094.783821,0.868008,-0.407519,1.640349,92115.879747
2760.000000,60.000000,28.904756,28.909198,6.000000,2.191213,0.500000,0.080000,-1090.401158,0.866476,-0.407585,1.575234,93048.737056
2790.000000,60.000000,28.809224,28.816861,6.000000,4.924620,0.500000,0.080000,-1086.028815,0.864948,-0.407651,1.510273,93984.460323
2820.000000,60.000000,28.714332,28.730686,6.000000,8.740901,0.500000,0.080000,-1081.685739,0.863429,-0.407717,1.445746,94923.030365
2850.000000,60.000000,28.620490,28.651056,6.000000,13.629595,0.500000,0.080000,-1077.390761,0.861928,-0.407782,1.381933,95864.415655
2880.000000,60.000000,28.528107,28.578340,6.000000,19.577304,0.500000,0.080000,-1073.162546,0.860450,-0.407848,1.319113,96808.572432
2910.000000,60.000000,28.437586,28.512884,6.000000,26.567724,0.500000,0.080000,-1069.019535,0.859001,-0.407912,1.257559,97755.444846
2940.000000,60.000000,28.349324,28.455014,6.000000,34.581696,0.500000,0.080000,-1064.979904,0.857589,-0.407976,1.197540,98704.965134
2970.000000,60.000000,28.263710,28.405035,6.000000,43.597254,0.500000,0.080000,-1061.061507,0.856219,-0.408038,1.139323,99657.053831
3000.000000,60.000000,28.181127,28.363230,6.000000,53.589687,0.500000,0.080000,-1057.281831,0.854898,-0.408098,1.083167,100611.620009
3030.000000,60.000000,28.101949,28.329856,6.000000,64.531606,0.500000,0.080000,-1053.657946,0.853631,-0.408156,1.029325,101568.561551
3060.000000,60.000000,28.026537,28.305150,6.000000,76.393021,0.500000,0.080000,-1050.206462,0.852425,-0.408212,0.978045,102527.765451
3090.000000,60.000000,27.955243,28.289323,6.000000,89.141419,0.500000,0.080000,-1046.943479,0.851284,-0.408265,0.929565,103489.108154
3120.000000,60.000000,27.888408,28.282559,6.000000,102.741859,0.500000,0.080000,-1043.884547,0.850215,-0.408315,0.884118,104452.455907
3150.000000,60.000000,27.826358,28.285020,6.000000,117.157063,0.500000,0.080000,-1041.044621,0.849222,-0.408362,0.841924,105417.665160
3180.000000,60.000000,27.769406,28.296838,6.000000,132.347519,0.500000,0.080000,-1038.438021,0.848311,-0.408405,0.803196,106384.582972
3210.000000,60.000000,27.717850,28.318122,6.000000,148.271592,0.500000,0.080000,-1036.078393,0.847486,-0.408444,0.768138,107353.047460
3240.000000,60.000000,27.671973,28.348952,6.000000,164.885635,0.500000,0.080000,-1033.978673,0.846752,-0.408480,0.736942,108322.888260
3270.000000,60.000000,27.632041,28.389383,6.000000,182.144110,0.500000,0.080000,-1032.151050,0.846113,-0.408510,0.709788,109293.927021
3300.000000,60.000000,27.598304,28.439442,6.000000,199.999712,0.500000,0.080000,-1030.606932,0.845573,-0.408536,0.686846,110265.977910
3330.000000,60.000000,27.570992,28.499128,6.000000,218.403501,0.500000,0.080000,-1029.356919,0.845136,-0.408557,0.668275,111238.848152
3360.000000,60.000000,27.550319,28.568414,6.000000,237.305033,0.500000,0.080000,-1028.410767,0.844805,-0.408573,0.654217,112212.338572
3390.000000,60.000000,27.536480,28.647246,6.000000,256.652501,0.500000,0.080000,-1027.777371,0.844584,-0.408584,0.644807,113186.244167
3420.000000,60.000000,27.529649,28.735543,6.000000,276.392874,0.500000,0.080000,-1027.464732,0.844474,-0.408589,0.640162,114160.354688
3450.000000,60.000000,27.529982,28.833197,6.000000,296.472046,0.500000,0.080000,-1027.479940,0.844480,-0.408589,0.640387,115134.455241
3480.000000,60.000000,27.537612,28.940074,6.000000,316.834981,0.500000,0.080000,-1027.829153,0.844602,-0.408583,0.645576,116108.326894
3510.000000,60.000000,27.552653,29.056013,6.000000,337.425865,0.500000,0.080000,-1028.517582,0.844842,-0.408572,0.655804,117081.747300
3540.000000,60.000000,27.575199,29.180830,6.000000,358.188260,0.500000,0.080000,-1029.549474,0.845203,-0.408554,0.671135,118054.491326
3570.000000,60.000000,27.605321,29.314313,6.000000,379.065258,0.500000,0.080000,-1030.928105,0.845685,-0.408531,0.691618,119026.331696
3600.000000,60.000000,27.643069,29.456227,6.000000,399.999637,0.500000,0.080000,-1032.655765,0.846289,-0.408502,0.717287,119997.039629
3630.000000,60.000000,27.688471,29.606313,6.000000,420.934017,0.500000,0.080000,-1034.733759,0.847016,-0.408467,0.748160,120966.385490
3660.000000,60.000000,27.741535,29.764290,6.000000,441.811018,0.500000,0.080000,-1037.162396,0.847865,-0.408426,0.784244,121934.139441
3690.000000,60.000000,27.802245,29.929852,6.000000,462.573419,0.500000,0.080000,-1039.940996,0.848836,-0.408380,0.825527,122900.072092
3720.000000,60.000000,27.870565,30.102675,6.000000,483.164310,0.500000,0.080000,-1043.067886,0.849929,-0.408329,0.871984,123863.955146
3750.000000,60.000000,27.946437,30.282411,6.000000,503.527253,0.500000,0.080000,-1046.540409,0.851143,-0.408272,0.923577,124825.562051
3780.000000,60.000000,28.029780,30.468696,6.000000,523.606435,0.500000,0.080000,-1050.354927,0.852476,-0.408209,0.980251,125784.668637
3810.000000,60.000000,28.120496,30.661143,6.000000,543.346821,0.500000,0.080000,-1054.506835,0.853928,-0.408142,1.041937,126741.053754
3840.000000,60.000000,28.218462,30.859351,6.000000,562.694304,0.500000,0.080000,-1058.990572,0.855495,-0.408071,1.108554,127694.499896
3870.000000,60.000000,28.323536,31.062902,6.000000,581.595852,0.500000,0.080000,-1063.799639,0.857177,-0.407994,1.180004,128644.793818
3900.000000,60.000000,28.435556,31.271361,6.000000,599.999660,0.500000,0.080000,-1068.926611,0.858969,-0.407914,1.256178,129591.727141
3930.000000,60.000000,28.554340,31.484280,6.000000,617.855282,0.500000,0.080000,-1074.363164,0.860869,-0.407829,1.336951,130535.096943
3960.000000,60.000000,28.679687,31.701199,6.000000,635.113778,0.500000,0.080000,-1080.100095,0.862875,-0.407741,1.422187,131474.706334
3990.000000,60.000000,28.811377,31.921645,6.000000,651.727844,0.500000,0.080000,-1086.127347,0.864982,-0.407649,1.511737,132410.365016
4020.000000,60.000000,28.949173,32.145135,6.000000,667.651941,0.500000,0.080000,-1092.434038,0.867187,-0.407554,1.605438,133341.889823
4050.000000,60.000000,29.092819,32.371178,6.000000,682.842424,0.500000,0.080000,-1099.008490,0.869485,-0.407456,1.703117,134269.105246
4080.000000,60.000000,29.242044,32.599273,6.000000,697.257655,0.500000,0.080000,-1105.838261,0.871873,-0.407356,1.804590,135191.843929
4110.000000,60.000000,29.396559,32.828916,6.000000,710.858124,0.500000,0.080000,-1112.910181,0.874345,-0.407254,1.909660,136109.947150
4140.000000,60.000000,29.556063,33.059595,6.000000,723.606552,0.500000,0.080000,-1120.210387,0.876897,-0.407150,2.018123,137023.265273
4170.000000,60.000000,29.720236,33.290797,6.000000,735.467998,0.500000,0.080000,-1127.724359,0.879524,-0.407044,2.129761,137931.658180
