t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,0.00,4.88,0.0000,0.0114,30.014,49.983,-0.00273,0.000,0.00
0.00100,0.00,9.67,0.0000,0.0426,30.028,49.965,-0.00663,0.000,0.01
0.00150,0.00,14.28,0.0000,0.0891,30.041,49.949,-0.01162,0.000,0.01
0.00200,0.00,18.68,0.0001,0.1469,30.053,49.932,-0.01765,0.000,0.02
0.00250,0.00,22.82,0.0002,0.2124,30.064,49.917,-0.02463,0.000,0.04
0.00300,0.00,26.68,0.0003,0.2827,30.075,49.902,-0.03248,0.000,0.05
0.00350,0.00,30.24,0.0005,0.3550,30.084,49.888,-0.04113,0.000,0.06
0.00400,0.00,32.12,0.0007,0.4254,30.090,49.882,-0.04973,0.000,0.08
0.00450,0.00,29.47,0.0009,0.4783,30.087,49.899,-0.05627,0.000,0.09
0.00500,0.00,22.17,0.0011,0.4954,30.075,49.940,-0.05954,0.000,0.11
0.00550,0.00,10.81,0.0014,0.4632,30.055,50.002,-0.05872,0.000,0.11
0.00600,0.00,-3.43,0.0016,0.3749,30.031,50.080,-0.05345,0.000,0.11
0.00650,0.00,-18.85,0.0018,0.2321,30.005,50.165,-0.04397,0.000,0.12
0.00700,0.00,-33.38,0.0018,0.0453,29.982,50.248,-0.03114,0.000,0.14
0.00750,0.00,-44.87,0.0018,-0.1673,29.966,50.317,-0.01639,0.000,0.16
0.00800,0.00,-51.35,0.0017,-0.3809,29.960,50.362,-0.00157,0.000,0.19
0.00850,0.00,-51.32,0.0014,-0.5677,29.968,50.375,0.01123,0.000,0.21
0.00900,0.00,-44.76,0.0011,-0.7006,29.990,50.356,0.02037,0.000,0.23
0.00950,0.00,-36.77,0.0007,-0.7702,30.014,50.330,0.02707,0.000,0.25
0.01000,0.00,-28.63,0.0003,-0.7854,30.039,50.304,0.03169,0.000,0.27
0.01050,0.00,-20.52,-0.0000,-0.7556,30.064,50.278,0.03430,0.000,0.28
0.01100,0.00,-12.63,-0.0004,-0.6898,30.089,50.253,0.03501,0.000,0.28
0.01150,0.00,-4.29,-0.0007,-0.5952,30.115,50.227,0.03350,0.000,0.29
0.01200,0.00,6.46,-0.0010,-0.4700,30.149,50.195,0.02856,0.000,0.29
0.01250,0.00,18.09,-0.0012,-0.3128,30.187,50.161,0.02044,0.000,0.30
0.01300,0.00,28.54,-0.0013,-0.1314,30.220,50.130,0.01008,0.000,0.31
0.01350,0.00,35.74,-0.0013,0.0583,30.243,50.107,-0.00106,0.000,0.33
0.01400,0.00,40.02,-0.0013,0.2375,30.255,50.091,-0.01237,0.000,0.35
0.01450,0.00,43.58,-0.0011,0.4001,30.264,50.077,-0.02435,0.000,0.37
0.01500,0.00,46.50,-0.0009,0.5450,30.271,50.064,-0.03686,0.000,0.40
0.01550,0.00,48.87,-0.0006,0.6720,30.276,50.053,-0.04979,0.000,0.42
0.01600,0.00,50.52,-0.0002,0.7811,30.280,50.045,-0.06291,0.000,0.45
0.01650,0.00,46.40,0.0002,0.8617,30.271,50.066,-0.07322,0.000,0.47
0.01700,0.00,34.76,0.0007,0.8855,30.249,50.125,-0.07829,0.000,0.49
0.01750,0.00,16.57,0.0011,0.8304,30.214,50.219,-0.07679,0.000,0.49
0.01800,0.00,-6.21,0.0015,0.6853,30.171,50.337,-0.06818,0.000,0.50
0.01850,0.00,-30.82,0.0018,0.4529,30.126,50.467,-0.05287,0.000,0.51
0.01900,0.00,-53.93,0.0019,0.1502,30.086,50.593,-0.03225,0.000,0.54
0.01950,0.00,-72.10,0.0019,-0.1926,30.057,50.696,-0.00863,0.000,0.58
0.02000,0.00,-82.19,0.0017,-0.5361,30.046,50.761,0.01501,0.000,0.62
0.02050,0.00,-81.85,0.0014,-0.8360,30.056,50.775,0.03532,0.000,0.66
0.02100,0.00,-73.23,0.0009,-1.0525,30.083,50.748,0.05093,0.000,0.69
0.02150,0.00,-63.61,0.0003,-1.1815,30.113,50.719,0.06382,0.000,0.73
0.02200,0.00,-53.00,-0.0003,-1.2350,30.147,50.686,0.07376,0.000,0.75
0.02250,0.00,-33.24,-0.0009,-1.2041,30.213,50.632,0.07594,0.000,0.77
0.02300,0.00,-3.99,-0.0014,-1.0569,30.313,50.555,0.06787,0.000,0.77
0.02350,0.00,30.68,-0.0019,-0.7810,30.432,50.464,0.04947,0.000,0.79
0.02400,0.00,65.36,-0.0022,-0.3895,30.551,50.374,0.02242,0.000,0.82
0.02450,0.00,93.95,-0.0023,0.0787,30.650,50.300,-0.00988,0.000,0.87
0.02500,0.00,110.63,-0.0021,0.5646,30.706,50.254,-0.04265,0.000,0.92
0.02550,0.00,113.64,-0.0017,1.0003,30.713,50.242,-0.07194,0.000,0.98
0.02600,0.00,113.61,-0.0011,1.3565,30.710,50.237,-0.10029,0.000,1.04
0.02650,0.00,107.29,-0.0004,1.6327,30.693,50.262,-0.12510,0.000,1.09
0.02700,0.00,84.57,0.0005,1.7848,30.644,50.369,-0.13917,0.000,1.13
0.02750,0.00,46.71,0.0014,1.7591,30.567,50.555,-0.13910,0.000,1.15
0.02800,0.00,-2.44,0.0022,1.5240,30.468,50.801,-0.12326,0.000,1.16
0.02850,0.00,-57.04,0.0029,1.0786,30.362,51.079,-0.09211,0.000,1.18
0.02900,0.00,-109.90,0.0032,0.4571,30.263,51.354,-0.04831,0.000,1.24
0.02950,0.00,-153.32,0.0033,-0.2753,30.186,51.588,0.00340,0.000,1.32
0.03000,0.00,-180.11,0.0030,-1.0333,30.145,51.743,0.05664,0.000,1.41
0.03050,0.00,-184.59,0.0023,-1.7226,30.151,51.789,0.10410,0.000,1.50
