t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.09575,43.163,0.04
0.00100,157.05,10.56,0.0000,0.0430,30.031,49.963,0.11679,43.008,0.11
0.00150,235.53,31.80,0.0001,0.1247,30.103,49.906,0.11835,40.859,0.21
0.00200,313.95,70.16,0.0002,0.3290,30.236,49.809,0.11320,37.830,0.33
0.00250,392.30,119.51,0.0004,0.6958,30.408,49.685,0.11082,34.813,0.47
0.00300,470.54,174.83,0.0009,1.2316,30.602,49.547,0.11164,32.147,0.62
0.00350,548.67,233.03,0.0017,1.9265,30.807,49.403,0.11463,29.911,0.78
0.00400,626.67,292.36,0.0028,2.7680,31.016,49.257,0.11896,28.079,0.94
0.00450,704.51,351.83,0.0045,3.7496,31.226,49.111,0.12417,26.592,1.12
0.00500,782.17,410.85,0.0066,4.8732,31.435,48.968,0.13005,25.395,1.31
0.00550,859.65,468.95,0.0094,6.1472,31.641,48.828,0.13657,24.441,1.50
0.00600,936.91,525.78,0.0128,7.5819,31.844,48.692,0.14378,23.693,1.71
0.00650,1013.94,580.98,0.0170,9.1838,32.042,48.561,0.15171,23.123,1.92
0.00700,1090.72,634.29,0.0220,10.9526,32.233,48.437,0.16040,22.708,2.15
0.00750,1167.23,685.49,0.0279,12.8791,32.419,48.319,0.16983,22.427,2.39
0.00800,1243.45,734.47,0.0349,14.9470,32.597,48.208,0.17993,22.261,2.65
0.00850,1319.37,781.22,0.0429,17.1343,32.769,48.104,0.19061,22.190,2.92
0.00900,1394.96,825.81,0.0520,19.4160,32.934,48.008,0.20174,22.196,3.20
0.00950,1470.20,868.39,0.0623,21.7655,33.093,47.918,0.21321,22.261,3.50
0.01000,1545.08,909.18,0.0738,24.1562,33.247,47.835,0.22487,22.371,3.82
0.01050,1619.59,948.42,0.0865,26.5620,33.397,47.758,0.23661,22.510,4.15
0.01100,1693.69,986.40,0.1004,28.9578,33.543,47.685,0.24831,22.666,4.51
0.01150,1767.37,1023.41,0.1155,31.3202,33.687,47.617,0.25986,22.828,4.88
0.01200,1840.62,1059.77,0.1317,33.6275,33.831,47.553,0.27114,22.988,5.27
