t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,12.57,4.88,0.0000,0.0114,30.014,49.983,0.05246,31.451,0.00
0.00100,25.13,9.67,0.0000,0.0426,30.028,49.965,0.16122,31.609,0.01
0.00150,37.70,28.04,0.0000,0.1090,30.089,49.915,0.13240,14.367,0.02
0.00200,50.26,70.81,0.0001,0.3087,30.238,49.807,-0.31945,-22.238,0.03
0.00250,62.82,83.90,0.0004,0.6190,30.283,49.772,-0.34741,-18.545,0.04
0.00300,75.38,45.71,0.0007,0.8119,30.211,49.971,0.74950,21.482,0.05
0.00350,87.94,55.38,0.0012,0.8296,30.263,49.977,0.90234,20.317,0.07
0.00400,100.49,234.82,0.0016,1.2661,30.898,49.540,-1.00000,-53.201,0.14
0.00450,113.04,335.31,0.0026,2.4321,31.254,49.296,-1.00000,-63.044,0.25
0.00500,125.58,222.77,0.0040,3.3227,31.027,49.855,-1.00000,-37.738,0.30
0.00550,138.12,-42.00,0.0057,3.1630,30.512,51.203,1.00000,52.517,0.39
0.00600,150.65,-215.75,0.0070,1.8329,30.174,52.087,1.00000,67.649,0.57
0.00650,163.18,-155.24,0.0075,0.4864,30.389,51.943,1.00000,62.866,0.73
0.00700,175.70,111.88,0.0076,0.1494,31.330,51.285,-0.75573,19.962,0.76
0.00750,188.22,314.30,0.0079,1.1039,32.044,50.787,-1.00000,-33.818,0.82
0.00800,200.72,279.97,0.0088,2.2151,31.985,50.976,-1.00000,-21.544,0.86
0.00850,213.22,74.28,0.0100,2.5589,31.582,52.018,1.00000,33.089,0.93
0.00900,225.71,-58.93,0.0111,1.8979,31.319,52.690,1.00000,51.587,1.07
0.00950,238.19,29.46,0.0119,1.2569,31.628,52.468,1.00000,41.229,1.18
0.01000,250.67,317.40,0.0126,1.6116,32.640,51.756,-1.00000,-14.908,1.21
0.01050,263.13,501.01,0.0137,3.1684,33.286,51.302,-1.00000,-42.115,1.33
0.01100,275.58,430.51,0.0157,4.6887,33.131,51.632,-1.00000,-29.344,1.41
0.01150,288.02,193.07,0.0183,5.2759,32.646,52.801,1.00000,18.245,1.46
0.01200,300.45,33.74,0.0208,4.6641,32.313,53.573,1.00000,41.596,1.59
0.01250,312.87,100.92,0.0229,3.8843,32.547,53.405,1.00000,34.116,1.70
