t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-1.00000,0.000,0.00
0.00050,12.57,-79.54,-0.0000,-0.1184,29.857,50.424,1.00000,82.231,0.05
0.00100,25.13,-124.70,-0.0002,-0.6419,29.788,50.686,1.00000,80.478,0.12
0.00150,37.70,44.40,-0.0006,-0.7692,30.384,50.271,-1.00000,-10.087,0.12
0.00200,50.26,152.62,-0.0008,-0.0553,30.766,50.005,-1.00000,-63.848,0.18
0.00250,62.82,50.22,-0.0007,0.4842,30.576,50.542,1.00000,11.342,0.18
0.00300,75.38,-13.75,-0.0004,0.3994,30.460,50.882,1.00000,49.778,0.23
0.00350,87.94,136.44,-0.0002,0.5396,30.990,50.512,-1.00000,-28.880,0.25
0.00400,100.49,230.50,0.0002,1.3878,31.322,50.282,-1.00000,-52.300,0.32
0.00450,113.04,116.05,0.0011,1.9813,31.098,50.864,-1.00000,-1.526,0.32
0.00500,125.58,-147.21,0.0020,1.5684,30.594,52.217,1.00000,65.280,0.45
0.00550,138.12,-317.28,0.0025,0.0815,30.273,53.099,1.00000,73.128,0.68
0.00600,150.65,-251.96,0.0021,-1.3323,30.505,52.942,1.00000,69.485,0.88
0.00650,163.18,21.12,0.0013,-1.6925,31.464,52.264,1.00000,41.042,0.95
0.00700,175.70,442.56,0.0007,-0.3646,32.948,51.225,-1.00000,-56.639,1.09
0.00750,188.22,719.07,0.0012,2.4918,33.923,50.546,-1.00000,-70.478,1.35
0.00800,200.72,695.88,0.0032,5.4231,33.885,50.676,-1.00000,-67.934,1.60
0.00850,213.22,487.64,0.0065,7.5057,33.445,51.677,-1.00000,-52.153,1.74
0.00900,225.71,145.02,0.0105,8.0742,32.737,53.353,1.00000,19.672,1.78
0.00950,238.19,-91.02,0.0143,6.9783,32.239,54.491,1.00000,54.113,1.94
0.01000,250.67,-80.59,0.0174,5.3724,32.291,54.490,1.00000,52.885,2.11
0.01050,263.13,143.09,0.0198,4.4199,33.073,53.929,1.00000,24.523,2.17
0.01100,275.58,525.15,0.0221,4.9955,34.411,52.975,-1.00000,-42.164,2.29
0.01150,288.02,769.99,0.0251,7.1978,35.270,52.366,-1.00000,-59.138,2.53
0.01200,300.45,722.44,0.0293,9.6612,35.152,52.566,-1.00000,-54.550,2.74
0.01250,312.87,492.45,0.0346,11.2995,34.639,53.628,-1.00000,-29.855,2.83
0.01300,325.27,131.25,0.0403,11.3440,33.865,55.348,1.00000,30.816,2.93
0.01350,337.67,-119.62,0.0456,9.6148,33.314,56.521,1.00000,53.558,3.16
0.01400,350.05,-119.81,0.0498,7.2656,33.329,56.547,1.00000,53.314,3.39
0.01450,362.41,97.27,0.0530,5.4986,34.082,55.993,1.00000,36.189,3.53
