t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,0.09534,43.156,0.04
0.00100,154.51,10.53,0.0000,0.0430,30.031,49.963,0.11383,42.979,0.11
0.00150,227.00,31.34,0.0001,0.1238,30.101,49.908,0.11038,40.759,0.21
0.00200,293.89,68.10,0.0002,0.3231,30.229,49.814,0.09787,37.534,0.32
0.00250,353.55,113.64,0.0004,0.6738,30.387,49.699,0.08610,34.160,0.44
0.00300,404.51,161.71,0.0009,1.1715,30.556,49.578,0.07573,30.974,0.56
0.00350,445.50,207.97,0.0016,1.7910,30.718,49.463,0.06599,28.065,0.68
0.00400,475.53,249.55,0.0027,2.4996,30.863,49.359,0.05624,25.418,0.79
0.00450,493.84,284.46,0.0041,3.2643,30.986,49.272,0.04622,22.976,0.90
0.00500,500.00,311.31,0.0059,4.0538,31.080,49.205,0.03591,20.675,0.99
0.00550,493.84,329.12,0.0082,4.8366,31.142,49.161,0.02545,18.446,1.07
0.00600,475.53,337.27,0.0108,5.5791,31.170,49.140,0.01502,16.212,1.14
0.00650,445.50,335.46,0.0137,6.2447,31.163,49.143,0.00479,13.875,1.20
0.00700,404.51,323.76,0.0170,6.7940,31.122,49.171,-0.00507,11.289,1.24
0.00750,353.55,302.57,0.0205,7.1867,31.046,49.222,-0.01447,8.206,1.26
0.00800,293.89,277.38,0.0241,7.3935,30.957,49.283,-0.02952,3.216,1.27
0.00850,227.00,251.77,0.0279,7.4132,30.866,49.345,-0.04872,-6.228,1.28
0.00900,154.51,226.48,0.0315,7.2526,30.776,49.406,-0.06879,-24.978,1.32
0.00950,78.22,199.79,0.0351,6.9210,30.685,49.477,-0.08607,-57.244,1.38
0.01000,0.00,165.19,0.0384,6.4048,30.582,49.593,-0.09318,0.000,1.46
0.01050,-78.22,123.71,0.0414,5.6840,30.470,49.752,-0.09731,-68.826,1.56
0.01100,-154.51,77.86,0.0441,4.7594,30.355,49.943,-0.10015,-56.379,1.68
0.01150,-227.00,30.03,0.0462,3.6590,30.243,50.155,-0.10176,-48.550,1.81
0.01200,-293.89,-17.80,0.0477,2.4368,30.139,50.380,-0.10189,-43.211,1.95
0.01250,-353.55,-64.04,0.0486,1.1617,30.046,50.610,-0.10027,-39.313,2.09
0.01300,-404.51,-107.43,0.0489,-0.1052,29.966,50.839,-0.09669,-36.294,2.24
0.01350,-445.50,-146.91,0.0485,-1.3302,29.902,51.061,-0.09110,-33.831,2.39
0.01400,-475.53,-181.46,0.0475,-2.5065,29.855,51.271,-0.08369,-31.732,2.54
0.01450,-493.84,-210.08,0.0460,-3.6396,29.827,51.462,-0.07483,-29.882,2.68
0.01500,-500.00,-231.78,0.0439,-4.7328,29.818,51.628,-0.06493,-28.211,2.81
0.01550,-493.84,-245.68,0.0413,-5.7801,29.831,51.766,-0.05439,-26.680,2.94
0.01600,-475.53,-251.12,0.0381,-6.7635,29.866,51.870,-0.04356,-25.263,3.05
0.01650,-445.50,-247.70,0.0345,-7.6551,29.924,51.938,-0.03274,-23.941,3.15
0.01700,-404.51,-235.32,0.0305,-8.4197,30.004,51.968,-0.02214,-22.698,3.23
0.01750,-353.55,-214.21,0.0261,-9.0183,30.105,51.960,-0.01195,-21.510,3.30
0.01800,-293.89,-184.94,0.0215,-9.4119,30.224,51.914,-0.00230,-20.341,3.36
0.01850,-227.00,-148.35,0.0168,-9.5646,30.358,51.833,0.00671,-19.110,3.40
0.01900,-154.51,-105.84,0.0120,-9.4465,30.504,51.722,0.01538,-17.484,3.42
0.01950,-78.22,-63.04,0.0074,-9.0471,30.649,51.606,0.02894,-10.983,3.43
0.02000,-0.00,-22.46,0.0030,-8.3831,30.785,51.496,0.04438,0.000,3.44
0.02050,78.22,14.86,-0.0010,-7.4835,30.911,51.395,0.05989,39.006,3.47
0.02100,154.51,49.90,-0.0044,-6.3882,31.029,51.300,0.07263,34.098,3.52
0.02150,227.00,89.69,-0.0073,-5.1259,31.165,51.193,0.07389,31.169,3.59
0.02200,293.89,133.03,-0.0096,-3.7281,31.313,51.080,0.07181,28.694,3.67
0.02250,353.55,176.81,-0.0111,-2.2594,31.464,50.966,0.06891,26.561,3.76
0.02300,404.51,218.51,-0.0118,-0.8009,31.607,50.858,0.06505,24.693,3.85
0.02350,445.50,256.41,-0.0119,0.5867,31.738,50.760,0.05983,22.999,3.95
0.02400,475.53,289.21,-0.0112,1.8831,31.852,50.676,0.05312,21.396,4.04
0.02450,493.84,315.79,-0.0100,3.0950,31.944,50.608,0.04515,19.827,4.13
0.02500,500.00,335.10,-0.0082,4.2329,32.010,50.558,0.03632,18.253,4.21
0.02550,493.84,346.20,-0.0058,5.2973,32.048,50.529,0.02703,16.645,4.29
0.02600,475.53,348.41,-0.0029,6.2746,32.055,50.522,0.01761,14.966,4.35
0.02650,445.50,341.33,0.0005,7.1393,32.030,50.539,0.00830,13.161,4.40
0.02700,404.51,324.93,0.0042,7.8573,31.971,50.578,-0.00072,11.129,4.44
0.02750,353.55,299.53,0.0083,8.3904,31.881,50.640,-0.00934,8.688,4.47
0.02800,293.89,269.36,0.0126,8.7067,31.775,50.713,-0.02214,4.771,4.48
0.02850,227.00,238.41,0.0170,8.7995,31.665,50.789,-0.03937,-2.879,4.49
0.02900,154.51,207.58,0.0214,8.6721,31.556,50.864,-0.05757,-18.956,4.51
0.02950,78.22,177.44,0.0256,8.3335,31.450,50.938,-0.07592,-51.751,4.56
0.03000,0.00,142.17,0.0297,7.7848,31.337,51.043,-0.08560,0.000,4.63
0.03050,-78.22,100.42,0.0334,7.0077,31.215,51.189,-0.09006,-66.354,4.72
0.03100,-154.51,54.50,0.0366,5.9988,31.092,51.366,-0.09307,-53.527,4.83
0.03150,-227.00,6.89,0.0393,4.7818,30.973,51.564,-0.09504,-45.856,4.95
0.03200,-293.89,-40.32,0.0414,3.4119,30.862,51.773,-0.09576,-40.788,5.07
0.03250,-353.55,-85.48,0.0427,1.9711,30.765,51.987,-0.09492,-37.170,5.21
0.03300,-404.51,-127.39,0.0434,0.5449,30.683,52.199,-0.09218,-34.414,5.34
0.03350,-445.50,-165.13,0.0433,-0.8108,30.617,52.405,-0.08736,-32.184,5.49
0.03400,-475.53,-197.89,0.0426,-2.0817,30.570,52.599,-0.08056,-30.279,5.62
0.03450,-493.84,-224.80,0.0412,-3.2771,30.541,52.776,-0.07212,-28.582,5.76
0.03500,-500.00,-244.97,0.0393,-4.4081,30.533,52.930,-0.06249,-27.025,5.89
0.03550,-493.84,-257.56,0.0368,-5.4758,30.546,53.056,-0.05213,-25.569,6.00
0.03600,-475.53,-261.92,0.0338,-6.4680,30.581,53.150,-0.04141,-24.190,6.11
0.03650,-445.50,-257.61,0.0304,-7.3606,30.638,53.210,-0.03065,-22.868,6.20
0.03700,-404.51,-244.52,0.0265,-8.1212,30.717,53.232,-0.02009,-21.580,6.28
0.03750,-353.55,-222.85,0.0223,-8.7129,30.816,53.218,-0.00992,-20.288,6.35
0.03800,-293.89,-193.14,0.0178,-9.0984,30.934,53.167,-0.00027,-18.922,6.40
0.03850,-227.00,-156.21,0.0132,-9.2429,31.067,53.081,0.00873,-17.319,6.44
0.03900,-154.51,-114.09,0.0086,-9.1185,31.210,52.968,0.01824,-14.660,6.46
0.03950,-78.22,-72.49,0.0041,-8.7207,31.351,52.855,0.03297,-4.190,6.46
0.04000,-0.00,-33.09,-0.0001,-8.0679,31.483,52.748,0.04874,0.000,6.48
0.04050,78.22,3.14,-0.0039,-7.1897,31.605,52.649,0.06452,43.827,6.51
0.04100,154.51,39.28,-0.0072,-6.1225,31.727,52.551,0.07471,36.714,6.57
0.04150,227.00,80.99,-0.0100,-4.8855,31.869,52.440,0.07458,32.749,6.64
0.04200,293.89,125.89,-0.0121,-3.5119,32.023,52.322,0.07240,29.754,6.73
0.04250,353.55,170.82,-0.0135,-2.0684,32.177,52.205,0.06955,27.332,6.82
0.04300,404.51,213.42,-0.0142,-0.6347,32.323,52.094,0.06568,25.286,6.91
0.04350,445.50,252.05,-0.0141,0.7328,32.456,51.994,0.06040,23.472,7.01
0.04400,475.53,285.46,-0.0134,2.0163,32.572,51.907,0.05364,21.787,7.11
0.04450,493.84,312.52,-0.0121,3.2228,32.665,51.837,0.04564,20.161,7.20
0.04500,500.00,332.20,-0.0102,4.3614,32.732,51.785,0.03682,18.552,7.28
0.04550,493.84,343.57,-0.0078,5.4308,32.771,51.755,0.02756,16.925,7.36
0.04600,475.53,345.95,-0.0048,6.4160,32.778,51.747,0.01818,15.243,7.42
0.04650,445.50,338.96,-0.0014,7.2901,32.752,51.763,0.00892,13.449,7.47
0.04700,404.51,322.59,0.0025,8.0180,32.694,51.802,-0.00004,11.448,7.52
0.04750,353.55,297.16,0.0066,8.5606,32.604,51.863,-0.00860,9.063,7.54
0.04800,293.89,266.43,0.0110,8.8842,32.495,51.938,-0.02069,5.339,7.56
0.04850,227.00,234.87,0.0155,8.9802,32.383,52.015,-0.03771,-1.988,7.56
0.04900,154.51,203.43,0.0199,8.8515,32.272,52.092,-0.05572,-17.570,7.59
0.04950,78.22,172.89,0.0243,8.5071,32.164,52.166,-0.07416,-50.438,7.63
0.05000,-0.00,137.95,0.0284,7.9510,32.050,52.268,-0.08466,0.000,7.70
0.05050,-78.22,96.54,0.0322,7.1658,31.929,52.410,-0.08923,-65.888,7.79
0.05100,-154.51,50.88,0.0355,6.1474,31.805,52.584,-0.09225,-53.047,7.89
0.05150,-227.00,3.49,0.0383,4.9183,31.684,52.778,-0.09424,-45.437,8.01
0.05200,-293.89,-43.51,0.0404,3.5329,31.573,52.984,-0.09501,-40.429,8.13
0.05250,-353.55,-88.46,0.0418,2.0739,31.475,53.195,-0.09425,-36.863,8.26
0.05300,-404.51,-130.12,0.0425,0.6293,31.392,53.404,-0.09161,-34.150,8.40
0.05350,-445.50,-167.60,0.0425,-0.7421,31.326,53.606,-0.08688,-31.956,8.54
0.05400,-475.53,-200.10,0.0418,-2.0242,31.278,53.797,-0.08016,-30.080,8.68
0.05450,-493.84,-226.76,0.0404,-3.2265,31.249,53.971,-0.07178,-28.406,8.81
0.05500,-500.00,-246.72,0.0385,-4.3613,31.240,54.122,-0.06219,-26.865,8.94
0.05550,-493.84,-259.13,0.0361,-5.4303,31.252,54.246,-0.05185,-25.421,9.06
0.05600,-475.53,-263.32,0.0331,-6.4222,31.286,54.338,-0.04115,-24.049,9.16
0.05650,-445.50,-258.88,0.0297,-7.3133,31.343,54.396,-0.03040,-22.729,9.26
0.05700,-404.51,-245.68,0.0258,-8.0717,31.422,54.417,-0.01985,-21.437,9.34
0.05750,-353.55,-223.93,0.0216,-8.6609,31.521,54.401,-0.00969,-20.135,9.40
0.05800,-293.89,-194.14,0.0172,-9.0436,31.638,54.348,-0.00005,-18.747,9.45
0.05850,-227.00,-157.15,0.0126,-9.1854,31.771,54.262,0.00895,-17.102,9.48
0.05900,-154.51,-115.07,0.0081,-9.0585,31.914,54.149,0.01858,-14.317,9.50
0.05950,-78.22,-73.60,0.0036,-8.6595,32.054,54.036,0.03343,-3.377,9.51
0.06000,-0.00,-34.33,-0.0005,-8.0069,32.186,53.929,0.04925,0.000,9.52
0.06050,78.22,1.77,-0.0043,-7.1305,32.307,53.831,0.06505,44.345,9.56
0.06100,154.51,38.07,-0.0076,-6.0663,32.430,53.732,0.07492,37.003,9.62
0.06150,227.00,80.02,-0.0104,-4.8327,32.572,53.620,0.07463,32.923,9.69
0.06200,293.89,125.13,-0.0125,-3.4632,32.726,53.501,0.07242,29.866,9.78
0.06250,353.55,170.23,-0.0138,-2.0247,32.881,53.382,0.06955,27.407,9.87
0.06300,404.51,212.98,-0.0145,-0.5962,33.027,53.270,0.06567,25.337,9.97
0.06350,445.50,251.74,-0.0144,0.7669,33.160,53.169,0.06037,23.506,10.06
0.06400,475.53,285.26,-0.0137,2.0476,33.275,53.081,0.05359,21.808,10.16
0.06450,493.84,312.41,-0.0124,3.2528,33.368,53.010,0.04559,20.173,10.25
0.06500,500.00,332.15,-0.0105,4.3915,33.435,52.957,0.03677,18.557,10.33
0.06550,493.84,343.56,-0.0080,5.4618,33.473,52.926,0.02752,16.926,10.41
0.06600,475.53,345.95,-0.0050,6.4485,33.480,52.917,0.01816,15.242,10.47
0.06650,445.50,338.96,-0.0016,7.3244,33.454,52.933,0.00893,13.449,10.53
0.06700,404.51,322.57,0.0023,8.0540,33.396,52.971,-0.00002,11.451,10.57
0.06750,353.55,297.10,0.0064,8.5982,33.305,53.033,-0.00856,9.072,10.59
0.06800,293.89,266.33,0.0108,8.9230,33.196,53.108,-0.02062,5.357,10.61
0.06850,227.00,234.73,0.0153,9.0197,33.084,53.185,-0.03762,-1.952,10.61
0.06900,154.51,203.25,0.0198,8.8913,32.973,53.261,-0.05562,-17.507,10.64
0.06950,78.22,172.67,0.0242,8.5465,32.865,53.336,-0.07405,-50.372,10.68
0.07000,-0.00,137.72,0.0283,7.9894,32.751,53.437,-0.08458,0.000,10.75
0.07050,-78.22,96.29,0.0321,7.2026,32.629,53.579,-0.08914,-65.857,10.84
0.07100,-154.51,50.61,0.0355,6.1819,32.504,53.751,-0.09215,-53.011,10.94
0.07150,-227.00,3.20,0.0383,4.9496,32.383,53.945,-0.09413,-45.401,11.06
0.07200,-293.89,-43.81,0.0404,3.5599,32.271,54.150,-0.09492,-40.396,11.18
0.07250,-353.55,-88.74,0.0418,2.0958,32.172,54.359,-0.09417,-36.833,11.32
0.07300,-404.51,-130.39,0.0425,0.6461,32.088,54.567,-0.09155,-34.124,11.45
0.07350,-445.50,-167.83,0.0425,-0.7297,32.022,54.768,-0.08685,-31.934,11.59
0.07400,-475.53,-200.29,0.0418,-2.0151,31.973,54.957,-0.08014,-30.063,11.73
0.07450,-493.84,-226.91,0.0405,-3.2199,31.943,55.129,-0.07178,-28.393,11.86
0.07500,-500.00,-246.81,0.0386,-4.3564,31.934,55.279,-0.06221,-26.857,11.99
0.07550,-493.84,-259.17,0.0361,-5.4267,31.945,55.402,-0.05188,-25.417,12.11
0.07600,-475.53,-263.32,0.0332,-6.4194,31.979,55.493,-0.04120,-24.049,12.21
0.07650,-445.50,-258.83,0.0297,-7.3110,32.036,55.550,-0.03047,-22.735,12.31
0.07700,-404.51,-245.58,0.0259,-8.0697,32.114,55.570,-0.01993,-21.450,12.38
0.07750,-353.55,-223.77,0.0217,-8.6588,32.213,55.554,-0.00978,-20.157,12.45
0.07800,-293.89,-193.94,0.0173,-9.0413,32.331,55.501,-0.00016,-18.783,12.50
0.07850,-227.00,-156.90,0.0127,-9.1826,32.464,55.414,0.00883,-17.161,12.53
0.07900,-154.51,-114.75,0.0081,-9.0550,32.607,55.301,0.01840,-14.432,12.55
0.07950,-78.22,-73.18,0.0037,-8.6548,32.747,55.188,0.03321,-3.688,12.56
0.08000,-0.00,-33.82,-0.0005,-8.0007,32.879,55.080,0.04900,0.000,12.57
0.08050,78.22,2.37,-0.0043,-7.1224,33.001,54.982,0.06479,44.120,12.61
0.08100,154.51,38.63,-0.0076,-6.0566,33.123,54.883,0.07480,36.870,12.67
0.08150,227.00,80.52,-0.0103,-4.8219,33.265,54.770,0.07453,32.833,12.74
0.08200,293.89,125.60,-0.0124,-3.4521,33.418,54.651,0.07230,29.797,12.83
0.08250,353.55,170.70,-0.0138,-2.0140,33.572,54.531,0.06941,27.347,12.92
0.08300,404.51,213.46,-0.0144,-0.5861,33.718,54.418,0.06551,25.281,13.01
0.08350,445.50,252.23,-0.0144,0.7762,33.851,54.316,0.06020,23.452,13.11
0.08400,475.53,285.77,-0.0136,2.0565,33.965,54.227,0.05342,21.755,13.21
0.08450,493.84,312.93,-0.0123,3.2617,34.058,54.155,0.04543,20.120,13.30
0.08500,500.00,332.67,-0.0104,4.4005,34.124,54.102,0.03661,18.503,13.38
0.08550,493.84,344.07,-0.0079,5.4711,34.162,54.070,0.02738,16.871,13.45
0.08600,475.53,346.45,-0.0049,6.4582,34.169,54.061,0.01803,15.187,13.52
0.08650,445.50,339.44,-0.0015,7.3345,34.142,54.075,0.00881,13.392,13.57
0.08700,404.51,323.01,0.0024,8.0643,34.083,54.114,-0.00012,11.391,13.61
0.08750,353.55,297.51,0.0066,8.6087,33.993,54.175,-0.00864,9.007,13.64
0.08800,293.89,266.81,0.0109,8.9336,33.884,54.250,-0.02083,5.266,13.65
0.08850,227.00,235.27,0.0154,9.0307,33.772,54.327,-0.03785,-2.089,13.66
0.08900,154.51,203.85,0.0199,8.9028,33.661,54.403,-0.05587,-17.712,13.68
0.08950,78.22,173.31,0.0243,8.5589,33.553,54.477,-0.07428,-50.563,13.73
0.09000,0.00,138.28,0.0285,8.0023,33.439,54.579,-0.08467,0.000,13.80
0.09050,-78.22,96.76,0.0323,7.2154,33.316,54.720,-0.08919,-65.915,13.89
0.09100,-154.51,51.01,0.0356,6.1939,33.191,54.893,-0.09219,-53.064,13.99
0.09150,-227.00,3.53,0.0384,4.9601,33.069,55.086,-0.09417,-45.442,14.11
0.09200,-293.89,-43.52,0.0406,3.5684,32.957,55.290,-0.09495,-40.428,14.23
0.09250,-353.55,-88.50,0.0420,2.1020,32.857,55.499,-0.09421,-36.859,14.36
0.09300,-404.51,-130.16,0.0427,0.6499,32.773,55.706,-0.09159,-34.146,14.50
0.09350,-445.50,-167.62,0.0427,-0.7280,32.705,55.906,-0.08690,-31.954,14.64
