t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-1.00000,0.000,0.00
0.00050,78.54,-79.54,-0.0000,-0.1184,29.857,50.424,1.00000,63.580,0.08
0.00100,157.05,-124.70,-0.0002,-0.6419,29.788,50.686,1.00000,60.864,0.22
0.00150,235.53,44.40,-0.0006,-0.7692,30.384,50.271,1.00000,39.059,0.32
0.00200,313.95,390.31,-0.0008,0.3369,31.610,49.431,-1.00000,-13.669,0.35
0.00250,392.30,613.75,-0.0000,2.7205,32.402,48.890,-1.00000,-29.446,0.46
0.00300,470.54,563.64,0.0019,5.0732,32.297,49.131,-1.00000,-11.192,0.51
0.00350,548.67,338.17,0.0049,6.5059,31.834,50.239,1.00000,20.990,0.62
0.00400,626.67,182.86,0.0082,6.7184,31.501,50.979,1.00000,35.306,0.84
0.00450,704.51,247.29,0.0116,6.6718,31.729,50.821,1.00000,32.983,1.07
0.00500,782.17,508.73,0.0150,7.4016,32.655,50.186,1.00000,19.270,1.20
0.00550,859.65,905.75,0.0192,9.6939,34.064,49.225,-1.00000,-3.070,1.23
0.00600,936.91,1149.59,0.0250,13.6671,34.932,48.641,-1.00000,-12.790,1.33
0.00650,1013.94,1084.93,0.0329,17.8901,34.747,48.871,-1.00000,-4.005,1.37
0.00700,1090.72,827.20,0.0428,21.1466,34.129,49.988,1.00000,13.582,1.50
0.00750,1167.23,625.70,0.0538,22.9164,33.606,50.796,1.00000,24.888,1.77
0.00800,1243.45,636.14,0.0656,24.0495,33.648,50.779,1.00000,26.031,2.07
0.00850,1319.37,835.89,0.0779,25.5517,34.361,50.302,1.00000,20.125,2.32
0.00900,1394.96,1165.44,0.0913,28.2038,35.535,49.513,1.00000,9.343,2.43
0.00950,1470.20,1577.53,0.1064,32.5097,37.006,48.530,-1.00000,-4.175,2.48
0.01000,1545.08,1798.61,0.1241,38.3450,37.803,48.017,-1.00000,-9.318,2.61
0.01050,1619.59,1675.24,0.1447,44.0605,37.394,48.364,-1.00000,-1.968,2.64
0.01100,1693.69,1339.45,0.1679,48.2631,36.455,49.596,1.00000,11.813,2.82
0.01150,1767.37,1047.81,0.1926,50.3528,35.586,50.579,1.00000,22.153,3.18
0.01200,1840.62,966.15,0.2180,51.1406,35.312,50.803,1.00000,25.412,3.61
0.01250,1913.42,1071.32,0.2437,51.6290,35.698,50.569,1.00000,23.754,4.03
0.01300,1985.74,1307.91,0.2698,52.6036,36.549,50.016,1.00000,18.847,4.37
0.01350,2057.57,1632.85,0.2965,54.6004,37.715,49.252,1.00000,11.663,4.59
0.01400,2128.90,2012.45,0.3246,57.9566,39.079,48.360,1.00000,3.131,4.64
0.01450,2199.70,2420.18,0.3547,62.8492,40.547,47.410,-1.00000,-5.724,4.75
0.01500,2269.95,2601.35,0.3876,68.9245,41.216,47.016,-1.00000,-8.306,4.92
0.01550,2339.65,2408.37,0.4235,74.3855,40.561,47.531,-1.00000,-1.682,4.95
0.01600,2408.77,1987.57,0.4617,77.7068,39.269,48.885,1.00000,9.919,5.16
0.01650,2477.29,1601.45,0.5008,78.2496,38.040,50.055,1.00000,19.471,5.60
0.01700,2545.21,1433.27,0.5396,76.8251,37.470,50.505,1.00000,23.599,6.16
0.01750,2612.49,1454.77,0.5774,74.4849,37.567,50.489,1.00000,23.900,6.74
0.01800,2679.13,1615.48,0.6141,72.0639,38.155,50.129,1.00000,21.654,7.27
0.01850,2745.11,1876.15,0.6496,70.1731,39.096,49.526,1.00000,17.565,7.70
0.01900,2810.42,2206.01,0.6844,69.2453,40.284,48.757,1.00000,12.137,8.01
0.01950,2875.03,2580.61,0.7190,69.5680,41.633,47.884,1.00000,5.847,8.15
0.02000,2938.93,2980.25,0.7542,71.3096,43.075,46.956,-1.00000,-0.806,8.17
0.02050,3002.10,3156.87,0.7905,74.1408,43.730,46.576,-1.00000,-2.951,8.25
0.02100,3064.54,2964.70,0.8282,76.3183,43.078,47.091,1.00000,1.866,8.30
0.02150,3126.21,2744.37,0.8665,76.6748,42.326,47.674,1.00000,6.964,8.49
0.02200,3187.12,2717.44,0.9047,75.8607,42.258,47.785,1.00000,8.383,8.73
0.02250,3247.24,2832.75,0.9424,74.7195,42.693,47.549,1.00000,7.274,8.93
0.02300,3306.56,3049.82,0.9795,73.8650,43.489,47.067,1.00000,4.440,9.06
0.02350,3365.06,3337.22,1.0163,73.7296,44.536,46.417,1.00000,0.474,9.08
0.02400,3422.74,3670.24,1.0534,74.6002,45.748,45.662,-1.00000,-4.136,9.20
0.02450,3479.56,3799.48,1.0911,76.2520,46.239,45.403,-1.00000,-5.253,9.36
0.02500,3535.53,3580.58,1.1295,77.0470,45.495,45.987,-1.00000,-0.730,9.38
0.02550,3590.63,3152.10,1.1678,75.6103,44.177,47.361,1.00000,6.963,9.60
0.02600,3644.84,2779.36,1.2046,71.4273,42.995,48.497,1.00000,13.358,10.03
0.02650,3698.16,2643.25,1.2389,65.4532,42.536,48.866,1.00000,15.921,10.56
0.02700,3750.56,2711.96,1.2700,58.8538,42.797,48.728,1.00000,15.478,11.08
0.02750,3802.03,2934.02,1.2978,52.5684,43.598,48.212,1.00000,12.860,11.52
0.02800,3852.57,3268.64,1.3227,47.3037,44.796,47.421,1.00000,8.619,11.81
0.02850,3902.15,3682.99,1.3454,43.5748,46.278,46.438,1.00000,3.215,11.92
0.02900,3950.78,4150.20,1.3666,41.7361,47.950,45.332,-1.00000,-2.890,12.02
0.02950,3998.42,4419.84,1.3874,41.6141,48.925,44.710,-1.00000,-6.016,12.23
0.03000,4045.08,4345.90,1.4082,41.6124,48.681,44.920,-1.00000,-4.253,12.38
0.03050,4090.75,4061.19,1.4288,40.3691,47.854,45.913,1.00000,0.414,12.39
0.03100,4135.40,3828.67,1.4483,37.3507,47.152,46.681,1.00000,4.242,12.55
0.03150,4179.04,3824.93,1.4660,33.4795,47.151,46.710,1.00000,4.843,12.72
0.03200,4221.64,4011.51,1.4818,29.8453,47.822,46.274,1.00000,2.850,12.83
0.03250,4263.20,4334.21,1.4960,27.2845,48.975,45.507,-1.00000,-0.954,12.86
0.03300,4303.71,4521.94,1.5093,25.9920,49.651,45.069,-1.00000,-2.903,12.97
0.03350,4343.16,4424.96,1.5220,24.6689,49.347,45.371,-1.00000,-1.079,13.01
0.03400,4381.53,4142.51,1.5338,22.1998,48.616,46.506,1.00000,3.123,13.13
0.03450,4418.83,3941.81,1.5439,18.1720,48.078,47.282,1.00000,6.161,13.37
0.03500,4455.03,3979.91,1.5519,13.6376,48.218,47.197,1.00000,6.088,13.61
0.03550,4490.14,4220.04,1.5577,9.7459,49.069,46.614,1.00000,3.442,13.74
0.03600,4524.14,4603.46,1.5619,7.4135,50.426,45.682,-1.00000,-1.004,13.78
0.03650,4557.02,4855.46,1.5654,6.8554,51.321,45.073,-1.00000,-3.747,13.93
0.03700,4588.77,4824.30,1.5688,6.7447,51.249,45.212,-1.00000,-2.938,14.05
0.03750,4619.40,4602.36,1.5720,5.9567,50.733,46.202,1.00000,0.211,14.06
0.03800,4648.88,4456.90,1.5746,4.1097,50.390,46.843,1.00000,2.365,14.16
0.03850,4677.22,4541.78,1.5762,2.3225,50.691,46.637,1.00000,1.659,14.22
0.03900,4704.40,4815.80,1.5771,1.6433,51.658,45.966,-1.00000,-1.356,14.28
0.03950,4730.43,4992.07,1.5780,2.2707,52.282,45.536,-1.00000,-3.166,14.41
