t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,12.57,4.88,0.0000,0.0114,30.014,49.983,0.00999,31.451,0.00
0.00100,25.13,9.67,0.0000,0.0426,30.028,49.965,0.01242,31.609,0.01
0.00150,37.70,14.28,0.0000,0.0891,30.041,49.949,0.01497,31.844,0.02
0.00200,50.26,18.68,0.0001,0.1469,30.053,49.932,0.01764,32.141,0.04
0.00250,62.82,22.82,0.0002,0.2124,30.064,49.917,0.02042,32.486,0.06
0.00300,75.38,26.68,0.0003,0.2827,30.075,49.902,0.02331,32.866,0.08
0.00350,87.94,30.24,0.0005,0.3550,30.084,49.888,0.02630,33.270,0.11
0.00400,100.49,33.50,0.0007,0.4272,30.092,49.875,0.02939,33.689,0.15
0.00450,113.04,37.12,0.0009,0.4983,30.102,49.861,0.03171,33.887,0.18
0.00500,125.58,42.63,0.0012,0.5739,30.119,49.842,0.03192,33.447,0.23
0.00550,138.12,49.71,0.0015,0.6608,30.141,49.820,0.03198,32.623,0.27
0.00600,150.65,57.80,0.0018,0.7623,30.166,49.796,0.03230,31.647,0.32
0.00650,163.18,66.48,0.0022,0.8786,30.194,49.770,0.03286,30.651,0.36
0.00700,175.70,75.50,0.0027,1.0086,30.223,49.743,0.03356,29.696,0.41
0.00750,188.22,84.71,0.0033,1.1504,30.253,49.716,0.03436,28.808,0.47
0.00800,200.72,94.03,0.0039,1.3017,30.284,49.689,0.03520,27.994,0.52
0.00850,213.22,103.40,0.0046,1.4608,30.314,49.662,0.03608,27.252,0.57
0.00900,225.71,112.79,0.0053,1.6257,30.345,49.635,0.03697,26.578,0.63
0.00950,238.19,122.20,0.0062,1.7951,30.376,49.608,0.03787,25.965,0.69
0.01000,250.67,131.61,0.0071,1.9677,30.407,49.582,0.03878,25.407,0.75
0.01050,263.13,141.01,0.0082,2.1424,30.438,49.555,0.03969,24.896,0.81
0.01100,275.58,150.41,0.0093,2.3184,30.469,49.529,0.04060,24.428,0.87
0.01150,288.02,159.80,0.0105,2.4951,30.500,49.502,0.04151,23.997,0.94
0.01200,300.45,169.20,0.0118,2.6719,30.532,49.476,0.04242,23.599,1.00
0.01250,312.87,178.58,0.0131,2.8485,30.563,49.450,0.04332,23.229,1.07
0.01300,325.27,187.97,0.0146,3.0245,30.595,49.425,0.04421,22.886,1.14
0.01350,337.67,197.36,0.0162,3.1996,30.626,49.399,0.04510,22.565,1.21
0.01400,350.05,206.74,0.0178,3.3736,30.658,49.373,0.04598,22.263,1.28
