t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.00667,43.163,0.04
0.00100,157.05,9.67,0.0000,0.0426,30.028,49.965,0.01556,43.182,0.11
0.00150,235.53,14.28,0.0000,0.0891,30.041,49.949,0.02492,43.209,0.22
0.00200,313.95,18.68,0.0001,0.1469,30.053,49.932,0.03418,43.244,0.37
0.00250,392.30,22.82,0.0002,0.2124,30.064,49.917,0.04319,43.284,0.55
0.00300,470.54,28.17,0.0003,0.2845,30.080,49.899,0.05184,43.232,0.77
0.00350,548.67,38.96,0.0005,0.3779,30.115,49.867,0.05978,42.892,1.03
0.00400,626.67,55.49,0.0007,0.5141,30.171,49.822,0.06688,42.348,1.32
0.00450,704.51,77.50,0.0010,0.7100,30.246,49.764,0.07319,41.669,1.63
0.00500,782.17,104.50,0.0014,0.9778,30.339,49.694,0.07879,40.906,1.97
0.00550,859.65,135.83,0.0020,1.3249,30.448,49.614,0.08379,40.097,2.33
0.00600,936.91,170.78,0.0028,1.7552,30.569,49.526,0.08832,39.274,2.71
0.00650,1013.94,208.58,0.0038,2.2702,30.701,49.431,0.09248,38.460,3.12
0.00700,1090.72,248.50,0.0050,2.8710,30.841,49.332,0.09637,37.674,3.54
0.00750,1167.23,289.84,0.0067,3.5589,30.987,49.229,0.10008,36.932,3.97
0.00800,1243.45,331.93,0.0086,4.3366,31.135,49.126,0.10370,36.243,4.43
0.00850,1319.37,374.16,0.0110,5.2079,31.285,49.023,0.10730,35.618,4.90
0.00900,1394.96,415.94,0.0138,6.1766,31.433,48.922,0.11093,35.062,5.39
0.00950,1470.20,456.75,0.0172,7.2456,31.579,48.825,0.11467,34.580,5.90
0.01000,1545.08,496.08,0.0211,8.4146,31.719,48.731,0.11856,34.174,6.42
0.01050,1619.59,533.52,0.0256,9.6791,31.854,48.644,0.12265,33.845,6.97
0.01100,1693.69,568.73,0.0308,11.0295,31.981,48.563,0.12697,33.592,7.53
0.01150,1767.37,601.44,0.0367,12.4516,32.101,48.489,0.13154,33.413,8.11
0.01200,1840.62,631.51,0.0433,13.9271,32.211,48.423,0.13639,33.301,8.72
0.01250,1913.42,658.90,0.0506,15.4348,32.313,48.364,0.14151,33.251,9.34
0.01300,1985.74,683.68,0.0587,16.9524,32.406,48.313,0.14688,33.253,10.00
0.01350,2057.57,706.05,0.0676,18.4568,32.491,48.269,0.15248,33.299,10.67
0.01400,2128.90,726.28,0.0772,19.9263,32.570,48.231,0.15828,33.379,11.37
0.01450,2199.70,744.74,0.0875,21.3403,32.643,48.198,0.16422,33.482,12.10
0.01500,2269.95,761.85,0.0985,22.6807,32.711,48.170,0.17025,33.599,12.85
0.01550,2339.65,778.10,0.1101,23.9323,32.778,48.146,0.17631,33.720,13.63
0.01600,2408.77,793.98,0.1224,25.0826,32.843,48.123,0.18233,33.837,14.44
0.01650,2477.29,810.00,0.1352,26.1227,32.910,48.100,0.18826,33.942,15.28
0.01700,2545.21,826.68,0.1485,27.0470,32.980,48.077,0.19403,34.027,16.14
0.01750,2612.49,844.47,0.1622,27.8532,33.053,48.052,0.19959,34.088,17.02
0.01800,2679.13,863.82,0.1763,28.5422,33.133,48.024,0.20488,34.121,17.93
0.01850,2745.11,885.10,0.1908,29.1176,33.220,47.991,0.20986,34.121,18.86
0.01900,2810.42,908.62,0.2054,29.5858,33.316,47.954,0.21449,34.086,19.81
0.01950,2875.03,934.62,0.2203,29.9553,33.420,47.911,0.21874,34.016,20.78
0.02000,2938.93,963.28,0.2354,30.2362,33.534,47.863,0.22260,33.910,21.77
0.02050,3002.10,994.67,0.2505,30.4402,33.658,47.808,0.22604,33.770,22.77
0.02100,3064.54,1028.83,0.2658,30.5795,33.792,47.746,0.22909,33.595,23.79
0.02150,3126.21,1065.68,0.2811,30.6670,33.936,47.679,0.23173,33.389,24.82
0.02200,3187.12,1105.13,0.2965,30.7151,34.089,47.605,0.23398,33.155,25.86
0.02250,3247.24,1146.99,0.3118,30.7362,34.251,47.526,0.23587,32.894,26.91
0.02300,3306.56,1191.03,0.3272,30.7417,34.420,47.442,0.23742,32.611,27.97
0.02350,3365.06,1237.00,0.3426,30.7417,34.597,47.353,0.23867,32.309,29.03
0.02400,3422.74,1284.61,0.3579,30.7452,34.780,47.261,0.23964,31.992,30.10
0.02450,3479.56,1333.56,0.3733,30.7597,34.967,47.166,0.24037,31.664,31.17
0.02500,3535.53,1383.53,0.3887,30.7908,35.159,47.068,0.24090,31.328,32.25
0.02550,3590.63,1434.20,0.4041,30.8427,35.353,46.969,0.24126,30.988,33.33
0.02600,3644.84,1485.30,0.4195,30.9176,35.548,46.870,0.24149,30.646,34.41
0.02650,3698.16,1536.52,0.4350,31.0165,35.745,46.770,0.24161,30.307,35.49
0.02700,3750.56,1587.63,0.4506,31.1385,35.941,46.671,0.24166,29.972,36.57
0.02750,3802.03,1638.40,0.4662,31.2815,36.136,46.573,0.24165,29.643,37.65
0.02800,3852.57,1688.65,0.4819,31.4423,36.329,46.477,0.24162,29.322,38.73
0.02850,3902.15,1738.22,0.4976,31.6165,36.521,46.383,0.24156,29.011,39.81
0.02900,3950.78,1787.00,0.5135,31.7994,36.709,46.290,0.24150,28.709,40.90
0.02950,3998.42,1834.94,0.5294,31.9852,36.895,46.201,0.24143,28.417,41.98
0.03000,4045.08,1881.98,0.5455,32.1684,37.078,46.113,0.24137,28.136,43.06
0.03050,4090.75,1928.12,0.5616,32.3429,37.258,46.029,0.24129,27.864,44.14
0.03100,4135.40,1973.41,0.5778,32.5033,37.435,45.946,0.24121,27.601,45.22
0.03150,4179.04,2017.89,0.5941,32.6440,37.609,45.866,0.24111,27.345,46.30
0.03200,4221.64,2061.64,0.6104,32.7602,37.781,45.788,0.24098,27.097,47.38
0.03250,4263.20,2104.75,0.6268,32.8477,37.951,45.711,0.24080,26.853,48.46
0.03300,4303.71,2147.34,0.6433,32.9030,38.119,45.636,0.24057,26.613,49.54
0.03350,4343.16,2189.51,0.6597,32.9233,38.285,45.563,0.24026,26.376,50.62
0.03400,4381.53,2231.38,0.6762,32.9068,38.451,45.490,0.23986,26.139,51.69
0.03450,4418.83,2273.05,0.6926,32.8523,38.616,45.417,0.23935,25.901,52.76
0.03500,4455.03,2314.64,0.7090,32.7598,38.780,45.345,0.23874,25.662,53.83
0.03550,4490.14,2356.24,0.7254,32.6296,38.945,45.273,0.23799,25.419,54.90
0.03600,4524.14,2397.92,0.7417,32.4631,39.110,45.201,0.23710,25.172,55.96
0.03650,4557.02,2439.75,0.7578,32.2622,39.276,45.129,0.23607,24.920,57.02
0.03700,4588.77,2481.76,0.7739,32.0293,39.442,45.056,0.23489,24.663,58.08
0.03750,4619.40,2524.00,0.7899,31.7672,39.609,44.982,0.23355,24.399,59.12
0.03800,4648.88,2566.47,0.8057,31.4790,39.777,44.908,0.23205,24.129,60.17
0.03850,4677.22,2609.15,0.8213,31.1681,39.946,44.833,0.23040,23.853,61.20
0.03900,4704.40,2652.02,0.8368,30.8377,40.115,44.758,0.22859,23.570,62.23
0.03950,4730.43,2695.04,0.8522,30.4914,40.284,44.682,0.22664,23.281,63.24
0.04000,4755.28,2738.14,0.8673,30.1323,40.454,44.606,0.22454,22.986,64.25
0.04050,4778.97,2781.27,0.8823,29.7633,40.624,44.529,0.22231,22.686,65.25
0.04100,4801.47,2824.35,0.8971,29.3872,40.793,44.453,0.21996,22.381,66.24
0.04150,4822.79,2867.29,0.9117,29.0064,40.962,44.376,0.21749,22.071,67.22
0.04200,4842.92,2910.00,0.9261,28.6228,41.130,44.300,0.21491,21.758,68.18
0.04250,4861.85,2952.40,0.9403,28.2378,41.297,44.225,0.21224,21.442,69.14
0.04300,4879.58,2994.39,0.9543,27.8528,41.462,44.150,0.20948,21.124,70.08
0.04350,4896.11,3035.91,0.9682,27.4681,41.625,44.076,0.20664,20.804,71.01
0.04400,4911.44,3076.86,0.9818,27.0843,41.787,44.004,0.20374,20.482,71.93
0.04450,4925.55,3117.17,0.9953,26.7011,41.945,43.932,0.20077,20.160,72.83
0.04500,4938.44,3156.78,1.0085,26.3180,42.101,43.863,0.19775,19.838,73.72
0.04550,4950.12,3195.64,1.0216,25.9344,42.255,43.794,0.19468,19.516,74.60
0.04600,4960.57,3233.70,1.0344,25.5491,42.405,43.728,0.19157,19.194,75.46
0.04650,4969.80,3270.93,1.0471,25.1611,42.552,43.663,0.18842,18.872,76.31
0.04700,4977.81,3307.30,1.0596,24.7689,42.696,43.600,0.18523,18.551,77.15
0.04750,4984.59,3342.80,1.0719,24.3713,42.837,43.538,0.18201,18.230,77.97
0.04800,4990.13,3377.41,1.0840,23.9668,42.974,43.479,0.17874,17.910,78.78
0.04850,4994.45,3411.15,1.0959,23.5541,43.109,43.421,0.17544,17.589,79.57
0.04900,4997.53,3444.02,1.1075,23.1318,43.239,43.365,0.17210,17.268,80.34
0.04950,4999.38,3476.03,1.1190,22.6990,43.367,43.311,0.16872,16.946,81.11
0.05000,5000.00,3507.20,1.1302,22.2545,43.491,43.259,0.16530,16.623,81.85
0.05050,4999.38,3537.56,1.1412,21.7978,43.613,43.208,0.16182,16.299,82.58
0.05100,4997.53,3567.13,1.1520,21.3280,43.731,43.159,0.15830,15.972,83.30
0.05150,4994.45,3595.92,1.1626,20.8451,43.846,43.111,0.15473,15.643,84.00
0.05200,4990.13,3623.97,1.1729,20.3487,43.958,43.064,0.15110,15.311,84.68
0.05250,4984.59,3651.30,1.1829,19.8390,44.068,43.019,0.14742,14.975,85.35
0.05300,4977.81,3677.93,1.1927,19.3164,44.175,42.975,0.14367,14.635,86.00
0.05350,4969.80,3703.86,1.2022,18.7812,44.279,42.932,0.13987,14.291,86.63
0.05400,4960.57,3729.11,1.2115,18.2342,44.380,42.890,0.13600,13.942,87.25
0.05450,4950.12,3753.70,1.2205,17.6762,44.478,42.850,0.13207,13.588,87.84
0.05500,4938.44,3777.61,1.2292,17.1081,44.574,42.811,0.12808,13.228,88.43
0.05550,4925.55,3800.86,1.2376,16.5310,44.668,42.772,0.12402,12.862,88.99
0.05600,4911.44,3823.42,1.2457,15.9459,44.758,42.735,0.11991,12.491,89.53
0.05650,4896.11,3845.28,1.2535,15.3539,44.846,42.699,0.11573,12.113,90.06
0.05700,4879.58,3866.44,1.2610,14.7563,44.931,42.664,0.11151,11.730,90.56
0.05750,4861.85,3886.87,1.2683,14.1542,45.013,42.631,0.10722,11.340,91.05
0.05800,4842.92,3906.54,1.2752,13.5488,45.092,42.598,0.10289,10.943,91.52
0.05850,4822.79,3925.42,1.2818,12.9412,45.167,42.567,0.09852,10.540,91.97
0.05900,4801.47,3943.50,1.2881,12.3326,45.240,42.537,0.09410,10.131,92.40
0.05950,4778.97,3960.72,1.2941,11.7241,45.309,42.509,0.08965,9.716,92.81
0.06000,4755.28,3977.06,1.2999,11.1170,45.375,42.483,0.08516,9.294,93.20
0.06050,4730.43,3992.48,1.3053,10.5124,45.437,42.457,0.08065,8.867,93.56
0.06100,4704.40,4006.94,1.3104,9.9115,45.495,42.434,0.07611,8.433,93.91
0.06150,4677.22,4020.39,1.3152,9.3159,45.550,42.413,0.07156,7.994,94.24
0.06200,4648.88,4032.81,1.3197,8.7268,45.600,42.393,0.06700,7.549,94.55
0.06250,4619.40,4044.13,1.3239,8.1460,45.646,42.375,0.06243,7.099,94.84
0.06300,4588.77,4054.31,1.3278,7.5752,45.687,42.360,0.05787,6.643,95.10
0.06350,4557.02,4063.29,1.3315,7.0163,45.725,42.347,0.05331,6.183,95.35
0.06400,4524.14,4071.03,1.3349,6.4711,45.757,42.336,0.04877,5.719,95.58
0.06450,4490.14,4077.46,1.3380,5.9417,45.784,42.328,0.04426,5.251,95.78
0.06500,4455.03,4082.53,1.3408,5.4297,45.806,42.322,0.03977,4.780,95.97
0.06550,4418.83,4086.16,1.3434,4.9363,45.823,42.320,0.03533,4.305,96.14
0.06600,4381.53,4088.29,1.3457,4.4625,45.834,42.320,0.03093,3.829,96.28
0.06650,4343.16,4088.88,1.3479,4.0084,45.839,42.324,0.02659,3.351,96.41
0.06700,4303.71,4087.87,1.3497,3.5734,45.838,42.331,0.02231,2.871,96.52
0.06750,4263.20,4085.21,1.3514,3.1561,45.831,42.342,0.01810,2.391,96.61
0.06800,4221.64,4080.88,1.3529,2.7545,45.818,42.356,0.01396,1.910,96.68
0.06850,4179.04,4074.85,1.3542,2.3660,45.798,42.373,0.00990,1.428,96.73
