t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.06704,43.163,0.04
0.00100,157.05,9.67,0.0000,0.0426,30.028,49.965,0.16168,43.182,0.11
0.00150,235.53,30.80,0.0001,0.1155,30.099,49.909,0.26837,40.998,0.21
0.00200,313.95,92.10,0.0002,0.3584,30.314,49.756,0.35934,35.247,0.32
0.00250,392.30,203.40,0.0005,0.9475,30.707,49.483,0.41110,25.711,0.42
0.00300,470.54,364.08,0.0012,2.0519,31.276,49.093,0.40648,12.749,0.47
0.00350,548.67,561.34,0.0026,3.8076,31.977,48.617,0.33974,-1.323,0.48
0.00400,626.67,771.28,0.0051,6.3208,32.725,48.114,0.21958,-12.994,0.55
0.00450,704.51,962.70,0.0091,9.6398,33.409,47.659,0.06923,-20.127,0.68
0.00500,782.17,1103.44,0.0149,13.6589,33.915,47.329,-0.07694,-22.330,0.84
0.00550,859.65,1167.97,0.0228,18.0734,34.151,47.185,-0.17996,-19.731,0.99
0.00600,936.91,1144.58,0.0330,22.4468,34.075,47.253,-0.20480,-12.498,1.10
0.00650,1013.94,1052.18,0.0452,26.3326,33.755,47.490,-0.13858,-2.160,1.12
0.00700,1090.72,927.92,0.0592,29.4746,33.346,47.844,0.00988,8.489,1.20
0.00750,1167.23,789.36,0.0745,31.7193,32.893,48.244,0.23475,17.938,1.39
0.00800,1243.45,662.53,0.0907,33.0569,32.456,48.572,0.51783,25.041,1.68
0.00850,1319.37,604.26,0.1074,33.6435,32.261,48.732,0.80920,28.458,2.04
0.00900,1394.96,672.20,0.1243,33.9865,32.515,48.590,0.85529,27.390,2.40
0.00950,1470.20,865.86,0.1415,34.7414,33.218,48.148,0.86684,22.346,2.70
0.01000,1545.08,1151.12,0.1592,36.4452,34.250,47.491,0.86476,14.304,2.90
0.01050,1619.59,1495.31,0.1781,39.4578,35.495,46.698,0.84611,4.388,2.96
0.01100,1693.69,1869.14,0.1989,43.9745,36.851,45.843,0.66333,-5.914,3.05
0.01150,1767.37,2228.72,0.2224,50.0101,38.162,45.031,0.39780,-14.630,3.28
0.01200,1840.62,2515.25,0.2492,57.2997,39.218,44.403,0.10216,-20.129,3.61
0.01250,1913.42,2675.66,0.2798,65.2846,39.827,44.082,-0.16292,-21.721,3.99
0.01300,1985.74,2674.64,0.3144,73.1766,39.862,44.148,-0.33599,-19.133,4.34
0.01350,2057.57,2503.76,0.3528,80.0768,39.292,44.621,-0.36657,-12.235,4.56
0.01400,2128.90,2192.41,0.3942,85.1356,38.220,45.430,-0.22994,-1.709,4.59
0.01450,2199.70,1819.92,0.4375,87.8210,36.968,46.447,0.05515,9.795,4.78
0.01500,2269.95,1437.40,0.4816,87.9277,35.688,47.501,0.46666,20.142,5.20
0.01550,2339.65,1107.19,0.5251,85.5709,34.551,48.358,0.82767,27.779,5.82
0.01600,2408.77,924.32,0.5668,81.2564,33.934,48.855,0.95484,31.644,6.56
0.01650,2477.29,917.50,0.6061,75.8720,33.941,48.923,1.00000,32.196,7.34
0.01700,2545.21,1063.35,0.6427,70.2878,34.488,48.619,1.00000,30.209,8.08
0.01750,2612.49,1327.49,0.6765,65.2245,35.455,48.030,1.00000,26.191,8.72
0.01800,2679.13,1677.29,0.7081,61.2251,36.727,47.235,1.00000,20.503,9.22
0.01850,2745.11,2086.38,0.7380,58.6777,38.213,46.302,1.00000,13.494,9.55
0.01900,2810.42,2533.09,0.7670,57.8394,39.836,45.284,1.00000,5.636,9.69
0.01950,2875.03,2999.32,0.7961,58.8553,41.534,44.229,0.87116,-2.475,9.75
0.02000,2938.93,3454.94,0.8262,61.7477,43.200,43.209,0.61059,-9.958,10.01
0.02050,3002.10,3848.86,0.8582,66.3187,44.652,42.345,0.29415,-15.751,10.43
0.02100,3064.54,4125.31,0.8927,72.0816,45.687,41.768,-0.02883,-19.093,10.96
0.02150,3126.21,4239.97,0.9303,78.2876,46.146,41.577,-0.26156,-19.609,11.52
0.02200,3187.12,4173.45,0.9709,84.0195,45.956,41.815,-0.32432,-17.196,12.01
0.02250,3247.24,3943.67,1.0141,88.3582,45.182,42.440,-0.34007,-12.105,12.36
0.02300,3306.56,3596.74,1.0589,90.5593,43.989,43.342,-0.30084,-5.015,12.51
0.02350,3365.06,3196.41,1.1042,90.2043,42.653,44.452,-0.11770,2.869,12.59
0.02400,3422.74,2776.56,1.1487,87.1000,41.289,45.677,0.18658,10.691,12.92
0.02450,3479.56,2405.04,1.1909,81.3429,40.050,46.707,0.56537,17.161,13.45
0.02500,3535.53,2131.05,1.2296,73.3475,39.108,47.421,0.93115,21.665,14.16
0.02550,3590.63,2044.90,1.2640,63.8865,38.829,47.675,1.00000,23.291,14.93
0.02600,3644.84,2156.60,1.2935,54.0392,39.249,47.444,1.00000,22.211,15.67
0.02650,3698.16,2426.52,1.3181,44.7734,40.229,46.827,1.00000,18.976,16.31
0.02700,3750.56,2814.58,1.3385,36.8438,41.627,45.924,1.00000,14.012,16.78
0.02750,3802.03,3287.95,1.3553,30.8132,43.330,44.817,1.00000,7.700,17.03
0.02800,3852.57,3819.18,1.3697,27.0796,45.242,43.577,0.94501,0.497,17.05
0.02850,3902.15,4378.59,1.3828,25.8855,47.260,42.279,0.70722,-6.961,17.29
0.02900,3950.78,4915.69,1.3960,27.2639,49.205,41.043,0.38200,-13.725,17.77
0.02950,3998.42,5365.00,1.4104,30.9258,50.840,40.025,0.00749,-18.869,18.45
0.03000,4045.08,5666.27,1.4272,36.2473,51.949,39.363,-0.23352,-21.840,19.26
0.03050,4090.75,5788.30,1.4468,42.3500,52.417,39.125,-0.44563,-22.537,20.11
0.03100,4135.40,5727.47,1.4695,48.2783,52.229,39.319,-0.61844,-21.056,20.91
0.03150,4179.04,5509.09,1.4949,53.1159,51.501,39.926,-0.73521,-17.655,21.57
0.03200,4221.64,5148.50,1.5223,56.1089,50.435,41.155,-0.77884,-12.383,22.04
0.03250,4263.20,4667.87,1.5506,56.5602,49.105,42.943,-0.73573,-5.422,22.24
0.03300,4303.71,4113.83,1.5784,53.9825,47.627,45.096,-0.56331,2.526,22.33
0.03350,4343.16,3546.44,1.6040,48.1767,46.147,47.358,-0.26555,10.395,22.73
0.03400,4381.53,3036.78,1.6260,39.2991,44.833,49.415,0.11064,17.062,23.41
0.03450,4418.83,2656.08,1.6429,27.8893,43.849,50.948,0.44600,21.748,24.29
0.03500,4455.03,2457.14,1.6536,14.8256,43.316,51.717,0.75139,24.154,25.29
0.03550,4490.14,2453.76,1.6577,1.3378,43.312,51.738,1.00000,24.395,26.30
0.03600,4524.14,2679.84,1.6553,-10.1781,44.100,51.168,1.00000,22.179,27.23
0.03650,4557.02,3107.67,1.6478,-19.5456,45.593,50.091,1.00000,17.643,27.95
0.03700,4588.77,3679.18,1.6363,-26.2281,47.592,48.660,1.00000,11.212,28.41
0.03750,4619.40,4346.88,1.6221,-29.5920,49.932,46.996,0.98679,3.376,28.54
0.03800,4648.88,5069.63,1.6073,-29.2416,52.473,45.208,0.76008,-5.171,28.75
0.03850,4677.22,5787.62,1.5936,-25.0436,55.005,43.446,0.42037,-13.355,29.31
0.03900,4704.40,6421.49,1.5828,-17.2565,57.249,41.903,0.02203,-20.052,30.17
0.03950,4730.43,6896.98,1.5768,-6.5835,58.939,40.757,-0.36738,-24.608,31.25
