t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,0.00,4.88,0.0000,0.0114,30.014,49.983,-1.00000,0.000,0.00
0.00100,0.00,-74.76,-0.0000,-0.0873,29.870,50.407,1.00000,0.000,0.04
0.00150,0.00,-120.09,-0.0002,-0.5955,29.801,50.669,1.00000,0.000,0.10
0.00200,0.00,48.77,-0.0005,-0.7113,30.397,50.255,-1.00000,0.000,0.12
0.00250,0.00,156.72,-0.0007,0.0102,30.777,49.990,-1.00000,0.000,0.20
0.00300,0.00,54.03,-0.0006,0.5543,30.587,50.527,1.00000,0.000,0.23
0.00350,0.00,-10.24,-0.0003,0.4715,30.470,50.868,1.00000,0.000,0.23
0.00400,0.00,139.64,-0.0000,0.6114,30.998,50.499,-1.00000,0.000,0.30
0.00450,0.00,233.41,0.0005,1.4579,31.329,50.270,-1.00000,0.000,0.42
0.00500,0.00,118.66,0.0014,2.0492,31.105,50.852,1.00000,0.000,0.48
0.00550,0.00,44.52,0.0024,1.9488,30.958,51.226,1.00000,0.000,0.50
0.00600,0.00,184.86,0.0033,2.0188,31.453,50.880,-1.00000,0.000,0.60
0.00650,0.00,270.89,0.0045,2.7709,31.756,50.670,-1.00000,0.000,0.73
0.00700,0.00,149.32,0.0061,3.2639,31.510,51.273,1.00000,0.000,0.81
0.00750,0.00,69.44,0.0077,3.0467,31.345,51.663,1.00000,0.000,0.84
0.00800,0.00,204.72,0.0091,2.9800,31.821,51.329,-1.00000,0.000,0.94
0.00850,0.00,286.61,0.0108,3.5967,32.110,51.128,-1.00000,0.000,1.09
0.00900,0.00,161.44,0.0127,3.9635,31.851,51.740,1.00000,0.000,1.17
0.00950,0.00,78.69,0.0146,3.6160,31.676,52.137,1.00000,0.000,1.21
0.01000,0.00,211.81,0.0163,3.4149,32.143,51.807,-1.00000,0.000,1.31
0.01050,0.00,292.15,0.0182,3.9052,32.426,51.609,-1.00000,0.000,1.46
0.01100,0.00,165.80,0.0202,4.1562,32.163,52.224,1.00000,0.000,1.54
0.01150,0.00,82.41,0.0222,3.6996,31.985,52.622,1.00000,0.000,1.58
0.01200,0.00,215.48,0.0239,3.3988,32.452,52.290,-1.00000,0.000,1.69
0.01250,0.00,296.12,0.0257,3.8020,32.735,52.091,-1.00000,0.000,1.84
0.01300,0.00,170.27,0.0277,3.9771,32.473,52.703,1.00000,0.000,1.92
0.01350,0.00,87.70,0.0296,3.4582,32.297,53.098,1.00000,0.000,1.97
0.01400,0.00,221.96,0.0312,3.1122,32.767,52.762,-1.00000,0.000,2.08
0.01450,0.00,303.93,0.0328,3.4832,33.055,52.559,-1.00000,0.000,2.23
0.01500,0.00,179.34,0.0346,3.6351,32.796,53.166,1.00000,0.000,2.32
0.01550,0.00,98.15,0.0363,3.1062,32.625,53.557,1.00000,0.000,2.37
0.01600,0.00,233.94,0.0378,2.7659,33.099,53.216,-1.00000,0.000,2.49
0.01650,0.00,317.36,0.0392,3.1509,33.391,53.007,-1.00000,0.000,2.64
0.01700,0.00,194.00,0.0409,3.3202,33.136,53.610,1.00000,0.000,2.74
0.01750,0.00,113.98,0.0424,2.8161,32.968,53.997,1.00000,0.000,2.80
0.01800,0.00,250.97,0.0437,2.5092,33.446,53.652,-1.00000,0.000,2.92
0.01850,0.00,335.43,0.0451,2.9293,33.741,53.440,-1.00000,0.000,3.09
0.01900,0.00,212.78,0.0466,3.1323,33.488,54.039,1.00000,0.000,3.20
0.01950,0.00,133.39,0.0481,2.6627,33.322,54.424,1.00000,0.000,3.26
0.02000,0.00,271.01,0.0493,2.3914,33.801,54.076,-1.00000,0.000,3.40
0.02050,0.00,355.93,0.0506,2.8452,34.097,53.862,-1.00000,0.000,3.58
0.02100,0.00,233.44,0.0521,3.0783,33.843,54.460,1.00000,0.000,3.69
0.02150,0.00,154.14,0.0535,2.6357,33.677,54.844,1.00000,0.000,3.77
0.02200,0.00,291.90,0.0548,2.3887,34.156,54.494,-1.00000,0.000,3.92
0.02250,0.00,376.84,0.0561,2.8637,34.452,54.279,-1.00000,0.000,4.11
0.02300,0.00,254.11,0.0576,3.1146,34.196,54.876,1.00000,0.000,4.23
0.02350,0.00,174.57,0.0591,2.6858,34.029,55.260,1.00000,0.000,4.32
0.02400,0.00,312.17,0.0603,2.4488,34.506,54.909,-1.00000,0.000,4.48
0.02450,0.00,396.90,0.0616,2.9314,34.801,54.694,-1.00000,0.000,4.67
0.02500,0.00,273.78,0.0632,3.1879,34.544,55.292,1.00000,0.000,4.81
0.02550,0.00,193.87,0.0647,2.7611,34.375,55.675,1.00000,0.000,4.91
0.02600,0.00,331.24,0.0660,2.5233,34.851,55.324,-1.00000,0.000,5.07
0.02650,0.00,415.73,0.0674,3.0039,35.144,55.109,-1.00000,0.000,5.28
0.02700,0.00,292.21,0.0690,3.2576,34.885,55.706,1.00000,0.000,5.43
0.02750,0.00,211.96,0.0705,2.8259,34.714,56.090,1.00000,0.000,5.53
0.02800,0.00,349.17,0.0718,2.5813,35.188,55.738,-1.00000,0.000,5.71
0.02850,0.00,433.48,0.0732,3.0554,35.481,55.522,-1.00000,0.000,5.93
0.02900,0.00,309.67,0.0748,3.3027,35.220,56.119,1.00000,0.000,6.08
0.02950,0.00,229.20,0.0764,2.8635,35.047,56.503,1.00000,0.000,6.19
0.03000,0.00,366.34,0.0777,2.6112,35.521,56.149,-1.00000,0.000,6.38
0.03050,0.00,450.61,0.0791,3.0784,35.813,55.933,-1.00000,0.000,6.60
0.03100,0.00,326.62,0.0808,3.3193,35.551,56.529,1.00000,0.000,6.77
0.03150,0.00,246.04,0.0823,2.8736,35.378,56.912,1.00000,0.000,6.89
0.03200,0.00,383.23,0.0837,2.6154,35.851,56.558,-1.00000,0.000,7.08
0.03250,0.00,467.55,0.0851,3.0778,36.142,56.341,-1.00000,0.000,7.32
0.03300,0.00,343.47,0.0867,3.3145,35.879,56.936,1.00000,0.000,7.49
0.03350,0.00,262.86,0.0883,2.8647,35.705,57.318,1.00000,0.000,7.62
