t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,1.00000,43.156,0.04
0.00100,154.51,115.27,0.0000,0.2050,30.403,49.711,-1.00000,14.249,0.06
0.00150,227.00,184.63,0.0003,0.9467,30.653,49.550,1.00000,10.571,0.08
0.00200,293.89,242.09,0.0010,1.6642,30.861,49.417,1.00000,9.996,0.10
0.00250,353.55,497.19,0.0021,2.9973,31.767,48.801,-1.00000,-22.110,0.18
0.00300,404.51,652.93,0.0041,5.2935,32.321,48.427,-1.00000,-31.555,0.30
0.00350,445.50,562.83,0.0074,7.4629,32.114,48.832,1.00000,-14.754,0.36
0.00400,475.53,494.58,0.0115,8.9416,31.949,49.127,1.00000,-2.295,0.37
0.00450,493.84,631.50,0.0163,10.4937,32.438,48.801,-1.00000,-15.576,0.44
0.00500,500.00,696.88,0.0221,12.6574,32.674,48.649,-1.00000,-21.493,0.53
0.00550,493.84,543.33,0.0289,14.4434,32.299,49.304,1.00000,-5.723,0.56
0.00600,475.53,422.82,0.0364,15.2629,31.984,49.783,1.00000,6.325,0.59
0.00650,445.50,513.39,0.0441,15.8930,32.309,49.570,-1.00000,-8.665,0.62
0.00700,404.51,545.68,0.0523,16.9141,32.429,49.501,-1.00000,-19.239,0.69
0.00750,353.55,368.45,0.0609,17.4008,31.987,50.241,1.00000,-2.413,0.70
0.00800,293.89,232.92,0.0695,16.8080,31.627,50.771,1.00000,11.721,0.73
0.00850,227.00,315.00,0.0777,15.9597,31.921,50.577,-1.00000,-21.191,0.77
0.00900,154.51,347.07,0.0856,15.4840,32.039,50.506,-1.00000,-51.257,0.87
0.00950,78.22,176.92,0.0931,14.5068,31.625,51.234,1.00000,-51.606,0.92
0.01000,0.00,55.05,0.0999,12.5303,31.314,51.732,1.00000,0.000,0.95
0.01050,-78.22,156.25,0.1056,10.4255,31.673,51.486,-1.00000,-71.552,1.06
0.01100,-154.51,212.63,0.1104,8.8661,31.873,51.351,-1.00000,-67.176,1.25
0.01150,-227.00,71.01,0.1144,7.0249,31.558,52.005,-1.00000,-52.703,1.40
0.01200,-293.89,-208.91,0.1173,4.1712,30.995,53.399,1.00000,-16.128,1.44
0.01250,-353.55,-385.47,0.1184,0.3761,30.650,54.296,1.00000,5.159,1.45
0.01300,-404.51,-317.64,0.1177,-2.9851,30.891,54.131,-1.00000,-12.120,1.50
0.01350,-445.50,-262.14,0.1156,-5.4078,31.099,54.016,-1.00000,-22.372,1.59
0.01400,-475.53,-381.79,0.1123,-7.7954,30.918,54.711,1.00000,-11.151,1.64
0.01450,-493.84,-434.37,0.1077,-10.6329,30.881,55.088,1.00000,-6.867,1.67
0.01500,-500.00,-261.89,0.1018,-13.0449,31.479,54.647,-1.00000,-25.465,1.78
0.01550,-493.84,-125.17,0.0949,-14.3689,31.956,54.302,-1.00000,-36.743,1.97
0.01600,-475.53,-183.29,0.0875,-15.4218,31.941,54.762,-1.00000,-31.573,2.12
0.01650,-445.50,-380.92,0.0794,-17.0159,31.666,55.951,1.00000,-8.249,2.15
0.01700,-404.51,-479.26,0.0703,-19.3850,31.595,56.653,1.00000,10.470,2.18
0.01750,-353.55,-337.54,0.0600,-21.4665,32.090,56.296,1.00000,-2.593,2.19
0.01800,-293.89,15.72,0.0491,-22.1333,33.315,55.394,-1.00000,-46.492,2.35
0.01850,-227.00,275.63,0.0382,-20.8856,34.216,54.729,-1.00000,-65.695,2.60
0.01900,-154.51,291.50,0.0283,-18.8573,34.371,54.856,-1.00000,-70.893,2.82
0.01950,-78.22,137.84,0.0194,-17.0550,34.181,55.820,1.00000,-70.099,2.93
0.02000,-0.00,58.66,0.0111,-15.8818,34.129,56.393,1.00000,0.000,2.96
0.02050,78.22,200.34,0.0035,-14.4124,34.618,56.027,1.00000,-57.361,3.02
0.02100,154.51,534.59,-0.0031,-11.6350,35.777,55.174,-1.00000,-67.878,3.21
0.02150,227.00,757.21,-0.0078,-7.2083,36.549,54.605,-1.00000,-66.823,3.48
0.02200,293.89,717.06,-0.0102,-2.5696,36.502,54.861,-1.00000,-55.220,3.69
0.02250,353.55,496.28,-0.0106,0.8257,36.068,55.978,1.00000,-21.984,3.76
0.02300,404.51,345.15,-0.0097,2.6236,35.760,56.723,1.00000,8.348,3.79
0.02350,445.50,414.15,-0.0080,3.9873,35.997,56.544,1.00000,4.026,3.80
0.02400,475.53,677.18,-0.0056,5.9950,36.908,55.871,-1.00000,-22.980,3.90
0.02450,493.84,832.55,-0.0019,9.0623,37.446,55.473,-1.00000,-34.444,4.07
0.02500,500.00,730.47,0.0034,12.0540,37.184,55.886,1.00000,-24.746,4.19
0.02550,493.84,646.33,0.0101,14.3027,36.955,56.206,1.00000,-17.159,4.27
0.02600,475.53,766.41,0.0177,16.5268,37.371,55.898,-1.00000,-31.454,4.41
0.02650,445.50,810.26,0.0267,19.2418,37.522,55.785,-1.00000,-39.309,4.59
0.02700,404.51,630.21,0.0369,21.4177,37.044,56.488,1.00000,-29.159,4.71
0.02750,353.55,481.95,0.0479,22.4397,36.625,57.025,1.00000,-19.959,4.77
0.02800,293.89,546.66,0.0593,23.0853,36.848,56.857,-1.00000,-40.697,4.90
0.02850,227.00,552.42,0.0710,23.9404,36.867,56.842,-1.00000,-55.103,5.06
0.02900,154.51,347.43,0.0831,24.0728,36.318,57.635,1.00000,-51.309,5.16
0.02950,78.22,186.23,0.0949,22.9411,35.863,58.220,1.00000,-54.090,5.21
0.03000,0.00,247.59,0.1060,21.3917,36.072,58.057,-1.00000,0.000,5.33
0.03050,-78.22,261.37,0.1163,20.0795,36.119,58.020,-1.00000,-77.029,5.50
0.03100,-154.51,74.59,0.1259,18.1437,35.636,58.772,1.00000,-56.003,5.62
0.03150,-227.00,-59.51,0.1343,15.1069,35.276,59.290,1.00000,-36.420,5.70
0.03200,-293.89,36.24,0.1410,11.8745,35.603,59.037,-1.00000,-48.324,5.87
0.03250,-353.55,91.14,0.1463,9.1634,35.791,58.891,-1.00000,-51.513,6.09
0.03300,-404.51,-49.24,0.1501,6.1915,35.468,59.524,-1.00000,-41.292,6.27
0.03350,-445.50,-324.64,0.1523,2.3408,34.896,60.866,1.00000,-15.179,6.33
0.03400,-475.53,-492.67,0.1523,-2.1334,34.565,61.714,1.00000,2.065,6.34
0.03450,-493.84,-411.95,0.1503,-6.0904,34.844,61.506,1.00000,-9.415,6.38
0.03500,-500.00,-110.72,0.1465,-8.7886,35.875,60.714,-1.00000,-37.903,6.57
0.03550,-493.84,104.37,0.1418,-9.8593,36.611,60.148,-1.00000,-50.459,6.87
0.03600,-475.53,82.53,0.1367,-10.4250,36.630,60.363,-1.00000,-49.565,7.15
0.03650,-445.50,-98.04,0.1313,-11.4280,36.331,61.369,1.00000,-37.952,7.32
0.03700,-404.51,-192.59,0.1251,-13.1920,36.216,61.964,1.00000,-27.650,7.43
0.03750,-353.55,-53.58,0.1181,-14.7123,36.691,61.598,-1.00000,-40.313,7.58
0.03800,-293.89,58.99,0.1106,-15.2983,37.086,61.318,-1.00000,-50.211,7.76
0.03850,-227.00,-18.03,0.1028,-15.7089,37.022,61.853,1.00000,-42.632,7.86
0.03900,-154.51,-38.39,0.0948,-16.4154,37.077,62.115,1.00000,-36.926,7.92
0.03950,-78.22,159.60,0.0865,-16.5450,37.753,61.591,-1.00000,-71.794,8.04
0.04000,-0.00,309.94,0.0785,-15.4741,38.268,61.198,-1.00000,0.000,8.19
0.04050,78.22,251.30,0.0711,-14.0999,38.235,61.632,1.00000,-65.681,8.28
0.04100,154.51,233.63,0.0643,-12.9859,38.281,61.855,1.00000,-27.116,8.32
0.04150,227.00,427.68,0.0582,-11.3367,38.943,61.340,-1.00000,-41.480,8.42
0.04200,293.89,561.95,0.0532,-8.5997,39.401,60.986,-1.00000,-42.368,8.55
0.04250,353.55,477.30,0.0496,-5.7939,39.269,61.472,1.00000,-19.291,8.61
0.04300,404.51,426.58,0.0473,-3.6170,39.196,61.772,1.00000,-3.124,8.63
0.04350,445.50,584.57,0.0460,-1.4070,39.733,61.350,-1.00000,-17.336,8.69
0.04400,475.53,680.51,0.0459,1.2061,40.059,61.094,-1.00000,-23.319,8.80
0.04450,493.84,558.59,0.0471,3.2548,39.796,61.671,1.00000,-7.469,8.83
0.04500,500.00,473.99,0.0490,4.3701,39.604,62.056,1.00000,2.978,8.84
0.04550,493.84,602.84,0.0515,5.4626,40.039,61.709,-1.00000,-12.446,8.90
0.04600,475.53,673.58,0.0546,7.1205,40.278,61.517,-1.00000,-22.611,9.00
0.04650,445.50,529.69,0.0585,8.4302,39.938,62.150,1.00000,-10.701,9.04
0.04700,404.51,425.85,0.0629,8.8611,39.679,62.583,1.00000,-3.020,9.05
0.04750,353.55,538.47,0.0674,9.2437,40.058,62.276,-1.00000,-27.611,9.14
0.04800,293.89,595.78,0.0722,10.1764,40.250,62.118,-1.00000,-45.768,9.29
0.04850,227.00,441.45,0.0775,10.7359,39.873,62.777,-1.00000,-43.372,9.40
0.04900,154.51,136.03,0.0828,10.0421,39.182,64.169,1.00000,6.820,9.41
0.04950,78.22,-71.50,0.0873,7.8451,38.704,65.102,1.00000,62.416,9.48
0.05000,-0.00,-34.64,0.0905,5.2828,38.829,65.004,-1.00000,0.000,9.50
0.05050,-78.22,-12.53,0.0926,3.1920,38.915,64.962,-1.00000,-40.026,9.53
0.05100,-154.51,-169.95,0.0937,1.0006,38.580,65.716,1.00000,5.707,9.54
0.05150,-227.00,-259.94,0.0936,-1.5351,38.399,66.164,1.00000,8.257,9.56
0.05200,-293.89,-122.82,0.0923,-3.5086,38.860,65.789,-1.00000,-30.204,9.64
0.05250,-353.55,-23.68,0.0903,-4.4623,39.196,65.524,-1.00000,-43.016,9.81
0.05300,-404.51,-123.50,0.0878,-5.3388,39.019,66.061,-1.00000,-34.787,9.95
0.05350,-445.50,-365.19,0.0848,-6.9636,38.552,67.297,1.00000,-10.219,9.99
0.05400,-475.53,-505.44,0.0807,-9.5681,38.310,68.061,1.00000,3.599,10.00
0.05450,-493.84,-400.73,0.0752,-12.1075,38.668,67.786,-1.00000,-10.678,10.05
0.05500,-500.00,-310.28,0.0687,-13.8668,38.989,67.567,-1.00000,-20.778,10.15
0.05550,-493.84,-400.19,0.0614,-15.5388,38.886,68.145,1.00000,-10.738,10.19
0.05600,-475.53,-424.69,0.0531,-17.5464,38.931,68.423,1.00000,-6.102,10.22
0.05650,-445.50,-224.03,0.0439,-18.9695,39.608,67.880,-1.00000,-26.434,10.33
0.05700,-404.51,-63.87,0.0344,-19.1383,40.153,67.454,-1.00000,-40.101,10.50
0.05750,-353.55,-106.79,0.0249,-18.9087,40.170,67.840,-1.00000,-34.913,10.62
0.05800,-293.89,-297.19,0.0154,-19.1423,39.874,68.933,1.00000,0.642,10.62
