t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,0.00261,43.156,0.04
0.00100,154.51,9.67,0.0000,0.0426,30.028,49.965,0.00515,43.151,0.11
0.00150,227.00,14.28,0.0000,0.0891,30.041,49.949,0.00757,43.139,0.22
0.00200,293.89,18.68,0.0001,0.1469,30.053,49.932,0.00980,43.120,0.35
0.00250,353.55,22.82,0.0002,0.2124,30.064,49.917,0.01179,43.090,0.52
0.00300,404.51,26.68,0.0003,0.2827,30.075,49.902,0.01348,43.047,0.71
0.00350,445.50,30.24,0.0005,0.3550,30.084,49.888,0.01485,42.988,0.91
0.00400,475.53,33.50,0.0007,0.4272,30.092,49.875,0.01585,42.909,1.14
0.00450,493.84,36.47,0.0009,0.4975,30.100,49.863,0.01646,42.805,1.36
0.00500,500.00,39.15,0.0012,0.5645,30.106,49.851,0.01667,42.667,1.60
0.00550,493.84,41.56,0.0015,0.6270,30.112,49.840,0.01646,42.485,1.82
0.00600,475.53,43.73,0.0018,0.6844,30.116,49.829,0.01585,42.241,2.04
0.00650,445.50,45.67,0.0022,0.7362,30.120,49.820,0.01485,41.907,2.24
0.00700,404.51,47.41,0.0025,0.7820,30.123,49.810,0.01348,41.438,2.42
0.00750,353.55,48.98,0.0029,0.8217,30.126,49.802,0.01179,40.744,2.57
0.00800,293.89,50.39,0.0034,0.8556,30.128,49.793,0.00980,39.643,2.69
0.00850,227.00,51.67,0.0038,0.8836,30.129,49.785,0.00757,37.681,2.78
0.00900,154.51,52.85,0.0042,0.9063,30.131,49.777,0.00515,33.342,2.83
0.00950,78.22,53.95,0.0047,0.9239,30.132,49.770,0.00261,17.237,2.84
0.01000,0.00,54.98,0.0052,0.9370,30.132,49.762,0.00000,0.000,2.87
0.01050,-78.22,55.97,0.0056,0.9459,30.133,49.755,-0.00261,-59.761,2.93
0.01100,-154.51,56.92,0.0061,0.9511,30.133,49.748,-0.00515,-53.841,3.04
0.01150,-227.00,57.86,0.0066,0.9533,30.134,49.741,-0.00757,-51.449,3.18
0.01200,-293.89,58.79,0.0071,0.9528,30.134,49.734,-0.00980,-50.195,3.36
0.01250,-353.55,59.73,0.0075,0.9502,30.134,49.726,-0.01179,-49.454,3.57
0.01300,-404.51,60.68,0.0080,0.9458,30.135,49.719,-0.01348,-48.991,3.80
0.01350,-445.50,61.64,0.0085,0.9402,30.135,49.712,-0.01485,-48.702,4.05
0.01400,-475.53,62.64,0.0089,0.9335,30.136,49.705,-0.01585,-48.536,4.32
0.01450,-493.84,63.65,0.0094,0.9263,30.137,49.697,-0.01646,-48.465,4.60
0.01500,-500.00,64.70,0.0099,0.9187,30.137,49.690,-0.01667,-48.477,4.88
0.01550,-493.84,65.78,0.0103,0.9110,30.138,49.682,-0.01646,-48.573,5.16
0.01600,-475.53,66.88,0.0108,0.9034,30.139,49.675,-0.01585,-48.759,5.43
0.01650,-445.50,68.01,0.0112,0.8961,30.140,49.667,-0.01485,-49.056,5.69
0.01700,-404.51,69.17,0.0117,0.8892,30.142,49.660,-0.01348,-49.504,5.93
0.01750,-353.55,70.35,0.0121,0.8828,30.143,49.652,-0.01179,-50.171,6.14
0.01800,-293.89,71.56,0.0126,0.8769,30.144,49.644,-0.00980,-51.194,6.32
0.01850,-227.00,72.79,0.0130,0.8717,30.146,49.636,-0.00757,-52.867,6.47
0.01900,-154.51,74.03,0.0134,0.8670,30.147,49.628,-0.00515,-55.939,6.59
0.01950,-78.22,75.29,0.0139,0.8630,30.149,49.620,-0.00261,-63.000,6.66
0.02000,-0.00,76.57,0.0143,0.8595,30.150,49.612,-0.00000,0.000,6.70
0.02050,78.22,77.85,0.0147,0.8566,30.152,49.604,0.00261,0.270,6.70
0.02100,154.51,79.14,0.0152,0.8543,30.153,49.596,0.00515,26.003,6.74
0.02150,227.00,80.44,0.0156,0.8524,30.155,49.588,0.00757,32.848,6.81
0.02200,293.89,81.74,0.0160,0.8509,30.157,49.580,0.00980,35.824,6.92
0.02250,353.55,83.05,0.0164,0.8499,30.158,49.572,0.01179,37.420,7.05
0.02300,404.51,84.35,0.0169,0.8491,30.160,49.564,0.01348,38.361,7.21
0.02350,445.50,85.66,0.0173,0.8487,30.162,49.556,0.01485,38.929,7.39
0.02400,475.53,86.96,0.0177,0.8485,30.163,49.548,0.01585,39.253,7.59
0.02450,493.84,88.27,0.0181,0.8484,30.165,49.540,0.01646,39.395,7.79
0.02500,500.00,89.57,0.0186,0.8485,30.167,49.532,0.01667,39.381,8.00
0.02550,493.84,90.87,0.0190,0.8487,30.169,49.524,0.01646,39.215,8.20
0.02600,475.53,92.16,0.0194,0.8490,30.170,49.516,0.01585,38.876,8.39
0.02650,445.50,93.45,0.0198,0.8493,30.172,49.508,0.01485,38.317,8.56
0.02700,404.51,94.74,0.0203,0.8496,30.173,49.500,0.01348,37.445,8.72
0.02750,353.55,96.02,0.0207,0.8499,30.175,49.492,0.01179,36.070,8.85
0.02800,293.89,97.30,0.0211,0.8502,30.177,49.484,0.00980,33.779,8.95
0.02850,227.00,98.58,0.0215,0.8505,30.178,49.476,0.00757,29.498,9.01
0.02900,154.51,99.85,0.0220,0.8507,30.180,49.468,0.00515,19.481,9.04
0.02950,78.22,101.12,0.0224,0.8508,30.182,49.460,0.00261,-16.322,9.05
0.03000,0.00,102.39,0.0228,0.8509,30.183,49.452,0.00000,0.000,9.10
0.03050,-78.22,103.65,0.0232,0.8509,30.185,49.444,-0.00261,-66.729,9.19
0.03100,-154.51,104.92,0.0237,0.8509,30.186,49.436,-0.00515,-59.223,9.32
0.03150,-227.00,106.18,0.0241,0.8508,30.188,49.428,-0.00757,-55.733,9.49
0.03200,-293.89,107.44,0.0245,0.8507,30.189,49.420,-0.00980,-53.785,9.69
0.03250,-353.55,108.69,0.0249,0.8504,30.191,49.412,-0.01179,-52.589,9.92
0.03300,-404.51,109.95,0.0254,0.8502,30.192,49.404,-0.01348,-51.823,10.18
0.03350,-445.50,111.20,0.0258,0.8499,30.194,49.397,-0.01485,-51.332,10.46
0.03400,-475.53,112.46,0.0262,0.8495,30.196,49.389,-0.01585,-51.036,10.75
0.03450,-493.84,113.71,0.0266,0.8492,30.197,49.381,-0.01646,-50.894,11.05
0.03500,-500.00,114.96,0.0271,0.8487,30.199,49.373,-0.01667,-50.887,11.36
0.03550,-493.84,116.21,0.0275,0.8483,30.200,49.365,-0.01646,-51.010,11.67
0.03600,-475.53,117.46,0.0279,0.8479,30.202,49.357,-0.01585,-51.273,11.96
0.03650,-445.50,118.72,0.0283,0.8474,30.203,49.349,-0.01485,-51.706,12.24
0.03700,-404.51,119.97,0.0288,0.8469,30.205,49.342,-0.01348,-52.358,12.51
0.03750,-353.55,121.22,0.0292,0.8464,30.206,49.334,-0.01179,-53.325,12.74
0.03800,-293.89,122.47,0.0296,0.8459,30.208,49.326,-0.00980,-54.783,12.95
0.03850,-227.00,123.71,0.0300,0.8455,30.209,49.318,-0.00757,-57.087,13.13
0.03900,-154.51,124.96,0.0304,0.8450,30.211,49.310,-0.00515,-61.064,13.27
0.03950,-78.22,126.21,0.0309,0.8445,30.212,49.302,-0.00261,-69.062,13.37
0.04000,-0.00,127.46,0.0313,0.8440,30.214,49.294,-0.00000,0.000,13.43
0.04050,78.22,128.71,0.0317,0.8435,30.216,49.287,0.00261,-32.843,13.46
0.04100,154.51,129.96,0.0321,0.8430,30.217,49.279,0.00515,9.029,13.47
0.04150,227.00,131.20,0.0326,0.8426,30.219,49.271,0.00757,22.880,13.52
0.04200,293.89,132.45,0.0330,0.8421,30.220,49.263,0.00980,28.781,13.60
0.04250,353.55,133.70,0.0334,0.8417,30.222,49.255,0.01179,31.875,13.71
0.04300,404.51,134.94,0.0338,0.8412,30.223,49.248,0.01348,33.680,13.84
0.04350,445.50,136.19,0.0342,0.8408,30.225,49.240,0.01485,34.773,14.00
0.04400,475.53,137.43,0.0347,0.8403,30.226,49.232,0.01585,35.412,14.17
0.04450,493.84,138.68,0.0351,0.8399,30.228,49.224,0.01646,35.723,14.35
0.04500,500.00,139.92,0.0355,0.8395,30.229,49.216,0.01667,35.760,14.53
0.04550,493.84,141.16,0.0359,0.8391,30.231,49.209,0.01646,35.533,14.70
0.04600,475.53,142.41,0.0363,0.8386,30.232,49.201,0.01585,35.012,14.87
0.04650,445.50,143.65,0.0368,0.8382,30.234,49.193,0.01485,34.120,15.02
0.04700,404.51,144.89,0.0372,0.8378,30.236,49.185,0.01348,32.693,15.15
0.04750,353.55,146.13,0.0376,0.8374,30.237,49.177,0.01179,30.399,15.25
0.04800,293.89,147.37,0.0380,0.8370,30.239,49.170,0.00980,26.499,15.33
0.04850,227.00,148.61,0.0384,0.8366,30.240,49.162,0.00757,19.051,15.37
0.04900,154.51,149.85,0.0388,0.8362,30.242,49.154,0.00515,1.727,15.37
0.04950,78.22,151.09,0.0393,0.8358,30.243,49.146,0.00261,-42.973,15.40
0.05000,-0.00,152.32,0.0397,0.8354,30.245,49.139,-0.00000,0.000,15.48
0.05050,-78.22,153.56,0.0401,0.8350,30.246,49.131,-0.00261,-71.352,15.60
