t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.04121,43.163,0.04
0.00100,157.05,9.67,0.0000,0.0426,30.028,49.965,0.10085,43.182,0.11
0.00150,235.53,19.35,0.0000,0.0950,30.059,49.936,0.17612,42.547,0.22
0.00200,313.95,54.24,0.0001,0.2340,30.179,49.847,0.25443,39.599,0.35
0.00250,392.30,124.78,0.0003,0.5845,30.427,49.672,0.32362,34.291,0.48
0.00300,470.54,236.16,0.0008,1.2828,30.820,49.399,0.37185,26.479,0.60
0.00350,548.67,387.54,0.0017,2.4576,31.357,49.032,0.38938,16.367,0.68
0.00400,626.67,571.25,0.0033,4.2291,32.010,48.589,0.37046,5.054,0.71
0.00450,704.51,772.91,0.0060,6.7209,32.728,48.106,0.31503,-5.546,0.74
0.00500,782.17,972.77,0.0102,10.0325,33.443,47.631,0.22962,-13.695,0.84
0.00550,859.65,1148.24,0.0162,14.1544,34.073,47.219,0.12725,-18.557,0.98
0.00600,936.91,1277.54,0.0244,18.9186,34.541,46.921,0.02613,-19.980,1.15
0.00650,1013.94,1343.76,0.0352,24.0251,34.786,46.779,-0.05281,-18.019,1.32
0.00700,1090.72,1338.45,0.0485,29.0971,34.778,46.810,-0.08918,-12.796,1.44
0.00750,1167.23,1264.35,0.0642,33.7418,34.527,47.009,-0.06674,-4.757,1.49
0.00800,1243.45,1136.69,0.0821,37.6142,34.087,47.339,0.02309,4.907,1.54
0.00850,1319.37,982.55,0.1016,40.4821,33.554,47.735,0.17844,14.321,1.71
0.00900,1394.96,838.11,0.1224,42.2806,33.056,48.109,0.38559,21.761,1.99
0.00950,1470.20,743.75,0.1438,43.1467,32.737,48.364,0.61945,26.295,2.35
0.01000,1545.08,737.31,0.1654,43.4222,32.732,48.408,0.84625,27.601,2.76
0.01050,1619.59,846.72,0.1872,43.6203,33.139,48.176,1.00000,25.510,3.14
0.01100,1693.69,1079.74,0.2091,44.3484,33.988,47.649,1.00000,19.925,3.45
0.01150,1767.37,1412.11,0.2317,46.1721,35.194,46.890,1.00000,11.366,3.63
0.01200,1840.62,1806.76,0.2556,49.4760,36.627,45.989,0.94269,1.054,3.64
0.01250,1913.42,2227.73,0.2815,54.4567,38.160,45.036,0.75640,-9.329,3.80
0.01300,1985.74,2626.38,0.3103,61.0920,39.621,44.148,0.49545,-17.881,4.12
0.01350,2057.57,2945.48,0.3428,69.0754,40.803,43.460,0.19728,-23.342,4.57
0.01400,2128.90,3133.40,0.3795,77.8146,41.522,43.091,-0.08948,-25.260,5.07
0.01450,2199.70,3153.04,0.4206,86.4877,41.641,43.126,-0.31151,-23.432,5.54
0.01500,2269.95,2989.69,0.4658,94.1421,41.106,43.596,-0.41870,-17.592,5.90
0.01550,2339.65,2656.63,0.5144,99.8289,39.966,44.471,-0.37298,-7.716,6.06
0.01600,2408.77,2226.96,0.5652,102.8195,38.510,45.626,-0.17304,4.316,6.15
0.01650,2477.29,1752.08,0.6167,102.7540,36.957,46.995,0.17634,16.317,6.52
0.01700,2545.21,1307.53,0.6674,99.5888,35.475,48.229,0.64402,25.933,7.14
0.01750,2612.49,961.07,0.7158,93.6725,34.283,49.130,1.00000,32.298,7.96
0.01800,2679.13,812.69,0.7608,85.7994,33.791,49.546,1.00000,34.863,8.89
0.01850,2745.11,861.71,0.8015,77.0689,33.995,49.477,1.00000,34.454,9.84
0.01900,2810.42,1062.10,0.8378,68.4141,34.733,49.037,1.00000,31.885,10.71
0.01950,2875.03,1377.29,0.8700,60.5606,35.877,48.318,1.00000,27.517,11.46
0.02000,2938.93,1777.58,0.8986,54.0629,37.324,47.393,1.00000,21.562,12.04
0.02050,3002.10,2238.38,0.9244,49.3292,38.988,46.326,1.00000,14.273,12.42
0.02100,3064.54,2738.82,0.9483,46.6409,40.796,45.170,1.00000,6.067,12.58
0.02150,3126.21,3260.90,0.9714,46.1671,42.687,43.971,0.87996,-2.467,12.65
0.02200,3187.12,3775.13,0.9949,47.9524,44.556,42.801,0.59290,-10.453,12.95
0.02250,3247.24,4227.38,1.0197,51.8159,46.210,41.788,0.22695,-16.796,13.44
0.02300,3306.56,4553.36,1.0469,57.2545,47.416,41.082,-0.16668,-20.660,14.06
0.02350,3365.06,4697.96,1.0771,63.4508,47.975,40.809,-0.52585,-21.608,14.73
0.02400,3422.74,4625.61,1.1103,69.3529,47.757,41.048,-0.78562,-19.363,15.33
0.02450,3479.56,4344.00,1.1462,73.8194,46.807,41.812,-0.89636,-13.952,15.76
0.02500,3535.53,3888.63,1.1838,75.8840,45.440,43.328,-0.82593,-5.703,15.94
0.02550,3590.63,3306.59,1.2216,74.7557,43.808,45.459,-0.55754,4.523,16.08
0.02600,3644.84,2685.60,1.2579,70.0250,42.117,47.816,-0.10885,14.745,16.56
0.02650,3698.16,2128.36,1.2910,61.7913,40.600,49.930,0.47216,23.000,17.34
0.02700,3750.56,1738.12,1.3192,50.7002,39.482,51.320,1.00000,28.217,18.35
0.02750,3802.03,1582.71,1.3414,37.8671,38.967,51.755,1.00000,30.273,19.46
0.02800,3852.57,1685.62,1.3570,24.6451,39.334,51.509,1.00000,29.356,20.54
0.02850,3902.15,1997.31,1.3662,12.3209,40.431,50.741,1.00000,26.019,21.49
0.02900,3950.78,2464.72,1.3697,2.0716,42.075,49.586,1.00000,20.613,22.24
0.02950,3998.42,3041.70,1.3689,-4.4734,44.108,48.165,1.00000,13.456,22.72
0.03000,4045.08,3687.93,1.3658,-7.3359,46.389,46.582,1.00000,5.046,22.89
0.03050,4090.75,4371.43,1.3621,-6.7471,48.808,44.919,0.78469,-3.925,23.03
0.03100,4135.40,5041.47,1.3596,-2.8493,51.189,43.302,0.36498,-12.358,23.49
0.03150,4179.04,5616.39,1.3597,3.4357,53.240,41.930,-0.15816,-18.980,24.21
0.03200,4221.64,6009.27,1.3633,11.3057,54.649,41.005,-0.71264,-22.950,25.10
0.03250,4263.20,6145.75,1.3712,20.2918,55.148,40.699,-1.00000,-23.825,26.04
0.03300,4303.71,6019.32,1.3836,29.1096,54.761,41.108,-1.00000,-21.734,26.90
