t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.30000,43.163,0.04
0.00100,157.05,31.56,0.0000,0.0711,30.105,49.913,0.30000,38.628,0.10
0.00150,235.53,114.41,0.0001,0.3762,30.397,49.708,0.30000,27.215,0.16
0.00200,313.95,236.91,0.0005,1.0977,30.829,49.408,0.30000,13.788,0.20
0.00250,392.30,385.08,0.0013,2.3104,31.354,49.048,0.30000,1.054,0.20
0.00300,470.54,548.15,0.0029,4.0522,31.934,48.655,-0.30000,-9.366,0.24
0.00350,548.67,645.67,0.0054,6.2563,32.281,48.421,-0.30000,-10.026,0.29
0.00400,626.67,635.48,0.0091,8.4706,32.245,48.446,-0.30000,-0.805,0.29
0.00450,704.51,572.87,0.0138,10.3766,32.070,48.677,0.30000,10.583,0.36
0.00500,782.17,514.74,0.0194,11.8322,31.894,48.867,0.30000,18.876,0.49
0.00550,859.65,497.86,0.0256,12.9971,31.837,48.912,0.30000,22.824,0.67
0.00600,936.91,531.91,0.0324,14.1079,31.961,48.836,0.30000,23.377,0.88
0.00650,1013.94,600.95,0.0398,15.3713,32.211,48.677,0.30000,22.162,1.08
0.00700,1090.72,692.60,0.0478,16.9210,32.542,48.465,0.30000,20.052,1.28
0.00750,1167.23,797.30,0.0567,18.8338,32.920,48.223,0.30000,17.585,1.47
0.00800,1243.45,907.63,0.0667,21.1413,33.321,47.971,0.30000,15.113,1.64
0.00850,1319.37,1017.78,0.0780,23.8391,33.722,47.721,0.30000,12.876,1.79
0.00900,1394.96,1123.25,0.0906,26.8941,34.108,47.486,0.30000,11.022,1.92
0.00950,1470.20,1220.58,0.1049,30.2505,34.467,47.273,0.30000,9.636,2.05
0.01000,1545.08,1307.21,0.1209,33.8356,34.790,47.090,0.30000,8.752,2.17
0.01050,1619.59,1381.35,0.1388,37.5637,35.070,46.939,0.30000,8.368,2.28
0.01100,1693.69,1441.87,0.1585,41.3415,35.304,46.824,0.30000,8.457,2.41
0.01150,1767.37,1488.28,0.1801,45.0710,35.489,46.747,0.30000,8.974,2.55
0.01200,1840.62,1520.66,0.2035,48.6538,35.627,46.706,0.30000,9.862,2.71
0.01250,1913.42,1539.56,0.2287,51.9946,35.718,46.700,0.30000,11.056,2.90
0.01300,1985.74,1546.02,0.2555,55.0038,35.765,46.726,0.30000,12.486,3.12
0.01350,2057.57,1541.46,0.2836,57.6005,35.775,46.780,0.30000,14.081,3.38
0.01400,2128.90,1527.65,0.3130,59.7153,35.753,46.858,0.30000,15.771,3.68
0.01450,2199.70,1506.62,0.3433,61.2918,35.706,46.955,0.30000,17.488,4.02
