t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,0.01355,43.156,0.04
0.00100,154.51,9.67,0.0000,0.0426,30.028,49.965,0.02676,43.151,0.11
0.00150,227.00,14.28,0.0000,0.0891,30.041,49.949,0.03931,43.139,0.22
0.00200,293.89,18.68,0.0001,0.1469,30.053,49.932,0.05086,43.120,0.35
0.00250,353.55,25.63,0.0002,0.2164,30.074,49.910,0.06062,42.846,0.52
0.00300,404.51,39.66,0.0003,0.3196,30.121,49.871,0.06746,42.049,0.70
0.00350,445.50,60.40,0.0005,0.4815,30.191,49.816,0.07123,40.841,0.89
0.00400,475.53,86.70,0.0008,0.7183,30.282,49.747,0.07195,39.272,1.09
0.00450,493.84,116.90,0.0013,1.0370,30.386,49.670,0.06979,37.354,1.27
0.00500,500.00,149.05,0.0019,1.4354,30.498,49.588,0.06502,35.065,1.45
0.00550,493.84,181.03,0.0027,1.9037,30.609,49.507,0.05799,32.351,1.61
0.00600,475.53,210.76,0.0038,2.4260,30.713,49.431,0.04912,29.109,1.74
0.00650,445.50,236.27,0.0051,2.9822,30.801,49.367,0.03884,25.157,1.84
0.00700,404.51,255.84,0.0068,3.5481,30.869,49.317,0.02763,20.180,1.92
0.00750,353.55,268.06,0.0087,4.0962,30.911,49.285,0.01592,13.594,1.96
0.00800,293.89,271.87,0.0109,4.5957,30.924,49.274,0.00415,4.286,1.97
0.00850,227.00,266.63,0.0133,5.0127,30.904,49.285,-0.00729,-9.904,1.99
0.00900,154.51,252.37,0.0158,5.3120,30.853,49.318,-0.01809,-32.350,2.04
0.00950,78.22,234.97,0.0186,5.4712,30.790,49.358,-0.02900,-63.482,2.12
0.01000,0.00,217.23,0.0213,5.4946,30.726,49.400,-0.04021,0.000,2.23
0.01050,-78.22,199.68,0.0240,5.3914,30.663,49.441,-0.05144,-74.280,2.37
0.01100,-154.51,182.21,0.0267,5.1735,30.601,49.483,-0.06233,-65.351,2.53
0.01150,-227.00,160.04,0.0292,4.8420,30.532,49.552,-0.07163,-59.609,2.73
0.01200,-293.89,132.61,0.0315,4.3854,30.455,49.654,-0.07891,-55.430,2.94
0.01250,-353.55,100.89,0.0335,3.8014,30.374,49.783,-0.08404,-52.118,3.17
0.01300,-404.51,66.10,0.0353,3.0995,30.292,49.935,-0.08698,-49.319,3.40
