t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.50453,43.163,0.04
0.00100,157.05,55.29,0.0000,0.1073,30.190,49.856,0.99954,32.942,0.09
0.00150,235.53,262.02,0.0002,0.7482,30.922,49.353,-0.47245,-6.415,0.10
0.00200,313.95,452.14,0.0009,2.3229,31.596,48.893,-1.00000,-23.757,0.17
0.00250,392.30,430.14,0.0025,4.0189,31.566,49.025,-0.11728,-5.510,0.19
0.00300,470.54,316.24,0.0048,5.0939,31.325,49.574,1.00000,18.155,0.27
0.00350,548.67,310.73,0.0075,5.6858,31.335,49.635,1.00000,23.445,0.39
0.00400,626.67,509.38,0.0106,6.6749,32.040,49.156,1.00000,10.601,0.44
0.00450,704.51,862.00,0.0144,8.9450,33.296,48.310,-1.00000,-12.601,0.52
0.00500,782.17,1075.71,0.0198,12.7033,34.060,47.803,-1.00000,-20.570,0.67
0.00550,859.65,997.47,0.0272,16.6051,33.843,48.092,-1.00000,-9.109,0.74
0.00600,936.91,732.20,0.0362,19.4973,33.222,49.269,1.00000,12.325,0.84
0.00650,1013.94,528.89,0.0464,20.8925,32.710,50.109,1.00000,25.565,1.08
0.00700,1090.72,539.91,0.0570,21.6652,32.754,50.091,1.00000,26.793,1.36
0.00750,1167.23,743.71,0.0681,22.8363,33.483,49.607,1.00000,19.943,1.57
0.00800,1243.45,1080.30,0.0801,25.2062,34.685,48.806,1.00000,7.475,1.65
0.00850,1319.37,1501.66,0.0936,29.2936,36.193,47.807,-1.00000,-7.867,1.74
0.00900,1394.96,1733.66,0.1097,34.9854,37.031,47.272,-1.00000,-13.648,1.91
0.00950,1470.20,1622.76,0.1286,40.6412,36.667,47.588,1.00000,-5.924,1.99
0.01000,1545.08,1489.74,0.1501,45.1934,36.223,47.957,1.00000,2.052,2.02
0.01050,1619.59,1542.23,0.1737,49.2086,36.429,47.862,1.00000,2.735,2.05
0.01100,1693.69,1730.05,0.1993,53.4715,37.118,47.446,1.00000,-1.230,2.07
0.01150,1767.37,2006.35,0.2273,58.5033,38.126,46.823,-1.00000,-7.701,2.19
0.01200,1840.62,2100.19,0.2580,64.2105,38.487,46.644,-1.00000,-8.027,2.32
0.01250,1913.42,1861.95,0.2914,68.9982,37.687,47.295,1.00000,1.541,2.35
0.01300,1985.74,1609.99,0.3266,71.8593,36.836,47.977,1.00000,10.715,2.54
0.01350,2057.57,1552.76,0.3630,73.4127,36.662,48.163,1.00000,13.785,2.79
0.01400,2128.90,1644.71,0.4000,74.5218,37.018,47.991,1.00000,12.813,3.03
0.01450,2199.70,1841.36,0.4375,75.8078,37.748,47.569,1.00000,9.252,3.21
