t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,0.00000,0.000,0.00
0.00050,12.57,4.88,0.0000,0.0114,30.014,49.983,0.62831,31.451,0.00
0.00100,25.13,70.28,0.0000,0.1317,30.243,49.819,1.00000,-60.897,0.03
0.00150,37.70,300.79,0.0002,0.8950,31.060,49.260,1.00000,-81.846,0.16
0.00200,50.26,684.02,0.0011,2.9538,32.423,48.338,1.00000,-85.466,0.47
0.00250,62.82,1166.08,0.0035,6.7888,34.142,47.187,1.00000,-86.741,1.03
0.00300,75.38,1704.46,0.0083,12.9017,36.070,45.913,1.00000,-87.351,1.84
0.00350,87.94,2264.69,0.0168,21.6166,38.086,44.604,1.00000,-87.687,2.93
0.00400,100.49,2818.86,0.0304,32.9456,40.091,43.328,1.00000,-87.883,4.29
0.00450,113.04,3344.67,0.0502,46.7154,42.008,42.142,1.00000,-87.997,5.90
0.00500,125.58,3824.57,0.0774,62.6318,43.775,41.087,1.00000,-88.056,7.75
0.00550,138.12,4245.17,0.1131,80.3081,45.344,40.197,1.00000,-88.074,9.81
0.00600,150.65,4596.73,0.1580,99.2875,46.680,39.494,1.00000,-88.059,12.03
0.00650,163.18,4872.89,0.2125,119.0639,47.759,38.992,1.00000,-88.016,14.39
0.00700,175.70,5070.41,0.2771,139.1022,48.570,38.696,1.00000,-87.944,16.83
0.00750,188.22,5188.89,0.3516,158.8571,49.108,38.607,1.00000,-87.845,19.33
0.00800,200.72,5230.60,0.4358,177.7909,49.382,38.714,1.00000,-87.715,21.85
0.00850,213.22,5200.21,0.5291,195.3906,49.404,39.005,1.00000,-87.552,24.34
0.00900,225.71,5104.53,0.6309,211.1825,49.199,39.460,1.00000,-87.351,26.78
0.00950,238.19,4952.23,0.7400,224.7459,48.795,40.056,1.00000,-87.107,29.14
0.01000,250.67,4753.54,0.8552,235.7249,48.226,40.763,1.00000,-86.814,31.39
0.01050,263.13,4519.90,0.9752,243.8376,47.531,41.553,1.00000,-86.463,33.52
0.01100,275.58,4263.61,1.0985,248.8835,46.754,42.393,1.00000,-86.047,35.51
0.01150,288.02,3997.46,1.2236,250.7481,45.937,43.249,1.00000,-85.560,37.37
0.01200,300.45,3734.40,1.3487,249.4053,45.125,44.088,1.00000,-85.000,39.08
0.01250,312.87,3487.12,1.4724,244.9172,44.363,44.878,1.00000,-84.371,40.67
