t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.00670,43.163,0.04
0.00100,157.05,9.67,0.0000,0.0426,30.028,49.965,0.01250,43.182,0.11
0.00150,235.53,14.28,0.0000,0.0891,30.041,49.949,0.01780,43.209,0.22
0.00200,313.95,18.68,0.0001,0.1469,30.053,49.932,0.02280,43.244,0.37
0.00250,392.30,22.82,0.0002,0.2124,30.064,49.917,0.02764,43.284,0.55
0.00300,470.54,26.68,0.0003,0.2827,30.075,49.902,0.03239,43.329,0.78
0.00350,548.67,30.41,0.0005,0.3551,30.085,49.888,0.03708,43.367,1.03
0.00400,626.67,36.60,0.0007,0.4336,30.104,49.867,0.04149,43.277,1.33
0.00450,704.51,46.06,0.0009,0.5306,30.134,49.839,0.04560,43.064,1.66
0.00500,782.17,58.63,0.0012,0.6568,30.176,49.804,0.04945,42.770,2.02
0.00550,859.65,74.07,0.0016,0.8196,30.227,49.762,0.05310,42.422,2.41
0.00600,936.91,92.09,0.0020,1.0240,30.289,49.714,0.05657,42.041,2.84
0.00650,1013.94,112.37,0.0026,1.2729,30.358,49.660,0.05989,41.643,3.29
0.00700,1090.72,134.60,0.0033,1.5674,30.434,49.602,0.06309,41.238,3.76
0.00750,1167.23,158.45,0.0042,1.9074,30.517,49.541,0.06619,40.835,4.27
0.00800,1243.45,183.63,0.0052,2.2925,30.604,49.476,0.06920,40.442,4.80
0.00850,1319.37,209.84,0.0065,2.7220,30.695,49.410,0.07215,40.062,5.35
0.00900,1394.96,236.80,0.0080,3.1955,30.789,49.342,0.07505,39.701,5.93
0.00950,1470.20,264.27,0.0097,3.7131,30.885,49.273,0.07792,39.360,6.54
0.01000,1545.08,291.98,0.0117,4.2752,30.983,49.204,0.08077,39.043,7.16
0.01050,1619.59,319.71,0.0140,4.8825,31.080,49.136,0.08360,38.751,7.81
0.01100,1693.69,347.22,0.0166,5.5356,31.177,49.069,0.08645,38.484,8.49
0.01150,1767.37,374.29,0.0195,6.2347,31.273,49.003,0.08930,38.246,9.18
0.01200,1840.62,400.73,0.0228,6.9792,31.368,48.940,0.09219,38.035,9.90
0.01250,1913.42,426.35,0.0265,7.7669,31.459,48.879,0.09511,37.854,10.65
0.01300,1985.74,450.96,0.0306,8.5941,31.548,48.821,0.09808,37.700,11.41
0.01350,2057.57,474.44,0.0351,9.4555,31.632,48.767,0.10109,37.575,12.20
0.01400,2128.90,496.69,0.0400,10.3436,31.713,48.716,0.10416,37.477,13.02
0.01450,2199.70,517.63,0.0454,11.2495,31.790,48.670,0.10729,37.405,13.86
0.01500,2269.95,537.24,0.0513,12.1631,31.862,48.627,0.11046,37.355,14.73
0.01550,2339.65,555.56,0.0576,13.0733,31.931,48.588,0.11368,37.327,15.62
0.01600,2408.77,572.66,0.0644,13.9688,31.995,48.553,0.11695,37.317,16.54
0.01650,2477.29,588.65,0.0716,14.8381,32.056,48.521,0.12023,37.321,17.48
