t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,0.00667,43.156,0.04
0.00100,154.51,9.67,0.0000,0.0426,30.028,49.965,0.01228,43.151,0.11
0.00150,227.00,14.28,0.0000,0.0891,30.041,49.949,0.01706,43.139,0.22
0.00200,293.89,18.68,0.0001,0.1469,30.053,49.932,0.02110,43.120,0.35
0.00250,353.55,22.82,0.0002,0.2124,30.064,49.917,0.02444,43.090,0.52
0.00300,404.51,26.68,0.0003,0.2827,30.075,49.902,0.02704,43.047,0.71
0.00350,445.50,30.24,0.0005,0.3550,30.084,49.888,0.02890,42.988,0.91
0.00400,475.53,33.91,0.0007,0.4276,30.094,49.874,0.02993,42.883,1.14
0.00450,493.84,39.19,0.0009,0.5044,30.110,49.856,0.03001,42.634,1.36
0.00500,500.00,45.77,0.0012,0.5911,30.130,49.835,0.02916,42.254,1.59
0.00550,493.84,53.03,0.0015,0.6897,30.153,49.812,0.02748,41.752,1.81
0.00600,475.53,60.34,0.0019,0.7993,30.175,49.790,0.02504,41.125,2.02
0.00650,445.50,67.03,0.0023,0.9158,30.196,49.769,0.02195,40.349,2.21
0.00700,404.51,72.50,0.0028,1.0332,30.213,49.751,0.01832,39.378,2.37
0.00750,353.55,76.18,0.0033,1.1438,30.223,49.737,0.01426,38.115,2.51
0.00800,293.89,77.63,0.0039,1.2390,30.225,49.729,0.00990,36.348,2.62
0.00850,227.00,77.27,0.0046,1.3109,30.221,49.725,0.00529,33.409,2.70
0.00900,154.51,76.62,0.0052,1.3590,30.216,49.722,0.00041,26.752,2.73
0.00950,78.22,75.82,0.0059,1.3863,30.211,49.719,-0.00462,1.754,2.74
0.01000,0.00,74.95,0.0066,1.3956,30.205,49.717,-0.00966,0.000,2.77
0.01050,-78.22,74.07,0.0073,1.3898,30.199,49.714,-0.01459,-62.814,2.85
0.01100,-154.51,73.24,0.0080,1.3715,30.193,49.712,-0.01929,-55.847,2.96
0.01150,-227.00,72.51,0.0087,1.3435,30.188,49.709,-0.02363,-52.842,3.11
0.01200,-293.89,71.91,0.0093,1.3080,30.183,49.706,-0.02752,-51.221,3.30
0.01250,-353.55,71.46,0.0100,1.2673,30.179,49.702,-0.03084,-50.244,3.51
0.01300,-404.51,71.16,0.0106,1.2233,30.175,49.698,-0.03353,-49.622,3.75
0.01350,-445.50,69.44,0.0112,1.1747,30.169,49.702,-0.03536,-49.135,4.00
0.01400,-475.53,65.73,0.0118,1.1139,30.159,49.717,-0.03627,-48.699,4.27
0.01450,-493.84,60.49,0.0123,1.0355,30.147,49.741,-0.03627,-48.303,4.55
0.01500,-500.00,54.22,0.0128,0.9373,30.134,49.771,-0.03541,-47.944,4.83
0.01550,-493.84,47.49,0.0133,0.8204,30.120,49.805,-0.03374,-47.627,5.10
0.01600,-475.53,40.86,0.0136,0.6883,30.108,49.839,-0.03134,-47.359,5.36
0.01650,-445.50,34.89,0.0139,0.5464,30.098,49.872,-0.02829,-47.158,5.60
0.01700,-404.51,30.07,0.0142,0.4019,30.090,49.900,-0.02470,-47.052,5.81
0.01750,-353.55,26.85,0.0144,0.2627,30.087,49.921,-0.02067,-47.095,6.00
0.01800,-293.89,25.61,0.0144,0.1369,30.088,49.934,-0.01631,-47.391,6.16
0.01850,-227.00,26.65,0.0145,0.0328,30.094,49.935,-0.01175,-48.174,6.29
0.01900,-154.51,30.16,0.0145,-0.0421,30.106,49.925,-0.00711,-50.081,6.38
0.01950,-78.22,35.26,0.0145,-0.0826,30.121,49.907,-0.00243,-55.423,6.44
0.02000,-0.00,40.47,0.0144,-0.0917,30.136,49.889,0.00230,0.000,6.46
0.02050,78.22,45.65,0.0144,-0.0750,30.151,49.871,0.00694,22.604,6.48
0.02100,154.51,50.71,0.0143,-0.0377,30.165,49.853,0.01136,33.892,6.53
0.02150,227.00,55.58,0.0143,0.0156,30.179,49.835,0.01544,37.058,6.61
0.02200,293.89,60.20,0.0144,0.0806,30.192,49.819,0.01908,38.490,6.73
0.02250,353.55,64.53,0.0144,0.1534,30.204,49.803,0.02217,39.265,6.88
0.02300,404.51,68.55,0.0145,0.2307,30.215,49.788,0.02463,39.710,7.04
0.02350,445.50,72.25,0.0146,0.3098,30.225,49.773,0.02640,39.957,7.23
0.02400,475.53,75.62,0.0148,0.3885,30.234,49.760,0.02742,40.063,7.43
0.02450,493.84,78.99,0.0150,0.4650,30.243,49.747,0.02764,40.032,7.64
0.02500,500.00,83.57,0.0153,0.5425,30.256,49.730,0.02694,39.790,7.85
0.02550,493.84,88.96,0.0156,0.6252,30.272,49.712,0.02538,39.347,8.05
0.02600,475.53,94.55,0.0159,0.7138,30.289,49.694,0.02305,38.701,8.24
0.02650,445.50,99.71,0.0163,0.8064,30.304,49.676,0.02005,37.818,8.41
0.02700,404.51,103.83,0.0167,0.8981,30.316,49.662,0.01649,36.624,8.56
0.02750,353.55,106.36,0.0172,0.9827,30.322,49.651,0.01249,34.960,8.69
0.02800,293.89,107.15,0.0177,1.0527,30.322,49.644,0.00815,32.433,8.78
0.02850,227.00,107.49,0.0182,1.1055,30.321,49.638,0.00345,27.764,8.84
0.02900,154.51,107.66,0.0188,1.1427,30.318,49.633,-0.00152,16.869,8.86
0.02950,78.22,107.70,0.0194,1.1660,30.316,49.629,-0.00662,-20.652,8.88
0.03000,0.00,107.67,0.0200,1.1773,30.313,49.624,-0.01172,0.000,8.93
0.03050,-78.22,107.62,0.0206,1.1784,30.310,49.620,-0.01671,-67.174,9.02
0.03100,-154.51,107.57,0.0211,1.1711,30.307,49.615,-0.02146,-59.479,9.15
0.03150,-227.00,107.58,0.0217,1.1569,30.304,49.610,-0.02585,-55.844,9.32
0.03200,-293.89,107.65,0.0223,1.1375,30.302,49.605,-0.02977,-53.799,9.52
0.03250,-353.55,107.80,0.0229,1.1142,30.299,49.600,-0.03313,-52.536,9.75
0.03300,-404.51,107.40,0.0234,1.0875,30.296,49.599,-0.03579,-51.684,10.01
0.03350,-445.50,104.72,0.0239,1.0511,30.289,49.609,-0.03753,-51.004,10.28
0.03400,-475.53,100.01,0.0245,0.9967,30.278,49.630,-0.03835,-50.435,10.57
0.03450,-493.84,93.76,0.0249,0.9200,30.265,49.660,-0.03827,-49.955,10.87
0.03500,-500.00,86.52,0.0254,0.8197,30.251,49.697,-0.03734,-49.553,11.16
0.03550,-493.84,78.87,0.0258,0.6976,30.236,49.736,-0.03562,-49.229,11.45
0.03600,-475.53,71.38,0.0261,0.5582,30.223,49.776,-0.03316,-48.993,11.72
0.03650,-445.50,64.61,0.0263,0.4076,30.212,49.815,-0.03007,-48.868,11.97
0.03700,-404.51,59.06,0.0265,0.2537,30.204,49.848,-0.02644,-48.892,12.21
