t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,0.76109,43.156,0.04
0.00100,154.51,86.36,0.0000,0.1579,30.300,49.781,0.00502,23.802,0.07
0.00150,227.00,222.20,0.0003,0.8563,30.780,49.449,-0.06984,1.211,0.07
0.00200,293.89,303.83,0.0009,1.9178,31.068,49.248,-0.00874,-1.937,0.08
0.00250,353.55,344.14,0.0022,3.0637,31.210,49.148,0.22278,1.525,0.08
0.00300,404.51,388.10,0.0040,4.2106,31.365,49.040,0.22818,2.323,0.09
0.00350,445.50,458.70,0.0064,5.4884,31.615,48.870,-0.02683,-1.697,0.10
0.00400,475.53,515.98,0.0095,6.9711,31.819,48.732,-0.02727,-4.863,0.12
0.00450,493.84,534.02,0.0134,8.5152,31.884,48.690,-0.19453,-4.651,0.14
0.00500,500.00,508.66,0.0180,9.9378,31.795,48.753,0.10607,-0.993,0.14
0.00550,493.84,470.11,0.0233,11.0909,31.660,48.849,0.31775,2.752,0.15
0.00600,475.53,464.25,0.0291,12.0101,31.641,48.867,-0.00863,1.359,0.16
0.00650,445.50,473.01,0.0353,12.8784,31.675,48.850,-0.04490,-3.534,0.17
0.00700,404.51,451.94,0.0419,13.6144,31.603,48.906,-0.02467,-6.688,0.20
0.00750,353.55,407.96,0.0489,14.0773,31.450,49.017,-0.01232,-8.748,0.22
0.00800,293.89,354.85,0.0560,14.1842,31.264,49.150,-0.01646,-11.719,0.25
0.00850,227.00,302.10,0.0630,13.9199,31.080,49.282,-0.03200,-18.307,0.29
0.00900,154.51,251.23,0.0698,13.2938,30.902,49.409,-0.04913,-32.047,0.34
0.00950,78.22,203.68,0.0762,12.3260,30.735,49.528,-0.06807,-58.060,0.40
0.01000,0.00,156.90,0.0821,11.0418,30.577,49.654,-0.08377,0.000,0.48
0.01050,-78.22,106.76,0.0872,9.4488,30.422,49.814,-0.09380,-67.079,0.57
0.01100,-154.51,54.77,0.0915,7.5640,30.275,50.002,-0.10509,-53.562,0.68
0.01150,-227.00,2.64,0.0947,5.4402,30.140,50.212,-0.11764,-45.331,0.79
0.01200,-293.89,-48.67,0.0969,3.1873,30.022,50.442,-0.13029,-39.842,0.92
0.01250,-353.55,-98.90,0.0979,0.9662,29.919,50.690,-0.14181,-35.764,1.04
0.01300,-404.51,-148.35,0.0979,-1.1056,29.833,50.957,-0.15114,-32.345,1.17
0.01350,-445.50,-197.23,0.0969,-3.0389,29.760,51.243,-1.00000,-29.131,1.30
0.01400,-475.53,-326.28,0.0948,-5.0567,29.550,51.969,-1.00000,-17.425,1.37
0.01450,-493.84,-580.88,0.0917,-7.8255,29.122,53.377,-0.01998,9.996,1.41
