t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.01361,43.163,0.04
0.00100,157.05,9.67,0.0000,0.0426,30.028,49.965,0.02723,43.182,0.11
0.00150,235.53,14.28,0.0000,0.0891,30.041,49.949,0.04089,43.209,0.22
0.00200,313.95,18.68,0.0001,0.1469,30.053,49.932,0.05457,43.244,0.37
0.00250,392.30,26.42,0.0002,0.2179,30.077,49.908,0.06763,43.004,0.55
0.00300,470.54,42.28,0.0003,0.3282,30.130,49.865,0.07919,42.307,0.77
0.00350,548.67,66.46,0.0005,0.5077,30.213,49.801,0.08920,41.311,1.01
0.00400,626.67,98.54,0.0009,0.7795,30.324,49.719,0.09774,40.123,1.27
0.00450,704.51,137.70,0.0013,1.1601,30.460,49.620,0.10497,38.818,1.55
0.00500,782.17,182.86,0.0020,1.6596,30.618,49.507,0.11107,37.460,1.85
0.00550,859.65,232.79,0.0030,2.2837,30.794,49.383,0.11626,36.100,2.17
0.00600,936.91,286.22,0.0043,3.0368,30.982,49.251,0.12078,34.780,2.49
0.00650,1013.94,341.90,0.0061,3.9243,31.178,49.115,0.12486,33.536,2.83
0.00700,1090.72,398.61,0.0083,4.9538,31.379,48.977,0.12870,32.397,3.17
0.00750,1167.23,455.23,0.0111,6.1347,31.580,48.841,0.13252,31.383,3.53
0.00800,1243.45,510.71,0.0144,7.4749,31.778,48.708,0.13650,30.510,3.90
0.00850,1319.37,564.11,0.0186,8.9772,31.969,48.582,0.14081,29.789,4.27
0.00900,1394.96,614.64,0.0235,10.6364,32.151,48.463,0.14559,29.222,4.67
0.00950,1470.20,661.71,0.0292,12.4378,32.322,48.355,0.15096,28.807,5.07
0.01000,1545.08,704.88,0.0359,14.3583,32.479,48.258,0.15699,28.537,5.49
0.01050,1619.59,743.97,0.0436,16.3685,32.623,48.172,0.16370,28.397,5.93
