t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,0.06676,43.156,0.04
0.00100,154.51,9.67,0.0000,0.0426,30.028,49.965,0.15931,43.151,0.11
0.00150,227.00,30.46,0.0001,0.1149,30.098,49.910,0.26022,40.887,0.21
0.00200,293.89,90.27,0.0002,0.3536,30.307,49.760,0.33986,34.715,0.31
0.00250,353.55,197.32,0.0005,0.9268,30.685,49.498,0.37327,23.840,0.39
0.00300,404.51,348.43,0.0012,1.9870,31.220,49.130,0.34253,7.892,0.42
0.00350,445.50,527.46,0.0025,3.6399,31.856,48.698,0.24190,-10.424,0.46
0.00400,475.53,706.60,0.0049,5.9373,32.494,48.268,0.08111,-25.916,0.57
0.00450,493.84,850.65,0.0086,8.8473,33.008,47.925,-0.11418,-35.849,0.75
0.00500,500.00,923.83,0.0138,12.1698,33.272,47.755,-0.30541,-40.287,0.96
0.00550,493.84,900.18,0.0208,15.5012,33.192,47.818,-0.44925,-39.448,1.17
0.00600,475.53,801.37,0.0293,18.3972,32.900,48.156,-0.53319,-34.420,1.33
0.00650,445.50,613.71,0.0390,20.4303,32.423,48.925,-0.52114,-20.685,1.41
0.00700,404.51,358.32,0.0495,21.1884,31.810,50.030,-0.40042,6.514,1.44
0.00750,353.55,72.54,0.0599,20.4175,31.140,51.295,-0.17906,38.478,1.58
0.00800,293.89,-195.81,0.0696,18.0905,30.515,52.490,0.11239,59.030,1.82
0.00850,227.00,-396.47,0.0778,14.4425,30.038,53.368,0.42266,69.994,2.13
0.00900,154.51,-486.41,0.0839,9.9649,29.797,53.715,0.68622,76.446,2.45
0.00950,78.22,-449.53,0.0878,5.3525,29.925,53.621,0.84305,81.570,2.72
0.01000,0.00,-240.18,0.0894,1.6515,30.659,53.100,0.79764,0.000,2.84
0.01050,-78.22,102.83,0.0897,-0.1902,31.864,52.250,0.50145,-66.634,2.93
0.01100,-154.51,493.87,0.0896,0.0080,33.241,51.286,0.00439,-76.596,3.25
0.01150,-227.00,819.55,0.0900,1.8353,34.389,50.486,-0.60292,-77.762,3.77
0.01200,-293.89,965.92,0.0916,4.4833,34.905,50.126,-0.96937,-76.869,4.40
0.01250,-353.55,904.83,0.0945,7.0195,34.762,50.397,-0.97645,-74.307,5.03
0.01300,-404.51,671.47,0.0984,8.6461,34.262,51.507,-0.98301,-69.397,5.57
0.01350,-445.50,314.24,0.1028,8.6865,33.516,53.241,-0.98556,-59.613,5.95
0.01400,-475.53,-123.14,0.1068,6.6888,32.623,55.397,-0.98156,-36.540,6.13
0.01450,-493.84,-604.88,0.1092,2.5283,31.667,57.819,-0.78458,12.672,6.18
0.01500,-500.00,-1084.78,0.1090,-3.2987,30.750,60.290,-0.33430,49.469,6.48
0.01550,-493.84,-1490.42,0.1056,-10.5489,30.020,62.453,0.24037,63.640,6.97
0.01600,-475.53,-1737.60,0.0982,-19.2217,29.645,63.889,0.84622,69.354,7.61
0.01650,-445.50,-1754.43,0.0863,-28.4142,29.769,64.235,0.92668,71.204,8.26
0.01700,-404.51,-1541.58,0.0699,-36.8820,30.497,63.675,0.94430,70.417,8.83
0.01750,-353.55,-1104.99,0.0498,-43.4207,31.993,62.529,0.95360,64.803,9.20
0.01800,-293.89,-505.34,0.0270,-47.0120,34.050,60.962,0.95669,35.733,9.31
