t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,12.57,4.88,0.0000,0.0114,30.014,49.983,1.00000,31.451,0.00
0.00100,25.13,115.27,0.0000,0.2050,30.403,49.711,1.00000,-74.421,0.05
0.00150,37.70,416.93,0.0004,1.3353,31.474,48.982,1.00000,-84.323,0.24
0.00200,50.26,847.89,0.0016,3.9815,33.008,47.947,1.00000,-86.394,0.64
0.00250,62.82,1359.43,0.0047,8.5989,34.835,46.729,1.00000,-87.226,1.29
0.00300,75.38,1912.66,0.0106,15.6633,36.819,45.426,1.00000,-87.651,2.20
0.00350,87.94,2475.90,0.0208,25.3773,38.849,44.116,1.00000,-87.891,3.40
0.00400,100.49,3023.58,0.0364,37.6687,40.836,42.864,1.00000,-88.031,4.86
0.00450,113.04,3535.35,0.0588,52.3119,42.708,41.719,1.00000,-88.108,6.57
0.00500,125.58,3995.37,0.0891,68.9733,44.409,40.721,1.00000,-88.141,8.51
0.00550,138.12,4391.69,0.1281,87.2351,45.897,39.897,1.00000,-88.140,10.63
0.00600,150.65,4715.92,0.1765,106.6179,47.140,39.267,1.00000,-88.110,12.92
0.00650,163.18,4962.93,0.2348,126.6007,48.120,38.842,1.00000,-88.053,15.32
0.00700,175.70,5130.57,0.3031,146.6407,48.828,38.625,1.00000,-87.969,17.79
0.00750,188.22,5219.52,0.3814,166.1921,49.264,38.612,1.00000,-87.858,20.31
0.00800,200.72,5232.98,0.4691,184.7233,49.440,38.791,1.00000,-87.716,22.82
0.00850,213.22,5176.50,0.5658,201.7330,49.372,39.148,1.00000,-87.540,25.31
0.00900,225.71,5057.65,0.6705,216.7650,49.085,39.661,1.00000,-87.326,27.72
0.00950,238.19,4885.75,0.7822,229.4208,48.611,40.305,1.00000,-87.066,30.05
0.01000,250.67,4671.54,0.8995,239.3707,47.987,41.049,1.00000,-86.755,32.26
0.01050,263.13,4426.87,1.0211,246.3621,47.253,41.864,1.00000,-86.384,34.34
0.01100,275.58,4164.29,1.1454,250.2262,46.452,42.717,1.00000,-85.946,36.28
0.01150,288.02,3896.73,1.2708,250.8814,45.628,43.573,1.00000,-85.437,38.09
0.01200,300.45,3637.11,1.3957,248.3351,44.826,44.400,1.00000,-84.855,39.76
0.01250,312.87,3397.98,1.5186,242.6824,44.090,45.167,1.00000,-84.209,41.30
0.01300,325.27,3191.19,1.6379,234.1026,43.461,45.842,1.00000,-83.525,42.73
0.01350,337.67,3027.56,1.7522,222.8533,42.977,46.399,1.00000,-82.845,44.08
0.01400,350.05,2916.59,1.8604,209.2626,42.672,46.815,1.00000,-82.233,45.36
0.01450,362.41,2866.23,1.9612,193.7193,42.573,47.070,1.00000,-81.764,46.61
0.01500,374.76,2882.64,2.0538,176.6615,42.704,47.151,1.00000,-81.501,47.86
0.01550,387.10,2970.07,2.1377,158.5640,43.078,47.047,1.00000,-81.477,49.16
0.01600,399.42,3130.75,2.2123,139.9250,43.706,46.753,1.00000,-81.680,50.52
0.01650,411.73,3364.84,2.2776,121.2519,44.588,46.273,1.00000,-82.063,52.00
0.01700,424.01,3670.45,2.3336,103.0474,45.719,45.611,1.00000,-82.559,53.62
0.01750,436.29,4043.73,2.3808,85.7953,47.086,44.779,1.00000,-83.104,55.43
0.01800,448.54,4478.96,2.4197,69.9477,48.671,43.794,1.00000,-83.650,57.44
0.01850,460.78,4968.75,2.4510,55.9128,50.449,42.675,1.00000,-84.164,59.69
0.01900,473.00,5504.26,2.4759,44.0439,52.390,41.447,1.00000,-84.629,62.21
