t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,0.00262,43.163,0.04
0.00100,157.05,9.67,0.0000,0.0426,30.028,49.965,0.00524,43.182,0.11
0.00150,235.53,14.28,0.0000,0.0891,30.041,49.949,0.00785,43.209,0.22
0.00200,313.95,18.68,0.0001,0.1469,30.053,49.932,0.01047,43.244,0.37
0.00250,392.30,22.82,0.0002,0.2124,30.064,49.917,0.01308,43.284,0.55
0.00300,470.54,26.68,0.0003,0.2827,30.075,49.902,0.01568,43.329,0.78
0.00350,548.67,30.24,0.0005,0.3550,30.084,49.888,0.01829,43.377,1.03
0.00400,626.67,33.50,0.0007,0.4272,30.092,49.875,0.02089,43.427,1.33
0.00450,704.51,36.47,0.0009,0.4975,30.100,49.863,0.02348,43.478,1.67
0.00500,782.17,39.15,0.0012,0.5645,30.106,49.851,0.02607,43.530,2.04
0.00550,859.65,41.56,0.0015,0.6270,30.112,49.840,0.02865,43.581,2.45
0.00600,936.91,44.61,0.0018,0.6857,30.119,49.827,0.03123,43.603,2.89
0.00650,1013.94,49.45,0.0022,0.7472,30.134,49.811,0.03380,43.568,3.37
0.00700,1090.72,56.08,0.0025,0.8188,30.154,49.790,0.03636,43.488,3.89
0.00750,1167.23,64.45,0.0030,0.9063,30.181,49.764,0.03891,43.374,4.44
0.00800,1243.45,74.48,0.0035,1.0140,30.214,49.735,0.04145,43.232,5.03
0.00850,1319.37,86.07,0.0040,1.1451,30.252,49.703,0.04398,43.069,5.64
0.00900,1394.96,99.13,0.0046,1.3018,30.296,49.667,0.04650,42.890,6.29
0.00950,1470.20,113.52,0.0053,1.4854,30.344,49.628,0.04901,42.700,6.97
0.01000,1545.08,129.15,0.0061,1.6964,30.397,49.586,0.05150,42.503,7.68
0.01050,1619.59,145.88,0.0070,1.9352,30.454,49.541,0.05399,42.300,8.42
0.01100,1693.69,163.58,0.0080,2.2017,30.515,49.495,0.05646,42.095,9.18
0.01150,1767.37,182.15,0.0092,2.4955,30.579,49.447,0.05891,41.890,9.97
0.01200,1840.62,201.45,0.0105,2.8165,30.645,49.397,0.06135,41.687,10.79
0.01250,1913.42,221.36,0.0120,3.1646,30.714,49.346,0.06378,41.487,11.64
0.01300,1985.74,241.76,0.0137,3.5397,30.785,49.294,0.06619,41.291,12.51
0.01350,2057.57,262.53,0.0156,3.9418,30.858,49.242,0.06859,41.102,13.41
0.01400,2128.90,283.55,0.0177,4.3711,30.931,49.189,0.07096,40.919,14.33
