t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,12.57,4.88,0.0000,0.0114,30.014,49.983,1.00000,31.451,0.00
0.00100,25.13,115.27,0.0000,0.2050,30.403,49.711,-1.00000,-74.421,0.05
0.00150,37.70,184.63,0.0003,0.9467,30.653,49.550,-1.00000,-75.611,0.12
0.00200,50.26,55.46,0.0009,1.3682,30.408,50.217,1.00000,-5.906,0.12
0.00250,62.82,-25.86,0.0016,1.0790,30.253,50.637,1.00000,54.686,0.17
0.00300,75.38,107.41,0.0020,0.9713,30.723,50.310,-1.00000,-23.023,0.19
0.00350,87.94,191.37,0.0027,1.5514,31.020,50.105,-1.00000,-49.630,0.24
0.00400,100.49,70.95,0.0035,1.8898,30.786,50.719,1.00000,16.380,0.25
0.00450,113.04,-5.61,0.0044,1.5598,30.637,51.109,1.00000,46.388,0.31
0.00500,125.58,132.96,0.0051,1.4334,31.125,50.768,-1.00000,-3.364,0.31
0.00550,138.12,219.47,0.0060,2.0161,31.431,50.556,-1.00000,-30.498,0.36
0.00600,150.65,99.91,0.0071,2.3650,31.195,51.158,1.00000,18.615,0.38
0.00650,163.18,23.10,0.0082,2.0417,31.042,51.544,1.00000,40.645,0.45
0.00700,175.70,161.66,0.0092,1.9133,31.529,51.201,-1.00000,4.569,0.46
0.00750,188.22,247.41,0.0103,2.4925,31.831,50.991,-1.00000,-17.457,0.49
0.00800,200.72,126.53,0.0116,2.8365,31.589,51.593,1.00000,20.285,0.52
0.00850,213.22,48.21,0.0130,2.4986,31.429,51.980,1.00000,37.735,0.61
0.00900,225.71,185.54,0.0142,2.3445,31.912,51.640,-1.00000,10.091,0.63
0.00950,238.19,269.95,0.0155,2.8961,32.209,51.432,-1.00000,-7.594,0.64
0.01000,250.67,147.56,0.0170,3.2127,31.960,52.036,1.00000,22.358,0.69
0.01050,263.13,67.83,0.0185,2.8411,31.795,52.426,1.00000,36.583,0.79
0.01100,275.58,204.07,0.0199,2.6466,32.273,52.087,-1.00000,14.546,0.83
0.01150,288.02,287.48,0.0213,3.1586,32.566,51.881,-1.00000,0.107,0.83
0.01200,300.45,164.05,0.0230,3.4379,32.312,52.487,1.00000,24.418,0.90
0.01250,312.87,83.45,0.0246,3.0273,32.144,52.878,1.00000,36.251,1.01
0.01300,325.27,219.16,0.0261,2.7925,32.619,52.539,-1.00000,18.068,1.06
0.01350,337.67,302.15,0.0276,3.2672,32.910,52.333,-1.00000,6.005,1.08
0.01400,350.05,178.26,0.0293,3.5128,32.654,52.939,1.00000,26.140,1.17
0.01450,362.41,97.38,0.0310,3.0700,32.484,53.329,1.00000,36.178,1.30
0.01500,374.76,233.09,0.0324,2.8059,32.959,52.989,-1.00000,20.708,1.37
0.01550,387.10,316.16,0.0339,3.2554,33.250,52.782,-1.00000,10.385,1.41
0.01600,399.42,192.27,0.0356,3.4793,32.993,53.387,1.00000,27.412,1.51
0.01650,411.73,111.52,0.0372,3.0180,32.823,53.776,1.00000,36.097,1.66
0.01700,424.01,247.57,0.0387,2.7400,33.298,53.434,-1.00000,22.593,1.75
0.01750,436.29,331.01,0.0401,3.1795,33.590,53.225,-1.00000,13.566,1.80
0.01800,448.54,207.35,0.0418,3.3957,33.333,53.828,1.00000,28.268,1.92
0.01850,460.78,126.90,0.0434,2.9297,33.164,54.216,1.00000,35.927,2.09
0.01900,473.00,263.40,0.0448,2.6512,33.639,53.871,-1.00000,23.899,2.19
0.01950,485.20,347.26,0.0462,3.0928,33.932,53.660,-1.00000,15.870,2.26
