t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.22,4.88,0.0000,0.0114,30.014,49.983,0.00664,43.156,0.04
0.00100,154.51,9.67,0.0000,0.0426,30.028,49.965,0.01532,43.151,0.11
0.00150,227.00,14.28,0.0000,0.0891,30.041,49.949,0.02407,43.139,0.22
0.00200,293.89,18.68,0.0001,0.1469,30.053,49.932,0.03209,43.120,0.35
0.00250,353.55,22.82,0.0002,0.2124,30.064,49.917,0.03903,43.090,0.52
0.00300,404.51,27.41,0.0003,0.2834,30.077,49.900,0.04467,42.991,0.71
0.00350,445.50,36.13,0.0005,0.3691,30.105,49.874,0.04857,42.580,0.91
0.00400,475.53,49.11,0.0007,0.4865,30.148,49.837,0.05053,41.883,1.12
0.00450,493.84,65.51,0.0010,0.6465,30.203,49.793,0.05057,40.937,1.34
0.00500,500.00,84.23,0.0013,0.8536,30.267,49.743,0.04880,39.745,1.55
0.00550,493.84,103.99,0.0018,1.1061,30.334,49.690,0.04541,38.289,1.74
0.00600,475.53,123.43,0.0025,1.3965,30.401,49.639,0.04060,36.517,1.92
0.00650,445.50,141.26,0.0032,1.7134,30.461,49.592,0.03463,34.330,2.07
0.00700,404.51,156.24,0.0042,2.0417,30.512,49.552,0.02774,31.540,2.19
0.00750,353.55,167.32,0.0053,2.3642,30.549,49.521,0.02020,27.779,2.29
0.00800,293.89,173.62,0.0065,2.6619,30.570,49.502,0.01226,22.257,2.35
0.00850,227.00,174.50,0.0079,2.9152,30.571,49.497,0.00418,13.020,2.37
0.00900,154.51,169.58,0.0094,3.1039,30.551,49.506,-0.00380,-5.572,2.38
0.00950,78.22,161.39,0.0110,3.2133,30.520,49.522,-0.01170,-46.759,2.42
0.01000,0.00,152.91,0.0126,3.2470,30.488,49.540,-0.01966,0.000,2.50
0.01050,-78.22,144.45,0.0143,3.2140,30.456,49.557,-0.02759,-70.645,2.61
0.01100,-154.51,136.25,0.0158,3.1237,30.425,49.573,-0.03533,-62.014,2.76
0.01150,-227.00,128.53,0.0174,2.9863,30.396,49.589,-0.04269,-57.443,2.93
