t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,0.00,4.88,0.0000,0.0114,30.014,49.983,-0.30000,0.000,0.00
0.00100,0.00,-7.84,0.0000,0.0198,29.995,50.057,0.30000,0.000,0.01
0.00150,0.00,-14.12,0.0000,-0.0508,29.988,50.098,0.30000,0.000,0.01
0.00200,0.00,27.87,-0.0000,-0.0309,30.134,49.991,-0.30000,0.000,0.03
0.00250,0.00,54.52,0.0000,0.1912,30.226,49.922,-0.30000,0.000,0.05
0.00300,0.00,35.28,0.0002,0.3769,30.192,50.027,-0.30000,0.000,0.07
0.00350,0.00,-29.11,0.0003,0.3279,30.074,50.366,0.30000,0.000,0.09
0.00400,0.00,-66.59,0.0004,0.0112,30.008,50.568,0.30000,0.000,0.12
0.00450,0.00,-49.71,0.0004,-0.2752,30.065,50.522,0.30000,0.000,0.14
0.00500,0.00,23.73,0.0002,-0.3023,30.322,50.338,-0.30000,0.000,0.16
0.00550,0.00,69.22,0.0001,0.0020,30.480,50.223,-0.30000,0.000,0.19
0.00600,0.00,60.05,0.0002,0.3081,30.466,50.277,-0.30000,0.000,0.22
0.00650,0.00,4.46,0.0004,0.4053,30.364,50.570,-0.30000,0.000,0.22
0.00700,0.00,-85.45,0.0006,0.1450,30.198,51.043,0.30000,0.000,0.27
0.00750,0.00,-140.03,0.0005,-0.4381,30.102,51.337,0.30000,0.000,0.34
0.00800,0.00,-129.77,0.0001,-0.9865,30.138,51.312,0.30000,0.000,0.40
0.00850,0.00,-64.58,-0.0005,-1.2651,30.365,51.147,0.30000,0.000,0.43
0.00900,0.00,49.52,-0.0011,-1.0683,30.765,50.863,-0.30000,0.000,0.46
0.00950,0.00,123.58,-0.0014,-0.4176,31.024,50.677,-0.30000,0.000,0.52
0.01000,0.00,124.40,-0.0015,0.2526,31.033,50.685,-0.30000,0.000,0.58
0.01050,0.00,79.00,-0.0012,0.7000,30.949,50.923,-0.30000,0.000,0.62
0.01100,0.00,-5.32,-0.0008,0.7598,30.789,51.360,0.30000,0.000,0.62
0.01150,0.00,-57.64,-0.0005,0.4508,30.692,51.633,0.30000,0.000,0.65
0.01200,0.00,-48.84,-0.0004,0.1211,30.721,51.609,0.30000,0.000,0.68
0.01250,0.00,14.99,-0.0004,0.0111,30.944,51.448,-0.30000,0.000,0.69
0.01300,0.00,54.17,-0.0003,0.2090,31.079,51.347,-0.30000,0.000,0.71
0.01350,0.00,42.17,-0.0002,0.4094,31.059,51.414,-0.30000,0.000,0.73
0.01400,0.00,-16.03,0.0000,0.4055,30.951,51.718,0.30000,0.000,0.74
0.01450,0.00,-49.36,0.0002,0.1481,30.891,51.896,0.30000,0.000,0.77
0.01500,0.00,-30.85,0.0002,-0.0804,30.953,51.845,0.30000,0.000,0.78
0.01550,0.00,44.88,0.0002,-0.0503,31.217,51.654,-0.30000,0.000,0.80
0.01600,0.00,91.47,0.0002,0.3068,31.378,51.535,-0.30000,0.000,0.85
0.01650,0.00,81.86,0.0005,0.6547,31.362,51.587,-0.30000,0.000,0.89
0.01700,0.00,25.62,0.0008,0.7823,31.255,51.878,-0.30000,0.000,0.90
0.01750,0.00,-65.39,0.0012,0.5402,31.083,52.350,0.30000,0.000,0.94
0.01800,0.00,-121.20,0.0013,-0.0368,30.980,52.644,0.30000,0.000,1.00
0.01850,0.00,-112.26,0.0011,-0.5880,31.012,52.622,0.30000,0.000,1.05
0.01900,0.00,-48.17,0.0008,-0.8753,31.234,52.458,0.30000,0.000,1.08
0.01950,0.00,64.88,0.0004,-0.6930,31.629,52.174,-0.30000,0.000,1.11
0.02000,0.00,137.84,0.0002,-0.0632,31.883,51.989,-0.30000,0.000,1.18
0.02050,0.00,137.43,0.0003,0.5813,31.887,52.000,-0.30000,0.000,1.25
0.02100,0.00,90.81,0.0007,1.0008,31.797,52.239,-0.30000,0.000,1.29
0.02150,0.00,5.29,0.0012,1.0310,31.632,52.676,-0.30000,0.000,1.30
0.02200,0.00,-106.33,0.0016,0.5950,31.419,53.251,0.30000,0.000,1.35
0.02250,0.00,-176.08,0.0018,-0.2185,31.290,53.617,0.30000,0.000,1.44
0.02300,0.00,-172.40,0.0014,-1.0040,31.308,53.617,0.30000,0.000,1.52
0.02350,0.00,-115.14,0.0008,-1.5117,31.506,53.469,0.30000,0.000,1.58
0.02400,0.00,-5.29,0.0000,-1.5306,31.888,53.191,0.30000,0.000,1.58
0.02450,0.00,140.00,-0.0006,-0.9463,32.395,52.825,-0.30000,0.000,1.65
0.02500,0.00,234.71,-0.0009,0.1378,32.725,52.586,-0.30000,0.000,1.77
0.02550,0.00,240.74,-0.0005,1.2156,32.746,52.571,-0.30000,0.000,1.89
0.02600,0.00,199.46,0.0003,2.0193,32.661,52.773,-0.30000,0.000,1.99
0.02650,0.00,115.09,0.0014,2.3835,32.489,53.189,-0.30000,0.000,2.05
0.02700,0.00,1.47,0.0026,2.2133,32.260,53.755,-0.30000,0.000,2.05
0.02750,0.00,-130.68,0.0036,1.4852,31.999,54.421,0.30000,0.000,2.11
0.02800,0.00,-214.92,0.0040,0.3367,31.837,54.853,0.30000,0.000,2.22
0.02850,0.00,-218.21,0.0039,-0.7775,31.838,54.881,0.30000,0.000,2.33
0.02900,0.00,-168.48,0.0033,-1.5865,32.008,54.751,0.30000,0.000,2.41
0.02950,0.00,-62.71,0.0024,-1.8818,32.374,54.480,0.30000,0.000,2.45
0.03000,0.00,81.19,0.0015,-1.5360,32.875,54.115,-0.30000,0.000,2.49
0.03050,0.00,176.37,0.0010,-0.6403,33.205,53.872,-0.30000,0.000,2.57
0.03100,0.00,185.07,0.0009,0.2977,33.235,53.850,-0.30000,0.000,2.67
0.03150,0.00,146.78,0.0012,0.9978,33.161,54.046,-0.30000,0.000,2.74
0.03200,0.00,66.06,0.0018,1.2880,33.002,54.453,-0.30000,0.000,2.77
0.03250,0.00,-43.48,0.0024,1.0797,32.787,55.007,0.30000,0.000,2.80
0.03300,0.00,-112.96,0.0028,0.4521,32.652,55.362,0.30000,0.000,2.85
0.03350,0.00,-110.77,0.0029,-0.1890,32.664,55.363,0.30000,0.000,2.91
0.03400,0.00,-55.02,0.0027,-0.5871,32.855,55.217,0.30000,0.000,2.93
0.03450,0.00,52.53,0.0024,-0.5281,33.228,54.941,-0.30000,0.000,2.96
0.03500,0.00,121.84,0.0022,-0.0211,33.466,54.762,-0.30000,0.000,3.02
0.03550,0.00,120.21,0.0024,0.5120,33.467,54.777,-0.30000,0.000,3.08
0.03600,0.00,72.63,0.0027,0.8355,33.375,55.020,-0.30000,0.000,3.12
0.03650,0.00,-13.19,0.0031,0.7846,33.207,55.456,0.30000,0.000,3.13
0.03700,0.00,-66.10,0.0034,0.3797,33.106,55.727,0.30000,0.000,3.16
0.03750,0.00,-56.81,0.0035,-0.0276,33.137,55.701,0.30000,0.000,3.19
0.03800,0.00,8.03,0.0034,-0.1969,33.359,55.532,-0.30000,0.000,3.19
0.03850,0.00,48.48,0.0034,-0.0407,33.497,55.425,-0.30000,0.000,3.21
0.03900,0.00,37.72,0.0034,0.1332,33.481,55.487,-0.30000,0.000,3.23
0.03950,0.00,-19.43,0.0035,0.1144,33.373,55.784,0.30000,0.000,3.24
0.04000,0.00,-51.49,0.0035,-0.1480,33.315,55.955,0.30000,0.000,3.27
0.04050,0.00,-31.35,0.0033,-0.3718,33.382,55.898,0.30000,0.000,3.28
0.04100,0.00,46.30,0.0031,-0.3280,33.649,55.696,-0.30000,0.000,3.31
0.04150,0.00,94.58,0.0031,0.0508,33.814,55.569,-0.30000,0.000,3.36
0.04200,0.00,86.26,0.0032,0.4245,33.801,55.617,-0.30000,0.000,3.40
0.04250,0.00,30.91,0.0034,0.5793,33.694,55.900,-0.30000,0.000,3.41
0.04300,0.00,-59.53,0.0037,0.3643,33.519,56.361,0.30000,0.000,3.44
0.04350,0.00,-114.67,0.0038,-0.1865,33.416,56.648,0.30000,0.000,3.50
0.04400,0.00,-104.78,0.0035,-0.7115,33.450,56.623,0.30000,0.000,3.55
0.04450,0.00,-39.54,0.0031,-0.9722,33.673,56.451,0.30000,0.000,3.57
0.04500,0.00,74.84,0.0026,-0.7617,34.068,56.156,-0.30000,0.000,3.61
0.04550,0.00,148.79,0.0024,-0.1025,34.322,55.963,-0.30000,0.000,3.68
0.04600,0.00,148.83,0.0025,0.5694,34.327,55.971,-0.30000,0.000,3.76
0.04650,0.00,102.29,0.0029,1.0127,34.235,56.206,-0.30000,0.000,3.81
0.04700,0.00,16.53,0.0035,1.0618,34.064,56.636,-0.30000,0.000,3.82
0.04750,0.00,-95.56,0.0039,0.6397,33.843,57.202,0.30000,0.000,3.87
0.04800,0.00,-165.58,0.0040,-0.1651,33.709,57.562,0.30000,0.000,3.95
0.04850,0.00,-161.79,0.0038,-0.9438,33.728,57.561,0.30000,0.000,4.03
0.04900,0.00,-104.15,0.0031,-1.4447,33.924,57.408,0.30000,0.000,4.08
0.04950,0.00,6.34,0.0024,-1.4558,34.304,57.120,-0.30000,0.000,4.09
0.05000,8000.00,79.05,0.0018,-0.9822,34.553,56.929,0.30000,0.000,8.05
0.05050,8000.00,130.99,0.0014,-0.3681,34.730,56.791,0.30000,0.000,11.98
0.05100,8000.00,232.44,0.0015,0.4954,35.079,56.528,0.30000,0.000,15.86
0.05150,8000.00,366.94,0.0020,1.7439,35.543,56.181,0.30000,0.000,19.68
0.05200,8000.00,521.88,0.0033,3.4500,36.079,55.783,0.30000,0.000,23.42
0.05250,8000.00,687.48,0.0055,5.6868,36.653,55.359,0.30000,0.000,27.08
0.05300,8000.00,855.84,0.0091,8.5443,37.237,54.930,0.30000,0.000,30.65
0.05350,8000.00,1020.34,0.0142,12.0852,37.809,54.512,0.30000,0.000,34.14
0.05400,8000.00,1175.40,0.0213,16.3029,38.349,54.121,0.30000,0.000,37.55
0.05450,8000.00,1316.43,0.0306,21.1265,38.842,53.766,0.30000,0.000,40.89
0.05500,8000.00,1439.81,0.0425,26.4450,39.274,53.458,0.30000,0.000,44.17
0.05550,8000.00,1542.87,0.0571,32.1236,39.637,53.204,0.30000,0.000,47.40
0.05600,8000.00,1623.80,0.0746,38.0129,39.924,53.008,0.30000,0.000,50.59
0.05650,8000.00,1681.66,0.0951,43.9554,40.131,52.871,0.30000,0.000,53.75
0.05700,8000.00,1716.28,0.1186,49.7905,40.259,52.795,0.30000,0.000,56.89
0.05750,8000.00,1728.26,0.1449,55.3599,40.308,52.778,0.30000,0.000,60.03
0.05800,8000.00,1718.91,0.1739,60.5122,40.284,52.816,0.30000,0.000,63.17
0.05850,8000.00,1690.18,0.2053,65.1076,40.193,52.904,0.30000,0.000,66.32
0.05900,8000.00,1644.57,0.2388,69.0217,40.044,53.036,0.30000,0.000,69.50
0.05950,8000.00,1585.07,0.2742,72.1491,39.847,53.202,0.30000,0.000,72.71
0.06000,8000.00,1515.06,0.3109,74.4068,39.613,53.396,0.30000,0.000,75.95
0.06050,8000.00,1438.21,0.3484,75.7355,39.355,53.607,0.30000,0.000,79.23
0.06100,8000.00,1358.35,0.3864,76.1021,39.086,53.825,0.30000,0.000,82.55
0.06150,8000.00,1279.41,0.4244,75.5002,38.821,54.040,0.30000,0.000,85.91
0.06200,8000.00,1205.26,0.4618,73.9499,38.571,54.242,0.30000,0.000,89.31
0.06250,8000.00,1139.62,0.4982,71.4975,38.351,54.421,0.30000,0.000,92.74
0.06300,8000.00,1085.96,0.5331,68.2142,38.171,54.569,0.30000,0.000,96.20
0.06350,8000.00,1047.40,0.5663,64.1934,38.044,54.678,0.30000,0.000,99.67
0.06400,8000.00,1026.63,0.5972,59.5487,37.977,54.740,0.30000,0.000,103.16
