t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,0.00,4.88,0.0000,0.0114,30.014,49.983,-0.03314,0.000,0.00
0.00100,0.00,9.67,0.0000,0.0426,30.028,49.965,-0.10015,0.000,0.01
0.00150,0.00,11.14,0.0000,0.0859,30.035,49.965,-0.16540,0.000,0.01
0.00200,0.00,-6.81,0.0001,0.0867,30.005,50.066,0.10749,0.000,0.02
0.00250,0.00,-18.42,0.0001,-0.0012,29.988,50.134,0.32368,0.000,0.03
0.00300,0.00,1.17,0.0001,-0.0598,30.055,50.081,-0.12021,0.000,0.03
0.00350,0.00,28.18,0.0001,0.0357,30.147,50.010,-0.77829,0.000,0.04
0.00400,0.00,-20.37,0.0001,0.0933,30.061,50.271,0.56074,0.000,0.05
0.00450,0.00,-63.09,0.0001,-0.1677,29.986,50.502,1.00000,0.000,0.08
0.00500,0.00,56.45,-0.0000,-0.2289,30.407,50.207,-1.00000,0.000,0.11
0.00550,0.00,133.23,0.0000,0.3461,30.681,50.025,-1.00000,0.000,0.18
0.00600,0.00,10.21,0.0003,0.6614,30.451,50.667,0.71440,0.000,0.18
0.00650,0.00,-90.36,0.0005,0.2725,30.264,51.193,1.00000,0.000,0.23
0.00700,0.00,-3.18,0.0006,-0.0738,30.570,50.977,-0.71810,0.000,0.23
0.00750,0.00,77.58,0.0006,0.1858,30.853,50.775,-1.00000,0.000,0.27
0.00800,0.00,-14.37,0.0007,0.3472,30.682,51.257,0.41985,0.000,0.27
0.00850,0.00,-120.71,0.0008,-0.0915,30.486,51.816,1.00000,0.000,0.33
0.00900,0.00,-63.95,0.0006,-0.5781,30.691,51.685,1.00000,0.000,0.37
0.00950,0.00,197.65,0.0004,-0.2240,31.613,51.042,-1.00000,0.000,0.47
0.01000,0.00,364.90,0.0006,1.2249,32.202,50.630,-1.00000,0.000,0.65
0.01050,0.00,291.51,0.0016,2.5569,32.055,50.995,-1.00000,0.000,0.79
0.01100,0.00,54.40,0.0030,2.9255,31.589,52.195,1.00000,0.000,0.82
0.01150,0.00,-101.34,0.0043,2.1578,31.281,52.979,1.00000,0.000,0.87
0.01200,0.00,-28.86,0.0052,1.3391,31.535,52.798,-1.00000,0.000,0.89
0.01250,0.00,15.78,0.0058,1.0858,31.702,52.706,-1.00000,0.000,0.89
0.01300,0.00,-126.87,0.0062,0.6063,31.429,53.439,1.00000,0.000,0.96
0.01350,0.00,-212.35,0.0063,-0.4570,31.271,53.888,1.00000,0.000,1.06
0.01400,0.00,-79.93,0.0058,-1.1956,31.732,53.553,-1.00000,0.000,1.10
0.01450,0.00,8.68,0.0052,-1.1113,32.043,53.333,-1.00000,0.000,1.11
0.01500,0.00,-103.61,0.0047,-1.1374,31.840,53.929,1.00000,0.000,1.16
0.01550,0.00,-169.31,0.0040,-1.7051,31.729,54.292,1.00000,0.000,1.24
0.01600,0.00,-18.39,0.0030,-1.9541,32.254,53.910,-1.00000,0.000,1.25
0.01650,0.00,81.43,0.0022,-1.3903,32.602,53.659,-1.00000,0.000,1.29
0.01700,0.00,-25.10,0.0016,-0.9797,32.408,54.223,1.00000,0.000,1.31
0.01750,0.00,-88.86,0.0011,-1.1695,32.299,54.571,1.00000,0.000,1.35
0.01800,0.00,62.90,0.0005,-1.1002,32.826,54.187,-1.00000,0.000,1.38
0.01850,0.00,160.91,0.0001,-0.2852,33.168,53.939,-1.00000,0.000,1.46
0.01900,0.00,50.70,0.0002,0.3030,32.958,54.508,-1.00000,0.000,1.49
0.01950,0.00,-208.15,0.0003,-0.0856,32.460,55.834,1.00000,0.000,1.59
0.02000,0.00,-373.18,-0.0001,-1.5099,32.150,56.694,1.00000,0.000,1.78
0.02050,0.00,-301.81,-0.0012,-2.8577,32.401,56.517,1.00000,0.000,1.93
0.02100,0.00,-21.61,-0.0028,-3.1519,33.374,55.803,-1.00000,0.000,1.94
