t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,78.54,4.88,0.0000,0.0114,30.014,49.983,1.00000,43.163,0.04
0.00100,157.05,115.27,0.0000,0.2050,30.403,49.711,-1.00000,14.898,0.06
0.00150,235.53,184.63,0.0003,0.9467,30.653,49.550,1.00000,12.194,0.08
0.00200,313.95,242.09,0.0010,1.6642,30.861,49.417,1.00000,12.892,0.12
0.00250,392.30,497.19,0.0021,2.9973,31.767,48.801,-1.00000,-14.970,0.17
0.00300,470.54,652.93,0.0041,5.2935,32.321,48.427,-1.00000,-21.187,0.26
0.00350,548.67,562.83,0.0074,7.4629,32.114,48.832,1.00000,-1.478,0.27
0.00400,626.67,494.58,0.0115,8.9416,31.949,49.127,1.00000,11.902,0.34
0.00450,704.51,631.50,0.0163,10.4937,32.438,48.801,1.00000,5.916,0.37
0.00500,782.17,933.97,0.0221,13.0666,33.518,48.080,-1.00000,-10.983,0.45
0.00550,859.65,1106.66,0.0296,16.9177,34.138,47.675,-1.00000,-16.032,0.57
0.00600,936.91,998.33,0.0390,20.7228,33.828,48.061,1.00000,-3.751,0.60
0.00650,1013.94,896.03,0.0502,23.6792,33.524,48.406,1.00000,6.633,0.66
0.00700,1090.72,992.19,0.0627,26.4404,33.875,48.190,1.00000,5.161,0.71
0.00750,1167.23,1242.48,0.0767,29.8895,34.777,47.608,-1.00000,-3.689,0.75
0.00800,1243.45,1356.26,0.0927,34.2238,35.196,47.358,-1.00000,-5.184,0.80
0.00850,1319.37,1183.63,0.1109,38.0780,34.658,47.900,1.00000,5.874,0.87
0.00900,1394.96,1016.09,0.1306,40.6292,34.124,48.406,1.00000,15.195,1.06
0.00950,1470.20,1049.13,0.1514,42.5382,34.258,48.354,1.00000,15.982,1.27
0.01000,1545.08,1239.68,0.1732,44.7080,34.954,47.925,1.00000,11.181,1.43
0.01050,1619.59,1536.63,0.1962,47.7755,36.031,47.246,-1.00000,2.932,1.47
0.01100,1693.69,1664.02,0.2211,51.7395,36.507,46.978,-1.00000,1.004,1.48
0.01150,1767.37,1470.97,0.2479,55.0751,35.866,47.518,1.00000,9.521,1.63
0.01200,1840.62,1272.15,0.2759,56.8404,35.201,48.067,1.00000,17.163,1.91
0.01250,1913.42,1272.65,0.3046,57.6881,35.226,48.105,1.00000,18.515,2.23
0.01300,1985.74,1426.13,0.3336,58.5092,35.796,47.776,1.00000,15.739,2.51
0.01350,2057.57,1685.54,0.3632,59.9389,36.745,47.196,-1.00000,10.249,2.70
0.01400,2128.90,1778.42,0.3937,61.9952,37.103,47.019,-1.00000,9.349,2.88
0.01450,2199.70,1554.67,0.4250,63.1871,36.354,47.634,1.00000,16.343,3.20
0.01500,2269.95,1332.20,0.4565,62.6122,35.605,48.240,1.00000,22.446,3.67
0.01550,2339.65,1318.51,0.4875,60.9864,35.581,48.314,1.00000,23.579,4.18
0.01600,2408.77,1466.80,0.5175,59.2642,36.132,47.997,1.00000,21.358,4.65
0.01650,2477.29,1730.48,0.5468,58.1465,37.095,47.404,-1.00000,16.776,5.02
0.01700,2545.21,1837.19,0.5758,57.7177,37.499,47.189,-1.00000,15.545,5.38
0.01750,2612.49,1636.44,0.6044,56.5526,36.829,47.744,1.00000,20.486,5.86
0.01800,2679.13,1445.84,0.6321,53.8109,36.190,48.268,1.00000,24.718,6.48
0.01850,2745.11,1471.93,0.6581,50.2670,36.302,48.238,1.00000,24.882,7.12
0.01900,2810.42,1666.49,0.6824,46.9253,37.013,47.801,1.00000,22.148,7.69
0.01950,2875.03,1981.53,0.7052,44.5272,38.152,47.075,-1.00000,17.264,8.14
0.02000,2938.93,2144.09,0.7271,43.1896,38.750,46.716,-1.00000,15.134,8.53
0.02050,3002.10,2002.87,0.7483,41.5150,38.285,47.117,1.00000,18.410,9.03
0.02100,3064.54,1872.85,0.7684,38.6779,37.855,47.485,1.00000,21.249,9.63
0.02150,3126.21,1957.78,0.7869,35.4513,38.172,47.305,1.00000,20.493,10.21
0.02200,3187.12,2207.65,0.8039,32.8231,39.075,46.728,-1.00000,17.083,10.70
0.02250,3247.24,2338.65,0.8199,31.1057,39.555,46.436,-1.00000,15.632,11.16
0.02300,3306.56,2199.76,0.8350,29.0697,39.124,46.875,1.00000,18.507,11.71
0.02350,3365.06,2087.09,0.8488,26.0257,38.773,47.229,1.00000,20.796,12.35
0.02400,3422.74,2193.51,0.8610,22.7809,39.161,46.989,1.00000,19.755,12.96
0.02450,3479.56,2472.12,0.8717,20.3565,40.161,46.334,-1.00000,16.147,13.47
0.02500,3535.53,2636.74,0.8816,19.0925,40.756,45.954,-1.00000,14.263,13.92
0.02550,3590.63,2536.35,0.8908,17.7821,40.464,46.303,1.00000,16.363,14.44
0.02600,3644.84,2460.22,0.8992,15.7363,40.243,46.570,1.00000,18.005,15.04
0.02650,3698.16,2598.84,0.9065,13.7407,40.742,46.247,1.00000,16.555,15.59
0.02700,3750.56,2904.56,0.9131,12.7844,41.837,45.524,-1.00000,12.711,16.01
0.02750,3802.03,3091.67,0.9196,13.1666,42.510,45.086,-1.00000,10.583,16.36
0.02800,3852.57,3009.07,0.9263,13.6439,42.281,45.392,1.00000,12.350,16.79
0.02850,3902.15,2943.58,0.9331,13.4829,42.098,45.634,1.00000,13.801,17.27
0.02900,3950.78,3084.33,0.9398,13.4164,42.605,45.306,1.00000,12.370,17.70
0.02950,3998.42,3383.51,0.9467,14.3715,43.679,44.603,-1.00000,8.743,18.01
0.03000,4045.08,3557.54,0.9544,16.5951,44.308,44.201,-1.00000,6.873,18.25
0.03050,4090.75,3456.06,0.9633,18.8066,44.014,44.556,1.00000,8.819,18.57
0.03100,4135.40,3365.09,0.9731,20.2264,43.744,44.864,1.00000,10.552,18.95
0.03150,4179.04,3473.67,0.9835,21.5432,44.141,44.621,1.00000,9.580,19.31
