t,F_ref,F,x_p,v_p,P_A_bar,P_B_bar,u_v,phase_error_deg,iae_cumulative
0.00000,0.00,0.00,0.0000,0.0000,30.000,50.000,-0.00000,0.000,0.00
0.00050,12.57,4.88,0.0000,0.0114,30.014,49.983,0.00142,31.451,0.00
0.00100,25.13,9.67,0.0000,0.0426,30.028,49.965,0.00286,31.609,0.01
0.00150,37.70,14.28,0.0000,0.0891,30.041,49.949,0.00433,31.844,0.02
0.00200,50.26,18.68,0.0001,0.1469,30.053,49.932,0.00584,32.141,0.04
0.00250,62.82,22.82,0.0002,0.2124,30.064,49.917,0.00739,32.486,0.06
0.00300,75.38,26.68,0.0003,0.2827,30.075,49.902,0.00900,32.866,0.08
0.00350,87.94,30.24,0.0005,0.3550,30.084,49.888,0.01067,33.270,0.11
0.00400,100.49,33.50,0.0007,0.4272,30.092,49.875,0.01239,33.689,0.15
0.00450,113.04,36.47,0.0009,0.4975,30.100,49.863,0.01416,34.114,0.18
0.00500,125.58,39.15,0.0012,0.5645,30.106,49.851,0.01598,34.538,0.23
0.00550,138.12,41.56,0.0015,0.6270,30.112,49.840,0.01786,34.957,0.28
0.00600,150.65,43.73,0.0018,0.6844,30.116,49.829,0.01978,35.364,0.33
0.00650,163.18,45.67,0.0022,0.7362,30.120,49.820,0.02174,35.758,0.39
0.00700,175.70,47.41,0.0025,0.7820,30.123,49.810,0.02373,36.135,0.45
0.00750,188.22,48.98,0.0029,0.8217,30.126,49.802,0.02576,36.493,0.52
0.00800,200.72,50.59,0.0034,0.8557,30.129,49.793,0.02778,36.795,0.60
0.00850,213.22,53.44,0.0038,0.8878,30.136,49.781,0.02956,36.847,0.68
0.00900,225.71,57.70,0.0042,0.9243,30.148,49.766,0.03109,36.662,0.76
0.00950,238.19,63.29,0.0047,0.9707,30.165,49.747,0.03237,36.289,0.85
0.01000,250.67,70.05,0.0052,1.0304,30.186,49.726,0.03343,35.775,0.94
0.01050,263.13,77.79,0.0057,1.1057,30.211,49.703,0.03431,35.160,1.03
0.01100,275.58,86.30,0.0063,1.1974,30.238,49.678,0.03505,34.483,1.13
0.01150,288.02,95.39,0.0069,1.3052,30.268,49.651,0.03568,33.775,1.22
0.01200,300.45,104.86,0.0076,1.4279,30.299,49.624,0.03623,33.063,1.32
0.01250,312.87,114.55,0.0084,1.5638,30.330,49.596,0.03675,32.369,1.42
0.01300,325.27,124.31,0.0092,1.7107,30.363,49.568,0.03724,31.708,1.52
0.01350,337.67,134.04,0.0101,1.8664,30.395,49.541,0.03775,31.092,1.62
