t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.001243,0.000000,0.000000,0.000000,-0.001243
0.010000,0.000000,0.000272,0.000065,0.025322,0.002409,-1.584964,0.100008,-0.000065,-0.002343
0.015000,0.000004,0.001258,0.000305,0.068560,0.003423,-7.429211,0.263921,-0.000301,-0.003118
0.020000,0.000015,0.003189,0.000784,0.120123,0.004222,-19.109035,0.449166,-0.000770,-0.003437
0.025000,0.000037,0.006066,0.001519,0.169627,0.004755,-36.926010,0.612772,-0.001481,-0.003237
0.030000,0.000076,0.009673,0.002472,0.207254,0.004990,-59.907311,0.716913,-0.002396,-0.002518
0.035000,0.000134,0.013617,0.003564,0.224940,0.004911,-85.968066,0.733389,-0.003430,-0.001347
0.040000,0.000212,0.017386,0.004680,0.217283,0.004524,-112.204896,0.646656,-0.004469,0.000156
0.045000,0.000306,0.020417,0.005687,0.182093,0.003853,-135.278627,0.455219,-0.005381,0.001834
0.050000,0.000413,0.022180,0.006448,0.120567,0.002939,-151.838169,0.171378,-0.006034,0.003509
0.055000,0.000525,0.022236,0.006841,0.037087,0.001841,-158.936930,-0.180533,-0.006316,0.005000
0.060000,0.000632,0.020304,0.006774,-0.061310,0.000627,-154.397310,-0.567113,-0.006142,0.006147
0.065000,0.000725,0.016295,0.006195,-0.165712,-0.000627,-137.087062,-0.949693,-0.005470,0.006822
0.070000,0.000792,0.010329,0.005099,-0.266272,-0.001841,-107.082330,-1.288523,-0.004307,0.006939
0.075000,0.000826,0.002734,0.003530,-0.353208,-0.002939,-65.704850,-1.546925,-0.002704,0.006469
0.080000,0.000818,-0.005983,0.001579,-0.417766,-0.003853,-15.433664,-1.695002,-0.000761,0.005432
0.085000,0.000766,-0.015177,-0.000621,-0.453055,-0.004524,40.296337,-1.712567,0.001387,0.003903
0.090000,0.000668,-0.024125,-0.002913,-0.454685,-0.004911,97.386726,-1.591067,0.003581,0.001998
0.095000,0.000527,-0.032088,-0.005123,-0.421151,-0.004990,151.429110,-1.334368,0.005650,-0.000132
0.100000,0.000351,-0.038377,-0.007076,-0.353964,-0.004755,198.086160,-0.958377,0.007426,-0.002320
0.105000,0.000148,-0.042416,-0.008614,-0.257496,-0.004222,233.465394,-0.489605,0.008762,-0.004392
0.110000,-0.000068,-0.043792,-0.009607,-0.138594,-0.003423,254.453157,0.037181,0.009539,-0.006185
0.115000,-0.000285,-0.042288,-0.009965,-0.005992,-0.002409,258.981073,0.581951,0.009680,-0.007556
0.120000,-0.000486,-0.037913,-0.009643,0.130422,-0.001243,246.204117,1.102778,0.009157,-0.008400
0.125000,-0.000660,-0.030891,-0.008649,0.260414,-0.000000,216.577693,1.559289,0.007989,-0.008649
0.130000,-0.000792,-0.021656,-0.007040,0.374213,0.001243,171.829894,1.915892,0.006248,-0.008284
0.135000,-0.000874,-0.010813,-0.004921,0.463269,0.002409,114.833718,2.144553,0.004046,-0.007329
0.140000,-0.000900,0.000907,-0.002432,0.520894,0.003423,49.391788,2.226896,0.001533,-0.005855
0.145000,-0.000866,0.012699,0.000254,0.542744,0.004222,-20.047543,2.155505,-0.001120,-0.003967
0.150000,-0.000775,0.023748,0.002954,0.527105,0.004755,-88.719284,1.934352,-0.003730,-0.001801
0.155000,-0.000632,0.033285,0.005482,0.474990,0.004990,-151.890129,1.578350,-0.006114,0.000491
0.160000,-0.000447,0.040645,0.007661,0.390013,0.004911,-205.199643,1.112105,-0.008108,0.002749
0.165000,-0.000231,0.045314,0.009341,0.278095,0.004524,-244.969462,0.567989,-0.009573,0.004817
0.170000,0.000000,0.046965,0.010407,0.147003,0.003853,-268.458914,-0.016310,-0.010407,0.006554
0.175000,0.000233,0.045478,0.010785,0.005769,0.002939,-274.050170,-0.600543,-0.010552,0.007846
0.180000,0.000450,0.040950,0.010448,-0.135953,0.001841,-261.351611,-1.144780,-0.009998,0.008607
0.185000,0.000638,0.033684,0.009419,-0.268573,0.000627,-231.214278,-1.612182,-0.008781,0.008792
0.190000,0.000783,0.024168,0.007767,-0.383212,-0.000627,-185.662457,-1.971493,-0.006984,0.008394
0.195000,0.000877,0.013038,0.005602,-0.472297,-0.001841,-127.745315,-2.199089,-0.004725,0.007443
0.200000,0.000913,0.001035,0.003068,-0.530047,-0.002939,-61.321576,-2.280453,-0.002155,0.006007
0.205000,0.000889,-0.011043,0.000333,-0.552827,-0.003853,9.206639,-2.211001,0.000556,0.004185
0.210000,0.000805,-0.022402,-0.002424,-0.539355,-0.004524,79.191883,-1.996226,0.003229,0.002100
0.215000,0.000668,-0.032296,-0.005022,-0.490748,-0.004911,144.050905,-1.651173,0.005691,-0.000111
