t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.001243,0.000000,0.000000,0.000000,-0.001243
0.010000,0.000000,0.000272,0.000065,0.025322,0.002409,-0.003120,0.106599,-0.000065,-0.002343
0.015000,0.000004,0.001289,0.000304,0.068360,0.003423,-0.026798,0.293788,-0.000300,-0.003118
0.020000,0.000015,0.003357,0.000780,0.119043,0.004222,-0.101249,0.522977,-0.000765,-0.003441
0.025000,0.000039,0.006576,0.001504,0.166458,0.004755,-0.262624,0.749381,-0.001464,-0.003251
0.030000,0.000083,0.010816,0.002432,0.200441,0.004990,-0.545376,0.928663,-0.002349,-0.002558
0.035000,0.000149,0.015744,0.003476,0.212946,0.004911,-0.974940,1.023021,-0.003328,-0.001435
0.040000,0.000240,0.020863,0.004516,0.199032,0.004524,-1.561756,1.006039,-0.004275,-0.000008
0.045000,0.000357,0.025582,0.005413,0.157411,0.003853,-2.297380,0.865825,-0.005056,0.001561
0.050000,0.000494,0.029287,0.006035,0.090505,0.002939,-3.153145,0.606215,-0.005541,0.003096
0.055000,0.000647,0.031425,0.006269,0.004058,0.001841,-4.081484,0.246032,-0.005622,0.004428
0.060000,0.000805,0.031569,0.006037,-0.093623,0.000627,-5.019714,-0.183344,-0.005232,0.005410
0.065000,0.000959,0.029472,0.005308,-0.192683,-0.000627,-5.895773,-0.641743,-0.004349,0.005935
0.070000,0.001096,0.025102,0.004102,-0.282862,-0.001841,-6.635236,-1.084763,-0.003006,0.005943
0.075000,0.001206,0.018648,0.002489,-0.354629,-0.002939,-7.168801,-1.468608,-0.001282,0.005427
0.080000,0.001280,0.010508,0.000580,-0.400187,-0.003853,-7.439419,-1.754653,0.000700,0.004433
0.085000,0.001310,0.001252,-0.001477,-0.414253,-0.004524,-7.408319,-1.913283,0.002787,0.003047
0.090000,0.001292,-0.008433,-0.003518,-0.394545,-0.004911,-7.059331,-1.926673,0.004810,0.001394
0.095000,0.001226,-0.017802,-0.005374,-0.341947,-0.004990,-6.401089,-1.790273,0.006600,-0.000384
0.100000,0.001115,-0.026121,-0.006890,-0.260358,-0.004755,-5.466955,-1.512957,0.008006,-0.002135
0.105000,0.000967,-0.032734,-0.007936,-0.156255,-0.004222,-4.312691,-1.115906,0.008903,-0.003714
0.110000,0.000792,-0.037118,-0.008420,-0.038037,-0.003423,-3.012162,-0.630396,0.009211,-0.004997
0.115000,0.000601,-0.038923,-0.008294,0.084773,-0.002409,-1.651498,-0.094786,0.008895,-0.005886
0.120000,0.000407,-0.038005,-0.007562,0.202389,-0.001243,-0.322269,0.448967,0.007970,-0.006319
0.125000,0.000225,-0.034431,-0.006274,0.305607,-0.000000,0.885715,0.958934,0.006499,-0.006274
0.130000,0.000067,-0.028469,-0.004521,0.386546,0.001243,1.891348,1.396653,0.004588,-0.005765
0.135000,-0.000056,-0.020567,-0.002433,0.439249,0.002409,2.628368,1.730086,0.002377,-0.004842
0.140000,-0.000136,-0.011310,-0.000161,0.460079,0.003423,3.050208,1.935902,0.000025,-0.003584
0.145000,-0.000168,-0.001376,0.002131,0.447917,0.004222,3.133230,2.000936,-0.002299,-0.002091
0.150000,-0.000150,0.008519,0.004280,0.404141,0.004755,2.878152,1.922768,-0.004430,-0.000476
0.155000,-0.000084,0.017672,0.006135,0.332417,0.004990,2.309625,1.709458,-0.006219,0.001145
0.160000,0.000024,0.025447,0.007571,0.238329,0.004911,1.474079,1.378504,-0.007546,0.002659
0.165000,0.000167,0.031316,0.008491,0.128883,0.004524,0.436050,0.955175,-0.008324,0.003967
0.170000,0.000333,0.034891,0.008840,0.011947,0.003853,-0.726655,0.470392,-0.008507,0.004987
0.175000,0.000512,0.035949,0.008600,-0.104340,0.002939,-1.928588,-0.041665,-0.008088,0.005661
0.180000,0.000689,0.034444,0.007794,-0.212144,0.001841,-3.082639,-0.546025,-0.007106,0.005954
0.185000,0.000852,0.030500,0.006485,-0.304450,0.000627,-4.105946,-1.009303,-0.005633,0.005858
0.190000,0.000990,0.024401,0.004764,-0.375491,-0.000627,-4.925342,-1.401829,-0.003774,0.005390
0.195000,0.001093,0.016564,0.002750,-0.421075,-0.001841,-5.481993,-1.699413,-0.001657,0.004590
0.200000,0.001154,0.007515,0.000578,-0.438783,-0.002939,-5.734966,-1.884665,0.000576,0.003517
0.205000,0.001167,-0.002156,-0.001610,-0.428050,-0.003853,-5.663528,-1.947822,0.002777,0.002242
0.210000,0.001132,-0.011827,-0.003674,-0.390128,-0.004524,-5.268105,-1.887067,0.004806,0.000850
0.215000,0.001050,-0.020889,-0.005483,-0.327938,-0.004911,-4.569857,-1.708355,0.006533,-0.000572
