t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000612,0.000000,0.000000,0.000000,-0.000612
0.010000,0.000000,0.000134,0.000032,0.012472,0.001224,1.400504,0.058346,-0.000032,-0.001192
0.015000,0.000002,0.000670,0.000151,0.034256,0.001833,5.154184,0.168577,-0.000149,-0.001682
0.020000,0.000008,0.001831,0.000395,0.061435,0.002440,10.062953,0.311078,-0.000386,-0.002045
0.025000,0.000022,0.003741,0.000779,0.090140,0.003042,14.178939,0.462349,-0.000757,-0.002263
0.030000,0.000047,0.006409,0.001303,0.117063,0.003639,15.622136,0.600708,-0.001257,-0.002336
0.035000,0.000087,0.009741,0.001953,0.139741,0.004230,13.036488,0.709562,-0.001866,-0.002277
0.040000,0.000145,0.013570,0.002702,0.156645,0.004814,5.788924,0.778829,-0.002557,-0.002112
0.045000,0.000223,0.017687,0.003520,0.167137,0.005390,-6.015925,0.805004,-0.003297,-0.001870
0.050000,0.000322,0.021873,0.004375,0.171325,0.005957,-21.643486,0.790290,-0.004053,-0.001582
0.055000,0.000441,0.025927,0.005236,0.169881,0.006514,-39.905754,0.741201,-0.004795,-0.001278
0.060000,0.000580,0.029683,0.006078,0.163830,0.007061,-59.362202,0.666958,-0.005498,-0.000982
0.065000,0.000737,0.033026,0.006881,0.154367,0.007595,-78.511611,0.577940,-0.006144,-0.000714
0.070000,0.000909,0.035892,0.007630,0.142695,0.008117,-95.952487,0.484367,-0.006721,-0.000487
0.075000,0.001095,0.038269,0.008318,0.129909,0.008625,-110.500124,0.395301,-0.007223,-0.000307
0.080000,0.001291,0.040188,0.008940,0.116917,0.009119,-121.257003,0.318005,-0.007649,-0.000179
0.085000,0.001496,0.041714,0.009498,0.104406,0.009598,-127.639752,0.257633,-0.008002,-0.000100
0.090000,0.001708,0.042937,0.009995,0.092836,0.010060,-129.370109,0.217216,-0.008288,-0.000065
0.095000,0.001925,0.043960,0.010437,0.082458,0.010506,-126.439516,0.197843,-0.008512,-0.000069
0.100000,0.002147,0.044890,0.010830,0.073353,0.010935,-119.057369,0.198997,-0.008683,-0.000105
0.105000,0.002374,0.045828,0.011180,0.065470,0.011345,-107.592156,0.218952,-0.008806,-0.000165
0.110000,0.002606,0.046867,0.011492,0.058671,0.011736,-92.513047,0.255180,-0.008887,-0.000243
0.115000,0.002843,0.048087,0.011773,0.052772,0.012107,-74.337462,0.304731,-0.008930,-0.000334
0.120000,0.003087,0.049553,0.012026,0.047571,0.012459,-53.588091,0.364544,-0.008939,-0.000433
0.125000,0.003340,0.051313,0.012254,0.042880,0.012790,-30.760889,0.431688,-0.008914,-0.000536
0.130000,0.003601,0.053403,0.012459,0.038535,0.013099,-6.304113,0.503523,-0.008858,-0.000640
0.135000,0.003875,0.055844,0.012642,0.034405,0.013386,19.392739,0.577789,-0.008768,-0.000744
0.140000,0.004161,0.058648,0.012805,0.030399,0.013652,46.001839,0.652633,-0.008645,-0.000846
0.145000,0.004462,0.061816,0.012948,0.026457,0.013894,73.253925,0.726597,-0.008486,-0.000946
0.150000,0.004780,0.065343,0.013071,0.022551,0.014113,100.931261,0.798570,-0.008291,-0.001042
0.155000,0.005117,0.069220,0.013175,0.018673,0.014309,128.858585,0.867723,-0.008058,-0.001134
0.160000,0.005473,0.073432,0.013259,0.014829,0.014481,156.893559,0.933449,-0.007785,-0.001222
0.165000,0.005852,0.077962,0.013323,0.011036,0.014628,184.917869,0.995290,-0.007471,-0.001305
