t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000408,0.000000,0.000000,0.000000,-0.000408
0.010000,0.000000,0.000089,0.000021,0.008315,0.000816,-0.005831,0.034982,-0.000021,-0.000794
0.015000,0.000001,0.000429,0.000101,0.022956,0.001222,-0.054248,0.098422,-0.000100,-0.001121
0.020000,0.000005,0.001138,0.000265,0.041484,0.001626,-0.228180,0.181122,-0.000260,-0.001361
0.025000,0.000013,0.002290,0.000526,0.061343,0.002028,-0.656196,0.272551,-0.000512,-0.001502
0.030000,0.000029,0.003903,0.000884,0.080165,0.002426,-1.500278,0.362172,-0.000855,-0.001542
0.035000,0.000053,0.005945,0.001330,0.096009,0.002820,-2.936389,0.440629,-0.001277,-0.001490
0.040000,0.000089,0.008343,0.001844,0.107527,0.003209,-5.132253,0.500645,-0.001755,-0.001365
0.045000,0.000137,0.010995,0.002404,0.114030,0.003593,-8.226230,0.537578,-0.002267,-0.001190
0.050000,0.000199,0.013779,0.002983,0.115477,0.003971,-12.310319,0.549609,-0.002785,-0.000988
0.055000,0.000275,0.016573,0.003558,0.112389,0.004343,-17.419296,0.537584,-0.003284,-0.000784
0.060000,0.000364,0.019264,0.004109,0.105711,0.004707,-23.526849,0.504584,-0.003744,-0.000598
0.065000,0.000467,0.021756,0.004619,0.096641,0.005063,-30.548600,0.455295,-0.004152,-0.000444
0.070000,0.000581,0.023981,0.005081,0.086462,0.005411,-38.350999,0.395284,-0.004499,-0.000331
0.075000,0.000706,0.025897,0.005491,0.076380,0.005750,-46.764516,0.330280,-0.004785,-0.000259
0.080000,0.000840,0.027492,0.005853,0.067397,0.006079,-55.599194,0.265531,-0.005014,-0.000226
0.085000,0.000980,0.028775,0.006175,0.060223,0.006398,-64.660606,0.205307,-0.005195,-0.000223
0.090000,0.001127,0.029776,0.006466,0.055237,0.006707,-73.764426,0.152580,-0.005339,-0.000241
0.095000,0.001278,0.030533,0.006738,0.052492,0.007004,-82.748221,0.108904,-0.005460,-0.000266
0.100000,0.001432,0.031093,0.007001,0.051748,0.007290,-91.479551,0.074467,-0.005569,-0.000289
0.105000,0.001588,0.031497,0.007264,0.052550,0.007563,-99.860001,0.048292,-0.005676,-0.000299
0.110000,0.001746,0.031783,0.007534,0.054305,0.007824,-107.825260,0.028545,-0.005788,-0.000290
0.115000,0.001906,0.031976,0.007813,0.056374,0.008072,-115.341827,0.012892,-0.005908,-0.000258
0.120000,0.002066,0.032091,0.008103,0.058151,0.008306,-122.401167,-0.001129,-0.006037,-0.000203
0.125000,0.002226,0.032129,0.008399,0.059133,0.008526,-129.012367,-0.015786,-0.006173,-0.000128
0.130000,0.002387,0.032083,0.008697,0.058960,0.008733,-135.194323,-0.032893,-0.006310,-0.000036
0.135000,0.002547,0.031939,0.008991,0.057443,0.008924,-140.968414,-0.053641,-0.006444,0.000066
0.140000,0.002706,0.031675,0.009273,0.054561,0.009101,-146.352431,-0.078530,-0.006567,0.000172
0.145000,0.002863,0.031272,0.009538,0.050442,0.009263,-151.356254,-0.107391,-0.006675,0.000275
0.150000,0.003018,0.030712,0.009779,0.045329,0.009409,-155.979522,-0.139480,-0.006761,0.000371
0.155000,0.003170,0.029981,0.009993,0.039538,0.009539,-160.211259,-0.173635,-0.006823,0.000454
0.160000,0.003318,0.029072,0.010177,0.033409,0.009654,-164.031205,-0.208454,-0.006859,0.000523
0.165000,0.003460,0.027985,0.010330,0.027273,0.009752,-167.412435,-0.242485,-0.006870,0.000578
0.170000,0.003597,0.026727,0.010453,0.021406,0.009834,-170.324762,-0.274391,-0.006855,0.000618
0.175000,0.003727,0.025311,0.010547,0.016014,0.009900,-172.738384,-0.303084,-0.006819,0.000646
0.180000,0.003850,0.023756,0.010615,0.011215,0.009950,-174.627318,-0.327812,-0.006765,0.000666
0.185000,0.003965,0.022081,0.010661,0.007042,0.009982,-175.972192,-0.348201,-0.006696,0.000679
0.190000,0.004071,0.020308,0.010687,0.003449,0.009998,-176.762172,-0.364241,-0.006617,0.000689
0.195000,0.004168,0.018459,0.010697,0.000330,0.009998,-176.995864,-0.376237,-0.006529,0.000699
0.200000,0.004255,0.016553,0.010691,-0.002460,0.009980,-176.681227,-0.384738,-0.006436,0.000711
0.205000,0.004333,0.014605,0.010672,-0.005082,0.009946,-175.834603,-0.390435,-0.006339,0.000726
0.210000,0.004401,0.012628,0.010640,-0.007692,0.009896,-174.479082,-0.394070,-0.006239,0.000744
0.215000,0.004459,0.010630,0.010594,-0.010422,0.009829,-172.642467,-0.396343,-0.006135,0.000765
0.220000,0.004507,0.008618,0.010534,-0.013368,0.009745,-170.355088,-0.397847,-0.006026,0.000788
0.225000,0.004545,0.006595,0.010458,-0.016583,0.009646,-167.647746,-0.399015,-0.005912,0.000812
0.230000,0.004573,0.004560,0.010365,-0.020075,0.009530,-164.549967,-0.400100,-0.005792,0.000835
0.235000,0.004591,0.002516,0.010254,-0.023813,0.009398,-161.088715,-0.401173,-0.005663,0.000856
0.240000,0.004599,0.000463,0.010124,-0.027735,0.009251,-157.287639,-0.402151,-0.005525,0.000873
0.245000,0.004596,-0.001599,0.009974,-0.031760,0.009088,-153.166847,-0.402831,-0.005378,0.000886
0.250000,0.004583,-0.003667,0.009803,-0.035794,0.008910,-148.743148,-0.402936,-0.005220,0.000893
0.255000,0.004559,-0.005737,0.009612,-0.039751,0.008717,-144.030665,-0.402163,-0.005053,0.000895
0.260000,0.004525,-0.007804,0.009402,-0.043552,0.008510,-139.041678,-0.400232,-0.004876,0.000892
0.265000,0.004481,-0.009861,0.009172,-0.047139,0.008288,-133.787567,-0.396918,-0.004691,0.000884
0.270000,0.004427,-0.011901,0.008926,-0.050476,0.008053,-128.279717,-0.392075,-0.004499,0.000873
0.275000,0.004362,-0.013916,0.008663,-0.053549,0.007804,-122.530291,-0.385653,-0.004301,0.000859
0.280000,0.004288,-0.015898,0.008386,-0.056365,0.007543,-116.552777,-0.377690,-0.004098,0.000843
0.285000,0.004204,-0.017839,0.008095,-0.058948,0.007268,-110.362288,-0.368309,-0.003891,0.000826
0.290000,0.004110,-0.019733,0.007791,-0.061334,0.006982,-103.975602,-0.357692,-0.003681,0.000809
0.295000,0.004006,-0.021574,0.007475,-0.063561,0.006684,-97.410969,-0.346060,-0.003469,0.000792
0.300000,0.003894,-0.023356,0.007149,-0.065671,0.006374,-90.687743,-0.333649,-0.003255,0.000775
0.305000,0.003773,-0.025077,0.006812,-0.067697,0.006054,-83.825897,-0.320681,-0.003039,0.000758
0.310000,0.003644,-0.026734,0.006466,-0.069664,0.005724,-76.845491,-0.307351,-0.002822,0.000741
0.315000,0.003506,-0.028325,0.006109,-0.071587,0.005385,-69.766165,-0.293810,-0.002603,0.000724
0.320000,0.003361,-0.029849,0.005743,-0.073469,0.005036,-62.606707,-0.280162,-0.002382,0.000707
0.325000,0.003208,-0.031306,0.005367,-0.075303,0.004679,-55.384736,-0.266459,-0.002159,0.000688
0.330000,0.003048,-0.032695,0.004983,-0.077072,0.004315,-48.116520,-0.252709,-0.001935,0.000668
0.335000,0.002881,-0.034016,0.004589,-0.078756,0.003943,-40.816932,-0.238886,-0.001708,0.000647
0.340000,0.002708,-0.035267,0.004188,-0.080330,0.003564,-33.499531,-0.224941,-0.001480,0.000623
0.345000,0.002529,-0.036449,0.003778,-0.081770,0.003180,-26.176741,-0.210813,-0.001250,0.000599
0.350000,0.002344,-0.037560,0.003362,-0.083055,0.002790,-18.860091,-0.196447,-0.001019,0.000572
0.355000,0.002153,-0.038599,0.002940,-0.084170,0.002396,-11.560495,-0.181795,-0.000787,0.000545
0.360000,0.001958,-0.039563,0.002513,-0.085103,0.001997,-4.288509,-0.166832,-0.000555,0.000516
0.365000,0.001758,-0.040452,0.002081,-0.085852,0.001595,2.945429,-0.151554,-0.000323,0.000486
0.370000,0.001554,-0.041262,0.001646,-0.086416,0.001191,10.130830,-0.135980,-0.000093,0.000455
0.375000,0.001345,-0.041994,0.001209,-0.086802,0.000785,17.257042,-0.120152,0.000136,0.000425
0.380000,0.001134,-0.042646,0.000770,-0.087020,0.000377,24.313215,-0.104125,0.000364,0.000393
0.385000,0.000919,-0.043216,0.000331,-0.087080,-0.000031,31.288323,-0.087967,0.000588,0.000362
0.390000,0.000702,-0.043704,-0.000108,-0.086994,-0.000440,38.171242,-0.071750,0.000810,0.000331
0.395000,0.000483,-0.044110,-0.000547,-0.086771,-0.000847,44.950865,-0.055541,0.001030,0.000300
0.400000,0.000261,-0.044434,-0.000984,-0.086421,-0.001253,51.616224,-0.039404,0.001245,0.000269
0.405000,0.000038,-0.044677,-0.001419,-0.085949,-0.001657,58.156622,-0.023389,0.001458,0.000238
0.410000,-0.000185,-0.044838,-0.001852,-0.085357,-0.002059,64.561744,-0.007534,0.001666,0.000207
0.415000,-0.000410,-0.044918,-0.002281,-0.084646,-0.002456,70.821737,0.008135,0.001871,0.000176
0.420000,-0.000634,-0.044919,-0.002706,-0.083813,-0.002850,76.927267,0.023605,0.002072,0.000144
0.425000,-0.000859,-0.044841,-0.003127,-0.082856,-0.003239,82.869533,0.038871,0.002268,0.000113
0.430000,-0.001082,-0.044686,-0.003542,-0.081770,-0.003623,88.640251,0.053936,0.002460,0.000081
0.435000,-0.001305,-0.044453,-0.003952,-0.080551,-0.004000,94.231619,0.068804,0.002646,0.000049
0.440000,-0.001527,-0.044144,-0.004355,-0.079196,-0.004371,99.636255,0.083482,0.002828,0.000016
0.445000,-0.001747,-0.043760,-0.004751,-0.077704,-0.004735,104.847135,0.097972,0.003004,-0.000016
0.450000,-0.001964,-0.043302,-0.005139,-0.076074,-0.005090,109.857529,0.112270,0.003175,-0.000049
0.455000,-0.002179,-0.042770,-0.005518,-0.074307,-0.005438,114.660944,0.126368,0.003339,-0.000081
0.460000,-0.002392,-0.042166,-0.005889,-0.072408,-0.005776,119.251087,0.140252,0.003497,-0.000113
0.465000,-0.002601,-0.041490,-0.006249,-0.070381,-0.006104,123.621841,0.153901,0.003648,-0.000145
0.470000,-0.002806,-0.040744,-0.006599,-0.068231,-0.006423,127.767261,0.167290,0.003792,-0.000176
0.475000,-0.003008,-0.039928,-0.006937,-0.065966,-0.006730,131.681587,0.180392,0.003929,-0.000207
0.480000,-0.003205,-0.039045,-0.007264,-0.063590,-0.007026,135.359272,0.193176,0.004059,-0.000238
0.485000,-0.003398,-0.038096,-0.007579,-0.061112,-0.007311,138.795021,0.205616,0.004181,-0.000268
0.490000,-0.003586,-0.037083,-0.007881,-0.058536,-0.007584,141.983830,0.217683,0.004295,-0.000297
0.495000,-0.003769,-0.036007,-0.008170,-0.055870,-0.007843,144.921029,0.229354,0.004401,-0.000326
0.500000,-0.003946,-0.034870,-0.008445,-0.053117,-0.008090,147.602323,0.240608,0.004498,-0.000354
0.505000,-0.004118,-0.033675,-0.008706,-0.050282,-0.008323,150.023822,0.251427,0.004588,-0.000382
0.510000,-0.004283,-0.032424,-0.008952,-0.047368,-0.008543,152.182064,0.261800,0.004669,-0.000409
0.515000,-0.004442,-0.031119,-0.009183,-0.044380,-0.008748,154.074030,0.271713,0.004742,-0.000435
0.520000,-0.004594,-0.029762,-0.009400,-0.041321,-0.008938,155.697144,0.281160,0.004806,-0.000461
0.525000,-0.004739,-0.028355,-0.009600,-0.038195,-0.009114,157.049276,0.290132,0.004861,-0.000486
0.530000,-0.004877,-0.026901,-0.009785,-0.035004,-0.009274,158.128731,0.298623,0.004907,-0.000510
0.535000,-0.005008,-0.025403,-0.009953,-0.031754,-0.009419,158.934233,0.306626,0.004945,-0.000534
0.540000,-0.005131,-0.023862,-0.010105,-0.028448,-0.009549,159.464923,0.314133,0.004974,-0.000556
0.545000,-0.005247,-0.022281,-0.010240,-0.025093,-0.009662,159.720337,0.321135,0.004993,-0.000578
0.550000,-0.005354,-0.020664,-0.010358,-0.021693,-0.009759,159.700405,0.327624,0.005004,-0.000599
0.555000,-0.005453,-0.019011,-0.010459,-0.018254,-0.009840,159.405443,0.333587,0.005005,-0.000618
0.560000,-0.005544,-0.017326,-0.010542,-0.014784,-0.009905,158.836155,0.339015,0.004998,-0.000637
0.565000,-0.005626,-0.015613,-0.010608,-0.011288,-0.009953,157.993633,0.343896,0.004981,-0.000655
0.570000,-0.005700,-0.013872,-0.010655,-0.007772,-0.009984,156.879367,0.348219,0.004955,-0.000671
0.575000,-0.005765,-0.012108,-0.010686,-0.004244,-0.009999,155.495247,0.351973,0.004921,-0.000687
0.580000,-0.005821,-0.010323,-0.010698,-0.000710,-0.009997,153.843581,0.355150,0.004877,-0.000701
0.585000,-0.005868,-0.008520,-0.010693,0.002824,-0.009978,151.927093,0.357742,0.004824,-0.000714
0.590000,-0.005906,-0.006702,-0.010669,0.006353,-0.009943,149.748937,0.359743,0.004763,-0.000726
0.595000,-0.005935,-0.004873,-0.010628,0.009869,-0.009891,147.312696,0.361149,0.004693,-0.000737
0.600000,-0.005955,-0.003034,-0.010569,0.013367,-0.009823,144.622385,0.361957,0.004614,-0.000746
0.605000,-0.005966,-0.001190,-0.010493,0.016843,-0.009738,141.682448,0.362167,0.004527,-0.000755
0.610000,-0.005967,0.000657,-0.010399,0.020290,-0.009637,138.497754,0.361779,0.004432,-0.000762
0.615000,-0.005959,0.002504,-0.010288,0.023703,-0.009520,135.073586,0.360794,0.004329,-0.000768
0.620000,-0.005942,0.004348,-0.010160,0.027077,-0.009387,131.415631,0.359216,0.004217,-0.000772
0.625000,-0.005916,0.006185,-0.010014,0.030407,-0.009239,127.529969,0.357047,0.004098,-0.000776
0.630000,-0.005880,0.008013,-0.009852,0.033686,-0.009075,123.423060,0.354293,0.003972,-0.000778
0.635000,-0.005836,0.009829,-0.009674,0.036911,-0.008896,119.101730,0.350957,0.003838,-0.000778
0.640000,-0.005782,0.011629,-0.009480,0.040074,-0.008702,114.573155,0.347044,0.003697,-0.000778
0.645000,-0.005720,0.013411,-0.009269,0.043172,-0.008493,109.844853,0.342562,0.003550,-0.000776
0.650000,-0.005648,0.015171,-0.009044,0.046199,-0.008271,104.924667,0.337516,0.003395,-0.000773
0.655000,-0.005568,0.016908,-0.008803,0.049149,-0.008034,99.820756,0.331912,0.003235,-0.000769
0.660000,-0.005479,0.018618,-0.008547,0.052017,-0.007785,94.541580,0.325760,0.003068,-0.000763
0.665000,-0.005382,0.020297,-0.008278,0.054799,-0.007522,89.095893,0.319068,0.002896,-0.000756
0.670000,-0.005276,0.021944,-0.007994,0.057489,-0.007247,83.492726,0.311845,0.002718,-0.000748
0.675000,-0.005163,0.023556,-0.007697,0.060083,-0.006959,77.741378,0.304104,0.002535,-0.000738
0.680000,-0.005041,0.025130,-0.007388,0.062577,-0.006660,71.851402,0.295855,0.002347,-0.000727
0.685000,-0.004912,0.026663,-0.007066,0.064967,-0.006350,65.832590,0.287111,0.002154,-0.000716
0.690000,-0.004775,0.028153,-0.006732,0.067247,-0.006029,59.694962,0.277888,0.001957,-0.000702
0.695000,-0.004630,0.029597,-0.006387,0.069416,-0.005699,53.448744,0.268199,0.001756,-0.000688
0.700000,-0.004479,0.030993,-0.006031,0.071468,-0.005358,47.104356,0.258062,0.001552,-0.000673
0.705000,-0.004321,0.032339,-0.005665,0.073402,-0.005009,40.672390,0.247493,0.001345,-0.000656
0.710000,-0.004156,0.033631,-0.005290,0.075213,-0.004652,34.163595,0.236510,0.001134,-0.000639
0.715000,-0.003984,0.034869,-0.004906,0.076899,-0.004286,27.588856,0.225131,0.000922,-0.000620
0.720000,-0.003807,0.036050,-0.004514,0.078457,-0.003914,20.959173,0.213375,0.000707,-0.000600
0.725000,-0.003624,0.037172,-0.004114,0.079884,-0.003535,14.285645,0.201263,0.000490,-0.000579
0.730000,-0.003436,0.038234,-0.003708,0.081178,-0.003150,7.579446,0.188813,0.000272,-0.000558
0.735000,-0.003242,0.039232,-0.003295,0.082338,-0.002760,0.851809,0.176046,0.000053,-0.000535
0.740000,-0.003044,0.040167,-0.002876,0.083360,-0.002365,-5.885995,0.162984,-0.000167,-0.000511
0.745000,-0.002841,0.041035,-0.002453,0.084243,-0.001966,-12.622676,0.149649,-0.000387,-0.000487
0.750000,-0.002633,0.041836,-0.002026,0.084985,-0.001564,-19.346944,0.136061,-0.000607,-0.000462
0.755000,-0.002422,0.042569,-0.001596,0.085586,-0.001160,-26.047528,0.122243,-0.000827,-0.000436
0.760000,-0.002208,0.043232,-0.001162,0.086045,-0.000753,-32.713192,0.108219,-0.001046,-0.000409
0.765000,-0.001990,0.043823,-0.000727,0.086359,-0.000346,-39.332759,0.094011,-0.001263,-0.000382
0.770000,-0.001770,0.044343,-0.000291,0.086530,0.000063,-45.895122,0.079643,-0.001479,-0.000354
0.775000,-0.001547,0.044790,0.000146,0.086556,0.000471,-52.389269,0.065138,-0.001693,-0.000325
0.780000,-0.001322,0.045163,0.000583,0.086438,0.000879,-58.804299,0.050522,-0.001905,-0.000296
0.785000,-0.001096,0.045462,0.001018,0.086175,0.001284,-65.129436,0.035817,-0.002114,-0.000266
0.790000,-0.000868,0.045686,0.001452,0.085769,0.001688,-71.354057,0.021050,-0.002320,-0.000236
0.795000,-0.000639,0.045835,0.001884,0.085219,0.002089,-77.467701,0.006245,-0.002523,-0.000205
0.800000,-0.000410,0.045908,0.002312,0.084528,0.002487,-83.460089,-0.008574,-0.002722,-0.000174
0.805000,-0.000180,0.045906,0.002737,0.083695,0.002880,-89.321147,-0.023381,-0.002917,-0.000143
0.810000,0.000049,0.045828,0.003157,0.082723,0.003269,-95.041015,-0.038152,-0.003108,-0.000112
0.815000,0.000278,0.045675,0.003572,0.081613,0.003652,-100.610072,-0.052861,-0.003294,-0.000080
0.820000,0.000506,0.045446,0.003981,0.080367,0.004029,-106.018946,-0.067485,-0.003475,-0.000048
0.825000,0.000732,0.045143,0.004383,0.078987,0.004399,-111.258534,-0.081999,-0.003651,-0.000017
0.830000,0.000957,0.044765,0.004778,0.077475,0.004762,-116.320017,-0.096378,-0.003821,0.000015
0.835000,0.001179,0.044313,0.005165,0.075834,0.005117,-121.194873,-0.110599,-0.003985,0.000047
