t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000612,0.000000,0.000000,0.000000,-0.000612
0.010000,0.000000,0.000134,0.000032,0.012472,0.001224,-0.780648,0.049257,-0.000032,-0.001192
0.015000,0.000002,0.000628,0.000152,0.034531,0.001833,-3.706883,0.133003,-0.000150,-0.001681
0.020000,0.000007,0.001625,0.000399,0.062754,0.002440,-9.731069,0.235201,-0.000392,-0.002040
0.025000,0.000019,0.003184,0.000796,0.093577,0.003042,-19.353158,0.340249,-0.000777,-0.002246
0.030000,0.000040,0.005285,0.001346,0.123643,0.003639,-32.629349,0.434406,-0.001306,-0.002293
0.035000,0.000072,0.007843,0.002039,0.150095,0.004230,-49.221848,0.506847,-0.001966,-0.002192
0.040000,0.000119,0.010722,0.002850,0.170776,0.004814,-68.479493,0.550305,-0.002731,-0.001964
0.045000,0.000180,0.013759,0.003747,0.184335,0.005390,-89.537483,0.561289,-0.003568,-0.001643
0.050000,0.000256,0.016780,0.004693,0.190252,0.005957,-111.424253,0.539912,-0.004438,-0.001264
0.055000,0.000347,0.019618,0.005650,0.188769,0.006514,-133.164485,0.489411,-0.005303,-0.000864
0.060000,0.000451,0.022133,0.006583,0.180772,0.007061,-153.869075,0.415431,-0.006132,-0.000478
0.065000,0.000567,0.024216,0.007462,0.167618,0.007595,-172.805330,0.325178,-0.006895,-0.000133
0.070000,0.000692,0.025800,0.008265,0.150949,0.008117,-189.443464,0.226541,-0.007573,0.000148
0.075000,0.000824,0.026857,0.008980,0.132498,0.008625,-203.478148,0.127262,-0.008156,0.000355
0.080000,0.000960,0.027402,0.009601,0.113916,0.009119,-214.826452,0.034236,-0.008641,0.000482
0.085000,0.001097,0.027481,0.010131,0.096632,0.009598,-223.605471,-0.047022,-0.009034,0.000534
0.090000,0.001234,0.027165,0.010581,0.081744,0.010060,-230.094461,-0.112708,-0.009347,0.000521
0.095000,0.001368,0.026543,0.010963,0.069967,0.010506,-234.687067,-0.160855,-0.009595,0.000457
0.100000,0.001498,0.025708,0.011295,0.061616,0.010935,-237.839421,-0.191275,-0.009796,0.000360
0.105000,0.001625,0.024751,0.011593,0.056629,0.011345,-240.019515,-0.205337,-0.009969,0.000249
0.110000,0.001746,0.023751,0.011874,0.054628,0.011736,-241.662389,-0.205635,-0.010128,0.000138
0.115000,0.001862,0.022775,0.012151,0.054995,0.012107,-243.134523,-0.195582,-0.010289,0.000043
0.120000,0.001974,0.021866,0.012434,0.056962,0.012459,-244.709536,-0.178985,-0.010460,-0.000025
0.125000,0.002081,0.021051,0.012728,0.059708,0.012790,-246.555918,-0.159639,-0.010647,-0.000061
0.130000,0.002184,0.020335,0.013037,0.062437,0.013099,-248.736315,-0.140979,-0.010853,-0.000062
0.135000,0.002284,0.019708,0.013358,0.064457,0.013386,-251.216883,-0.125806,-0.011073,-0.000029
0.140000,0.002382,0.019144,0.013685,0.065225,0.013652,-253.884468,-0.116122,-0.011303,0.000033
0.145000,0.002476,0.018612,0.014012,0.064384,0.013894,-256.568933,-0.113045,-0.011536,0.000118
0.150000,0.002568,0.018076,0.014331,0.061769,0.014113,-259.067872,-0.116835,-0.011763,0.000217
0.155000,0.002657,0.017500,0.014631,0.057397,0.014309,-261.171036,-0.126985,-0.011975,0.000322
0.160000,0.002742,0.016853,0.014906,0.051444,0.014481,-262.682251,-0.142374,-0.012163,0.000425
0.165000,0.002825,0.016110,0.015147,0.044206,0.014628,-263.437083,-0.161463,-0.012322,0.000518
