t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,-0.000000,-0.000000,0.000612,-0.000000,-0.000000,0.000000,-0.000612
0.010000,0.000000,0.000134,0.000032,0.012472,0.001224,-0.268978,0.051389,-0.000032,-0.001192
0.015000,0.000002,0.000638,0.000152,0.034466,0.001833,-2.048899,0.139595,-0.000150,-0.001681
0.020000,0.000007,0.001665,0.000398,0.062498,0.002440,-6.478759,0.247464,-0.000391,-0.002041
0.025000,0.000020,0.003281,0.000793,0.092985,0.003042,-14.143452,0.358900,-0.000773,-0.002249
0.030000,0.000041,0.005469,0.001339,0.122586,0.003639,-25.063716,0.460295,-0.001297,-0.002300
0.035000,0.000075,0.008147,0.002024,0.148468,0.004230,-38.784933,0.541341,-0.001950,-0.002206
0.040000,0.000123,0.011188,0.002826,0.168490,0.004814,-54.546513,0.595228,-0.002703,-0.001988
0.045000,0.000187,0.014437,0.003710,0.181318,0.005390,-71.034168,0.620312,-0.003523,-0.001681
0.050000,0.000267,0.017736,0.004638,0.186393,0.005957,-87.595994,0.615112,-0.004371,-0.001319
0.055000,0.000364,0.020932,0.005573,0.183985,0.006514,-103.589343,0.581482,-0.005210,-0.000941
0.060000,0.000476,0.023886,0.006479,0.175055,0.007061,-117.943511,0.526072,-0.006003,-0.000581
0.065000,0.000602,0.026500,0.007327,0.161005,0.007595,-130.441440,0.454064,-0.006725,-0.000268
0.070000,0.000740,0.028704,0.008095,0.143578,0.008117,-140.827129,0.372626,-0.007355,-0.000022
0.075000,0.000888,0.030468,0.008771,0.124618,0.008625,-149.076973,0.288825,-0.007883,0.000146
0.080000,0.001044,0.031799,0.009352,0.105879,0.009119,-155.179225,0.209783,-0.008308,0.000233
0.085000,0.001205,0.032737,0.009842,0.088848,0.009598,-159.261391,0.141344,-0.008637,0.000245
0.090000,0.001370,0.033348,0.010254,0.074631,0.010060,-161.762445,0.086811,-0.008884,0.000194
0.095000,0.001538,0.033712,0.010603,0.063920,0.010506,-162.923021,0.048850,-0.009065,0.000097
0.100000,0.001707,0.033916,0.010908,0.056948,0.010935,-163.166790,0.027569,-0.009201,-0.000027
0.105000,0.001877,0.034047,0.011187,0.053542,0.011345,-162.904703,0.021470,-0.009309,-0.000158
0.110000,0.002048,0.034176,0.011456,0.053195,0.011736,-162.623513,0.027282,-0.009408,-0.000280
0.115000,0.002219,0.034359,0.011730,0.055173,0.012107,-174.707566,-0.008914,-0.009511,-0.000378
0.120000,0.002391,0.034396,0.012021,0.060128,0.012459,-186.648566,-0.030624,-0.009630,-0.000438
0.125000,0.002563,0.034349,0.012341,0.066677,0.012790,-198.587805,-0.043522,-0.009779,-0.000448
0.130000,0.002734,0.034247,0.012696,0.073446,0.013099,-210.505653,-0.052946,-0.009961,-0.000403
0.135000,0.002905,0.034094,0.013081,0.079196,0.013386,-222.045485,-0.062601,-0.010176,-0.000305
0.140000,0.003075,0.033878,0.013491,0.082905,0.013652,-233.364044,-0.077761,-0.010416,-0.000161
0.145000,0.003243,0.033562,0.013912,0.083919,0.013894,-244.585745,-0.102243,-0.010669,0.000018
0.150000,0.003410,0.033094,0.014331,0.081970,0.014113,-255.785104,-0.138147,-0.010921,0.000217
0.155000,0.003574,0.032416,0.014732,0.077155,0.014309,-266.552724,-0.184061,-0.011158,0.000423
0.160000,0.003733,0.031480,0.015103,0.069811,0.014481,-276.991685,-0.239662,-0.011369,0.000622
0.165000,0.003888,0.030240,0.015431,0.060517,0.014628,-287.151144,-0.303266,-0.011543,0.000803
