t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000852,0.000000,0.000000,0.000000,-0.000852
0.010000,0.000000,0.000187,0.000045,0.017346,0.003349,-0.002137,0.073023,-0.000044,-0.003304
0.015000,0.000003,0.001255,0.000298,0.081428,0.007322,-0.022620,0.346908,-0.000294,-0.007024
0.020000,0.000016,0.004430,0.001039,0.209285,0.012499,-0.110204,0.904202,-0.001023,-0.011460
0.025000,0.000054,0.011204,0.002597,0.403267,0.018528,-0.358757,1.768949,-0.002543,-0.015932
0.030000,0.000137,0.023030,0.005272,0.651006,0.024998,-0.909695,2.902799,-0.005135,-0.019726
0.035000,0.000294,0.041022,0.009273,0.927498,0.031469,-1.943966,4.210263,-0.008979,-0.022196
0.040000,0.000558,0.065699,0.014657,1.198884,0.037498,-3.664821,5.551805,-0.014099,-0.022841
0.045000,0.000962,0.096813,0.021300,1.427328,0.042676,-6.273837,6.762658,-0.020338,-0.021376
0.050000,0.001535,0.133273,0.028891,1.576303,0.046649,-9.943570,7.674675,-0.027356,-0.017758
0.055000,0.002301,0.173188,0.036952,1.615623,0.049147,-14.790570,8.138386,-0.034651,-0.012196
0.060000,0.003269,0.214014,0.044876,1.525596,0.050000,-20.852433,8.042583,-0.041608,-0.005124
0.065000,0.004437,0.252777,0.051996,1.299861,0.000000,-28.072009,7.329210,-0.047559,0.051996
0.070000,0.005769,0.275605,0.055062,-0.054265,0.000000,-36.167699,1.788533,-0.049293,0.055062
0.075000,0.007148,0.271568,0.051764,-1.225042,0.000000,-44.316682,-3.321375,-0.044617,0.051764
0.080000,0.008446,0.244149,0.043301,-2.106612,0.000000,-51.664337,-7.490520,-0.034855,0.043301
0.085000,0.009559,0.198968,0.031288,-2.639047,0.000000,-57.540903,-10.379772,-0.021728,0.031288
0.090000,0.010417,0.142877,0.017522,-2.808997,0.000000,-61.512070,-11.836151,-0.007105,0.017522
0.095000,0.010982,0.083045,0.003760,-2.645078,0.000000,-63.396831,-11.885464,0.007222,0.003760
0.100000,0.011252,0.026115,-0.008472,-2.209203,0.000000,-63.254915,-10.706060,0.019724,-0.008472
0.105000,0.011257,-0.022456,-0.018017,-1.585365,0.000000,-61.349159,-8.589099,0.029274,-0.018017
0.110000,0.011048,-0.058853,-0.024168,-0.867425,0.000000,-58.090277,-5.891495,0.035217,-0.024168
0.115000,0.010693,-0.081104,-0.026689,-0.147407,0.000000,-53.972462,-2.987721,0.037381,-0.026689
0.120000,0.010261,-0.089063,-0.025775,0.494471,0.000000,-49.508141,-0.225969,0.036037,-0.025775
0.125000,0.009824,-0.084183,-0.021980,0.997156,0.000000,-45.169267,2.107042,0.031803,-0.021980
0.130000,0.009437,-0.069145,-0.016102,1.323025,0.000000,-41.340772,3.809834,0.025539,-0.016102
0.135000,0.009143,-0.047400,-0.009070,1.458996,0.000000,-38.289778,4.777367,0.018213,-0.009070
