t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.860176,0.041084,0.000000,0.000000
0.005000,0.000000,0.000190,-0.000003,-0.001241,0.000612,22.079409,0.085906,0.000004,-0.000616
0.010000,0.000003,0.000721,0.000016,0.008773,0.001224,-38.431481,-0.126343,-0.000014,-0.001208
0.015000,0.000005,0.000405,0.000133,0.036678,0.001833,-7.111698,0.126980,-0.000127,-0.001701
0.020000,0.000009,0.001379,0.000392,0.065353,0.002440,-33.663853,0.146461,-0.000383,-0.002048
0.025000,0.000019,0.002531,0.000808,0.098856,0.003042,-12.773387,0.392743,-0.000790,-0.002233
0.030000,0.000037,0.004875,0.001380,0.126769,0.003639,23.422734,0.684835,-0.001343,-0.002259
0.035000,0.000071,0.008584,0.002066,0.144783,0.004230,25.102281,0.793787,-0.001996,-0.002164
0.040000,0.000124,0.012781,0.002828,0.156540,0.004814,-40.450124,0.598728,-0.002704,-0.001987
0.045000,0.000196,0.016039,0.003653,0.169922,0.005390,-18.844126,0.780303,-0.003457,-0.001738
0.050000,0.000286,0.020084,0.004516,0.171992,0.005957,-41.179054,0.730712,-0.004230,-0.001441
0.055000,0.000396,0.023833,0.005378,0.169429,0.006514,17.119163,0.997983,-0.004982,-0.001137
0.060000,0.000527,0.028747,0.006190,0.152753,0.007061,-55.892764,0.650993,-0.005663,-0.000871
0.065000,0.000679,0.031988,0.006934,0.142133,0.007595,-40.443418,0.698229,-0.006255,-0.000661
0.070000,0.000848,0.035394,0.007611,0.126454,0.008117,-46.371372,0.629497,-0.006763,-0.000506
0.075000,0.001032,0.038439,0.008208,0.110613,0.008625,-91.675834,0.391129,-0.007176,-0.000417
0.080000,0.001229,0.040354,0.008742,0.101090,0.009119,-32.002851,0.615513,-0.007513,-0.000377
0.085000,0.001439,0.043292,0.009210,0.084533,0.009598,-41.978435,0.511563,-0.007771,-0.000388
0.090000,0.001661,0.045742,0.009605,0.072318,0.010060,-59.185800,0.391473,-0.007943,-0.000456
