t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000408,0.000000,0.000000,0.000000,-0.000408
0.010000,0.000000,0.000089,0.000021,0.008315,0.000816,-0.000000,0.035007,-0.000021,-0.000794
0.015000,0.000001,0.000429,0.000101,0.022955,0.001222,-0.000000,0.098644,-0.000100,-0.001121
0.020000,0.000005,0.001139,0.000265,0.041477,0.001626,-0.000000,0.182036,-0.000260,-0.001361
0.025000,0.000013,0.002295,0.000526,0.061309,0.002028,-0.000000,0.275114,-0.000512,-0.001502
0.030000,0.000029,0.003920,0.000884,0.080058,0.002426,-0.000000,0.367879,-0.000855,-0.001542
0.035000,0.000053,0.005989,0.001328,0.095746,0.002820,-0.000001,0.451501,-0.001275,-0.001492
0.040000,0.000089,0.008437,0.001841,0.106980,0.003209,-0.000002,0.519140,-0.001751,-0.001369
0.045000,0.000138,0.011175,0.002396,0.113027,0.003593,-0.000003,0.566445,-0.002258,-0.001197
0.050000,0.000201,0.014094,0.002969,0.113813,0.003971,-0.000006,0.591706,-0.002768,-0.001002
0.055000,0.000279,0.017084,0.003534,0.109841,0.004343,-0.000010,0.595702,-0.003254,-0.000809
0.060000,0.000372,0.020047,0.004068,0.102063,0.004707,-0.000016,0.581285,-0.003696,-0.000639
0.065000,0.000480,0.022901,0.004557,0.091719,0.005063,-0.000023,0.552800,-0.004077,-0.000507
0.070000,0.000601,0.025587,0.004990,0.080154,0.005411,-0.000034,0.515401,-0.004389,-0.000422
0.075000,0.000735,0.028075,0.005365,0.068666,0.005750,-0.000048,0.474378,-0.004629,-0.000385
0.080000,0.000881,0.030358,0.005685,0.058360,0.006079,-0.000065,0.434554,-0.004803,-0.000395
0.085000,0.001038,0.032454,0.005958,0.050054,0.006398,-0.000087,0.399812,-0.004919,-0.000441
0.090000,0.001206,0.034393,0.006195,0.044226,0.006707,-0.000115,0.372784,-0.004990,-0.000512
0.095000,0.001382,0.036220,0.006410,0.041006,0.007004,-0.000147,0.354729,-0.005028,-0.000594
0.100000,0.001568,0.037978,0.006615,0.040207,0.007290,-0.000186,0.345571,-0.005047,-0.000675
0.105000,0.001762,0.039710,0.006821,0.041386,0.007563,-0.000232,0.344085,-0.005059,-0.000743
0.110000,0.001965,0.041449,0.007036,0.043926,0.007824,-0.000284,0.348184,-0.005071,-0.000788
0.115000,0.002176,0.043216,0.007266,0.047131,0.008072,-0.000345,0.355267,-0.005089,-0.000806
0.120000,0.002397,0.045020,0.007512,0.050310,0.008306,-0.000414,0.362576,-0.005115,-0.000794
0.125000,0.002627,0.046855,0.007772,0.052858,0.008526,-0.000492,0.367529,-0.005145,-0.000754
0.130000,0.002866,0.048704,0.008042,0.054304,0.008733,-0.000578,0.367985,-0.005177,-0.000690
0.135000,0.003114,0.050541,0.008316,0.054357,0.008924,-0.000675,0.362432,-0.005203,-0.000608
0.140000,0.003371,0.052332,0.008587,0.052905,0.009101,-0.000781,0.350073,-0.005216,-0.000514
0.145000,0.003637,0.054043,0.008846,0.050012,0.009263,-0.000897,0.330833,-0.005209,-0.000416
0.150000,0.003911,0.055641,0.009088,0.045884,0.009409,-0.001024,0.305275,-0.005177,-0.000321
0.155000,0.004193,0.057098,0.009306,0.040833,0.009539,-0.001161,0.274463,-0.005113,-0.000233
0.160000,0.004482,0.058389,0.009498,0.035221,0.009654,-0.001309,0.239783,-0.005016,-0.000156
0.165000,0.004777,0.059500,0.009660,0.029423,0.009752,-0.001468,0.202758,-0.004884,-0.000092
0.170000,0.005077,0.060423,0.009794,0.023779,0.009834,-0.001639,0.164864,-0.004718,-0.000040
0.175000,0.005381,0.061156,0.009900,0.018561,0.009900,-0.001820,0.127384,-0.004520,0.000000
0.180000,0.005688,0.061704,0.009982,0.013956,0.009950,-0.002012,0.091297,-0.004294,0.000032
0.185000,0.005997,0.062076,0.010042,0.010054,0.009982,-0.002214,0.057214,-0.004045,0.000060
0.190000,0.006308,0.062282,0.010084,0.006850,0.009998,-0.002428,0.025371,-0.003776,0.000086
0.195000,0.006620,0.062334,0.010112,0.004261,0.009998,-0.002651,-0.004344,-0.003492,0.000114
0.200000,0.006931,0.062242,0.010128,0.002145,0.009980,-0.002885,-0.032323,-0.003196,0.000147
0.205000,0.007242,0.062012,0.010133,0.000322,0.009946,-0.003128,-0.059151,-0.002891,0.000187
0.210000,0.007551,0.061648,0.010130,-0.001397,0.009896,-0.003380,-0.085506,-0.002579,0.000235
0.215000,0.007858,0.061153,0.010118,-0.003188,0.009829,-0.003641,-0.112065,-0.002260,0.000290
0.220000,0.008163,0.060521,0.010097,-0.005199,0.009745,-0.003910,-0.139418,-0.001934,0.000352
0.225000,0.008463,0.059750,0.010064,-0.007531,0.009646,-0.004186,-0.168007,-0.001601,0.000419
0.230000,0.008760,0.058831,0.010019,-0.010236,0.009530,-0.004469,-0.198087,-0.001259,0.000489
0.235000,0.009051,0.057758,0.009959,-0.013317,0.009398,-0.004758,-0.229713,-0.000908,0.000561
0.240000,0.009337,0.056522,0.009883,-0.016732,0.009251,-0.005052,-0.262750,-0.000546,0.000632
0.245000,0.009616,0.055118,0.009789,-0.020406,0.009088,-0.005350,-0.296906,-0.000173,0.000701
0.250000,0.009888,0.053540,0.009676,-0.024239,0.008910,-0.005652,-0.331774,0.000212,0.000766
0.255000,0.010151,0.051786,0.009543,-0.028125,0.008717,-0.005957,-0.366883,0.000608,0.000826
0.260000,0.010406,0.049857,0.009391,-0.031961,0.008510,-0.006263,-0.401752,0.001015,0.000881
0.265000,0.010650,0.047754,0.009220,-0.035656,0.008288,-0.006571,-0.435935,0.001430,0.000932
0.270000,0.010883,0.045483,0.009031,-0.039143,0.008053,-0.006879,-0.469055,0.001852,0.000978
0.275000,0.011104,0.043048,0.008825,-0.042379,0.007804,-0.007186,-0.500833,0.002280,0.001020
0.280000,0.011313,0.040458,0.008603,-0.045350,0.007543,-0.007491,-0.531094,0.002710,0.001060
0.285000,0.011509,0.037721,0.008367,-0.048062,0.007268,-0.007793,-0.559766,0.003142,0.001099
0.290000,0.011690,0.034843,0.008118,-0.050546,0.006982,-0.008092,-0.586867,0.003572,0.001136
0.295000,0.011857,0.031833,0.007856,-0.052842,0.006684,-0.008386,-0.612483,0.004000,0.001173
0.300000,0.012008,0.028698,0.007584,-0.054999,0.006374,-0.008675,-0.636744,0.004424,0.001210
0.305000,0.012144,0.025444,0.007301,-0.057064,0.006054,-0.008958,-0.659793,0.004843,0.001247
0.310000,0.012262,0.022078,0.007008,-0.059082,0.005724,-0.009234,-0.681765,0.005255,0.001283
0.315000,0.012364,0.018604,0.006704,-0.061082,0.005385,-0.009501,-0.702765,0.005660,0.001319
0.320000,0.012448,0.015026,0.006390,-0.063086,0.005036,-0.009760,-0.722851,0.006058,0.001354
0.325000,0.012514,0.011351,0.006067,-0.065097,0.004679,-0.010009,-0.742034,0.006447,0.001387
0.330000,0.012562,0.007581,0.005733,-0.067109,0.004315,-0.010248,-0.760269,0.006829,0.001418
0.335000,0.012590,0.003722,0.005389,-0.069102,0.003943,-0.010476,-0.777469,0.007201,0.001446
0.340000,0.012599,-0.000220,0.005035,-0.071052,0.003564,-0.010692,-0.793509,0.007563,0.001471
0.345000,0.012588,-0.004239,0.004672,-0.072927,0.003180,-0.010896,-0.808245,0.007916,0.001492
0.350000,0.012556,-0.008328,0.004299,-0.074696,0.002790,-0.011087,-0.821522,0.008257,0.001509
0.355000,0.012504,-0.012480,0.003918,-0.076332,0.002396,-0.011264,-0.833195,0.008586,0.001522
0.360000,0.012431,-0.016687,0.003529,-0.077810,0.001997,-0.011427,-0.843134,0.008902,0.001532
0.365000,0.012337,-0.020939,0.003133,-0.079115,0.001595,-0.011576,-0.851236,0.009205,0.001537
0.370000,0.012222,-0.025226,0.002731,-0.080238,0.001191,-0.011710,-0.857430,0.009491,0.001540
0.375000,0.012085,-0.029540,0.002323,-0.081176,0.000785,-0.011828,-0.861677,0.009762,0.001539
0.380000,0.011926,-0.033870,0.001912,-0.081936,0.000377,-0.011931,-0.863968,0.010015,0.001535
0.385000,0.011746,-0.038207,0.001497,-0.082526,-0.000031,-0.012018,-0.864319,0.010250,0.001528
0.390000,0.011544,-0.042540,0.001079,-0.082958,-0.000440,-0.012089,-0.862764,0.010465,0.001519
0.395000,0.011321,-0.046862,0.000660,-0.083246,-0.000847,-0.012143,-0.859350,0.010661,0.001507
0.400000,0.011076,-0.051161,0.000240,-0.083404,-0.001253,-0.012181,-0.854128,0.010836,0.001493
0.405000,0.010809,-0.055430,-0.000181,-0.083443,-0.001657,-0.012202,-0.847144,0.010991,0.001476
0.410000,0.010522,-0.059660,-0.000602,-0.083369,-0.002059,-0.012207,-0.838439,0.011124,0.001456
0.415000,0.010213,-0.063842,-0.001022,-0.083187,-0.002456,-0.012194,-0.828043,0.011235,0.001434
0.420000,0.009883,-0.067968,-0.001441,-0.082899,-0.002850,-0.012165,-0.815975,0.011324,0.001409
0.425000,0.009533,-0.072028,-0.001858,-0.082501,-0.003239,-0.012119,-0.802243,0.011391,0.001381
0.430000,0.009163,-0.076016,-0.002273,-0.081989,-0.003623,-0.012056,-0.786846,0.011436,0.001350
0.435000,0.008773,-0.079923,-0.002685,-0.081357,-0.004000,-0.011976,-0.769781,0.011458,0.001315
0.440000,0.008364,-0.083740,-0.003093,-0.080597,-0.004371,-0.011880,-0.751039,0.011457,0.001278
0.445000,0.007936,-0.087458,-0.003498,-0.079704,-0.004735,-0.011767,-0.730617,0.011433,0.001237
0.450000,0.007490,-0.091070,-0.003897,-0.078673,-0.005090,-0.011638,-0.708516,0.011386,0.001194
0.455000,0.007025,-0.094567,-0.004291,-0.077499,-0.005438,-0.011493,-0.684748,0.011316,0.001147
0.460000,0.006544,-0.097941,-0.004678,-0.076182,-0.005776,-0.011332,-0.659334,0.011222,0.001098
0.465000,0.006046,-0.101183,-0.005058,-0.074724,-0.006104,-0.011155,-0.632306,0.011105,0.001046
0.470000,0.005533,-0.104286,-0.005431,-0.073126,-0.006423,-0.010963,-0.603708,0.010963,0.000992
0.475000,0.005004,-0.107241,-0.005795,-0.071395,-0.006730,-0.010756,-0.573593,0.010799,0.000935
0.480000,0.004460,-0.110042,-0.006150,-0.069536,-0.007026,-0.010535,-0.542023,0.010611,0.000876
0.485000,0.003903,-0.112681,-0.006496,-0.067557,-0.007311,-0.010299,-0.509066,0.010399,0.000815
0.490000,0.003334,-0.115152,-0.006831,-0.065463,-0.007584,-0.010048,-0.474794,0.010165,0.000753
0.495000,0.002752,-0.117448,-0.007155,-0.063263,-0.007843,-0.009784,-0.439281,0.009907,0.000688
0.500000,0.002160,-0.119562,-0.007468,-0.060961,-0.008090,-0.009507,-0.402602,0.009628,0.000622
0.505000,0.001557,-0.121490,-0.007769,-0.058564,-0.008323,-0.009217,-0.364830,0.009326,0.000554
0.510000,0.000945,-0.123226,-0.008058,-0.056076,-0.008543,-0.008914,-0.326037,0.009003,0.000485
0.515000,0.000325,-0.124766,-0.008334,-0.053501,-0.008748,-0.008598,-0.286294,0.008659,0.000414
0.520000,-0.000302,-0.126103,-0.008597,-0.050842,-0.008938,-0.008271,-0.245668,0.008294,0.000342
0.525000,-0.000936,-0.127235,-0.008846,-0.048101,-0.009114,-0.007933,-0.204228,0.007910,0.000268
0.530000,-0.001574,-0.128157,-0.009081,-0.045281,-0.009274,-0.007584,-0.162043,0.007506,0.000194
0.535000,-0.002217,-0.128866,-0.009301,-0.042384,-0.009419,-0.007224,-0.119179,0.007084,0.000118
0.540000,-0.002863,-0.129359,-0.009507,-0.039413,-0.009549,-0.006855,-0.075710,0.006644,0.000042
0.545000,-0.003510,-0.129632,-0.009698,-0.036371,-0.009662,-0.006476,-0.031707,0.006187,-0.000036
0.550000,-0.004159,-0.129684,-0.009873,-0.033262,-0.009759,-0.006088,0.012753,0.005714,-0.000113
0.555000,-0.004807,-0.129511,-0.010032,-0.030091,-0.009840,-0.005692,0.057590,0.005225,-0.000192
0.560000,-0.005453,-0.129113,-0.010175,-0.026863,-0.009905,-0.005287,0.102722,0.004722,-0.000270
0.565000,-0.006097,-0.128489,-0.010302,-0.023583,-0.009953,-0.004876,0.148062,0.004204,-0.000349
0.570000,-0.006738,-0.127636,-0.010412,-0.020257,-0.009984,-0.004457,0.193522,0.003674,-0.000428
0.575000,-0.007373,-0.126556,-0.010505,-0.016893,-0.009999,-0.004032,0.239013,0.003131,-0.000506
0.580000,-0.008003,-0.125247,-0.010581,-0.013497,-0.009997,-0.003602,0.284444,0.002578,-0.000584
0.585000,-0.008625,-0.123711,-0.010640,-0.010075,-0.009978,-0.003166,0.329723,0.002014,-0.000661
0.590000,-0.009240,-0.121949,-0.010681,-0.006634,-0.009943,-0.002726,0.374760,0.001441,-0.000738
0.595000,-0.009845,-0.119962,-0.010705,-0.003180,-0.009891,-0.002282,0.419466,0.000861,-0.000814
0.600000,-0.010439,-0.117751,-0.010712,0.000280,-0.009823,-0.001835,0.463751,0.000273,-0.000889
0.605000,-0.011022,-0.115320,-0.010701,0.003742,-0.009738,-0.001385,0.507529,-0.000320,-0.000963
0.610000,-0.011592,-0.112671,-0.010673,0.007199,-0.009637,-0.000933,0.550715,-0.000919,-0.001036
0.615000,-0.012148,-0.109806,-0.010627,0.010647,-0.009520,-0.000480,0.593225,-0.001521,-0.001107
0.620000,-0.012689,-0.106731,-0.010564,0.014080,-0.009387,-0.000026,0.634978,-0.002125,-0.001177
0.625000,-0.013215,-0.103448,-0.010484,0.017492,-0.009239,0.000427,0.675893,-0.002731,-0.001245
0.630000,-0.013724,-0.099962,-0.010387,0.020879,-0.009075,0.000880,0.715891,-0.003337,-0.001312
0.635000,-0.014214,-0.096279,-0.010272,0.024236,-0.008896,0.001331,0.754896,-0.003942,-0.001377
0.640000,-0.014686,-0.092402,-0.010141,0.027558,-0.008702,0.001780,0.792829,-0.004545,-0.001439
0.645000,-0.015138,-0.088338,-0.009993,0.030838,-0.008493,0.002226,0.829616,-0.005145,-0.001500
0.650000,-0.015569,-0.084092,-0.009829,0.034072,-0.008271,0.002669,0.865183,-0.005740,-0.001558
0.655000,-0.015979,-0.079672,-0.009649,0.037255,-0.008034,0.003106,0.899458,-0.006330,-0.001614
0.660000,-0.016366,-0.075082,-0.009452,0.040381,-0.007785,0.003539,0.932369,-0.006913,-0.001668
0.665000,-0.016729,-0.070332,-0.009240,0.043443,-0.007522,0.003966,0.963847,-0.007489,-0.001719
0.670000,-0.017069,-0.065427,-0.009013,0.046438,-0.007247,0.004385,0.993826,-0.008055,-0.001767
0.675000,-0.017383,-0.060375,-0.008771,0.049360,-0.006959,0.004798,1.022242,-0.008612,-0.001812
0.680000,-0.017672,-0.055185,-0.008515,0.052202,-0.006660,0.005202,1.049031,-0.009158,-0.001854
0.685000,-0.017935,-0.049865,-0.008244,0.054961,-0.006350,0.005597,1.074137,-0.009691,-0.001894
0.690000,-0.018171,-0.044424,-0.007959,0.057632,-0.006029,0.005982,1.097504,-0.010211,-0.001930
0.695000,-0.018379,-0.038869,-0.007662,0.060210,-0.005699,0.006357,1.119079,-0.010717,-0.001963
0.700000,-0.018559,-0.033211,-0.007351,0.062691,-0.005358,0.006720,1.138814,-0.011208,-0.001993
0.705000,-0.018711,-0.027459,-0.007029,0.065071,-0.005009,0.007072,1.156664,-0.011682,-0.002020
0.710000,-0.018834,-0.021622,-0.006694,0.067345,-0.004652,0.007410,1.172587,-0.012139,-0.002043
0.715000,-0.018927,-0.015710,-0.006349,0.069510,-0.004286,0.007736,1.186545,-0.012578,-0.002063
0.720000,-0.018991,-0.009732,-0.005993,0.071563,-0.003914,0.008047,1.198505,-0.012998,-0.002079
0.725000,-0.019024,-0.003700,-0.005627,0.073500,-0.003535,0.008343,1.208434,-0.013397,-0.002092
0.730000,-0.019027,0.002377,-0.005251,0.075318,-0.003150,0.008624,1.216305,-0.013776,-0.002101
0.735000,-0.019000,0.008488,-0.004867,0.077014,-0.002760,0.008889,1.222096,-0.014134,-0.002107
0.740000,-0.018943,0.014623,-0.004474,0.078585,-0.002365,0.009138,1.225785,-0.014469,-0.002109
0.745000,-0.018854,0.020772,-0.004074,0.080029,-0.001966,0.009369,1.227356,-0.014780,-0.002107
0.750000,-0.018735,0.026923,-0.003667,0.081342,-0.001564,0.009582,1.226796,-0.015068,-0.002102
0.755000,-0.018585,0.033066,-0.003253,0.082523,-0.001160,0.009778,1.224096,-0.015332,-0.002093
0.760000,-0.018404,0.039191,-0.002834,0.083569,-0.000753,0.009954,1.219251,-0.015570,-0.002081
0.765000,-0.018193,0.045286,-0.002410,0.084479,-0.000346,0.010111,1.212259,-0.015783,-0.002065
0.770000,-0.017951,0.051340,-0.001982,0.085250,0.000063,0.010249,1.203122,-0.015969,-0.002045
0.775000,-0.017680,0.057344,-0.001551,0.085882,0.000471,0.010366,1.191847,-0.016129,-0.002022
0.780000,-0.017378,0.063286,-0.001116,0.086373,0.000879,0.010463,1.178444,-0.016262,-0.001995
0.785000,-0.017047,0.069155,-0.000680,0.086722,0.001284,0.010539,1.162928,-0.016367,-0.001964
0.790000,-0.016687,0.074942,-0.000242,0.086928,0.001688,0.010595,1.145317,-0.016445,-0.001930
0.795000,-0.016298,0.080635,0.000197,0.086991,0.002089,0.010629,1.125632,-0.016494,-0.001893
0.800000,-0.015880,0.086225,0.000635,0.086912,0.002487,0.010642,1.103900,-0.016516,-0.001852
0.805000,-0.015436,0.091701,0.001073,0.086689,0.002880,0.010633,1.080152,-0.016509,-0.001807
0.810000,-0.014964,0.097052,0.001509,0.086323,0.003269,0.010603,1.054420,-0.016473,-0.001760
0.815000,-0.014465,0.102271,0.001943,0.085815,0.003652,0.010550,1.026742,-0.016408,-0.001709
0.820000,-0.013941,0.107345,0.002374,0.085165,0.004029,0.010477,0.997159,-0.016315,-0.001655
0.825000,-0.013392,0.112267,0.002801,0.084374,0.004399,0.010381,0.965716,-0.016194,-0.001598
0.830000,-0.012819,0.117027,0.003224,0.083445,0.004762,0.010264,0.932461,-0.016043,-0.001538
0.835000,-0.012222,0.121616,0.003642,0.082377,0.005117,0.010125,0.897445,-0.015864,-0.001475
