t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000612,0.000000,0.000000,0.000000,-0.000612
0.010000,0.000000,0.000134,0.000032,0.012472,0.001224,-0.001289,0.052505,-0.000032,-0.001192
0.015000,0.000002,0.000643,0.000152,0.034433,0.001833,-0.007594,0.147935,-0.000150,-0.001681
0.020000,0.000008,0.001709,0.000397,0.062216,0.002440,-0.024692,0.272957,-0.000390,-0.002042
0.025000,0.000020,0.003443,0.000788,0.091967,0.003042,-0.059839,0.412441,-0.000768,-0.002253
0.030000,0.000043,0.005878,0.001325,0.120097,0.003639,-0.121113,0.551366,-0.001282,-0.002314
0.035000,0.000080,0.008979,0.001993,0.143641,0.004230,-0.216740,0.676465,-0.001912,-0.002238
0.040000,0.000134,0.012649,0.002761,0.160512,0.004814,-0.354491,0.777458,-0.002627,-0.002053
0.045000,0.000207,0.016749,0.003595,0.169612,0.005390,-0.541201,0.847803,-0.003388,-0.001795
0.050000,0.000302,0.021118,0.004455,0.170831,0.005957,-0.782442,0.884926,-0.004153,-0.001502
0.055000,0.000419,0.025592,0.005302,0.164924,0.006514,-1.082374,0.889987,-0.004883,-0.001212
0.060000,0.000558,0.030020,0.006105,0.153320,0.007061,-1.443763,0.867261,-0.005547,-0.000956
0.065000,0.000719,0.034278,0.006839,0.137875,0.007595,-1.868131,0.823258,-0.006120,-0.000756
0.070000,0.000900,0.038279,0.007490,0.120609,0.008117,-2.356024,0.765708,-0.006590,-0.000627
0.075000,0.001101,0.041976,0.008055,0.103460,0.008625,-2.907327,0.702543,-0.006954,-0.000570
0.080000,0.001319,0.045358,0.008537,0.088085,0.009119,-3.521606,0.640993,-0.007218,-0.000582
0.085000,0.001554,0.048449,0.008950,0.075708,0.009598,-4.198423,0.586874,-0.007396,-0.000648
0.090000,0.001803,0.051297,0.009309,0.067044,0.010060,-4.937586,0.544134,-0.007506,-0.000751
0.095000,0.002067,0.053963,0.009635,0.062285,0.010506,-5.739333,0.514656,-0.007569,-0.000871
0.100000,0.002343,0.056516,0.009947,0.061149,0.010935,-6.604418,0.498322,-0.007604,-0.000988
0.105000,0.002632,0.059017,0.010260,0.062969,0.011345,-7.534109,0.493293,-0.007628,-0.001085
0.110000,0.002933,0.061514,0.010587,0.066824,0.011736,-8.530113,0.496440,-0.007654,-0.001148
0.115000,0.003247,0.064039,0.010937,0.071671,0.012107,-9.594438,0.503864,-0.007690,-0.001171
0.120000,0.003573,0.066604,0.011311,0.076474,0.012459,-10.729217,0.511437,-0.007738,-0.001148
0.125000,0.003913,0.069198,0.011707,0.080326,0.012790,-11.936523,0.515291,-0.007794,-0.001083
0.130000,0.004265,0.071796,0.012118,0.082527,0.013099,-13.218185,0.512228,-0.007852,-0.000981
0.135000,0.004631,0.074356,0.012534,0.082638,0.013386,-14.575639,0.499988,-0.007904,-0.000852
0.140000,0.005009,0.076830,0.012946,0.080496,0.013652,-16.009808,0.477391,-0.007937,-0.000706
0.145000,0.005399,0.079164,0.013341,0.076196,0.013894,-17.521043,0.444335,-0.007942,-0.000553
0.150000,0.005800,0.081308,0.013709,0.070048,0.014113,-19.109099,0.401675,-0.007909,-0.000404
0.155000,0.006211,0.083218,0.014043,0.062516,0.014309,-20.773159,0.351017,-0.007832,-0.000266
0.160000,0.006632,0.084859,0.014337,0.054146,0.014481,-22.511896,0.294453,-0.007705,-0.000144
0.165000,0.007059,0.086207,0.014587,0.045497,0.014628,-24.323553,0.234274,-0.007528,-0.000041
