t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000408,0.000000,0.000000,0.000000,-0.000408
0.010000,0.000000,0.000089,0.000021,0.008315,0.000816,0.000000,0.035007,-0.000021,-0.000794
0.015000,0.000001,0.000429,0.000101,0.022955,0.001222,-0.000000,0.098644,-0.000100,-0.001121
0.020000,0.000005,0.001139,0.000265,0.041477,0.001626,-0.000000,0.182036,-0.000260,-0.001361
0.025000,0.000013,0.002295,0.000526,0.061309,0.002028,-0.000000,0.275114,-0.000512,-0.001502
0.030000,0.000029,0.003920,0.000884,0.080058,0.002426,-0.000000,0.367879,-0.000855,-0.001542
0.035000,0.000053,0.005989,0.001328,0.095746,0.002820,-0.000000,0.451501,-0.001275,-0.001492
0.040000,0.000089,0.008437,0.001841,0.106980,0.003209,-0.000000,0.519140,-0.001751,-0.001369
0.045000,0.000138,0.011175,0.002396,0.113027,0.003593,-0.000000,0.566445,-0.002258,-0.001197
0.050000,0.000201,0.014094,0.002969,0.113813,0.003971,-0.000000,0.591706,-0.002768,-0.001002
0.055000,0.000279,0.017084,0.003534,0.109841,0.004343,-0.000000,0.595702,-0.003254,-0.000809
0.060000,0.000372,0.020047,0.004068,0.102063,0.004707,-0.000000,0.581286,-0.003696,-0.000639
0.065000,0.000480,0.022901,0.004557,0.091719,0.005063,-0.000000,0.552800,-0.004077,-0.000507
0.070000,0.000601,0.025587,0.004990,0.080154,0.005411,-0.000000,0.515401,-0.004389,-0.000422
0.075000,0.000735,0.028075,0.005365,0.068666,0.005750,-0.000000,0.474378,-0.004629,-0.000385
0.080000,0.000881,0.030358,0.005685,0.058360,0.006079,-0.000000,0.434555,-0.004803,-0.000395
0.085000,0.001038,0.032454,0.005958,0.050054,0.006398,-0.000000,0.399812,-0.004919,-0.000441
0.090000,0.001206,0.034393,0.006195,0.044226,0.006707,-0.000000,0.372784,-0.004990,-0.000512
0.095000,0.001382,0.036220,0.006410,0.041006,0.007004,-0.000000,0.354729,-0.005028,-0.000594
0.100000,0.001568,0.037978,0.006615,0.040207,0.007290,-0.000000,0.345572,-0.005047,-0.000675
0.105000,0.001762,0.039710,0.006821,0.041385,0.007563,-0.000000,0.344086,-0.005059,-0.000743
0.110000,0.001965,0.041449,0.007036,0.043926,0.007824,-0.000000,0.348185,-0.005071,-0.000788
0.115000,0.002176,0.043216,0.007266,0.047131,0.008072,-0.000000,0.355268,-0.005089,-0.000806
0.120000,0.002397,0.045020,0.007512,0.050310,0.008306,-0.000000,0.362577,-0.005115,-0.000794
0.125000,0.002627,0.046855,0.007772,0.052857,0.008526,-0.000000,0.367531,-0.005145,-0.000754
0.130000,0.002866,0.048704,0.008042,0.054304,0.008733,-0.000000,0.367987,-0.005177,-0.000690
0.135000,0.003114,0.050541,0.008316,0.054356,0.008924,-0.000000,0.362434,-0.005203,-0.000608
0.140000,0.003371,0.052332,0.008587,0.052905,0.009101,-0.000000,0.350075,-0.005216,-0.000514
0.145000,0.003637,0.054043,0.008846,0.050012,0.009263,-0.000000,0.330836,-0.005209,-0.000416
0.150000,0.003911,0.055641,0.009088,0.045884,0.009409,-0.000000,0.305278,-0.005177,-0.000321
0.155000,0.004193,0.057098,0.009306,0.040832,0.009539,-0.000000,0.274467,-0.005113,-0.000233
0.160000,0.004482,0.058389,0.009498,0.035221,0.009654,-0.000000,0.239787,-0.005016,-0.000156
0.165000,0.004777,0.059500,0.009660,0.029423,0.009752,-0.000000,0.202762,-0.004884,-0.000092
0.170000,0.005077,0.060423,0.009794,0.023779,0.009834,-0.000000,0.164869,-0.004717,-0.000040
0.175000,0.005381,0.061156,0.009900,0.018561,0.009900,-0.000000,0.127390,-0.004520,0.000000
0.180000,0.005688,0.061704,0.009982,0.013956,0.009950,-0.000000,0.091303,-0.004294,0.000032
0.185000,0.005997,0.062076,0.010042,0.010054,0.009982,-0.000000,0.057220,-0.004045,0.000060
0.190000,0.006308,0.062283,0.010084,0.006850,0.009998,-0.000000,0.025378,-0.003776,0.000086
0.195000,0.006620,0.062335,0.010112,0.004261,0.009998,-0.000000,-0.004336,-0.003492,0.000114
0.200000,0.006931,0.062242,0.010128,0.002145,0.009980,-0.000000,-0.032315,-0.003196,0.000147
0.205000,0.007242,0.062012,0.010133,0.000322,0.009946,-0.000000,-0.059142,-0.002891,0.000187
0.210000,0.007551,0.061649,0.010130,-0.001397,0.009896,-0.000000,-0.085496,-0.002579,0.000235
0.215000,0.007858,0.061153,0.010118,-0.003188,0.009829,-0.000000,-0.112054,-0.002260,0.000290
0.220000,0.008163,0.060522,0.010097,-0.005199,0.009745,-0.000000,-0.139407,-0.001934,0.000352
0.225000,0.008463,0.059751,0.010064,-0.007531,0.009646,-0.000000,-0.167995,-0.001601,0.000419
0.230000,0.008760,0.058832,0.010019,-0.010236,0.009530,-0.000000,-0.198075,-0.001259,0.000489
0.235000,0.009051,0.057759,0.009959,-0.013317,0.009398,-0.000000,-0.229700,-0.000908,0.000561
0.240000,0.009337,0.056523,0.009883,-0.016733,0.009251,-0.000000,-0.262737,-0.000546,0.000632
0.245000,0.009616,0.055118,0.009789,-0.020406,0.009088,-0.000000,-0.296892,-0.000172,0.000701
0.250000,0.009888,0.053541,0.009676,-0.024239,0.008910,-0.000000,-0.331759,0.000212,0.000766
0.255000,0.010151,0.051787,0.009543,-0.028126,0.008717,-0.000000,-0.366867,0.000608,0.000826
0.260000,0.010406,0.049858,0.009391,-0.031961,0.008510,-0.000000,-0.401736,0.001015,0.000881
0.265000,0.010650,0.047755,0.009220,-0.035656,0.008288,-0.000000,-0.435918,0.001430,0.000931
0.270000,0.010883,0.045484,0.009031,-0.039143,0.008053,-0.000000,-0.469038,0.001852,0.000978
0.275000,0.011104,0.043050,0.008825,-0.042379,0.007804,-0.000000,-0.500815,0.002280,0.001020
0.280000,0.011313,0.040460,0.008603,-0.045350,0.007543,-0.000000,-0.531076,0.002710,0.001060
0.285000,0.011509,0.037722,0.008367,-0.048062,0.007268,-0.000000,-0.559747,0.003142,0.001099
0.290000,0.011690,0.034844,0.008118,-0.050546,0.006982,-0.000000,-0.586847,0.003573,0.001136
0.295000,0.011857,0.031835,0.007856,-0.052842,0.006684,-0.000000,-0.612464,0.004001,0.001173
0.300000,0.012008,0.028700,0.007584,-0.054999,0.006374,-0.000000,-0.636724,0.004424,0.001210
0.305000,0.012144,0.025446,0.007301,-0.057065,0.006054,-0.000000,-0.659773,0.004843,0.001247
0.310000,0.012263,0.022080,0.007007,-0.059082,0.005724,-0.000000,-0.681745,0.005255,0.001283
0.315000,0.012364,0.018606,0.006704,-0.061082,0.005385,-0.000000,-0.702745,0.005660,0.001319
0.320000,0.012448,0.015029,0.006390,-0.063086,0.005036,-0.000000,-0.722831,0.006058,0.001354
0.325000,0.012514,0.011353,0.006067,-0.065097,0.004679,-0.000000,-0.742013,0.006448,0.001387
0.330000,0.012562,0.007583,0.005733,-0.067109,0.004315,-0.000000,-0.760249,0.006829,0.001418
0.335000,0.012590,0.003725,0.005389,-0.069102,0.003943,-0.000000,-0.777449,0.007201,0.001446
0.340000,0.012599,-0.000217,0.005035,-0.071052,0.003564,-0.000000,-0.793490,0.007564,0.001471
0.345000,0.012588,-0.004236,0.004672,-0.072927,0.003180,-0.000000,-0.808225,0.007916,0.001492
0.350000,0.012556,-0.008326,0.004299,-0.074696,0.002790,-0.000000,-0.821503,0.008257,0.001509
0.355000,0.012504,-0.012478,0.003918,-0.076331,0.002396,-0.000000,-0.833176,0.008587,0.001522
0.360000,0.012432,-0.016684,0.003529,-0.077810,0.001997,-0.000000,-0.843115,0.008903,0.001532
0.365000,0.012338,-0.020936,0.003133,-0.079115,0.001595,-0.000000,-0.851218,0.009205,0.001537
0.370000,0.012222,-0.025223,0.002731,-0.080238,0.001191,-0.000000,-0.857413,0.009492,0.001540
0.375000,0.012085,-0.029537,0.002323,-0.081176,0.000785,-0.000000,-0.861661,0.009762,0.001539
0.380000,0.011927,-0.033867,0.001912,-0.081936,0.000377,-0.000000,-0.863953,0.010015,0.001535
0.385000,0.011747,-0.038203,0.001497,-0.082525,-0.000031,-0.000000,-0.864304,0.010250,0.001528
0.390000,0.011545,-0.042537,0.001079,-0.082958,-0.000440,-0.000000,-0.862750,0.010466,0.001519
0.395000,0.011321,-0.046858,0.000660,-0.083246,-0.000847,-0.000000,-0.859338,0.010661,0.001507
0.400000,0.011076,-0.051158,0.000239,-0.083404,-0.001253,-0.000000,-0.854116,0.010837,0.001493
0.405000,0.010810,-0.055427,-0.000181,-0.083442,-0.001657,-0.000000,-0.847133,0.010991,0.001476
0.410000,0.010522,-0.059657,-0.000602,-0.083368,-0.002059,-0.000000,-0.838429,0.011124,0.001456
0.415000,0.010213,-0.063838,-0.001022,-0.083187,-0.002456,-0.000000,-0.828035,0.011235,0.001434
0.420000,0.009884,-0.067964,-0.001441,-0.082898,-0.002850,-0.000000,-0.815968,0.011325,0.001409
0.425000,0.009534,-0.072025,-0.001858,-0.082501,-0.003239,-0.000000,-0.802237,0.011392,0.001381
0.430000,0.009164,-0.076013,-0.002273,-0.081989,-0.003623,-0.000000,-0.786842,0.011437,0.001350
0.435000,0.008774,-0.079919,-0.002685,-0.081356,-0.004000,-0.000000,-0.769778,0.011459,0.001315
0.440000,0.008364,-0.083736,-0.003093,-0.080597,-0.004371,-0.000000,-0.751038,0.011458,0.001278
0.445000,0.007936,-0.087454,-0.003498,-0.079704,-0.004735,-0.000000,-0.730617,0.011434,0.001237
0.450000,0.007490,-0.091066,-0.003897,-0.078672,-0.005090,-0.000000,-0.708518,0.011387,0.001194
0.455000,0.007026,-0.094563,-0.004291,-0.077498,-0.005438,-0.000000,-0.684752,0.011317,0.001147
0.460000,0.006545,-0.097937,-0.004678,-0.076182,-0.005776,-0.000000,-0.659339,0.011223,0.001098
0.465000,0.006047,-0.101179,-0.005058,-0.074723,-0.006104,-0.000000,-0.632313,0.011105,0.001046
0.470000,0.005533,-0.104282,-0.005431,-0.073126,-0.006423,-0.000000,-0.603716,0.010964,0.000992
0.475000,0.005004,-0.107238,-0.005795,-0.071395,-0.006730,-0.000000,-0.573603,0.010799,0.000935
0.480000,0.004461,-0.110039,-0.006150,-0.069536,-0.007026,-0.000000,-0.542035,0.010611,0.000876
0.485000,0.003904,-0.112678,-0.006496,-0.067556,-0.007311,-0.000000,-0.509079,0.010400,0.000815
0.490000,0.003335,-0.115149,-0.006831,-0.065463,-0.007584,-0.000000,-0.474809,0.010165,0.000753
0.495000,0.002753,-0.117444,-0.007155,-0.063262,-0.007843,-0.000000,-0.439298,0.009908,0.000688
0.500000,0.002160,-0.119559,-0.007468,-0.060961,-0.008090,-0.000000,-0.402621,0.009628,0.000622
0.505000,0.001558,-0.121487,-0.007769,-0.058564,-0.008323,-0.000000,-0.364851,0.009327,0.000554
0.510000,0.000946,-0.123223,-0.008058,-0.056076,-0.008543,-0.000000,-0.326060,0.009004,0.000485
0.515000,0.000326,-0.124763,-0.008334,-0.053501,-0.008748,-0.000000,-0.286318,0.008660,0.000414
0.520000,-0.000301,-0.126100,-0.008596,-0.050841,-0.008938,0.000000,-0.245694,0.008295,0.000342
0.525000,-0.000935,-0.127232,-0.008846,-0.048100,-0.009114,0.000000,-0.204256,0.007911,0.000268
0.530000,-0.001573,-0.128155,-0.009081,-0.045280,-0.009274,0.000000,-0.162072,0.007507,0.000194
0.535000,-0.002216,-0.128864,-0.009301,-0.042383,-0.009419,0.000000,-0.119210,0.007085,0.000118
0.540000,-0.002862,-0.129357,-0.009507,-0.039412,-0.009549,0.000000,-0.075742,0.006645,0.000042
0.545000,-0.003509,-0.129630,-0.009698,-0.036370,-0.009662,0.000000,-0.031740,0.006188,-0.000036
0.550000,-0.004158,-0.129682,-0.009873,-0.033262,-0.009759,0.000000,0.012718,0.005715,-0.000113
0.555000,-0.004806,-0.129510,-0.010032,-0.030090,-0.009840,0.000000,0.057554,0.005226,-0.000192
0.560000,-0.005452,-0.129112,-0.010175,-0.026862,-0.009905,0.000000,0.102684,0.004723,-0.000270
0.565000,-0.006096,-0.128487,-0.010302,-0.023582,-0.009953,0.000000,0.148022,0.004205,-0.000349
0.570000,-0.006737,-0.127635,-0.010412,-0.020257,-0.009984,0.000000,0.193481,0.003675,-0.000428
0.575000,-0.007372,-0.126555,-0.010505,-0.016893,-0.009999,0.000000,0.238971,0.003132,-0.000506
0.580000,-0.008002,-0.125247,-0.010581,-0.013497,-0.009997,0.000000,0.284400,0.002579,-0.000584
0.585000,-0.008625,-0.123711,-0.010640,-0.010075,-0.009978,0.000000,0.329679,0.002015,-0.000661
0.590000,-0.009239,-0.121949,-0.010681,-0.006634,-0.009943,0.000000,0.374715,0.001442,-0.000738
0.595000,-0.009844,-0.119962,-0.010705,-0.003180,-0.009891,0.000000,0.419419,0.000862,-0.000814
0.600000,-0.010438,-0.117751,-0.010712,0.000281,-0.009823,0.000000,0.463703,0.000274,-0.000889
0.605000,-0.011021,-0.115320,-0.010701,0.003742,-0.009738,0.000000,0.507481,-0.000320,-0.000963
0.610000,-0.011591,-0.112671,-0.010673,0.007200,-0.009637,0.000000,0.550666,-0.000918,-0.001036
0.615000,-0.012147,-0.109807,-0.010627,0.010647,-0.009520,0.000000,0.593175,-0.001520,-0.001107
0.620000,-0.012689,-0.106732,-0.010564,0.014080,-0.009387,0.000000,0.634927,-0.002124,-0.001177
0.625000,-0.013214,-0.103449,-0.010484,0.017492,-0.009239,0.000000,0.675842,-0.002730,-0.001245
0.630000,-0.013723,-0.099964,-0.010387,0.020879,-0.009075,0.000000,0.715840,-0.003336,-0.001312
0.635000,-0.014213,-0.096280,-0.010272,0.024236,-0.008896,0.000000,0.754844,-0.003941,-0.001377
0.640000,-0.014685,-0.092404,-0.010141,0.027558,-0.008702,0.000000,0.792777,-0.004544,-0.001439
0.645000,-0.015137,-0.088340,-0.009993,0.030838,-0.008493,0.000000,0.829564,-0.005144,-0.001500
0.650000,-0.015568,-0.084095,-0.009829,0.034072,-0.008271,0.000000,0.865131,-0.005739,-0.001558
0.655000,-0.015978,-0.079674,-0.009649,0.037255,-0.008034,0.000000,0.899406,-0.006329,-0.001614
0.660000,-0.016365,-0.075085,-0.009452,0.040381,-0.007785,0.000000,0.932317,-0.006912,-0.001668
0.665000,-0.016728,-0.070335,-0.009240,0.043443,-0.007522,0.000000,0.963795,-0.007488,-0.001719
0.670000,-0.017068,-0.065430,-0.009013,0.046438,-0.007247,0.000000,0.993775,-0.008055,-0.001767
0.675000,-0.017382,-0.060379,-0.008771,0.049359,-0.006959,0.000000,1.022190,-0.008611,-0.001812
0.680000,-0.017671,-0.055190,-0.008514,0.052202,-0.006660,0.000000,1.048981,-0.009157,-0.001854
0.685000,-0.017934,-0.049870,-0.008244,0.054961,-0.006350,0.000000,1.074087,-0.009690,-0.001894
0.690000,-0.018170,-0.044428,-0.007959,0.057632,-0.006029,0.000000,1.097455,-0.010211,-0.001930
0.695000,-0.018378,-0.038874,-0.007662,0.060210,-0.005699,0.000000,1.119030,-0.010717,-0.001963
0.700000,-0.018558,-0.033216,-0.007351,0.062691,-0.005358,0.000000,1.138766,-0.011207,-0.001993
0.705000,-0.018710,-0.027464,-0.007029,0.065070,-0.005009,0.000000,1.156617,-0.011682,-0.002020
0.710000,-0.018833,-0.021627,-0.006694,0.067345,-0.004652,0.000000,1.172541,-0.012139,-0.002043
0.715000,-0.018926,-0.015715,-0.006349,0.069510,-0.004286,0.000000,1.186501,-0.012577,-0.002063
0.720000,-0.018990,-0.009738,-0.005993,0.071563,-0.003914,0.000000,1.198461,-0.012997,-0.002079
0.725000,-0.019024,-0.003706,-0.005627,0.073500,-0.003535,0.000000,1.208392,-0.013397,-0.002092
0.730000,-0.019027,0.002370,-0.005251,0.075318,-0.003150,0.000000,1.216265,-0.013776,-0.002101
0.735000,-0.019000,0.008482,-0.004867,0.077014,-0.002760,0.000000,1.222057,-0.014133,-0.002107
0.740000,-0.018942,0.014617,-0.004474,0.078585,-0.002365,0.000000,1.225748,-0.014468,-0.002109
0.745000,-0.018854,0.020765,-0.004074,0.080028,-0.001966,0.000000,1.227321,-0.014780,-0.002107
0.750000,-0.018734,0.026916,-0.003667,0.081341,-0.001564,0.000000,1.226763,-0.015068,-0.002102
0.755000,-0.018585,0.033059,-0.003253,0.082522,-0.001160,0.000000,1.224065,-0.015331,-0.002093
0.760000,-0.018404,0.039183,-0.002834,0.083569,-0.000753,0.000000,1.219221,-0.015570,-0.002081
0.765000,-0.018193,0.045278,-0.002410,0.084478,-0.000346,0.000000,1.212231,-0.015782,-0.002065
0.770000,-0.017951,0.051333,-0.001982,0.085250,0.000063,0.000000,1.203097,-0.015969,-0.002045
0.775000,-0.017680,0.057336,-0.001551,0.085881,0.000471,0.000000,1.191824,-0.016129,-0.002022
0.780000,-0.017378,0.063278,-0.001116,0.086372,0.000879,0.000000,1.178424,-0.016262,-0.001995
0.785000,-0.017047,0.069147,-0.000680,0.086721,0.001284,0.000000,1.162910,-0.016367,-0.001964
0.790000,-0.016687,0.074934,-0.000242,0.086927,0.001688,0.000000,1.145301,-0.016445,-0.001930
0.795000,-0.016298,0.080627,0.000197,0.086991,0.002089,0.000000,1.125619,-0.016495,-0.001893
0.800000,-0.015881,0.086217,0.000635,0.086911,0.002487,0.000000,1.103890,-0.016516,-0.001852
0.805000,-0.015436,0.091692,0.001073,0.086688,0.002880,0.000000,1.080144,-0.016509,-0.001807
0.810000,-0.014964,0.097044,0.001509,0.086322,0.003269,0.000000,1.054414,-0.016473,-0.001760
0.815000,-0.014465,0.102262,0.001943,0.085814,0.003652,0.000000,1.026739,-0.016409,-0.001709
0.820000,-0.013941,0.107337,0.002374,0.085164,0.004029,0.000000,0.997159,-0.016315,-0.001655
0.825000,-0.013392,0.112259,0.002801,0.084374,0.004399,0.000000,0.965719,-0.016194,-0.001598
0.830000,-0.012819,0.117019,0.003224,0.083444,0.004762,0.000000,0.932467,-0.016043,-0.001538
0.835000,-0.012222,0.121608,0.003642,0.082376,0.005117,0.000000,0.897453,-0.015865,-0.001475
0.840000,-0.011603,0.126017,0.004054,0.081173,0.005464,0.000000,0.860734,-0.015658,-0.001410
