t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000408,0.000000,0.000000,0.000000,-0.000408
0.010000,0.000000,0.000089,0.000021,0.008315,0.000816,-0.001024,0.035003,-0.000021,-0.000794
0.015000,0.000001,0.000429,0.000101,0.022955,0.001222,-0.008862,0.098608,-0.000100,-0.001121
0.020000,0.000005,0.001139,0.000265,0.041478,0.001626,-0.033909,0.181901,-0.000260,-0.001361
0.025000,0.000013,0.002295,0.000526,0.061314,0.002028,-0.089531,0.274767,-0.000512,-0.001502
0.030000,0.000029,0.003918,0.000884,0.080073,0.002426,-0.190276,0.367162,-0.000855,-0.001542
0.035000,0.000053,0.005983,0.001328,0.095780,0.002820,-0.350163,0.450220,-0.001275,-0.001492
0.040000,0.000089,0.008426,0.001841,0.107047,0.003209,-0.581215,0.517075,-0.001752,-0.001368
0.045000,0.000138,0.011154,0.002397,0.113143,0.003593,-0.892381,0.563360,-0.002259,-0.001196
0.050000,0.000201,0.014058,0.002971,0.113997,0.003971,-1.288908,0.587364,-0.002770,-0.001001
0.055000,0.000279,0.017028,0.003536,0.110110,0.004343,-1.772170,0.589873,-0.003258,-0.000807
0.060000,0.000371,0.019964,0.004072,0.102436,0.004707,-2.339932,0.573754,-0.003701,-0.000635
0.065000,0.000478,0.022782,0.004563,0.092206,0.005063,-2.986943,0.543365,-0.004085,-0.000500
0.070000,0.000599,0.025423,0.004999,0.080763,0.005411,-3.705762,0.503880,-0.004400,-0.000412
0.075000,0.000732,0.027856,0.005377,0.069395,0.005750,-4.487689,0.460604,-0.004645,-0.000373
0.080000,0.000877,0.030074,0.005701,0.059200,0.006079,-5.323697,0.418374,-0.004824,-0.000378
0.085000,0.001032,0.032091,0.005979,0.050991,0.006398,-6.205244,0.381081,-0.004946,-0.000420
0.090000,0.001198,0.033940,0.006221,0.045240,0.006707,-7.124909,0.351369,-0.005024,-0.000486
0.095000,0.001372,0.035663,0.006441,0.042073,0.007004,-8.076793,0.330504,-0.005070,-0.000563
0.100000,0.001554,0.037303,0.006652,0.041300,0.007290,-9.056682,0.318422,-0.005098,-0.000638
0.105000,0.001745,0.038902,0.006863,0.042479,0.007563,-10.061980,0.313910,-0.005118,-0.000700
0.110000,0.001943,0.040493,0.007084,0.044999,0.007824,-11.091448,0.314898,-0.005141,-0.000740
0.115000,0.002150,0.042098,0.007319,0.048166,0.008072,-12.144819,0.318804,-0.005169,-0.000753
0.120000,0.002364,0.043723,0.007570,0.051296,0.008306,-13.222331,0.322897,-0.005206,-0.000736
0.125000,0.002587,0.045363,0.007835,0.053789,0.008526,-14.324253,0.324621,-0.005249,-0.000691
0.130000,0.002818,0.047002,0.008110,0.055182,0.008733,-15.450454,0.321864,-0.005293,-0.000622
0.135000,0.003057,0.048612,0.008389,0.055186,0.008924,-16.600067,0.313144,-0.005332,-0.000536
0.140000,0.003304,0.050161,0.008663,0.053696,0.009101,-17.771259,0.297692,-0.005360,-0.000438
0.145000,0.003558,0.051616,0.008927,0.050775,0.009263,-18.961135,0.275459,-0.005368,-0.000336
0.150000,0.003820,0.052943,0.009172,0.046630,0.009409,-20.165761,0.247027,-0.005352,-0.000237
0.155000,0.004087,0.054114,0.009394,0.041568,0.009539,-21.380298,0.213480,-0.005307,-0.000145
0.160000,0.004360,0.055107,0.009589,0.035952,0.009654,-22.599203,0.176216,-0.005229,-0.000064
0.165000,0.004638,0.055907,0.009756,0.030151,0.009752,-23.816493,0.136767,-0.005118,0.000003
0.170000,0.004919,0.056507,0.009893,0.024499,0.009834,-25.026005,0.096619,-0.004974,0.000059
0.175000,0.005203,0.056906,0.010003,0.019265,0.009900,-26.221653,0.057059,-0.004800,0.000103
0.180000,0.005488,0.057110,0.010088,0.014632,0.009950,-27.397638,0.019072,-0.004600,0.000139
0.185000,0.005774,0.057129,0.010152,0.010687,0.009982,-28.548601,-0.016723,-0.004378,0.000169
0.190000,0.006059,0.056974,0.010197,0.007425,0.009998,-29.669710,-0.050083,-0.004138,0.000199
0.195000,0.006343,0.056657,0.010227,0.004763,0.009998,-30.756684,-0.081106,-0.003884,0.000230
0.200000,0.006625,0.056189,0.010245,0.002558,0.009980,-31.805752,-0.110171,-0.003620,0.000265
0.205000,0.006905,0.055579,0.010253,0.000635,0.009946,-32.813577,-0.137845,-0.003348,0.000307
0.210000,0.007181,0.054831,0.010251,-0.001193,0.009896,-33.777144,-0.164790,-0.003071,0.000356
0.215000,0.007453,0.053947,0.010240,-0.003099,0.009829,-34.693637,-0.191662,-0.002788,0.000411
0.220000,0.007720,0.052928,0.010219,-0.005226,0.009745,-35.560321,-0.219032,-0.002499,0.000474
0.225000,0.007982,0.051768,0.010186,-0.007673,0.009646,-36.374443,-0.247326,-0.002204,0.000540
0.230000,0.008237,0.050462,0.010140,-0.010491,0.009530,-37.133164,-0.276781,-0.001902,0.000610
0.235000,0.008486,0.049005,0.010078,-0.013679,0.009398,-37.833514,-0.307441,-0.001592,0.000680
0.240000,0.008727,0.047390,0.010000,-0.017196,0.009251,-38.472395,-0.339162,-0.001273,0.000749
0.245000,0.008960,0.045614,0.009903,-0.020965,0.009088,-39.046601,-0.371645,-0.000944,0.000815
0.250000,0.009183,0.043673,0.009787,-0.024890,0.008910,-39.552879,-0.404483,-0.000604,0.000877
0.255000,0.009396,0.041566,0.009651,-0.028865,0.008717,-39.987989,-0.437206,-0.000255,0.000934
0.260000,0.009598,0.039296,0.009495,-0.032788,0.008510,-40.348787,-0.469336,0.000103,0.000985
0.265000,0.009789,0.036867,0.009320,-0.036570,0.008288,-40.632299,-0.500433,0.000469,0.001031
0.270000,0.009967,0.034283,0.009126,-0.040146,0.008053,-40.835787,-0.530127,0.000841,0.001073
0.275000,0.010131,0.031554,0.008914,-0.043474,0.007804,-40.956807,-0.558145,0.001217,0.001110
0.280000,0.010282,0.028688,0.008687,-0.046539,0.007543,-40.993237,-0.584319,0.001595,0.001145
0.285000,0.010418,0.025695,0.008445,-0.049350,0.007268,-40.943301,-0.608585,0.001973,0.001177
0.290000,0.010539,0.022583,0.008189,-0.051935,0.006982,-40.805566,-0.630967,0.002350,0.001207
0.295000,0.010644,0.019363,0.007920,-0.054333,0.006684,-40.578925,-0.651556,0.002723,0.001237
0.300000,0.010732,0.016043,0.007640,-0.056593,0.006374,-40.262574,-0.670488,0.003092,0.001266
0.305000,0.010804,0.012630,0.007349,-0.058760,0.006054,-39.855974,-0.687911,0.003455,0.001295
0.310000,0.010858,0.009133,0.007047,-0.060876,0.005724,-39.358825,-0.703967,0.003812,0.001323
0.315000,0.010895,0.005557,0.006734,-0.062970,0.005385,-38.771031,-0.718768,0.004161,0.001349
0.320000,0.010914,0.001909,0.006411,-0.065062,0.005036,-38.092671,-0.732383,0.004503,0.001375
0.325000,0.010914,-0.001806,0.006077,-0.067155,0.004679,-37.323991,-0.744832,0.004837,0.001398
0.330000,0.010896,-0.005582,0.005733,-0.069241,0.004315,-36.465388,-0.756084,0.005163,0.001418
0.335000,0.010858,-0.009411,0.005378,-0.071302,0.003943,-35.517414,-0.766065,0.005480,0.001435
0.340000,0.010802,-0.013289,0.005013,-0.073310,0.003564,-34.480784,-0.774671,0.005789,0.001449
0.345000,0.010725,-0.017206,0.004638,-0.075237,0.003180,-33.356388,-0.781772,0.006087,0.001458
0.350000,0.010629,-0.021157,0.004254,-0.077052,0.002790,-32.145308,-0.787238,0.006376,0.001464
0.355000,0.010514,-0.025132,0.003860,-0.078726,0.002396,-30.848833,-0.790942,0.006653,0.001465
0.360000,0.010378,-0.029121,0.003459,-0.080238,0.001997,-29.468479,-0.792778,0.006919,0.001462
0.365000,0.010223,-0.033116,0.003051,-0.081571,0.001595,-28.005995,-0.792666,0.007172,0.001455
0.370000,0.010047,-0.037106,0.002636,-0.082716,0.001191,-26.463371,-0.790557,0.007411,0.001445
0.375000,0.009852,-0.041082,0.002216,-0.083673,0.000785,-24.842843,-0.786437,0.007635,0.001432
0.380000,0.009636,-0.045033,0.001792,-0.084445,0.000377,-23.146886,-0.780318,0.007844,0.001415
0.385000,0.009401,-0.048949,0.001365,-0.085042,-0.000031,-21.378203,-0.772240,0.008037,0.001396
0.390000,0.009147,-0.052821,0.000934,-0.085476,-0.000440,-19.539717,-0.762259,0.008213,0.001374
0.395000,0.008873,-0.056639,0.000502,-0.085760,-0.000847,-17.634556,-0.750445,0.008371,0.001350
0.400000,0.008581,-0.060394,0.000069,-0.085906,-0.001253,-15.666030,-0.736871,0.008511,0.001323
0.405000,0.008269,-0.064078,-0.000364,-0.085925,-0.001657,-13.637622,-0.721606,0.008634,0.001293
0.410000,0.007940,-0.067681,-0.000797,-0.085824,-0.002059,-11.552967,-0.704713,0.008737,0.001261
0.415000,0.007593,-0.071197,-0.001230,-0.085607,-0.002456,-9.415842,-0.686247,0.008823,0.001227
0.420000,0.007228,-0.074617,-0.001661,-0.085275,-0.002850,-7.230152,-0.666250,0.008889,0.001189
0.425000,0.006847,-0.077933,-0.002090,-0.084826,-0.003239,-4.999921,-0.644753,0.008937,0.001149
0.430000,0.006449,-0.081139,-0.002516,-0.084254,-0.003623,-2.729283,-0.621781,0.008965,0.001107
0.435000,0.006036,-0.084226,-0.002939,-0.083553,-0.004000,-0.422481,-0.597353,0.008975,0.001061
0.440000,0.005607,-0.087188,-0.003359,-0.082718,-0.004371,1.916144,-0.571486,0.008966,0.001012
0.445000,0.005164,-0.090017,-0.003773,-0.081742,-0.004735,4.282151,-0.544201,0.008937,0.000961
0.450000,0.004707,-0.092705,-0.004183,-0.080620,-0.005090,6.671010,-0.515524,0.008890,0.000908
0.455000,0.004237,-0.095247,-0.004586,-0.079349,-0.005438,9.078101,-0.485489,0.008823,0.000851
0.460000,0.003755,-0.097636,-0.004983,-0.077930,-0.005776,11.498728,-0.454140,0.008738,0.000793
0.465000,0.003261,-0.099864,-0.005372,-0.076362,-0.006104,13.928118,-0.421532,0.008633,0.000733
0.470000,0.002757,-0.101925,-0.005752,-0.074651,-0.006423,16.361439,-0.387730,0.008509,0.000670
0.475000,0.002242,-0.103815,-0.006124,-0.072800,-0.006730,18.793805,-0.352807,0.008366,0.000606
0.480000,0.001719,-0.105527,-0.006486,-0.070815,-0.007026,21.220290,-0.316844,0.008205,0.000540
0.485000,0.001187,-0.107056,-0.006838,-0.068705,-0.007311,23.635943,-0.279928,0.008025,0.000473
0.490000,0.000649,-0.108397,-0.007178,-0.066476,-0.007584,26.035798,-0.242148,0.007827,0.000405
0.495000,0.000104,-0.109547,-0.007508,-0.064135,-0.007843,28.414889,-0.203594,0.007611,0.000336
0.500000,-0.000446,-0.110502,-0.007825,-0.061688,-0.008090,30.768262,-0.164357,0.007378,0.000266
0.505000,-0.001001,-0.111259,-0.008129,-0.059141,-0.008323,33.090992,-0.124524,0.007128,0.000194
0.510000,-0.001559,-0.111813,-0.008420,-0.056499,-0.008543,35.378186,-0.084179,0.006862,0.000122
0.515000,-0.002119,-0.112165,-0.008698,-0.053766,-0.008748,37.625006,-0.043407,0.006580,0.000050
0.520000,-0.002680,-0.112310,-0.008962,-0.050945,-0.008938,39.826670,-0.002287,0.006282,-0.000024
0.525000,-0.003241,-0.112248,-0.009211,-0.048039,-0.009114,41.978464,0.039103,0.005970,-0.000097
0.530000,-0.003802,-0.111977,-0.009446,-0.045051,-0.009274,44.075755,0.080686,0.005644,-0.000171
0.535000,-0.004361,-0.111497,-0.009665,-0.041983,-0.009419,46.113994,0.122385,0.005304,-0.000245
0.540000,-0.004917,-0.110807,-0.009868,-0.038840,-0.009549,48.088731,0.164122,0.004952,-0.000320
0.545000,-0.005468,-0.109908,-0.010056,-0.035625,-0.009662,49.995615,0.205819,0.004587,-0.000394
0.550000,-0.006015,-0.108798,-0.010227,-0.032341,-0.009759,51.830410,0.247395,0.004211,-0.000468
0.555000,-0.006556,-0.107480,-0.010381,-0.028995,-0.009840,53.589001,0.288768,0.003825,-0.000541
0.560000,-0.007090,-0.105954,-0.010518,-0.025592,-0.009905,55.267399,0.329854,0.003429,-0.000614
0.565000,-0.007615,-0.104222,-0.010638,-0.022138,-0.009953,56.861754,0.370568,0.003023,-0.000686
0.570000,-0.008132,-0.102286,-0.010741,-0.018639,-0.009984,58.368362,0.410822,0.002609,-0.000757
0.575000,-0.008638,-0.100149,-0.010825,-0.015102,-0.009999,59.783674,0.450531,0.002188,-0.000827
0.580000,-0.009133,-0.097813,-0.010892,-0.011535,-0.009997,61.104304,0.489609,0.001759,-0.000895
0.585000,-0.009615,-0.095281,-0.010941,-0.007945,-0.009978,62.327036,0.527970,0.001325,-0.000962
0.590000,-0.010085,-0.092558,-0.010971,-0.004337,-0.009943,63.448835,0.565531,0.000886,-0.001028
0.595000,-0.010541,-0.089648,-0.010984,-0.000720,-0.009891,64.466851,0.602212,0.000443,-0.001092
0.600000,-0.010981,-0.086555,-0.010978,0.002901,-0.009823,65.378428,0.637935,-0.000004,-0.001155
0.605000,-0.011406,-0.083284,-0.010953,0.006520,-0.009738,66.181107,0.672624,-0.000453,-0.001215
0.610000,-0.011814,-0.079841,-0.010911,0.010130,-0.009637,66.872637,0.706208,-0.000903,-0.001274
0.615000,-0.012204,-0.076230,-0.010850,0.013727,-0.009520,67.450974,0.738616,-0.001354,-0.001330
0.620000,-0.012576,-0.072459,-0.010772,0.017303,-0.009387,67.914290,0.769784,-0.001804,-0.001384
0.625000,-0.012928,-0.068534,-0.010675,0.020854,-0.009239,68.260976,0.799648,-0.002253,-0.001436
0.630000,-0.013261,-0.064461,-0.010560,0.024375,-0.009075,68.489641,0.828146,-0.002700,-0.001486
0.635000,-0.013573,-0.060247,-0.010428,0.027859,-0.008896,68.599122,0.855221,-0.003144,-0.001533
0.640000,-0.013863,-0.055899,-0.010279,0.031301,-0.008702,68.588482,0.880816,-0.003584,-0.001577
0.645000,-0.014132,-0.051425,-0.010112,0.034696,-0.008493,68.457012,0.904878,-0.004020,-0.001618
0.650000,-0.014377,-0.046834,-0.009928,0.038037,-0.008271,68.204236,0.927355,-0.004449,-0.001657
0.655000,-0.014600,-0.042132,-0.009727,0.041320,-0.008034,67.829908,0.948198,-0.004872,-0.001693
0.660000,-0.014798,-0.037328,-0.009511,0.044537,-0.007785,67.334018,0.967363,-0.005288,-0.001726
0.665000,-0.014973,-0.032431,-0.009278,0.047684,-0.007522,66.716789,0.984805,-0.005695,-0.001756
0.670000,-0.015123,-0.027449,-0.009029,0.050755,-0.007247,65.978678,1.000484,-0.006094,-0.001782
0.675000,-0.015247,-0.022392,-0.008765,0.053744,-0.006959,65.120377,1.014365,-0.006482,-0.001806
0.680000,-0.015346,-0.017268,-0.008486,0.056646,-0.006660,64.142811,1.026413,-0.006860,-0.001826
0.685000,-0.015420,-0.012087,-0.008193,0.059455,-0.006350,63.047138,1.036599,-0.007227,-0.001843
0.690000,-0.015467,-0.006858,-0.007886,0.062167,-0.006029,61.834747,1.044898,-0.007581,-0.001857
0.695000,-0.015488,-0.001590,-0.007566,0.064777,-0.005699,60.507255,1.051289,-0.007923,-0.001867
0.700000,-0.015483,0.003706,-0.007232,0.067280,-0.005358,59.066505,1.055752,-0.008251,-0.001874
0.705000,-0.015451,0.009021,-0.006887,0.069672,-0.005009,57.514565,1.058276,-0.008565,-0.001878
0.710000,-0.015393,0.014345,-0.006529,0.071950,-0.004652,55.853719,1.058850,-0.008864,-0.001878
0.715000,-0.015308,0.019669,-0.006161,0.074109,-0.004286,54.086470,1.057469,-0.009147,-0.001874
0.720000,-0.015196,0.024983,-0.005781,0.076145,-0.003914,52.215530,1.054130,-0.009415,-0.001868
0.725000,-0.015058,0.030276,-0.005392,0.078056,-0.003535,50.243816,1.048835,-0.009666,-0.001858
0.730000,-0.014894,0.035539,-0.004994,0.079838,-0.003150,48.174448,1.041590,-0.009900,-0.001844
0.735000,-0.014703,0.040762,-0.004587,0.081489,-0.002760,46.010738,1.032404,-0.010116,-0.001827
0.740000,-0.014486,0.045936,-0.004172,0.083004,-0.002365,43.756189,1.021289,-0.010314,-0.001807
0.745000,-0.014244,0.051050,-0.003750,0.084382,-0.001966,41.414487,1.008262,-0.010494,-0.001783
0.750000,-0.013976,0.056096,-0.003321,0.085620,-0.001564,38.989490,0.993343,-0.010655,-0.001756
0.755000,-0.013683,0.061063,-0.002886,0.086715,-0.001160,36.485229,0.976554,-0.010797,-0.001726
0.760000,-0.013365,0.065942,-0.002446,0.087667,-0.000753,33.905894,0.957923,-0.010919,-0.001693
0.765000,-0.013024,0.070725,-0.002002,0.088472,-0.000346,31.255829,0.937480,-0.011022,-0.001656
0.770000,-0.012658,0.075402,-0.001554,0.089130,0.000063,28.539523,0.915259,-0.011104,-0.001617
0.775000,-0.012270,0.079964,-0.001103,0.089638,0.000471,25.761605,0.891296,-0.011167,-0.001574
0.780000,-0.011859,0.084402,-0.000650,0.089997,0.000879,22.926830,0.865633,-0.011209,-0.001528
0.785000,-0.011426,0.088709,-0.000195,0.090205,0.001284,20.040074,0.838312,-0.011231,-0.001480
0.790000,-0.010972,0.092875,0.000260,0.090262,0.001688,17.106326,0.809383,-0.011232,-0.001429
0.795000,-0.010498,0.096893,0.000715,0.090168,0.002089,14.130676,0.778893,-0.011212,-0.001375
0.800000,-0.010003,0.100755,0.001169,0.089922,0.002487,11.118304,0.746898,-0.011172,-0.001318
0.805000,-0.009490,0.104454,0.001621,0.089525,0.002880,8.074476,0.713453,-0.011112,-0.001259
0.810000,-0.008959,0.107982,0.002071,0.088978,0.003269,5.004532,0.678618,-0.011030,-0.001198
0.815000,-0.008411,0.111333,0.002518,0.088282,0.003652,1.913871,0.642453,-0.010929,-0.001134
0.820000,-0.007846,0.114499,0.002961,0.087437,0.004029,-1.192052,0.605024,-0.010807,-0.001068
0.825000,-0.007266,0.117476,0.003400,0.086445,0.004399,-4.307739,0.566396,-0.010666,-0.001000
0.830000,-0.006672,0.120256,0.003833,0.085307,0.004762,-7.427660,0.526640,-0.010504,-0.000930
0.835000,-0.006064,0.122834,0.004259,0.084026,0.005117,-10.546264,0.485825,-0.010324,-0.000858
0.840000,-0.005444,0.125206,0.004679,0.082603,0.005464,-13.657984,0.444024,-0.010123,-0.000784
