t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.602053,0.069175,0.000000,0.000000
0.005000,0.000001,0.000320,-0.000005,-0.002090,0.000408,-29.330992,-0.132469,0.000006,-0.000414
0.010000,0.000001,-0.000203,0.000016,0.010460,0.000816,-5.093588,0.023348,-0.000015,-0.000799
0.015000,0.000001,0.000085,0.000108,0.025429,0.001222,-6.067151,0.085367,-0.000107,-0.001114
0.020000,0.000002,0.000734,0.000284,0.044071,0.001626,5.932090,0.220478,-0.000282,-0.001342
0.025000,0.000009,0.002065,0.000554,0.062193,0.002028,-31.090317,0.152280,-0.000545,-0.001474
0.030000,0.000022,0.003116,0.000924,0.084027,0.002426,0.619567,0.393116,-0.000902,-0.001502
0.035000,0.000043,0.005294,0.001384,0.097891,0.002820,9.038701,0.505193,-0.001341,-0.001436
0.040000,0.000076,0.007981,0.001900,0.106235,0.003209,-6.406116,0.496123,-0.001824,-0.001309
0.045000,0.000122,0.010599,0.002451,0.111810,0.003593,36.181992,0.719278,-0.002329,-0.001143
0.050000,0.000184,0.014212,0.003003,0.106938,0.003971,-12.978991,0.512448,-0.002818,-0.000969
0.055000,0.000262,0.016826,0.003538,0.105075,0.004343,-57.678799,0.338419,-0.003276,-0.000805
0.060000,0.000350,0.018597,0.004069,0.105258,0.004707,-35.192322,0.455129,-0.003718,-0.000638
0.065000,0.000449,0.020870,0.004583,0.098515,0.005063,-37.827561,0.435025,-0.004134,-0.000480
0.070000,0.000559,0.023011,0.005057,0.089570,0.005411,-33.779441,0.430927,-0.004498,-0.000354
0.075000,0.000679,0.025099,0.005481,0.078703,0.005750,-35.506588,0.391079,-0.004802,-0.000269
0.080000,0.000809,0.026979,0.005851,0.067942,0.006079,-64.571404,0.234309,-0.005041,-0.000229
0.085000,0.000947,0.028119,0.006178,0.061730,0.006398,-28.878930,0.365617,-0.005231,-0.000221
0.090000,0.001092,0.029860,0.006464,0.051756,0.006707,-62.066122,0.188882,-0.005371,-0.000243
0.095000,0.001244,0.030785,0.006715,0.048168,0.007004,-77.471948,0.112956,-0.005472,-0.000289
0.100000,0.001399,0.031366,0.006958,0.048010,0.007290,-85.109441,0.083936,-0.005559,-0.000332
0.105000,0.001557,0.031822,0.007205,0.049614,0.007563,-98.425704,0.039040,-0.005647,-0.000358
0.110000,0.001717,0.032077,0.007464,0.053033,0.007824,-92.636047,0.082722,-0.005747,-0.000360
0.115000,0.001878,0.032535,0.007737,0.054967,0.008072,-56.587442,0.246364,-0.005858,-0.000335
0.120000,0.002044,0.033744,0.008005,0.051339,0.008306,-131.055989,-0.076851,-0.005961,-0.000301
0.125000,0.002212,0.033450,0.008278,0.057007,0.008526,-67.149490,0.220831,-0.006066,-0.000248
0.130000,0.002382,0.034522,0.008554,0.052264,0.008733,-132.888812,-0.069796,-0.006172,-0.000179
0.135000,0.002554,0.034233,0.008825,0.055173,0.008924,-88.906487,0.133152,-0.006271,-0.000099
0.140000,0.002727,0.034866,0.009091,0.050156,0.009101,-115.818076,0.004133,-0.006364,-0.000010
0.145000,0.002901,0.034881,0.009337,0.047524,0.009263,-110.821463,0.018944,-0.006436,0.000074
0.150000,0.003076,0.034945,0.009565,0.042870,0.009409,-99.289496,0.051282,-0.006489,0.000156
0.155000,0.003251,0.035138,0.009763,0.035845,0.009539,-115.728576,-0.045160,-0.006512,0.000224
0.160000,0.003426,0.034867,0.009931,0.030760,0.009654,-109.905348,-0.041038,-0.006505,0.000277
0.165000,0.003600,0.034602,0.010071,0.024760,0.009752,-110.827081,-0.070564,-0.006471,0.000318
0.170000,0.003772,0.034190,0.010181,0.019157,0.009834,-111.899923,-0.100334,-0.006409,0.000347
0.175000,0.003941,0.033631,0.010265,0.014199,0.009900,-161.765551,-0.331788,-0.006324,0.000365
0.180000,0.004105,0.031997,0.010342,0.016151,0.009950,-136.921088,-0.219449,-0.006236,0.000392
0.185000,0.004263,0.030878,0.010418,0.014029,0.009982,-96.568400,-0.060823,-0.006155,0.000436
0.190000,0.004416,0.030483,0.010469,0.006348,0.009998,-141.862993,-0.286141,-0.006053,0.000470
0.195000,0.004565,0.029036,0.010498,0.005207,0.009998,-157.512368,-0.358081,-0.005933,0.000500
0.200000,0.004706,0.027251,0.010525,0.005693,0.009980,-156.053552,-0.350273,-0.005820,0.000545
0.205000,0.004837,0.025494,0.010552,0.004993,0.009946,-159.731836,-0.368278,-0.005715,0.000606
0.210000,0.004960,0.023641,0.010574,0.003628,0.009896,-154.649300,-0.351851,-0.005614,0.000678
0.215000,0.005074,0.021849,0.010584,0.000366,0.009829,-117.298239,-0.209152,-0.005510,0.000755
0.220000,0.005180,0.020700,0.010562,-0.008597,0.009745,-153.412739,-0.400053,-0.005382,0.000817
0.225000,0.005279,0.018652,0.010509,-0.012544,0.009646,-178.220343,-0.521307,-0.005230,0.000863
0.230000,0.005366,0.016034,0.010443,-0.013549,0.009530,-150.314103,-0.408615,-0.005077,0.000913
0.235000,0.005441,0.013927,0.010361,-0.018930,0.009398,-140.461391,-0.391415,-0.004920,0.000963
0.240000,0.005505,0.011888,0.010248,-0.025537,0.009251,-172.924170,-0.557146,-0.004743,0.000997
0.245000,0.005558,0.009074,0.010114,-0.027473,0.009088,-117.060795,-0.333215,-0.004557,0.001026
0.250000,0.005599,0.007291,0.009952,-0.036666,0.008910,-145.894071,-0.497173,-0.004353,0.001042
0.255000,0.005629,0.004744,0.009756,-0.040699,0.008717,-200.654571,-0.746449,-0.004128,0.001039
0.260000,0.005643,0.001046,0.009561,-0.036924,0.008510,-114.063774,-0.369143,-0.003917,0.001051
0.265000,0.005644,-0.000907,0.009353,-0.045026,0.008288,-158.105632,-0.591612,-0.003710,0.001065
0.270000,0.005632,-0.003893,0.009123,-0.046238,0.008053,-138.843198,-0.518666,-0.003491,0.001070
0.275000,0.005606,-0.006540,0.008881,-0.049700,0.007804,-129.729297,-0.498435,-0.003275,0.001076
0.280000,0.005567,-0.009096,0.008619,-0.053719,0.007543,-110.588117,-0.439471,-0.003053,0.001077
0.285000,0.005515,-0.011378,0.008334,-0.059313,0.007268,-122.615569,-0.518738,-0.002818,0.001066
0.290000,0.005452,-0.014025,0.008028,-0.061971,0.006982,-150.726931,-0.652100,-0.002576,0.001046
0.295000,0.005374,-0.017282,0.007720,-0.060058,0.006684,-121.447306,-0.524288,-0.002346,0.001036
0.300000,0.005281,-0.019944,0.007412,-0.061937,0.006374,-145.505816,-0.635664,-0.002131,0.001038
0.305000,0.005173,-0.023119,0.007103,-0.060383,0.006054,-127.053536,-0.552859,-0.001930,0.001049
0.310000,0.005050,-0.025911,0.006795,-0.061669,0.005724,-103.654076,-0.461576,-0.001745,0.001071
0.315000,0.004915,-0.028285,0.006473,-0.066101,0.005385,-104.302026,-0.485164,-0.001558,0.001088
0.320000,0.004767,-0.030771,0.006129,-0.069920,0.005036,-70.450536,-0.362617,-0.001362,0.001093
0.325000,0.004609,-0.032691,0.005757,-0.077338,0.004679,-79.334593,-0.436316,-0.001148,0.001078
0.330000,0.004440,-0.034950,0.005355,-0.081803,0.004315,-87.685468,-0.495638,-0.000916,0.001041
0.335000,0.004259,-0.037475,0.004938,-0.083473,0.003943,-131.663425,-0.691129,-0.000679,0.000995
0.340000,0.004063,-0.040893,0.004530,-0.078230,0.003564,-93.311815,-0.510085,-0.000468,0.000966
0.345000,0.003852,-0.043463,0.004136,-0.078185,0.003180,-32.908501,-0.259980,-0.000284,0.000956
0.350000,0.003631,-0.044872,0.003722,-0.085505,0.002790,-51.327290,-0.373711,-0.000091,0.000932
0.355000,0.003402,-0.046804,0.003283,-0.088489,0.002396,-43.987518,-0.361432,0.000119,0.000887
0.360000,0.003163,-0.048669,0.002830,-0.090768,0.001997,-21.186585,-0.282377,0.000333,0.000833
0.365000,0.002916,-0.050156,0.002363,-0.094213,0.001595,-34.844312,-0.361944,0.000553,0.000768
0.370000,0.002661,-0.051997,0.001889,-0.093731,0.001191,-25.131465,-0.326586,0.000772,0.000698
0.375000,0.002397,-0.053657,0.001418,-0.092933,0.000785,-35.164553,-0.372143,0.000979,0.000633
0.380000,0.002124,-0.055512,0.000958,-0.089496,0.000377,32.588541,-0.080711,0.001166,0.000581
0.385000,0.001845,-0.056006,0.000494,-0.094006,-0.000031,-9.713283,-0.285675,0.001351,0.000526
0.390000,0.001561,-0.057437,0.000028,-0.090942,-0.000440,58.375019,0.004183,0.001534,0.000468
0.395000,0.001274,-0.057513,-0.000443,-0.095634,-0.000847,-5.297672,-0.292230,0.001717,0.000404
0.400000,0.000983,-0.058947,-0.000911,-0.089803,-0.001253,31.542085,-0.120828,0.001894,0.000342
0.405000,0.000687,-0.059571,-0.001360,-0.088243,-0.001657,70.179727,0.038886,0.002047,0.000297
0.410000,0.000389,-0.059446,-0.001812,-0.090681,-0.002059,76.081221,0.042727,0.002201,0.000247
0.415000,0.000092,-0.059294,-0.002273,-0.092067,-0.002456,19.707384,-0.209411,0.002366,0.000183
0.420000,-0.000207,-0.060294,-0.002718,-0.084459,-0.002850,19.609480,-0.184407,0.002512,0.000132
0.425000,-0.000510,-0.061163,-0.003125,-0.077007,-0.003239,93.019806,0.148559,0.002615,0.000114
0.430000,-0.000814,-0.060485,-0.003521,-0.079684,-0.003623,47.693881,-0.060101,0.002706,0.000102
0.435000,-0.001118,-0.060771,-0.003913,-0.075652,-0.004000,59.505748,0.000837,0.002795,0.000088
0.440000,-0.001422,-0.060770,-0.004289,-0.073407,-0.004371,86.078531,0.115911,0.002867,0.000082
0.445000,-0.001724,-0.060235,-0.004662,-0.074663,-0.004735,92.312586,0.129820,0.002938,0.000072
0.450000,-0.002024,-0.059634,-0.005043,-0.076057,-0.005090,103.836073,0.164303,0.003019,0.000047
