t,z_s,dz_s,z_u,dz_u,z_r,F_act,body_acc,susp_defl,tyre_defl
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000612,0.000000,0.000000,0.000000,-0.000612
0.010000,0.000000,0.000134,0.000032,0.012472,0.001224,13.277601,0.107834,-0.000032,-0.001192
0.015000,0.000003,0.000899,0.000148,0.032761,0.001833,34.356224,0.282914,-0.000145,-0.001686
0.020000,0.000011,0.002589,0.000375,0.056651,0.002440,58.288818,0.487857,-0.000363,-0.002065
0.025000,0.000031,0.005317,0.000723,0.080701,0.003042,81.066677,0.691726,-0.000692,-0.002319
0.030000,0.000066,0.009052,0.001186,0.102391,0.003639,99.806612,0.871636,-0.001120,-0.002453
0.035000,0.000123,0.013654,0.001749,0.120135,0.004230,112.760287,1.013015,-0.001626,-0.002481
0.040000,0.000204,0.018919,0.002389,0.133185,0.004814,119.196221,1.108876,-0.002185,-0.002425
0.045000,0.000313,0.024616,0.003082,0.141470,0.005390,119.204115,1.158473,-0.002769,-0.002308
0.050000,0.000451,0.030515,0.003807,0.145412,0.005957,113.465285,1.165667,-0.003356,-0.002150
0.055000,0.000618,0.036410,0.004542,0.145737,0.006514,103.023944,1.137253,-0.003924,-0.001973
0.060000,0.000814,0.042131,0.005271,0.143314,0.007061,89.083985,1.081450,-0.004457,-0.001790
0.065000,0.001039,0.047548,0.005983,0.139019,0.007595,72.845985,1.006668,-0.004945,-0.001612
0.070000,0.001289,0.052574,0.006671,0.133639,0.008117,55.390546,0.920607,-0.005382,-0.001446
0.075000,0.001563,0.057160,0.007330,0.127817,0.008625,37.607285,0.829682,-0.005767,-0.001295
0.080000,0.001859,0.061287,0.007960,0.122024,0.009119,20.164024,0.738761,-0.006101,-0.001158
0.085000,0.002175,0.064958,0.008562,0.116560,0.009598,3.507971,0.651132,-0.006387,-0.001035
0.090000,0.002508,0.068191,0.009138,0.111573,0.010060,-12.110460,0.568652,-0.006630,-0.000923
0.095000,0.002856,0.071014,0.009689,0.107088,0.010506,-26.600248,0.492000,-0.006833,-0.000817
0.100000,0.003217,0.073456,0.010219,0.103043,0.010935,-39.986723,0.420988,-0.007002,-0.000716
0.105000,0.003590,0.075544,0.010729,0.099322,0.011345,-52.369134,0.354864,-0.007140,-0.000615
0.110000,0.003972,0.077300,0.011221,0.095782,0.011736,-63.883202,0.292591,-0.007250,-0.000514
0.115000,0.004362,0.078744,0.011696,0.092284,0.012107,-74.671231,0.233072,-0.007334,-0.000412
0.120000,0.004759,0.079888,0.012152,0.088703,0.012459,-84.860781,0.175312,-0.007394,-0.000307
0.125000,0.005160,0.080740,0.012590,0.084943,0.012790,-94.551702,0.118520,-0.007430,-0.000199
0.130000,0.005565,0.081303,0.013008,0.080936,0.013099,-103.810467,0.062157,-0.007443,-0.000091
0.135000,0.005973,0.081580,0.013406,0.076648,0.013386,-112.670268,0.005942,-0.007433,0.000019
0.140000,0.006381,0.081571,0.013781,0.072072,0.013652,-121.135159,-0.050177,-0.007400,0.000129
0.145000,0.006788,0.081276,0.014132,0.067219,0.013894,-129.186581,-0.106070,-0.007344,0.000238
0.150000,0.007193,0.080698,0.014458,0.062121,0.014113,-136.790842,-0.161478,-0.007265,0.000345
0.155000,0.007594,0.079838,0.014758,0.056813,0.014309,-143.906434,-0.216066,-0.007163,0.000449
0.160000,0.007991,0.078702,0.015030,0.051339,0.014481,-150.490393,-0.269473,-0.007040,0.000549
0.165000,0.008381,0.077296,0.015275,0.045738,0.014628,-156.503281,-0.321354,-0.006894,0.000646
