time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,22.7604,0.0074,0.0444,0.0828,0.4894,500000.00,244681.66,0.0053
1.00,43.9698,0.0586,0.1733,0.3307,0.6463,500000.00,323132.95,0.0341
1.50,62.1826,0.1928,0.3741,0.8590,1.5739,500000.00,786963.42,0.1008
2.00,76.1578,0.4415,0.6274,1.9873,2.9917,500000.00,1495858.50,0.2171
2.50,84.9430,0.8248,0.9082,3.8728,4.5392,500000.00,2269587.78,0.3907
3.00,87.9395,1.3496,1.1880,6.4832,5.8280,500000.00,2914013.73,0.6253
3.50,84.9430,2.0077,1.4368,9.5966,6.4966,500000.00,3248284.68,0.9198
4.00,76.1578,2.7763,1.6256,12.8275,6.2600,500000.00,3130014.41,1.2682
4.50,62.1826,3.6189,1.7286,15.6761,4.9511,500000.00,2475559.12,1.6605
5.00,43.9698,4.4871,1.7253,17.5941,2.5462,500000.00,1273111.82,2.0825
5.50,22.7604,5.3242,1.6022,18.0595,-0.8257,-397697.48,328362.20,2.5175
6.00,0.0000,6.0684,1.3540,17.1985,-2.7391,-500000.00,1369556.69,2.9467
6.50,-22.7604,6.6578,0.9846,15.2788,-5.0231,-500000.00,2511542.53,3.3510
7.00,-43.9698,7.0348,0.5067,12.1167,-7.6535,-500000.00,3826735.99,3.7121
7.50,-62.1826,7.1500,-0.0583,7.6280,-10.2650,-500000.00,5132516.35,4.0142
8.00,-76.1578,6.9667,-0.6817,1.9222,-12.4549,-500000.00,6227440.86,4.2451
8.50,-84.9430,6.4642,-1.3295,-4.6907,-13.8333,-500000.00,6916657.84,4.3978
9.00,-87.9395,5.6394,-1.9640,-11.7200,-14.0741,-500000.00,7037043.44,4.4718
9.50,-84.9430,4.5088,-2.5464,-18.5369,-12.9584,-114666.87,1485901.05,4.4736
10.00,-76.1578,3.1079,-3.0395,-24.6721,-11.3320,500000.00,-5665980.62,4.4182
10.50,-62.1826,1.4898,-3.4102,-29.9931,-9.6909,500000.00,-4845469.71,4.3283
11.00,-43.9698,-0.2773,-3.6313,-34.1052,-6.5176,500000.00,-3258812.29,4.2335
11.50,-22.7604,-2.1134,-3.6841,-36.2904,-2.0356,500000.00,-1017824.77,4.1668
12.00,-0.0000,-3.9316,-3.5591,-35.9869,3.3600,500000.00,1679998.76,4.1576
12.50,22.7604,-5.6429,-3.2574,-32.8650,9.1424,500000.00,4571223.44,4.2244
13.00,43.9698,-7.1613,-2.7904,-26.8805,14.7074,500000.00,7353721.38,4.3686
13.50,62.1826,-8.4092,-2.1793,-18.2975,19.4371,500000.00,9718538.57,4.5747
14.00,76.1578,-9.3216,-1.4543,-7.6785,22.7661,500000.00,11383036.20,4.8169
14.50,84.9430,-9.8506,-0.6523,4.1577,24.2437,500000.00,12121854.37,5.0660
15.00,87.9395,-9.9680,0.1848,16.2064,23.5850,500000.00,11792489.68,5.2954
15.50,84.9430,-9.6672,1.0132,27.3696,20.7057,500000.00,10352840.22,5.4850
16.00,76.1578,-8.9636,1.7893,36.5610,15.7378,500000.00,7868890.80,5.6221
16.50,62.1826,-7.8935,2.4725,42.8136,9.0234,500000.00,4511702.07,5.7019
17.00,43.9698,-6.5124,3.0280,45.3789,1.0879,176357.53,191852.03,5.7266
17.50,22.7604,-4.8914,3.4285,44.0046,-6.6295,-500000.00,3314758.25,5.7051
18.00,0.0000,-3.1128,3.6559,39.1732,-12.6533,-500000.00,6326672.26,5.6507
18.50,-22.7604,-1.2657,3.7024,31.4400,-18.1461,-500000.00,9073059.85,5.5796
19.00,-43.9698,0.5598,3.5708,21.2052,-22.5760,-500000.00,11287999.55,5.5083
19.50,-62.1826,2.2774,3.2740,9.1209,-25.4747,-500000.00,12737334.85,5.4510
20.00,-76.1578,3.8099,2.8345,-3.9526,-26.4856,-500000.00,13242792.77,5.4168
20.50,-84.9430,5.0931,2.2822,-17.0131,-25.4031,-500000.00,12701542.09,5.4094
21.00,-87.9395,6.0793,1.6529,-28.9992,-22.1984,-104458.34,2318805.38,5.4259
21.50,-84.9430,6.7397,0.9857,-39.1226,-17.9783,500000.00,-8989152.62,5.4593
22.00,-76.1578,7.0653,0.3202,-47.0496,-13.4451,500000.00,-6722573.57,5.5000
22.50,-62.1826,7.0665,-0.3055,-52.3073,-7.3632,500000.00,-3681592.69,5.5388
23.00,-43.9698,6.7721,-0.8577,-54.2287,-0.1877,500000.00,-93857.56,5.5679
23.50,-22.7604,6.2258,-1.3089,-52.4090,7.4969,500000.00,3748473.77,5.5824
24.00,-0.0000,5.4834,-1.6395,-46.7570,15.0290,500000.00,7514521.71,5.5804
24.50,22.7604,4.6082,-1.8388,-37.5192,21.7297,500000.00,10864866.49,5.5626
25.00,43.9698,3.6667,-1.9057,-25.2728,26.9665,500000.00,13483250.89,5.5317
25.50,62.1826,2.7234,-1.8478,-10.8866,30.2136,500000.00,15106779.85,5.4912
26.00,76.1578,1.8370,-1.6815,4.5450,31.1035,500000.00,15551729.53,5.4450
26.50,84.9430,1.0562,-1.4298,19.7922,29.4650,500000.00,14732490.31,5.3963
27.00,87.9395,0.4168,-1.1208,33.5929,25.3436,500000.00,12671811.32,5.3473
27.50,84.9430,-0.0602,-0.7855,44.7629,19.0027,500000.00,9501325.45,5.2994
28.00,76.1578,-0.3695,-0.4552,52.3002,10.9045,500000.00,5452234.71,5.2529
28.50,62.1826,-0.5213,-0.1597,55.4768,1.6739,352164.98,589483.06,5.2079
29.00,43.9698,-0.5394,0.0755,53.9972,-7.5990,-500000.00,3799475.32,5.1640
29.50,22.7604,-0.4592,0.2307,48.4534,-14.4915,-500000.00,7245730.00,5.1211
30.00,0.0000,-0.3241,0.2937,39.6366,-20.6023,-500000.00,10301137.41,5.0792
30.50,-22.7604,-0.1816,0.2602,28.0682,-25.4189,-500000.00,12709460.93,5.0381
31.00,-43.9698,-0.0792,0.1347,14.5070,-28.5113,-500000.00,14255659.82,4.9980
31.50,-62.1826,-0.0602,-0.0704,-0.1020,-29.5711,-500000.00,14785546.32,4.9588
32.00,-76.1578,-0.1597,-0.3356,-14.6966,-28.4417,-500000.00,14220851.41,4.9205
32.50,-84.9430,-0.4017,-0.6355,-28.1783,-25.1365,-449445.73,11297500.55,4.8833
33.00,-87.9395,-0.7962,-0.9410,-39.5299,-19.9642,-41226.56,823055.74,4.8477
33.50,-84.9430,-1.3385,-1.2216,-48.1133,-14.1162,500000.00,-7058094.70,4.8147
34.00,-76.1578,-2.0086,-1.4474,-53.7550,-8.2515,500000.00,-4125759.28,4.7858
34.50,-62.1826,-2.7723,-1.5917,-56.1986,-1.3988,500000.00,-699401.01,4.7630
35.00,-43.9698,-3.5830,-1.6328,-55.0717,5.9404,500000.00,2970213.43,4.7484
35.50,-22.7604,-4.3853,-1.5561,-50.2718,13.1958,500000.00,6597908.80,4.7436
36.00,-0.0000,-5.1184,-1.3554,-41.9890,19.7755,500000.00,9887755.72,4.7489
36.50,22.7604,-5.7204,-1.0331,-30.7039,25.1171,500000.00,12558551.57,4.7634
37.00,43.9698,-6.1332,-0.6010,-17.1606,28.7377,500000.00,14368830.73,4.7842
37.50,62.1826,-6.3064,-0.0792,-2.3153,30.2782,500000.00,15139115.68,4.8074
38.00,76.1578,-6.2019,0.5048,12.7348,29.5387,500000.00,14769341.71,4.8281
38.50,84.9430,-5.7967,1.1177,26.8372,26.4996,500000.00,13249801.33,4.8417
39.00,87.9395,-5.0855,1.7227,38.8764,21.3290,500000.00,10664520.76,4.8449
39.50,84.9430,-4.0817,2.2818,47.8662,14.3733,500000.00,7186648.06,4.8361
40.00,76.1578,-2.8175,2.7583,53.0336,6.1323,500000.00,3066138.80,4.8163
40.50,62.1826,-1.3427,3.1194,53.8857,-2.7786,-500000.00,1389292.96,4.7892
41.00,43.9698,0.2781,3.3383,50.8663,-9.2784,-500000.00,4639178.80,4.7603
41.50,22.7604,1.9687,3.3961,44.6677,-15.4166,-500000.00,7708279.38,4.7368
42.00,0.0000,3.6458,3.2834,35.5893,-20.7215,-500000.00,10360765.22,4.7254
42.50,-22.7604,5.2237,3.0007,24.1585,-24.7602,-500000.00,12380122.59,4.7315
43.00,-43.9698,6.6198,2.5589,11.1014,-27.1755,-500000.00,13587764.25,4.7575
43.50,-62.1826,7.7595,1.9788,-2.7029,-27.7187,-500000.00,13859365.91,4.8021
44.00,-76.1578,8.5804,1.2896,-16.2837,-26.2748,-500000.00,13137402.25,4.8609
44.50,-84.9430,9.0368,0.5273,-28.6496,-22.8773,-500000.00,11438645.24,4.9268
45.00,-87.9395,9.1023,-0.2673,-38.8640,-17.7116,-170035.23,3011594.61,4.9917
45.50,-84.9430,8.7713,-1.0512,-46.3204,-11.8972,346267.11,-4119616.81,5.0480
46.00,-76.1578,8.0599,-1.7821,-50.8902,-6.2166,500000.00,-3108312.54,5.0899
46.50,-62.1826,7.0046,-2.4206,-52.4956,-0.1020,500000.00,-50996.18,5.1140
47.00,-43.9698,5.6604,-2.9329,-50.9249,6.4113,500000.00,3205669.95,5.1201
47.50,-22.7604,4.0972,-3.2927,-46.0987,12.8362,500000.00,6418075.24,5.1105
48.00,-0.0000,2.3960,-3.4830,-38.1893,18.6601,500000.00,9330051.67,5.0899
48.50,22.7604,0.6437,-3.4969,-27.6221,23.3893,500000.00,11694646.64,5.0643
49.00,43.9698,-1.0720,-3.3380,-15.0560,26.5923,500000.00,13296132.22,5.0398
49.50,62.1826,-2.6677,-3.0198,-1.3411,27.9404,500000.00,13970214.17,5.0216
50.00,76.1578,-4.0690,-2.5654,12.5407,27.2410,500000.00,13620521.80,5.0131
50.50,84.9430,-5.2153,-2.0049,25.5503,24.4595,500000.00,12229759.97,5.0151
51.00,87.9395,-6.0622,-1.3744,36.6728,19.7287,500000.00,9864360.11,5.0263
51.50,84.9430,-6.5845,-0.7128,45.0011,13.3441,500000.00,6672036.11,5.0436
52.00,76.1578,-6.7765,-0.0598,49.8126,5.7446,500000.00,2872280.38,5.0629
52.50,62.1826,-6.6521,0.5470,50.6338,-2.5191,-500000.00,1259531.62,5.0802
53.00,43.9698,-6.2428,1.0744,47.8955,-8.4279,-500000.00,4213966.76,5.0923
53.50,22.7604,-5.5954,1.4955,42.2478,-14.0852,-500000.00,7042618.34,5.0972
54.00,0.0000,-4.7682,1.7916,33.9245,-19.0599,-500000.00,9529930.11,5.0943
54.50,-22.7604,-3.8264,1.9528,23.3709,-22.9430,-500000.00,11471486.57,5.0842
55.00,-43.9698,-2.8380,1.9788,11.2234,-25.3837,-500000.00,12691867.38,5.0684
55.50,-62.1826,-1.8688,1.8785,-1.7272,-26.1222,-500000.00,13061116.99,5.0488
56.00,-76.1578,-0.9778,1.6692,-14.5892,-25.0165,-500000.00,12508247.28,5.0272
56.50,-84.9430,-0.2138,1.3751,-26.4331,-22.0608,-500000.00,11030403.09,5.0052
57.00,-87.9395,0.3880,1.0252,-36.3625,-17.3933,-217189.32,3777647.01,4.9835
57.50,-84.9430,0.8074,0.6515,-43.7579,-11.9702,295678.35,-3539325.44,4.9625
58.00,-76.1578,1.0409,0.2865,-48.4552,-6.6465,500000.00,-3323265.44,4.9422
58.50,-62.1826,1.1005,-0.0394,-50.3840,-0.9517,500000.00,-475861.74,4.9223
59.00,-43.9698,1.0124,-0.2999,-49.3226,5.2434,500000.00,2621689.17,4.9024
59.50,-22.7604,0.8149,-0.4748,-45.1338,11.4770,500000.00,5738490.13,4.8825
60.00,-0.0000,0.5542,-0.5512,-37.9227,17.2488,500000.00,8624403.29,4.8626
60.50,22.7604,0.2810,-0.5246,-28.0454,22.0631,500000.00,11031573.19,4.8427
61.00,43.9698,0.0460,-0.3994,-16.0950,25.4737,500000.00,12736860.26,4.8229
61.50,62.1826,-0.1040,-0.1880,-2.8667,27.1261,500000.00,13563074.84,4.8035
62.00,76.1578,-0.1308,0.0898,10.6980,26.7939,500000.00,13396965.56,4.7842
62.50,84.9430,-0.0074,0.4084,23.5818,24.4044,500000.00,12202177.19,4.7652
63.00,87.9395,0.2794,0.7382,34.7726,20.0517,500000.00,10025827.69,4.7465
63.50,84.9430,0.7275,1.0480,43.3472,13.9958,500000.00,6997920.14,4.7283
64.00,76.1578,1.3190,1.3072,48.5510,6.6469,500000.00,3323451.60,4.7114
64.50,62.1826,2.0216,1.4881,49.8658,-1.4645,-500000.00,732255.36,4.6966
65.00,43.9698,2.7902,1.5683,47.6702,-7.3293,-500000.00,3664634.96,4.6850
65.50,22.7604,3.5704,1.5322,42.5604,-13.0495,-500000.00,6524750.43,4.6775
